devanagari,iast,slp1,count,pct,slot1,slot2,slot3,slot4,slot5
क्ष्मां,kṣmāṃ,kzmAM,36,0.0003,1,5,12,16,2
क्ष्माः,kṣmāḥ,kzmAH,28,0.0002,3,6,11,5,3
क्ष्मि,kṣmi,kzmi,35,0.0002,8,12,8,4,3
क्ष्मी,kṣmī,kzmI,502,0.0035,26,91,195,134,56
क्ष्मीं,kṣmīṃ,kzmIM,97,0.0007,8,15,40,27,7
क्ष्मीः,kṣmīḥ,kzmIH,112,0.0008,10,17,40,37,8
क्ष्मे,kṣme,kzme,73,0.0005,14,28,19,10,2
क्ष्में,kṣmeṃ,kzmeM,1,0.0,0,0,0,1,0
क्ष्मै,kṣmai,kzmE,41,0.0003,1,10,17,12,1
क्ष्मैः,kṣmaiḥ,kzmEH,17,0.0001,0,3,12,2,0
क्ष्मो,kṣmo,kzmo,92,0.0006,13,20,28,27,4
क्ष्मौ,kṣmau,kzmO,3,0.0,0,0,1,1,1
क्ष्मौं,kṣmauṃ,kzmOM,1,0.0,0,0,0,1,0
क्ष्म्य,kṣmya,kzmya,10,0.0001,1,4,2,3,0
क्ष्म्यं,kṣmyaṃ,kzmyaM,7,0.0,2,2,1,1,1
क्ष्म्यः,kṣmyaḥ,kzmyaH,1,0.0,0,0,0,1,0
क्ष्म्या,kṣmyā,kzmyA,160,0.0011,0,66,56,26,12
क्ष्म्यां,kṣmyāṃ,kzmyAM,5,0.0,0,2,0,1,2
क्ष्म्याः,kṣmyāḥ,kzmyAH,16,0.0001,0,2,10,3,1
क्ष्म्ये,kṣmye,kzmye,6,0.0,0,1,3,2,0
क्ष्म्यै,kṣmyai,kzmyE,12,0.0001,4,0,3,5,0
क्ष्म्यो,kṣmyo,kzmyo,2,0.0,1,0,1,0,0
क्ष्म्यौ,kṣmyau,kzmyO,2,0.0,0,0,1,0,1
क्ष्म्रीं,kṣmrīṃ,kzmrIM,1,0.0,0,0,0,0,1
क्ष्य्,kṣy,kzy,39,0.0003,32,0,6,0,1
क्ष्य,kṣya,kzya,5408,0.0377,567,2506,1208,877,249
क्ष्यं,kṣyaṃ,kzyaM,383,0.0027,13,162,103,69,36
क्ष्यः,kṣyaḥ,kzyaH,61,0.0004,8,22,14,15,2
क्ष्या,kṣyā,kzyA,2687,0.0188,208,1053,757,492,177
क्ष्यां,kṣyāṃ,kzyAM,41,0.0003,1,24,15,1,0
क्ष्याः,kṣyāḥ,kzyAH,70,0.0005,12,26,16,15,1
क्ष्यी,kṣyī,kzyI,5,0.0,0,0,3,2,0
क्ष्यु,kṣyu,kzyu,4,0.0,0,0,3,1,0
क्ष्ये,kṣye,kzye,489,0.0034,14,131,128,174,42
क्ष्यै,kṣyai,kzyE,96,0.0007,3,49,25,15,4
क्ष्यैः,kṣyaiḥ,kzyEH,11,0.0001,0,4,4,2,1
क्ष्यो,kṣyo,kzyo,155,0.0011,34,48,36,32,5
क्ष्योः,kṣyoḥ,kzyoH,6,0.0,6,0,0,0,0
क्ष्यौ,kṣyau,kzyO,24,0.0002,18,3,3,0,0
क्ष्रौं,kṣrauṃ,kzrOM,1,0.0,0,0,0,1,0
क्ष्लं,kṣlaṃ,kzlaM,1,0.0,0,0,0,1,0
क्ष्लः,kṣlaḥ,kzlaH,1,0.0,0,0,0,1,0
क्ष्लैं,kṣlaiṃ,kzlEM,1,0.0,0,0,0,1,0
क्ष्लौः,kṣlauḥ,kzlOH,1,0.0,0,0,0,1,0
क्ष्व्,kṣv,kzv,58,0.0004,46,0,3,3,6
क्ष्व,kṣva,kzva,388,0.0027,55,223,55,32,23
क्ष्वा,kṣvā,kzvA,368,0.0026,52,205,76,29,6
क्ष्वि,kṣvi,kzvi,6,0.0,2,4,0,0,0
क्ष्वृ,kṣvṛ,kzvf,5,0.0,0,2,3,0,0
क्ष्वे,kṣve,kzve,141,0.001,25,51,38,22,5
क्ष्वै,kṣvai,kzvE,1,0.0,0,0,0,1,0
क्ष्वो,kṣvo,kzvo,3,0.0,2,0,0,1,0
क्स,ksa,ksa,315,0.0022,25,24,224,30,12
क्सं,ksaṃ,ksaM,815,0.0057,28,444,41,16,286
क्सा,ksā,ksA,116,0.0008,55,21,19,19,2
क्सां,ksāṃ,ksAM,1,0.0,0,0,1,0,0
क्सि,ksi,ksi,25,0.0002,0,4,10,11,0
क्सिं,ksiṃ,ksiM,2,0.0,0,0,2,0,0
क्सी,ksī,ksI,1,0.0,0,0,1,0,0
क्सु,ksu,ksu,70,0.0005,2,9,12,47,0
क्सू,ksū,ksU,15,0.0001,4,1,0,10,0
क्सृ,ksṛ,ksf,7,0.0,0,0,3,4,0
क्से,kse,kse,76,0.0005,2,24,24,23,3
क्सो,kso,kso,5,0.0,1,0,3,0,1
क्सौ,ksau,ksO,5,0.0,0,0,4,0,1
क्स्क,kska,kska,2,0.0,0,0,2,0,0
क्स्त,ksta,ksta,5,0.0,0,0,5,0,0
क्स्तु,kstu,kstu,2,0.0,1,0,0,1,0
क्स्तो,ksto,ksto,2,0.0,2,0,0,0,0
क्स्त्रि,kstri,kstri,2,0.0,0,1,0,1,0
क्स्त्री,kstrī,kstrI,2,0.0,0,0,2,0,0
क्स्थ,kstha,ksTa,8,0.0001,0,2,4,1,1
क्स्थं,ksthaṃ,ksTaM,4,0.0,0,0,4,0,0
क्स्था,ksthā,ksTA,12,0.0001,1,0,10,0,1
क्स्थि,ksthi,ksTi,7,0.0,0,0,3,2,2
क्स्थे,ksthe,ksTe,3,0.0,0,0,3,0,0
क्स्थै,ksthai,ksTE,1,0.0,0,0,0,1,0
क्स्थो,kstho,ksTo,3,0.0,0,0,2,1,0
क्स्थौ,ksthau,ksTO,1,0.0,0,0,1,0,0
क्स्ना,ksnā,ksnA,8,0.0001,0,4,3,1,0
क्स्नि,ksni,ksni,3,0.0,0,0,2,1,0
क्स्नुः,ksnuḥ,ksnuH,2,0.0,0,1,1,0,0
क्स्ने,ksne,ksne,2,0.0,0,0,1,1,0
क्स्प,kspa,kspa,1,0.0,0,1,0,0,0
क्स्फु,ksphu,ksPu,1,0.0,0,0,1,0,0
क्स्फो,kspho,ksPo,2,0.0,0,0,1,1,0
क्स्मृ,ksmṛ,ksmf,2,0.0,0,1,1,0,0
क्स्या,ksyā,ksyA,4,0.0,0,0,1,2,1
क्स्यू,ksyū,ksyU,1,0.0,0,0,1,0,0
क्स्र,ksra,ksra,3,0.0,1,2,0,0,0
क्स्रा,ksrā,ksrA,8,0.0001,0,0,8,0,0
क्स्रु,ksru,ksru,29,0.0002,5,3,13,5,3
क्स्रो,ksro,ksro,32,0.0002,0,7,21,4,0
क्स्व,ksva,ksva,20,0.0001,3,1,6,9,1
क्स्वा,ksvā,ksvA,4,0.0,0,0,2,1,1
क्स्वि,ksvi,ksvi,5,0.0,2,0,3,0,0
क्स्वे,ksve,ksve,1,0.0,0,0,1,0,0
ख,kha,Ka,18113,0.1264,1998,5117,4167,4557,2263
खं,khaṃ,KaM,3107,0.0217,237,1283,731,626,229
खः,khaḥ,KaH,1007,0.007,138,306,305,205,53
खा,khā,KA,7134,0.0498,1328,2194,1770,1414,424
खां,khāṃ,KAM,254,0.0018,79,87,39,39,10
खाः,khāḥ,KAH,492,0.0034,63,204,118,75,32
खि,khi,Ki,3328,0.0232,267,884,959,941,276
खिं,khiṃ,KiM,2,0.0,2,0,0,0,0
खिः,khiḥ,KiH,1,0.0,1,0,0,0,0
खी,khī,KI,1307,0.0091,114,320,385,383,105
खीं,khīṃ,KIM,121,0.0008,7,25,34,37,18
खीः,khīḥ,KIH,9,0.0001,4,0,1,4,0
खु,khu,Ku,348,0.0024,33,60,115,102,38
खुं,khuṃ,KuM,8,0.0001,4,4,0,0,0
खुः,khuḥ,KuH,7,0.0,3,2,1,1,0
खू,khū,KU,14,0.0001,7,1,3,3,0
खृ,khṛ,Kf,4,0.0,4,0,0,0,0
खे,khe,Ke,3272,0.0228,390,847,805,914,316
खें,kheṃ,KeM,2,0.0,0,0,0,0,2
खै,khai,KE,389,0.0027,6,182,119,63,19
खैः,khaiḥ,KEH,257,0.0018,6,112,82,43,14
खो,kho,Ko,1685,0.0118,73,458,424,598,132
खोः,khoḥ,KoH,1,0.0,1,0,0,0,0
खौ,khau,KO,64,0.0004,6,21,17,13,7
ख्ख,khkha,KKa,1,0.0,1,0,0,0,0
ख्नु,khnu,Knu,3,0.0,2,1,0,0,0
ख्नुः,khnuḥ,KnuH,3,0.0,2,0,1,0,0
ख्य्,khy,Ky,7,0.0,3,1,0,3,0
ख्य,khya,Kya,1522,0.0106,215,258,354,512,182
ख्यं,khyaṃ,KyaM,958,0.0067,42,193,265,350,108
ख्यः,khyaḥ,KyaH,226,0.0016,12,33,74,96,11
ख्या,khyā,KyA,6691,0.0467,798,2134,1993,1273,491
ख्यां,khyāṃ,KyAM,186,0.0013,18,57,47,40,24
ख्याः,khyāḥ,KyAH,194,0.0014,20,58,55,51,10
ख्यु,khyu,Kyu,41,0.0003,6,19,2,12,2
ख्युः,khyuḥ,KyuH,26,0.0002,7,14,0,5,0
ख्ये,khye,Kye,1462,0.0102,113,703,186,382,78
ख्यै,khyai,KyE,152,0.0011,12,57,42,37,4
ख्यैः,khyaiḥ,KyEH,64,0.0004,1,23,17,18,5
ख्यो,khyo,Kyo,326,0.0023,23,34,83,157,29
ख्योः,khyoḥ,KyoH,1,0.0,0,0,1,0,0
ख्यौ,khyau,KyO,79,0.0006,2,48,15,12,2
ख्रा,khrā,KrA,1,0.0,0,0,0,0,1
ख्वा,khvā,KvA,1,0.0,0,0,1,0,0
ख्वां,khvāṃ,KvAM,1,0.0,1,0,0,0,0
ग्,g,g,3188,0.0223,1495,861,480,256,96
ग,ga,ga,101729,0.7101,9997,34888,27346,20455,9019
गं,gaṃ,gaM,3559,0.0248,266,887,758,1275,373
गः,gaḥ,gaH,2498,0.0174,317,786,662,536,195
गा,gā,gA,23878,0.1667,5900,7187,5214,4062,1514
गां,gāṃ,gAM,785,0.0055,182,261,170,112,60
गाः,gāḥ,gAH,1546,0.0108,182,647,402,233,82
गि,gi,gi,5612,0.0392,694,1494,1614,1398,412
गिं,giṃ,giM,1,0.0,0,1,0,0,0
गिः,giḥ,giH,3,0.0,1,0,1,0,1
गी,gī,gI,2815,0.0196,434,769,769,567,276
गीं,gīṃ,gIM,12,0.0001,0,8,1,2,1
गीः,gīḥ,gIH,20,0.0001,18,0,1,0,1
गु,gu,gu,21327,0.1489,1039,5750,5961,6629,1940
गुं,guṃ,guM,64,0.0004,9,8,4,34,9
गुः,guḥ,guH,184,0.0013,52,38,49,34,11
गू,gū,gU,897,0.0063,226,264,247,128,32
गूं,gūṃ,gUM,65,0.0005,8,8,46,3,0
गूः,gūḥ,gUH,21,0.0001,5,3,10,2,1
गृ,gṛ,gf,15336,0.107,5569,3901,3188,1979,698
गृं,gṛṃ,gfM,1,0.0,0,0,0,1,0
गॄ,gṝ,gF,1,0.0,0,1,0,0,0
गे,ge,ge,7078,0.0494,453,2279,1874,1849,623
गै,gai,gE,1257,0.0088,20,399,266,472,100
गैं,gaiṃ,gEM,1,0.0,0,0,0,1,0
गैः,gaiḥ,gEH,588,0.0041,42,283,134,87,42
गो,go,go,12204,0.0852,2290,2509,3311,2870,1223
गों,goṃ,goM,2,0.0,0,0,0,2,0
गोः,goḥ,goH,135,0.0009,75,30,19,6,5
गौ,gau,gO,3055,0.0213,643,818,807,552,231
गौः,gauḥ,gOH,146,0.001,99,17,20,5,5
ग्की,gkī,gkI,1,0.0,0,0,0,1,0
ग्ग,gga,gga,135,0.0009,3,25,56,41,10
ग्गा,ggā,ggA,16,0.0001,3,1,7,5,0
ग्गाः,ggāḥ,ggAH,6,0.0,0,0,4,1,1
ग्गि,ggi,ggi,1,0.0,0,0,0,1,0
ग्गु,ggu,ggu,246,0.0017,7,20,69,115,35
ग्गू,ggū,ggU,1,0.0,0,0,0,1,0
ग्गृ,ggṛ,ggf,5,0.0,0,0,3,1,1
ग्गे,gge,gge,1,0.0,0,0,1,0,0
ग्गो,ggo,ggo,10,0.0001,0,0,4,4,2
ग्गौ,ggau,ggO,7,0.0,0,0,5,0,2
ग्ग्र,ggra,ggra,17,0.0001,2,2,7,5,1
ग्ग्रा,ggrā,ggrA,18,0.0001,1,0,13,3,1
ग्ग्री,ggrī,ggrI,16,0.0001,12,1,1,0,2
ग्ग्ला,gglā,gglA,1,0.0,0,0,0,1,0
ग्घ,ggha,gGa,28,0.0002,11,4,9,4,0
ग्घा,gghā,gGA,1,0.0,0,0,0,1,0
ग्घि,gghi,gGi,25,0.0002,20,2,2,1,0
ग्घी,gghī,gGI,6,0.0,2,2,0,2,0
ग्घु,gghu,gGu,11,0.0001,3,3,2,2,1
ग्घृ,gghṛ,gGf,3,0.0,2,0,1,0,0
ग्घै,gghai,gGE,2,0.0,2,0,0,0,0
ग्घो,ggho,gGo,12,0.0001,11,1,0,0,0
ग्घ्नं,gghnaṃ,gGnaM,1,0.0,0,0,1,0,0
ग्घ्य्,gghy,gGy,7,0.0,7,0,0,0,0
ग्घ्य,gghya,gGya,2,0.0,2,0,0,0,0
ग्घ्यु,gghyu,gGyu,2,0.0,1,0,0,0,1
ग्घ्र,gghra,gGra,2,0.0,0,2,0,0,0
ग्घ्रा,gghrā,gGrA,5,0.0,2,1,0,1,1
ग्ज,gja,gja,111,0.0008,1,51,24,29,4
ग्जं,gjaṃ,gjaM,2,0.0,0,1,0,1,0
ग्जः,gjaḥ,gjaH,1,0.0,0,0,0,1,0
ग्जा,gjā,gjA,19,0.0001,1,4,5,9,0
ग्जि,gji,gji,36,0.0003,0,12,15,8,1
ग्जी,gjī,gjI,10,0.0001,5,3,0,1,0
ग्जु,gju,gju,1,0.0,1,0,0,0,0
ग्जृ,gjṛ,gjf,1,0.0,0,1,0,0,0
ग्जे,gje,gje,1,0.0,0,0,0,1,0
ग्जै,gjai,gjE,2,0.0,0,0,0,2,0
ग्ज्ञा,gjñā,gjYA,25,0.0002,0,0,14,10,1
ग्ज्ञे,gjñe,gjYe,1,0.0,1,0,0,0,0
ग्ज्यो,gjyo,gjyo,81,0.0006,2,49,19,11,0
ग्ज्यौ,gjyau,gjyO,1,0.0,0,0,1,0,0
ग्ज्व,gjva,gjva,15,0.0001,0,1,9,4,1
ग्ज्वा,gjvā,gjvA,1,0.0,0,0,0,1,0
ग्ण,gṇa,gRa,33,0.0002,4,14,7,5,3
ग्णं,gṇaṃ,gRaM,4,0.0,1,3,0,0,0
ग्णः,gṇaḥ,gRaH,4,0.0,0,4,0,0,0
ग्णा,gṇā,gRA,16,0.0001,3,10,1,1,1
ग्णाः,gṇāḥ,gRAH,2,0.0,0,2,0,0,0
ग्णे,gṇe,gRe,4,0.0,0,2,1,1,0
ग्णै,gṇai,gRE,1,0.0,0,0,0,1,0
ग्णो,gṇo,gRo,1,0.0,0,1,0,0,0
ग्द,gda,gda,170,0.0012,49,20,58,33,10
ग्दा,gdā,gdA,75,0.0005,2,9,48,13,3
ग्दि,gdi,gdi,19,0.0001,0,7,3,8,1
ग्दी,gdī,gdI,7,0.0,3,1,1,2,0
ग्दु,gdu,gdu,19,0.0001,1,9,8,1,0
ग्दू,gdū,gdU,5,0.0,0,0,4,1,0
ग्दृ,gdṛ,gdf,27,0.0002,0,6,10,11,0
ग्दे,gde,gde,87,0.0006,7,15,24,28,13
ग्दै,gdai,gdE,4,0.0,0,2,1,1,0
ग्दो,gdo,gdo,91,0.0006,0,9,20,61,1
ग्दौ,gdau,gdO,1,0.0,0,0,1,0,0
ग्द्ध्वा,gddhvā,gdDvA,1,0.0,0,0,0,1,0
ग्द्र,gdra,gdra,29,0.0002,0,1,4,23,1
ग्द्रा,gdrā,gdrA,1,0.0,0,0,0,1,0
ग्द्रु,gdru,gdru,4,0.0,0,0,0,3,1
ग्द्व,gdva,gdva,3,0.0,0,0,1,2,0
ग्द्वा,gdvā,gdvA,45,0.0003,22,7,3,12,1
ग्द्वि,gdvi,gdvi,5,0.0,0,0,2,3,0
ग्ध,gdha,gDa,1547,0.0108,93,290,569,481,114
ग्धं,gdhaṃ,gDaM,788,0.0055,46,95,242,308,97
ग्धः,gdhaḥ,gDaH,158,0.0011,10,39,58,44,7
ग्धा,gdhā,gDA,926,0.0065,85,185,314,264,77
ग्धां,gdhāṃ,gDAM,38,0.0003,2,9,14,10,3
ग्धाः,gdhāḥ,gDAH,88,0.0006,12,23,35,12,6
ग्धि,gdhi,gDi,118,0.0008,53,8,24,29,4
ग्धिः,gdhiḥ,gDiH,2,0.0,0,1,0,1,0
ग्धी,gdhī,gDI,16,0.0001,4,3,1,6,2
ग्धीं,gdhīṃ,gDIM,1,0.0,0,0,0,1,0
ग्धु,gdhu,gDu,43,0.0003,2,16,13,11,1
ग्धुं,gdhuṃ,gDuM,36,0.0003,1,15,18,1,1
ग्धू,gdhū,gDU,4,0.0,0,3,1,0,0
ग्धृ,gdhṛ,gDf,7,0.0,0,0,2,5,0
ग्धे,gdhe,gDe,448,0.0031,53,43,132,178,42
ग्धै,gdhai,gDE,95,0.0007,0,16,39,34,6
ग्धैः,gdhaiḥ,gDEH,41,0.0003,1,7,16,12,5
ग्धो,gdho,gDo,285,0.002,26,61,99,80,19
ग्धौ,gdhau,gDO,22,0.0002,1,8,4,7,2
ग्ध्मा,gdhmā,gDmA,4,0.0,0,0,0,4,0
ग्ध्य्,gdhy,gDy,21,0.0001,20,0,0,0,1
ग्ध्य,gdhya,gDya,13,0.0001,0,0,9,4,0
ग्ध्यं,gdhyaṃ,gDyaM,4,0.0,0,0,1,3,0
ग्ध्या,gdhyā,gDyA,4,0.0,0,0,1,2,1
ग्ध्याः,gdhyāḥ,gDyAH,1,0.0,0,0,1,0,0
ग्ध्ये,gdhye,gDye,1,0.0,0,0,0,1,0
ग्ध्यौ,gdhyau,gDyO,1,0.0,0,0,0,1,0
ग्ध्रं,gdhraṃ,gDraM,1,0.0,1,0,0,0,0
ग्ध्री,gdhrī,gDrI,16,0.0001,2,10,2,2,0
ग्ध्रीं,gdhrīṃ,gDrIM,9,0.0001,0,5,4,0,0
ग्ध्रीः,gdhrīḥ,gDrIH,1,0.0,0,1,0,0,0
ग्ध्रे,gdhre,gDre,6,0.0,6,0,0,0,0
ग्ध्व,gdhva,gDva,9,0.0001,7,0,2,0,0
ग्ध्वं,gdhvaṃ,gDvaM,2,0.0,2,0,0,0,0
ग्ध्वा,gdhvā,gDvA,177,0.0012,26,46,69,31,5
ग्ध्वे,gdhve,gDve,4,0.0,0,1,2,0,1
ग्ध्वै,gdhvai,gDvE,1,0.0,0,1,0,0,0
ग्ध्वो,gdhvo,gDvo,3,0.0,2,0,1,0,0
ग्न,gna,gna,2662,0.0186,1699,359,304,178,122
ग्नं,gnaṃ,gnaM,303,0.0021,44,90,68,78,23
ग्नः,gnaḥ,gnaH,154,0.0011,36,58,31,24,5
ग्ना,gnā,gnA,851,0.0059,382,218,101,90,60
ग्नां,gnāṃ,gnAM,76,0.0005,9,27,19,12,9
ग्नाः,gnāḥ,gnAH,94,0.0007,20,52,14,5,3
ग्नि,gni,gni,11198,0.0782,5946,1754,1523,1378,596
ग्निं,gniṃ,gniM,1599,0.0112,1012,176,150,161,100
ग्निः,gniḥ,gniH,1560,0.0109,1262,112,100,47,39
ग्नी,gnī,gnI,2086,0.0146,1733,84,94,86,89
ग्नीं,gnīṃ,gnIM,27,0.0002,15,7,4,1,0
ग्नु,gnu,gnu,11,0.0001,11,0,0,0,0
ग्नुः,gnuḥ,gnuH,1,0.0,1,0,0,0,0
ग्नू,gnū,gnU,1,0.0,1,0,0,0,0
ग्ने,gne,gne,4679,0.0327,3787,223,289,220,160
ग्नेः,gneḥ,gneH,547,0.0038,459,34,27,16,11
ग्नै,gnai,gnE,38,0.0003,0,20,10,8,0
ग्नैः,gnaiḥ,gnEH,8,0.0001,0,6,2,0,0
ग्नो,gno,gno,188,0.0013,32,52,52,38,14
ग्नौ,gnau,gnO,1068,0.0075,547,117,137,198,69
ग्न्य्,gny,gny,2,0.0,2,0,0,0,0
ग्न्य,gnya,gnya,177,0.0012,32,64,45,25,11
ग्न्यं,gnyaṃ,gnyaM,17,0.0001,0,14,2,1,0
ग्न्यः,gnyaḥ,gnyaH,25,0.0002,2,18,2,2,1
ग्न्या,gnyā,gnyA,205,0.0014,119,22,28,31,5
ग्न्यु,gnyu,gnyu,46,0.0003,23,4,17,0,2
ग्न्ये,gnye,gnye,29,0.0002,0,25,3,0,1
ग्न्यो,gnyo,gnyo,48,0.0003,20,22,3,1,2
ग्न्योः,gnyoḥ,gnyoH,18,0.0001,13,3,0,0,2
ग्ब,gba,gba,47,0.0003,2,6,18,15,6
ग्बा,gbā,gbA,19,0.0001,1,7,4,4,3
ग्बि,gbi,gbi,8,0.0001,6,1,0,0,1
ग्बी,gbī,gbI,10,0.0001,0,0,2,8,0
ग्बु,gbu,gbu,26,0.0002,1,14,9,1,1
ग्बृ,gbṛ,gbf,3,0.0,0,0,1,0,2
ग्बो,gbo,gbo,4,0.0,0,1,0,3,0
ग्ब्र,gbra,gbra,3,0.0,0,0,1,1,1
ग्ब्रा,gbrā,gbrA,5,0.0,0,0,1,3,1
ग्ब्रु,gbru,gbru,2,0.0,0,0,2,0,0
ग्ब्रू,gbrū,gbrU,3,0.0,0,0,1,0,2
ग्भ,gbha,gBa,103,0.0007,8,5,33,48,9
ग्भा,gbhā,gBA,202,0.0014,4,52,66,56,24
ग्भि,gbhi,gBi,280,0.002,81,102,59,29,9
ग्भिः,gbhiḥ,gBiH,113,0.0008,44,29,19,14,7
ग्भी,gbhī,gBI,4,0.0,2,1,0,1,0
ग्भु,gbhu,gBu,8,0.0001,0,2,3,3,0
ग्भू,gbhū,gBU,64,0.0004,0,19,15,15,15
ग्भृ,gbhṛ,gBf,4,0.0,0,0,1,3,0
ग्भे,gbhe,gBe,15,0.0001,1,3,7,3,1
ग्भै,gbhai,gBE,2,0.0,0,1,0,1,0
ग्भो,gbho,gBo,2,0.0,0,1,0,1,0
ग्भ्य,gbhya,gBya,56,0.0004,36,9,5,3,3
ग्भ्यः,gbhyaḥ,gByaH,70,0.0005,37,18,10,0,5
ग्भ्या,gbhyā,gByA,16,0.0001,11,0,3,2,0
ग्भ्यां,gbhyāṃ,gByAM,30,0.0002,18,2,6,2,2
ग्भ्यो,gbhyo,gByo,71,0.0005,41,9,6,9,6
ग्भ्र,gbhra,gBra,6,0.0,0,1,1,4,0
ग्भ्रं,gbhraṃ,gBraM,1,0.0,0,0,1,0,0
ग्म,gma,gma,538,0.0038,195,146,64,104,29
ग्मं,gmaṃ,gmaM,99,0.0007,13,0,20,42,24
ग्मः,gmaḥ,gmaH,5,0.0,3,0,0,1,1
ग्मा,gmā,gmA,122,0.0009,73,5,22,17,5
ग्मां,gmāṃ,gmAM,23,0.0002,4,10,3,5,1
ग्माः,gmāḥ,gmAH,3,0.0,2,1,0,0,0
ग्मि,gmi,gmi,84,0.0006,27,42,9,5,1
ग्मिः,gmiḥ,gmiH,1,0.0,1,0,0,0,0
ग्मी,gmī,gmI,50,0.0003,6,28,2,10,4
ग्मु,gmu,gmu,589,0.0041,22,398,114,27,28
ग्मुः,gmuḥ,gmuH,252,0.0018,29,160,40,17,6
ग्मू,gmū,gmU,10,0.0001,0,5,3,1,1
ग्मे,gme,gme,101,0.0007,38,4,8,38,13
ग्मै,gmai,gmE,3,0.0,1,0,1,1,0
ग्मैः,gmaiḥ,gmEH,4,0.0,4,0,0,0,0
ग्मो,gmo,gmo,5,0.0,3,0,0,2,0
ग्मौ,gmau,gmO,1,0.0,0,0,0,1,0
ग्म्य्,gmy,gmy,1,0.0,1,0,0,0,0
ग्म्य,gmya,gmya,2,0.0,2,0,0,0,0
ग्म्या,gmyā,gmyA,2,0.0,2,0,0,0,0
ग्म्ये,gmye,gmye,1,0.0,1,0,0,0,0
ग्म्यो,gmyo,gmyo,1,0.0,1,0,0,0,0
ग्य्,gy,gy,10,0.0001,8,1,1,0,0
ग्य,gya,gya,1262,0.0088,166,191,414,389,102
ग्यं,gyaṃ,gyaM,398,0.0028,17,66,100,134,81
ग्यः,gyaḥ,gyaH,45,0.0003,3,6,13,18,5
ग्या,gyā,gyA,352,0.0025,27,70,126,102,26
ग्यां,gyāṃ,gyAM,23,0.0002,0,10,8,5,0
ग्याः,gyāḥ,gyAH,22,0.0002,1,4,7,9,1
ग्यी,gyī,gyI,1,0.0,0,0,0,1,0
ग्यु,gyu,gyu,44,0.0003,24,3,5,11,1
ग्युः,gyuḥ,gyuH,12,0.0001,11,0,0,1,0
ग्ये,gye,gye,144,0.001,18,42,38,33,13
ग्यै,gyai,gyE,37,0.0003,1,3,21,4,8
ग्यैः,gyaiḥ,gyEH,9,0.0001,0,1,1,3,4
ग्यो,gyo,gyo,231,0.0016,5,81,86,42,17
ग्यौ,gyau,gyO,13,0.0001,5,3,4,1,0
ग्र,gra,gra,12265,0.0856,2404,3139,3313,2625,778
ग्रं,graṃ,graM,781,0.0055,231,233,166,88,63
ग्रः,graḥ,graH,165,0.0012,68,51,29,15,2
ग्रा,grā,grA,7084,0.0494,1600,2178,1385,1329,590
ग्रां,grāṃ,grAM,68,0.0005,8,34,10,10,6
ग्राः,grāḥ,grAH,99,0.0007,33,40,19,4,3
ग्रि,gri,gri,58,0.0004,41,4,3,6,4
ग्रिः,griḥ,griH,3,0.0,3,0,0,0,0
ग्री,grī,grI,1886,0.0132,333,1004,285,208,56
ग्रीं,grīṃ,grIM,18,0.0001,0,10,7,1,0
ग्रु,gru,gru,279,0.0019,25,18,65,154,17
ग्रुं,gruṃ,gruM,6,0.0,0,0,4,1,1
ग्रुः,gruḥ,gruH,22,0.0002,0,0,6,12,4
ग्रू,grū,grU,70,0.0005,1,14,22,29,4
ग्रे,gre,gre,2005,0.014,929,342,286,293,155
ग्रै,grai,grE,199,0.0014,50,91,32,18,7
ग्रैः,graiḥ,grEH,91,0.0006,21,48,17,4,1
ग्रो,gro,gro,504,0.0035,132,120,167,66,19
ग्रोः,groḥ,groH,4,0.0,0,0,3,0,1
ग्रौ,grau,grO,42,0.0003,22,7,9,4,0
ग्र्य,grya,grya,160,0.0011,11,89,37,19,4
ग्र्यं,gryaṃ,gryaM,125,0.0009,2,62,36,16,9
ग्र्यः,gryaḥ,gryaH,33,0.0002,1,24,2,5,1
ग्र्या,gryā,gryA,114,0.0008,6,59,28,16,5
ग्र्यां,gryāṃ,gryAM,34,0.0002,0,24,9,1,0
ग्र्याः,gryāḥ,gryAH,19,0.0001,0,17,0,0,2
ग्र्ये,grye,grye,32,0.0002,1,18,4,6,3
ग्र्यै,gryai,gryE,11,0.0001,0,10,0,1,0
ग्र्यैः,gryaiḥ,gryEH,6,0.0,0,6,0,0,0
ग्र्यो,gryo,gryo,23,0.0002,7,9,0,3,4
ग्र्यौ,gryau,gryO,4,0.0,0,3,1,0,0
ग्र्व,grva,grva,1,0.0,0,0,0,1,0
ग्र्वा,grvā,grvA,2,0.0,0,0,2,0,0
ग्र्वि,grvi,grvi,1,0.0,0,0,1,0,0
ग्ल,gla,gla,84,0.0006,9,37,29,8,1
ग्ला,glā,glA,305,0.0021,39,127,90,35,14
ग्लां,glāṃ,glAM,1,0.0,0,0,0,1,0
ग्लि,gli,gli,6,0.0,0,2,1,3,0
ग्ली,glī,glI,1,0.0,0,0,0,1,0
ग्लु,glu,glu,4,0.0,1,3,0,0,0
ग्ले,gle,gle,3,0.0,0,0,1,1,1
ग्लैं,glaiṃ,glEM,1,0.0,0,0,0,1,0
ग्लो,glo,glo,20,0.0001,1,4,7,4,4
ग्लौ,glau,glO,8,0.0001,4,1,2,1,0
ग्लौं,glauṃ,glOM,3,0.0,0,0,0,2,1
ग्लौः,glauḥ,glOH,3,0.0,2,0,0,1,0
