lemma_iast	lemma_slp1	n1	n2	n3	n4	n5	dist_12	dist_23	dist_34	dist_45	dist_15	fshift_12	fshift_23	fshift_34	fshift_45	fshift_15	graded_rank_12	binary_changed_12
yukti	yukti	16	102	118	295	22		0.819804	0.833904				0.658662	1.624689				
yuta	yuta	4	171	432	399	135		0.815844	0.703703	0.713034			1.785479	0.188118	0.128039			
yuvan	yuvan	180	171	103	107	16	0.874307	0.841209	0.854814			0.511847	0.282908	0.357727			598	0
yā	yA	951	1668	1265	1305	488	0.843448	0.632168	0.648678	0.71071	0.861767	0.372756	0.049462	0.347673	0.016293	0.786185	846	0
yāc	yAc	168	277	148	140	23	0.901451	0.790323	0.840797			0.283579	0.455844	0.222591			352	0
yādava	yAdava	0	97	150	16	3		0.80403					1.07735					
yājay	yAjay	269	81	27	9	7	0.8848					2.169458					509	0
yājyā	yAjyA	305	1	1	0	50					0.798453					0.86006		
yāma	yAma	87	44	55	551	127			0.892896	0.528018	0.947982			3.62731	0.681834	2.29449		
yāna	yAna	142	328	203	36	99	0.818489	0.708198			0.848619	0.769959	0.243772			1.228359	996	0
yātrā	yAtrA	1	115	127	63	34		0.84737	0.87546				0.591639	0.708644				
yāvat	yAvat	896	714	797	1108	444	0.878121	0.71463	0.785716	0.739539	0.848833	0.765421	0.6071	0.778067	0.116064	0.73581	568	0
yūpa	yUpa	497	53	55	13	16	0.864902	0.847327				3.667028	0.501884				686	0
yūtha	yUTa	44	88	50	20	9		0.836365					0.367131					
ā	A	5279	135	96	94	139	0.891671	0.877425	0.865325	0.911356	0.706969	5.727079	0.043409	0.272387	1.999742	3.498359	454	0
ābha	ABa	2	281	312	349	81		0.671323	0.691768	0.675797			0.59942	0.464442	0.671843			
ābharaṇa	ABaraRa	7	307	191	128	34		0.698393	0.75619				0.236222	0.274668				
ābhā	ABA	16	78	67	40	6		0.755691					0.229131					
ācakṣ	Acakz	298	383	165	47	44	0.931882	0.82643				0.075814	0.766434				118	1
ācar	Acar	59	317	335	166	93	0.87232	0.796559	0.755539	0.79326	0.901814	1.98785	0.528123	0.710217	0.599509	2.405265	620	0
āci	Aci	21	70	54	15	3		0.826694					0.074049					
ācāra	AcAra	39	262	251	319	64		0.721421	0.797371	0.851227			0.386565	0.64863	0.882023			
ācārya	AcArya	385	402	275	151	39	0.791127	0.772493	0.791825			0.375509	0.09932	0.562122			1117	0
ādara	Adara	1	9	125	106	12			0.880594					0.064897				
ādhmāna	ADmAna	0	6	99	91	17			0.628553					0.181199				
ādhā	ADA	1340	156	156	100	43	0.885965	0.852605	0.839929			3.540461	0.448444	0.338785			498	0
ādhāra	ADAra	2	12	113	118	51			0.823646	0.76507				0.365225	0.225172			
ādi	Adi	619	1557	5103	6067	1661	0.756712	0.60981	0.599444	0.700396	0.801328	0.892911	2.161021	0.552399	0.433541	3.17279	1203	0
ādika	Adika	5	27	287	487	183			0.764425	0.775904				1.065632	0.023312			
āditya	Aditya	1991	549	343	81	121	0.787027	0.673227	0.772865	0.754807	0.822819	2.296461	0.230153	1.779454	2.014403	2.291665	1129	0
ādiś	AdiS	127	127	189	170	15	0.902377	0.888317	0.865526			0.437846	1.022002	0.149909			347	0
ādya	Adya	71	190	992	734	218	0.907378	0.800469	0.697273	0.755991	0.876899	0.982262	2.832785	0.131799	0.316062	3.367186	292	1
ādā	AdA	1040	1016	600	428	73	0.825469	0.685116	0.79063	0.875102	0.876908	0.471529	0.311422	0.184591	1.116252	2.083794	952	0
ādāna	AdAna	29	69	75	52	5		0.784294	0.82277				0.568739	0.225618				
ādṛ	Adf	103	93	57	54	11	0.927564	0.88478	0.931487			0.585188	0.257824	0.224758			150	1
āgam	Agam	677	1793	1176	705	289	0.842742	0.679976	0.686753	0.766894	0.855132	0.967302	0.160043	0.435432	0.148836	0.520663	850	0
āgama	Agama	25	218	225	190	37		0.800561	0.764592				0.494041	0.058835				
āgamana	Agamana	12	139	89	47	17		0.80855					0.194763					
āgneya	Agneya	615	69	111	85	47	0.846993	0.742645	0.772879			3.593764	1.134336	0.082264			819	0
āgāra	AgAra	43	90	92	24	9		0.786522					0.480153					
āhan	Ahan	59	295	85	70	20	0.883025	0.782674	0.863989			1.884082	1.346736	0.022653			522	0
āhava	Ahava	7	578	60	14	7		0.834285					2.819591					
āhavanīya	AhavanIya	897	9	10	0	50					0.724184					2.416359		
āhvaya	Ahvaya	0	18	70	230	28			0.879926					2.018968				
āhvā	AhvA	167	238	161	148	47	0.912945	0.82449	0.850157			0.073267	0.115457	0.181297			257	1
āhāra	AhAra	24	508	399	264	49		0.617035	0.740597				0.100005	0.29309				
āhṛ	Ahf	652	303	211	202	40	0.822384	0.729174	0.797701			1.5434	0.07363	0.239873			973	0
āji	Aji	158	186	29	6	1	0.929971					0.202468					135	1
ājya	Ajya	1438	58	159	335	110	0.794598	0.785454	0.723848	0.703166	0.771416	5.069713	1.903346	1.377895	0.171268	1.959739	1108	0
ājñā	AjYA	40	271	287	128	54		0.809768	0.853737	0.921158			0.531202	0.862146	0.190278			
ājñāpay	AjYApay	1	117	87	23	6		0.863669					0.021023					
ākara	Akara	6	59	63	68	23		0.874857	0.865821				0.543081	0.412944				
ākarṇay	AkarRay	0	3	113	112	8			0.842532					0.289937				
ākhya	AKya	0	4	77	156	47			0.871481					1.321377				
ākhyā	AKyA	94	566	716	1066	199	0.906953	0.813923	0.782195	0.858015	0.942974	2.152223	0.787602	0.876937	0.985977	2.830785	300	1
ākram	Akram	81	129	130	117	24	0.904098	0.807259	0.838267			0.233531	0.459585	0.150758			324	0
ākula	Akula	1	183	227	195	41		0.7181	0.762154				0.759293	0.083543				
ākāra	AkAra	14	276	377	380	147		0.73836	0.776749	0.725904			0.898341	0.314196	0.065207			
ākāśa	AkASa	227	476	366	163	71	0.847242	0.643232	0.746571	0.827997	0.887243	0.630423	0.069326	0.864211	0.236409	0.071948	815	0
ākṛ	Akf	23	146	80	38	30		0.71343					0.419452					
ākṛti	Akfti	24	103	317	223	53		0.766551	0.778517	0.83561			2.070283	0.204678	0.637589			
ākṛṣ	Akfz	3	30	125	128	38			0.813568					0.336977				
ākṣip	Akzip	0	85	81	49	6		0.895094					0.378903					
ālaya	Alaya	6	202	175	66	49		0.808173	0.899008				0.241444	1.104056				
āloka	Aloka	0	139	55	32	9		0.887191					0.889137					
ālokay	Alokay	0	97	142	111	16		0.885486	0.844171				0.998279	0.05257				
āma	Ama	68	67	229	200	31	0.880654	0.619343	0.598329			0.45922	2.221559	0.107413			541	0
āmalaka	Amalaka	2	80	160	75	24		0.502117	0.718072				1.448444	0.790349				
āmantray	Amantray	116	199	129	80	47	0.927106	0.80039	0.934088			0.340797	0.176953	0.386538			151	1
āmaya	Amaya	14	45	196	300	57			0.627453	0.476181				0.91687	0.960539			
āmiṣa	Amiza	0	100	63	54	9		0.799302	0.787713				0.218132	0.080368				
āmra	Amra	2	41	65	54	8			0.760538					0.035281				
ānana	Anana	0	268	291	161	38		0.704831	0.744888				0.56723	0.551198				
ānanda	Ananda	108	209	388	288	119	0.916034	0.772191	0.790494	0.75696	0.875426	0.514625	1.340998	0.127227	0.160283	1.888679	234	1
ānī	AnI	304	372	242	215	45	0.887786	0.776599	0.801912			0.146615	0.171851	0.132091			482	0
āp	Ap	936	434	406	304	247	0.869056	0.732442	0.765514	0.780919	0.859939	1.54666	0.352229	0.114648	1.13583	0.173248	649	0
āpad	Apad	79	640	286	181	92	0.896637	0.753104	0.806721	0.877017	0.929041	2.580301	0.713612	0.357265	0.459106	1.96853	404	0
āpat	Apat	11	300	53	32	4		0.893979					2.052454					
āplu	Aplu	24	132	50	25	13		0.813236					0.952094					
āpta	Apta	2	100	85	24	10		0.806592					0.213979					
ārabh	AraB	247	205	348	164	56	0.894801	0.789235	0.857245	0.911032	0.885191	0.706733	1.211908	0.782631	0.114807	0.392263	427	0
ārambha	AramBa	30	104	142	79	24		0.791375	0.872721				0.897752	0.543205				
ārdra	Ardra	104	111	164	122	43	0.833085	0.768186	0.805291			0.34387	1.01158	0.124054			915	0
ārogya	Arogya	3	69	112	71	13		0.758624	0.72801				1.147275	0.354847				
āropay	Aropay	22	149	144	61	21		0.863519	0.886066				0.399201	0.936427				
ārta	Arta	52	725	325	165	41	0.921758	0.704463	0.740826			3.363551	0.709097	0.675213			196	1
ārti	Arti	158	60	109	243	32	0.896097	0.814558	0.686195			1.834736	1.309738	1.459389			414	0
āruh	Aruh	373	365	259	268	61	0.873577	0.730743	0.735364	0.827042	0.885414	0.469125	0.0465	0.352042	0.699962	0.863545	609	0
ārya	Arya	98	455	329	60	22	0.8738	0.7203	0.861072			1.777167	0.019335	2.152292			604	0
ārādhay	ArADay	4	76	209	107	56		0.804102	0.750297	0.835805			1.907876	0.663131	0.501278			
ārāma	ArAma	4	74	67	34	22		0.754564					0.30508					
ās	As	741	485	432	249	78	0.774777	0.718013	0.751937	0.870389	0.868059	1.049335	0.281491	0.492125	0.23921	1.499178	1167	0
āsad	Asad	219	145	93	42	4	0.931755	0.868764				1.032724	0.192306				120	1
āsana	Asana	123	479	498	214	145	0.80362	0.605441	0.685727	0.719417	0.800666	1.523521	0.504564	0.915774	0.873832	1.986144	1073	0
āsañj	AsaYj	41	65	89	53	14		0.872282	0.876506				0.90181	0.445052				
āsthā	AsTA	111	804	271	133	50	0.899475	0.739691	0.821893	0.882094	0.884603	2.41879	1.120458	0.724106	0.023964	0.598189	374	0
āstṛ	Astf	131	55	41	13	4	0.821594					1.689909					980	0
āsura	Asura	52	64	35	36	7	0.821152					0.138286					984	0
āsya	Asya	149	255	290	128	67	0.828705	0.649571	0.700531	0.759677	0.871158	0.337339	0.634	0.877148	0.501479	0.59567	939	0
āsāday	AsAday	162	631	202	124	63	0.901898	0.828465	0.889776	0.887102	0.981514	1.5238	1.19484	0.401254	0.458474	0.386179	349	0
ātapa	Atapa	17	100	157	223	50		0.777324	0.771995	0.726512			1.099209	0.80904	0.721654			
ātithya	AtiTya	109	53	9	34	15	0.941746					1.47811					64	1
ātmaja	Atmaja	1	651	262	204	24		0.762755	0.744423				0.864646	0.058237				
ātmaka	Atmaka	3	314	543	574	80		0.678959	0.717213	0.805491			1.238632	0.382859	1.407589			
ātman	Atman	2598	4868	2778	2608	552	0.767329	0.560947	0.643063	0.726225	0.81078	0.468082	0.360838	0.211658	0.804814	0.485912	1178	0
ātreya	Atreya	42	159	111	24	4		0.841201					0.070023					
ātura	Atura	20	251	195	63	23		0.749773	0.839603				0.084231	1.327289				
āvaha	Avaha	4	199	117	85	37		0.839677	0.783482				0.317816	0.158213				
āvali	Avali	0	11	58	70	18			0.806716					0.574063				
āvaraṇa	AvaraRa	0	63	121	68	10		0.891448	0.797686				1.390028	0.528639				
āvarta	Avarta	14	70	74	63	28		0.799974	0.878264				0.528615	0.070587				
āviś	AviS	258	477	187	133	49	0.892548	0.787637	0.837748			0.448772	0.902507	0.188851			452	0
āvṛ	Avf	79	411	343	158	51	0.871973	0.737459	0.730097	0.832226	0.939893	1.941368	0.187515	0.815523	0.195965	1.117394	623	0
āvṛt	Avft	471	89	39	28	42	0.906361					2.841696					302	1
āyam	Ayam	97	273	215	58	35	0.835619	0.691256	0.766589			1.054998	0.10388	1.587451			896	0
āyasa	Ayasa	52	135	69	82	32	0.86455	0.742385	0.765169			0.93853	0.519847	0.551788			688	0
āyatana	Ayatana	425	128	172	64	31	0.894054	0.76731	0.847423			2.169165	0.874709	1.123504			438	0
āyudha	AyuDa	114	488	202	93	36	0.857669	0.642344	0.795662			1.660001	0.824082	0.816292			736	0
āyus	Ayus	1421	475	374	393	132	0.844335	0.694679	0.718542	0.794402	0.781857	2.018753	0.103555	0.374252	0.138601	1.679548	835	0
āyuṣmat	Ayuzmat	148	440	243	9	79	0.946028	0.690658			0.92	1.13406	0.408103			0.843076	50	1
āyuṣya	Ayuzya	47	48	54	81	13			0.685089					0.887723				
āyā	AyA	89	341	248	474	86	0.921414	0.847691	0.799063	0.810595	0.932616	1.500048	0.010987	1.237308	1.027088	1.69928	198	1
āśaya	ASaya	14	67	178	179	27		0.819138	0.832385				1.858089	0.310843				
āścarya	AScarya	3	168	128	90	71		0.813602	0.876284	0.904834			0.056127	0.205386	1.093284			
āśin	ASin	35	104	123	76	19		0.778415	0.733986				0.690519	0.391826				
āśis	ASis	303	100	44	44	28	0.898921					2.037164					378	0
āśrama	ASrama	25	906	363	179	91		0.712923	0.757467	0.801549			0.871097	0.717249	0.459369			
āśraya	ASraya	13	258	360	247	48		0.797811	0.799874				0.92907	0.240725				
āśri	ASri	14	467	353	193	116		0.780494	0.806547	0.863781			0.04469	0.568306	0.700914			
āśu	ASu	168	493	429	235	77	0.890884	0.753966	0.801946	0.881559	0.949363	1.11528	0.247834	0.565556	0.17434	0.623218	461	0
āśā	ASA	160	136	110	113	31	0.925444	0.85506	0.831223			0.672311	0.142341	0.34158			168	1
āḍhya	AQya	8	123	174	191	58		0.71657	0.826732	0.819599			0.948873	0.437246	0.284058			
īdṛśa	IdfSa	7	285	197	131	37		0.804159	0.850002				0.084322	0.285868				
īkṣ	Ikz	168	75	106	107	17	0.933356	0.899034	0.84798			1.601345	0.947546	0.316307			110	1
īkṣaṇa	IkzaRa	8	254	224	108	35		0.702592	0.753774				0.267115	0.749707				
īpsay	Ipsay	0	143	55	39	43		0.85168					0.930067					
īray	Iray	109	91	153	140	41	0.925932	0.871943	0.888212			0.698236	1.198038	0.174656			164	1
īśa	ISa	7	194	445	408	98		0.701065	0.774066	0.808572			1.646193	0.177525	0.622325			
īśvara	ISvara	139	805	1009	618	288	0.89568	0.681128	0.710606	0.802874	0.89168	2.096058	0.77431	0.404487	0.333852	2.799733	418	0
īśāna	ISAna	88	67	231	83	45	0.861202	0.797266	0.756878			0.831189	2.234104	1.173949			710	0
īṣat	Izat	4	52	92	109	17		0.792249	0.812682				1.271567	0.547383				
śabda	Sabda	131	1074	1146	753	279	0.815423	0.702699	0.709842	0.833152	0.873889	2.597509	0.542057	0.303124	0.003005	2.839447	1009	0
śacī	SacI	94	59	30	11	1	0.915686					1.109792					237	1
śaila	SEla	5	518	339	107	67		0.656575	0.763158	0.796899			0.163223	1.360914	0.760012			
śak	Sak	322	953	399	197	82	0.907613	0.728674	0.791025	0.909167	0.892065	1.127569	0.807643	0.715432	0.17089	0.224616	290	1
śakaṭa	Sakawa	34	52	64	17	13		0.805528					0.748005					
śakra	Sakra	84	1203	467	182	58	0.875558	0.648709	0.775469	0.868369	0.956546	3.402257	0.916698	1.056723	0.214424	1.214413	587	0
śakti	Sakti	62	703	622	1067	184	0.867385	0.727987	0.705651	0.719887	0.911316	3.065338	0.271834	1.081335	1.100393	3.318115	664	0
śakya	Sakya	1	583	166	71	24		0.811786	0.796816				1.363868	0.922531				
śakṛt	Sakft	64	45	160	52	17			0.736441					1.318727				
śalya	Salya	32	522	221	93	13		0.830353	0.893286				0.791559	0.945983				
śam	Sam	885	293	342	257	70	0.888906	0.704756	0.78626	0.806562	0.874817	2.032623	0.67154	0.109467	0.440952	1.911502	474	0
śama	Sama	12	277	104	65	10		0.807564	0.818509				0.964858	0.375311				
śamana	Samana	23	20	100	242	20			0.721344					1.577768				
śamay	Samay	212	86	69	51	18	0.897861	0.810895	0.849639			1.739502	0.130704	0.133338			389	0
śambara	Sambara	26	55	57	19	9		0.844418					0.499975					
śambhu	SamBu	37	26	226	159	92			0.791887	0.861368				0.204535	0.646069			
śanais	SanEs	10	228	231	293	75		0.781057	0.798245	0.817868			0.467303	0.645769	0.530548			
śap	Sap	62	231	88	75	34	0.863177	0.790839	0.837291			1.459707	0.943873	0.072148			698	0
śara	Sara	95	3394	333	324	43	0.897484	0.58501	0.683058			4.721069	2.900948	0.263233			394	0
śarad	Sarad	294	92	152	81	37	0.849769	0.76731	0.739492			2.113957	1.17281	0.605317			800	0
śaraṇa	SaraRa	63	338	300	136	73	0.916723	0.74308	0.809046	0.817475	0.904391	1.985753	0.276384	0.838595	0.537752	1.961294	232	1
śarkarā	SarkarA	80	83	306	132	42	0.885129	0.583491	0.657989			0.384735	2.330793	0.910233			507	0
śarman	Sarman	327	78	20	18	14	0.933368					2.505591					109	1
śarmiṣṭhā	SarmizWA	0	78	65	10	0		0.363643					0.18541					
śarāva	SarAva	61	8	29	133	71				0.5978	0.892794				0.529855	1.967759		
śarīra	SarIra	339	1167	763	569	186	0.824666	0.643205	0.708737	0.788818	0.847118	1.345601	0.164605	0.120494	0.177736	0.882766	961	0
śarīrin	SarIrin	1	76	87	38	5		0.842041					0.64346					
śastra	Sastra	182	770	383	149	77	0.872551	0.710352	0.809179	0.858666	0.892872	1.643074	0.55907	1.059271	0.483008	0.507741	619	0
śata	Sata	1332	1842	1217	1022	632	0.756211	0.607721	0.64006	0.703283	0.804094	0.029833	0.1495	0.050827	0.741991	0.673151	1206	0
śatakratu	Satakratu	94	174	43	26	13	0.937767					0.450509					86	1
śataśas	SataSas	2	261	74	31	13		0.823794					1.370008					
śatru	Satru	247	1120	212	177	78	0.827079	0.706442	0.768215	0.825229	0.910381	1.74307	1.952918	0.042446	0.253187	0.085784	947	0
śatāvarī	SatAvarI	0	23	70	88	20			0.716425					0.632909				
śauca	SOca	44	238	181	60	50		0.651627	0.675137	0.750997			0.053472	1.290194	1.172356			
śaunaka	SOnaka	21	50	72	33	15		0.848354					0.974513					
śayana	Sayana	40	324	266	79	28		0.673073	0.803031				0.163877	1.448741				
śayyā	SayyA	39	105	170	74	27		0.785796	0.770686				1.14359	0.897177				
śaśin	SaSin	0	106	155	101	26		0.781517	0.740022				0.996648	0.315152				
śaśvat	SaSvat	148	89	20	42	11	0.922124					1.171566					192	1
śaṃkara	SaMkara	4	101	413	207	234		0.749078	0.788719	0.813255			2.480231	0.69375	1.612268			
śaṃs	SaMs	898	301	242	243	101	0.925314	0.795388	0.840989	0.857589	0.80791	2.014798	0.133688	0.30871	0.168789	1.403611	172	1
śaṅk	SaNk	10	117	57	74	15		0.915241	0.864389				0.58903	0.679324				
śaṅkha	SaNKa	33	428	331	344	197		0.604819	0.656376	0.665652			0.077665	0.358338	0.631177			
śaṅkā	SaNkA	6	49	69	114	7			0.853438					1.027126				
śeṣa	Seza	363	436	567	416	220	0.874318	0.791311	0.78459	0.821186	0.841886	0.173488	0.827465	0.144004	0.51631	1.026283	597	0
śigru	Sigru	3	12	62	138	23			0.62419					1.457089				
śikhara	SiKara	1	177	160	83	40		0.719084	0.760092				0.302767	0.644128				
śikhin	SiKin	6	42	78	92	31			0.843347					0.540921				
śikhā	SiKA	39	107	125	132	43		0.788422	0.753919				0.672762	0.381371				
śikṣ	Sikz	106	192	31	13	3	0.986693					0.419196					1	1
śikṣay	Sikzay	2	60	54	58	1		0.895897	0.892387				0.296441	0.405854				
śikṣā	SikzA	4	66	59	34	4		0.844664					0.286693					
śilpa	Silpa	63	55	58	16	1	0.922613	0.808995				0.633766	0.525066				190	1
śilā	SilA	11	276	215	444	248		0.736939	0.756731	0.623838			0.088113	1.348984	0.59517			
śiras	Siras	700	1053	989	447	161	0.778692	0.567696	0.634347	0.753584	0.807758	0.151232	0.357981	0.842935	0.037824	0.371545	1158	0
śiva	Siva	521	345	1052	1054	421	0.818488	0.762147	0.682411	0.774228	0.838641	1.032533	2.056911	0.305501	0.111407	1.441286	997	0
śivā	SivA	3	45	54	111	12			0.838314					1.342289				
śiśira	SiSira	42	53	94	174	18		0.808104	0.758818				1.275113	1.191116				
śiśu	SiSu	93	95	134	82	15	0.918916	0.860771	0.886301			0.407149	0.944678	0.405776			218	1
śiṣ	Siz	61	73	38	17	5	0.970019					0.178759					4	1
śiṣya	Sizya	45	385	291	293	70		0.724382	0.768772	0.862895			0.044605	0.312642	0.630084			
ślakṣṇa	SlakzRa	7	140	119	105	24		0.710606	0.754886				0.213979	0.122189				
śleṣman	Slezman	15	239	497	339	83		0.537871	0.521991	0.544052			1.50468	0.2492	0.594712			
śloka	Sloka	133	178	115	59	35	0.879706	0.80399	0.87963			0.017395	0.181799	0.660086			552	0
śmaśāna	SmaSAna	84	64	90	79	18	0.830189	0.788926	0.823266			0.830164	0.940297	0.114689			929	0
śobhana	SoBana	15	185	213	137	111		0.888693	0.917705	0.849844			0.651772	0.333917	1.131774			
śobhay	SoBay	4	161	78	53	29		0.765139	0.826217				0.59707	0.254721				
śodhana	SoDana	9	35	173	201	91			0.710706	0.702172				0.519184	0.292133			
śodhay	SoDay	20	40	101	231	60			0.848451	0.730948				1.496298	0.509468			
śoka	Soka	40	1225	324	236	63		0.625275	0.713752	0.862561			1.470272	0.154446	0.469973			
śopha	SoPa	0	36	443	172	17			0.551703					1.062137				
śoṇita	SoRita	11	440	389	130	25		0.589834	0.757692				0.270711	1.278498				
śoṣa	Soza	1	67	183	130	16		0.551108	0.593506				1.898055	0.190571				
śoṣay	Sozay	7	39	64	200	47			0.778678					1.946617				
śraddhā	SradDA	246	307	207	136	62	0.839321	0.78312	0.839465	0.814609	0.913607	0.118266	0.120164	0.303263	0.302123	0.239569	871	0
śram	Sram	111	129	69	56	17	0.925321	0.838091	0.835804			0.221035	0.454258	0.001591			171	1
śrama	Srama	27	262	200	192	42		0.687043	0.718233				0.058878	0.243867				
śravaṇa	SravaRa	32	125	209	117	71		0.792394	0.801071	0.88049			1.190019	0.534234	0.714772			
śreyas	Sreyas	215	528	129	120	31	0.887178	0.809935	0.835797			0.858355	1.584723	0.198424			487	0
śreṣṭha	SrezWa	250	1716	431	332	225	0.895844	0.683266	0.821874	0.776125	0.930918	2.341203	1.544845	0.073744	0.874132	1.596746	415	0
śri	Sri	260	66	35	83	12	0.940033					2.41582					70	1
śrotra	Srotra	500	145	168	80	46	0.807261	0.689501	0.779509			2.223721	0.660853	0.767628			1055	0
śrotriya	Srotriya	111	59	67	20	14	0.810956	0.835151				1.349619	0.63189				1030	0
śru	Sru	818	4968	2084	1790	851	0.845161	0.556479	0.626883	0.684182	0.846537	2.164646	0.804866	0.083365	0.362661	1.805807	829	0
śruta	Sruta	60	224	79	41	14	0.841712	0.830833				1.462618	1.05513				854	0
śruti	Sruti	155	229	265	151	82	0.8294	0.795454	0.782936	0.828357	0.892025	0.125233	0.659089	0.508683	0.554537	0.830177	933	0
śrāddha	SrAdDa	70	180	326	114	131	0.866918	0.717471	0.732711	0.741442	0.876541	0.924724	1.305319	1.213077	1.635923	2.652889	667	0
śrāvaka	SrAvaka	0	138	107	8	71		0.54863					0.081387					
śrāvay	SrAvay	78	111	107	32	18	0.951134	0.844645				0.071168	0.395495				32	1
śrī	SrI	1063	809	902	1316	984	0.844289	0.786374	0.700077	0.734713	0.899141	0.831776	0.605432	0.847721	1.015961	1.637338	837	0
śrīmat	SrImat	15	481	191	225	56		0.76923	0.842798	0.822726			0.88402	0.539113	0.571036			
śubh	SuB	163	304	67	50	9	0.911949	0.802922	0.899522			0.461353	1.733394	0.119472			263	1
śubha	SuBa	17	1278	793	580	297		0.710938	0.747799	0.780141			0.240051	0.148507	0.4698			
śubhra	SuBra	52	100	68	97	36	0.951939	0.786253	0.870666			0.50557	0.107949	0.815211			29	1
śuc	Suc	266	490	93	157	26	0.897801	0.791199	0.788846			0.443509	1.949035	1.058223			391	0
