155067,ca,ind
151240,tad,pron
53952,na,ind
48506,mad,pron
45834,eva,ind
45455,yad,pron
44364,iti,ind
37263,tvad,pron
36776,idam,pron
34986,tu,ind
34016,api,ind
33043,kṛ,2.Ā.
31333,sarva,pron
30968,vac,2.P.
30478,bhū,1.Ā.
24957,mahat,adj
24352,as,2.P.
24236,etad,pron
22741,tathā,ind
21960,tatas,ind
19261,hi,ind
19032,vā,ind
17082,rājan,m
16237,iva,ind
15939,gam,6.Ā.
15050,deva,m
14292,dṛś,6.P.
14203,ādi,m
14105,atha,ind
13768,tatra,ind
13163,evam,ind
12993,sa,ind
12546,artha,mn
12100,ka,pron
11774,yathā,ind
11534,dharma,mn
11147,ātman,m
10777,su,ind
10749,punar,ind
10527,vai,ind
10265,eka,pron
10176,putra,m
9876,dā,1.Ā.
9824,loka,m
9689,agni,m
9598,tva,n
9422,śru,4.P.
9348,rasa,mn
9322,anya,pron
8813,para,pron
8625,karman,n
8452,indra,m
8043,sva,adj
7948,brū,2.Ā.
7854,sthā,1.Ā.
7650,tadā,ind
7381,kaścit,pron
7377,jan,4.P.
7372,han,6.P.
7361,kāla,m
7308,rūpa,n
7241,bala,mn
6750,tri,nr
6437,ratha,m
6232,vid,6.Ā.
6122,atra,ind
6078,pitṛ,m
5988,ah,1.P.
5977,phala,n
5780,guṇa,mn
5704,saha,ind
5697,iha,ind
5528,manas,n
5400,sama,pron
5288,prāp,1.P.
5284,tā,f
5208,puruṣa,m
5166,kāma,m
5142,yuj,6.Ā.
5077,yā,2.Ā.
5011,nara,m
5007,brahman,m
4789,śata,mn
4714,ṛṣi,m
4701,yadi,ind
4668,bahu,adj
4559,doṣa,mn
4556,brāhmaṇa,m
4551,jñā,4.Ā.
4526,yoga,m
4488,bhagavant,m
4401,muni,m
4393,pūrva,pron
4390,tapas,n
4319,go,mf
4302,grah,6.Ā.
4227,nāma,ind
4196,bhūta,mn
4191,iṣ,1.P.
4134,sahasra,mn
4126,parama,adj
4115,man,8.P.
4097,uttama,adj
4026,śara,m
3975,adas,pron
3970,a,ind
3964,smṛ,1.Ā.
3938,yat,ind
3936,anta,m
3917,ja,adj
3837,śrī,f
3836,mukha,n
3829,yatra,ind
3814,namas,n
3787,āgam,6.P.
3784,dvi,nr
3769,vat,ind
3768,priya,adj
3743,yajña,m
3737,strī,f
3721,enad,pron
3717,pañcan,adj
3656,vana,n
3655,pāṇḍava,m
3634,vāta,m
3615,rāma,m
3613,ati,ind
3598,tasmāt,ind
3596,ha,ind
3541,katham,ind
3532,vīra,m
3519,jana,m
3487,pā,1.Ā.
3472,tejas,n
3427,pati,m
3375,divya,adj
3334,guru,m
3328,kathay,10.Ā.
3299,varṇa,mn
3285,prāṇa,m
3281,saptan,adj
3280,nṛpa,m
3280,suta,m
3273,pāda,m
3267,ā,ind
3265,ji,9.P.
3263,adya,ind
3263,bhavat,adj
3258,devī,f
3217,atas,ind
3192,muc,6.Ā.
3187,madhya,n
3179,catur,nr
3167,mūla,mn
3128,vāc,f
3103,labh,1.P.
3102,jñāna,n
3089,vara,adj
3087,pravac,2.P.
3086,pitta,n
3071,bhagavat,adj
3063,mahātman,adj
3059,duḥkha,n
3058,paś,4.Ā.
3055,car,1.Ā.
3038,karṇa,m
3027,vad,1.Ā.
3025,vipra,m
2989,stha,adj
2980,gaṇa,m
2978,bhaya,n
2964,pūjay,10.Ā.
2962,kula,n
2953,daśan,adj
2952,jala,n
2946,sadā,ind
2937,sattva,n
2933,varṣa,mn
2909,pada,mn
2899,buddhi,f
2894,aṅga,n
2891,anna,n
2886,bhāga,m
2883,śabda,m
2881,rāja,m
2864,mantra,mn
2840,soma,m
2834,bhāva,m
2828,vidhi,m
2825,vacana,n
2825,gṛha,mn
2823,dvija,m
2819,viṣṇu,m
2814,viśva,pron
2806,brahman,n
2781,vākya,n
2780,vīrya,n
2775,pat,1.Ā.
2771,bāhu,mf
2765,sukha,n
2751,śarīra,n
2744,śubha,adj
2723,śreṣṭha,adj
2722,mātra,n
2714,kārya,n
2683,yudhiṣṭhira,m
2668,yāvat,ind
2667,nāman,n
2666,nityam,ind
2655,śiras,n
2645,mā,ind
2629,indriya,n
2608,hā,1.P.
2591,bhūmi,f
2583,ap,m
2561,sma,ind
2555,deha,mn
2554,mātṛ,f
2551,vāyu,m
2549,īśvara,m
2547,sūrya,m
2542,div,m
2540,gandha,mn
2538,deśa,m
2538,viṣa,n
2535,hari,m
2532,lakṣaṇa,n
2531,kapha,m
2518,pāpa,n
2508,svayam,ind
2507,yuddha,n
2502,veda,m
2500,aśva,m
2496,maya,adj
2494,pṛthivī,f
2492,rudra,m
2490,raṇa,m
2470,śakti,f
2467,tīrtha,mn
2454,satya,n
2445,gati,f
2435,pracch,1.P.
2425,yadā,ind
2424,kāraṇa,n
2415,hetu,m
2404,rākṣasa,m
2390,uttara,adj
2385,pārtha,m
2384,diś,f
2378,kṣip,6.Ā.
2374,vidhā,3.Ā.
2372,mṛ,4.Ā.
2355,dina,mn
2346,ghṛta,n
2337,apara,pron
2331,bhīṣma,m
2330,darśana,n
2323,aṁśa,m
2319,dravya,n
2318,puṇya,adj
2316,purā,ind
2314,bhrātṛ,m
2313,vrata,n
2310,bhuj,6.P.
2309,hasta,mn
2308,tattva,n
2308,śiva,m
2297,tyaj,1.Ā.
2292,kṛṣṇa,m
2288,uṣṇa,adj
2286,roga,mn
2257,vṛt,3.P.
2257,praviś,4.P.
2257,ahar,n
2255,ṛṣabha,m
2251,dhana,n
2220,kṣīra,n
2219,prajā,f
2215,puṣpa,n
2210,bandh,4.P.
2203,arh,1.Ā.
2197,ghora,adj
2190,vajra,mn
2188,madhu,n
2186,agra,n
2184,jagant,n
2182,vacas,n
2177,pūrvam,ind
2175,sthāna,n
2172,dāna,n
2169,bīja,mn
2168,dhā,1.P.
2163,siddhi,f
2151,ādā,4.Ā.
2134,bhū,f
2126,ratna,mn
2122,astra,mn
2120,bhārata,m
2114,kṣaya,m
2108,ādya,adj
2105,pattra,mn
2105,ṣaṣ,adj
2104,hṛ,2.P.
2101,rājya,n
2101,śudh,4.Ā.
2088,nihan,2.Ā.
2072,bharata,m
2072,taila,n
2072,garbha,m
2061,saṁśaya,m
2061,i,5.Ā.
2057,sūta,mn
2042,prati,ind
2035,cūrṇa,mn
2032,aṣṭan,adj
2020,kara,adj
2013,sura,m
2012,dah,2.P.
2009,tulya,adj
2002,māṁsa,n
1988,vas,2.P.
1983,māsa,mn
1977,arjuna,m
1972,ghna,adj
1960,kriyā,f
1949,madhura,adj
1947,kuru,m
1942,jvara,m
1933,paśu,m
1929,loha,mn
1924,citta,n
1923,droṇa,m
1917,svarga,m
1917,viśeṣa,m
1914,asura,m
1911,mūtra,n
1909,liṅga,mn
1906,heman,n
1877,yaj,2.P.
1876,jña,adj
1868,jīv,1.Ā.
1853,kanyā,f
1850,mṛtyu,m
1841,pac,1.Ā.
1840,śakra,m
1837,alpa,adj
1835,uta,ind
1828,tāvat,ind
1825,chid,1.P.
1823,sṛj,2.P.
1817,bhid,6.P.
1806,yatas,ind
1803,hita,adj
1796,bheda,m
1794,vara,mn
1791,nī,2.P.
1790,parvata,mn
1782,da,adj
1781,sneha,mn
1781,śoka,m
1779,hṛdaya,n
1779,vidyā,f
1777,sidh,4.Ā.
1770,khalu,ind
1764,vid,adj
1762,daṇḍa,mn
1758,samyak,ind
1738,krodha,m
1735,dakṣiṇa,adj
1735,śāstra,n
1723,vijñā,9.Ā.
1708,bāṇa,m
1691,devatā,f
1688,nāga,m
1666,sahita,adj
1661,tala,mn
1658,vadha,m
1654,śatru,m
1646,hu,3.Ā.
1632,antar,ind
1627,antara,n
1627,rakṣ,4.P.
1626,cakra,n
1624,bhāryā,f
1623,kṣaṇa,m
1622,āyus,n
1618,dvaya,n
1617,tap,4.Ā.
1615,vega,m
1610,vahni,m
1608,ced,ind
1607,sādhu,adj
1597,antara,adj
1596,pṛthak,ind
1590,pātra,n
1588,vividha,adj
1586,māyā,f
1585,dhanus,n
1581,śīta,adj
1572,ākhyā,f
1572,yama,m
1572,pāṇḍu,m
1568,āp,1.P.
1565,mitra,mn
1560,udaka,n
1557,sat,adj
1556,janman,n
1554,āditya,m
1546,viṣaya,mn
1545,śūra,m
1544,śak,4.P.
1541,bhīma,m
1533,nu,ind
1532,bhartṛ,m
1531,krudh,4.Ā.
1530,pravṛt,1.Ā.
1526,ityādi,adj
1525,vyadh,4.Ā.
1523,guru,adj
1522,manuṣya,m
1521,kāray,10.Ā.
1519,pra,ind
1515,āśrama,mn
1514,bhūyas,ind
1513,sattama,adj
1513,vastra,mn
1513,stu,1.Ā.
1511,prathama,adj
1507,nṛ,m
1506,anvita,adj
1492,kṛt,adj
1491,giri,m
1489,upe,2.Ā.
1488,hara,adj
1483,arka,m
1480,traya,n
1480,śūla,mn
1478,dhātu,mn
1478,snigdha,adj
1475,prakṛti,f
1471,pala,mn
1471,nānā,ind
1468,ardha,mn
1467,pura,n
1466,avāp,5.Ā.
1460,gandharva,m
1456,duryodhana,m
1451,cakṣus,n
1450,yoni,mf
1450,dhāray,10.Ā.
1448,nadī,f
1448,snā,2.Ā.
1445,adhika,adj
1442,yuga,mn
1442,tāta,m
1439,bhasman,n
1439,bhāvay,10.Ā.
1438,amṛta,n
1438,bhakti,f
1437,puṭa,mn
1437,candra,m
1433,tamas,n
1417,u,ind
1416,marday,10.Ā.
1409,paścāt,ind
1404,ubh,pron
1403,śuci,adj
1401,gaja,m
1398,sūta,m
1398,vṛkṣa,m
1397,payas,n
1397,rajas,n
1395,mṛga,m
1393,śaṁs,2.Ā.
1386,samara,mn
1384,upama,adj
1380,prasāda,m
1379,mārga,m
1378,kṛṣṇa,adj
1374,cintay,10.Ā.
1374,ram,4.Ā.
1372,pāṇi,m
1371,vṛtti,f
1369,laghu,adj
1359,pakṣa,m
1349,varjay,10.Ā.
1348,ās,4.P.
1346,puṁs,m
1343,pitāmaha,m
1342,maṇḍala,mfn
1342,yaśas,n
1341,rātri,f
1341,vah,2.P.
1335,rakta,adj
1335,pārthiva,m
1334,kṣatriya,m
1330,śastra,n
1327,pramāṇa,mn
1325,bhāṣ,1.P.
1324,prabhu,m
1323,tena,ind
1321,nitya,adj
1320,pū,1.P.
1320,utthā,1.Ā.
1318,adhas,ind
1318,saṁjñā,f
1318,mati,f
1317,citra,adj
1309,dvādaśan,adj
1308,bhṛ,1.Ā.
1305,prayā,2.Ā.
1295,bhīmasena,m
1295,jṛ,6.P.
1293,āsana,n
1293,vaśa,m
1291,padma,mn
1290,sainya,n
1288,anu,ind
1287,rakṣas,n
1284,hṛd,n
1280,rakta,n
1278,vid,2.Ā.
1271,śeṣa,mn
1271,sev,4.P.
1266,ātmaka,adj
1263,samudra,m
1262,prī,9.Ā.
1260,prabhā,f
1258,sampad,4.P.
1257,kāya,m
1257,prīti,f
1254,sādhay,10.Ā.
1252,vi,ind
1249,vṛdh,6.P.
1245,dīrgha,adj
1240,dānava,m
1238,krama,m
1235,dvitīya,adj
1234,mada,m
1219,vyādhi,m
1213,ārta,adj
1213,tīkṣṇa,adj
1212,vaiśampāyana,m
1211,pāpa,adj
1209,athavā,ind
1205,dāha,m
1204,oṁ,ind
1204,vānara,m
1204,saṁyuj,7.Ā.
1203,moha,m
1202,bodhisattva,m
1199,bhava,m
1198,ūrdhvam,ind
1196,satya,adj
1191,āsthā,1.Ā.
1190,upari,ind
1190,gandhaka,mn
1189,anila,m
1189,prajāpati,m
1185,mūrdhan,m
1183,rāga,m
1183,yudh,2.P.
1176,mala,mn
1173,rāvaṇa,m
1172,ga,adj
1171,tāmra,n
1170,maṇi,m
1169,āhāra,m
1166,kara,m
