'Текст';'Middle Date';'IF.Present Ind.';'FF. Imperfect ind';'IF.Future passive particle';'FF. Present Passive';'FF. Future Ind.';'IF.Infinitive';'IF.Present Passive';'FF. Aorist Ind. Root.';'FF. Perfect Ind. Peri.';'FF. Pres. Imperative Passive';'FF. Aorist Jus.';'IF.Past Active Participle';'FF. Aorist Ind. Them.';'IF.Perfect Ind.';'FF. Future. Ind. Peri.';'FF. Pres. Sub.';'FF. Imperfect Ind. Passive ';'FF. Aorist Ind. S.';'FF.  Aorist Imp.';'FF.  Present Jus.';'IF.Future Ind.';'FF.  Aorist Sub.';'FF. Aorist Ind. Is.';'FF. Aorist Ind. Red.';'FF. Pres. Opt Passive';'FF. Aorist Ind. Passive';'FF.  Aorist Jus./Sub./Opt/Perf_Opt';'FF. Future Cond.';'FF. Aorist Prec.';'FF. Perfect Sub';'IF.Aorist Ind. Them.';'FF.  Perfect Imp';'IF.Aorist Ind. Root.';'FF.  Plp. ind.';'FF.  Perfect Opt.';'FF. Aorist Ind. Sa.';'FF.  Perfect Jus.';'IF.Aorist Ind. S.';'FF. Aorist Ind. Sis.';'IF.Pres. Potential';'IF. Perfect Imp';'IF.Aorist Ind. Red.';'IF.Aorist Ind. Is.';'FF. 17';'FF. 18';'FF. Past Passive Participle';'FF. Past Active Participle';'FF. Future passive particle';'FF. Infinitive';'FF. Absolutive';'FF. 31';'FF. 34?';'IF.Pres. Imp.';'IF.Imperfect ind';'IF.Future Cond.';'IF.Future. Ind. Peri.';'IF.Aorist Ind. Sa.';'IF.Aorist Prec.';'IF.Perfect Ind. Peri.';'IF.17';'IF.18';'IF.Pres. Sub.';'IF.Pres. Imperative Passive';'IF.Imperfect Ind. Passive ';'IF.Aorist Ind. Passive';'IF.Pres. Opt Passive';'IF.Aorist Jus.';'IF.31';'IF. Aorist Jus./Sub./Opt/Perf_Opt';'IF. Aorist Imp.';'IF.34?';'IF.Aorist Ind. Sis.';'IF.Perfect Sub';'IF. Perfect Jus.';'IF. Perfect Opt.';'IF. Present Jus.';'IF. Plp. ind.';'IF. Aorist Sub.';'Сумма всех форм'
'"""Bhairavastava"""';1000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
'"""Mukundamālā"""';1000;4;0;10;2;1;4;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
'"""Spandakārikānirṇaya"""';1000;136;5;84;80;20;19;18;1;0;2;2;3;0;0;0;0;0;0;0;0;6;0;0;0;2;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;381
'"""Tantrāloka"""';1000;246;21;351;369;19;25;15;3;0;19;3;5;2;3;0;0;6;0;0;0;13;0;0;1;6;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1111
'"""Tantrasāra"""';1000;97;2;141;61;16;11;20;0;0;0;1;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;355
'"""Agnipurāṇa"""';950;54;161;26;5;62;12;4;52;22;3;0;10;1;3;1;0;0;0;0;0;0;0;12;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;433
'"""Garuḍapurāṇa"""';950;247;187;415;318;163;33;35;108;29;11;4;22;2;2;5;1;0;0;0;0;5;0;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1599
'"""Mṛgendraṭīkā"""';950;185;11;162;207;34;68;38;3;0;7;1;7;1;0;0;0;0;1;0;0;21;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;749
'"""Rasahṛdayatantra"""';950;13;0;127;39;13;3;3;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201
'"""Ratnaṭīkā"""';950;50;0;62;71;5;4;9;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;203
'"""Saṃvitsiddhi"""';950;45;4;19;54;2;5;1;2;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145
'"""Varāhapurāṇa"""';950;2;6;2;1;0;2;0;1;0;0;0;1;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
'"""Aṣṭāṅganighaṇṭu"""';900;0;0;31;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40
'"""Bhallaṭaśataka"""';900;40;2;10;20;7;22;3;1;0;1;4;1;2;0;0;0;0;1;0;0;0;0;0;0;1;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;120
'"""Kṛṣiparāśara"""';900;8;1;23;10;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47
'"""Sāṃkhyatattvakaumudī"""';900;76;0;60;72;20;17;5;4;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;260
'"""Spandakārikā"""';875;10;1;7;2;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25
'"""Śivasūtra"""';850;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
'"""Aṣṭāvakragīta"""';850;59;3;27;14;7;13;7;1;0;1;1;0;0;0;3;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138
'"""Skandapurāṇa Revākhaṇḍa)"""';850;686;508;356;530;424;178;129;46;158;146;20;29;32;4;20;0;28;6;0;0;7;0;3;1;14;1;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3334
'"""Bṛhatkathāślokasaṃgraha"""';800;802;1208;273;271;151;247;82;63;34;451;56;264;186;2;31;0;9;49;0;1;16;0;10;0;7;1;0;3;2;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4221
'"""Comm. on the Kāvyālaṃkāravṛtti"""';800;4;0;6;4;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19
'"""Kāvyālaṃkāravṛtti"""';800;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
'"""Mṛgendratantra"""';800;34;8;21;50;2;2;1;3;1;3;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127
'"""Bhāgavatapurāṇa"""';750;1483;741;201;214;168;145;149;169;50;33;18;27;39;18;16;0;31;23;0;1;21;0;19;17;12;4;0;6;8;0;3;0;0;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3622
'"""Gaṇakārikā"""';750;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
'"""Ṭikanikayātrā"""';750;6;0;7;6;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21
'"""Kūrmapurāṇa"""';750;428;498;340;429;172;135;43;58;133;12;2;50;12;2;1;0;19;4;0;0;5;0;0;10;15;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2371
'"""Kāvyālaṃkāra"""';750;54;4;47;87;14;7;3;2;0;2;1;0;2;2;0;0;2;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;233
'"""Liṅgapurāṇa"""';750;499;606;611;486;407;270;56;107;122;14;6;80;14;9;16;0;18;3;0;1;2;0;2;13;3;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3347
'"""Tattvavaiśāradī"""';750;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
'"""Vaiśeṣikasūtravṛtti"""';750;65;2;45;88;4;2;21;10;0;2;1;0;0;0;1;0;0;0;0;0;2;0;0;0;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252
'"""Śikṣāsamuccaya"""';700;2;1;5;7;1;7;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
'"""Bodhicaryāvatāra"""';700;72;3;131;179;87;42;27;1;0;14;3;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;567
'"""Parāśaradharmasaṃhitā"""';700;47;16;41;83;8;4;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;207
'"""Skandapurāṇa"""';700;137;183;37;30;109;31;22;39;14;11;2;4;8;0;0;0;11;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;642
'"""Kāśikāvṛtti"""';650;6;6;10;37;5;4;3;0;0;0;11;6;0;0;7;0;0;4;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;103
'"""Kātyāyanasmṛti"""';650;58;7;345;118;4;11;19;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;584
'"""Kāvyādarśa"""';650;31;8;25;68;9;12;3;2;0;4;2;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169
'"""Viṣṇusmṛti"""';650;132;6;126;54;9;16;23;0;1;1;2;8;2;0;1;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;385
'"""Nyāyabindu"""';630;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4
'"""Amaruśataka"""';625;65;3;5;15;7;17;3;2;0;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;128
'"""Daśakumāracarita"""';625;472;592;200;50;178;109;77;82;19;42;9;48;79;0;3;0;45;79;0;0;12;0;65;19;8;38;0;1;1;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2235
'"""Narasiṃhapurāṇa"""';625;1;1;1;4;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
'"""Aṣṭāṅgahṛdayasaṃhitā"""';600;499;3;479;374;130;23;54;3;0;2;1;9;0;0;0;0;0;0;0;0;16;0;0;1;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1604
'"""Aṣṭāṅgasaṃgraha"""';600;9;0;8;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
'"""Amarakośa"""';600;5;0;10;7;0;1;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27
'"""Sūryaśataka"""';600;20;0;1;1;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28
'"""Kirātārjunīya"""';575;477;13;75;40;9;111;30;0;14;11;18;10;4;21;3;0;1;1;0;0;20;0;2;3;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;868
'"""Prasannapadā"""';575;5;0;2;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
'"""Sāṃkhyakārikābhāṣya"""';550;37;2;38;142;17;5;2;7;0;0;0;6;2;0;1;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263
'"""Devīmāhātmya"""';500;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
'"""Nyāyabhāṣya"""';475;7;0;14;22;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47
'"""Matsyapurāṇa"""';450;917;988;462;521;555;223;125;133;149;79;13;70;57;10;18;0;36;2;0;6;10;0;3;28;6;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4414
'"""Vaikhānasagṛhyasūtra"""';450;29;4;7;24;10;0;5;5;0;3;2;3;0;1;1;0;0;4;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102
'"""Śatakatraya"""';400;107;5;40;37;11;21;5;2;0;7;7;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;245
'"""Kumārasaṃbhava"""';400;115;70;44;51;29;39;13;16;14;8;0;3;5;7;0;0;4;4;0;0;6;0;2;0;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;437
'"""Meghadūta"""';400;48;2;23;6;30;16;6;2;0;0;5;0;0;1;3;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;144
'"""Pāśupatasūtra"""';400;2;2;2;1;1;0;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
'"""Pañcārthabhāṣya"""';400;112;5;431;478;74;25;25;0;0;2;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1158
'"""Sūryasiddhānta"""';400;3;0;17;16;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42
'"""Ṛtusaṃhāra"""';400;48;0;6;8;0;3;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76
'"""Viṣṇupurāṇa"""';400;587;620;350;416;494;195;86;133;158;224;13;77;17;1;38;0;17;6;0;0;12;0;2;14;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3466
'"""Yājñavalkyasmṛti"""';400;119;5;233;54;6;4;8;0;1;5;0;2;1;0;1;1;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;445
'"""Yogasūtra"""';400;2;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13
'"""Yogasūtrabhāṣya"""';400;85;6;120;100;29;7;17;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0;0;0;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;380
'"""Laṅkāvatārasūtra"""';375;76;15;151;136;49;7;17;1;1;0;0;6;20;0;1;0;0;7;0;0;2;0;1;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493
'"""Sāṃkhyakārikā"""';375;2;0;4;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
'"""Abhidharmakośa"""';350;2;0;10;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24
'"""Abhidharmakośabhāṣya"""';350;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
'"""Kāmasūtra"""';350;148;1;150;63;74;18;41;1;0;0;2;3;0;0;2;0;0;0;0;0;4;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;519
'"""Nāradasmṛti"""';350;126;7;227;111;17;18;18;2;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;11;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;543
