ID:Tense/Mood:Частота появления в корпусе
1:  Present Active :157003
2:  Potential Active :72826
3:  Imperative Active :32750
4:  Imperfect Active :35921
5:  Future Active :18004
6:  Conditional Active :269
7:  PPF. Future Active :1290
8:  Imperfect Active :4442
9:  imprefect Medium :2440
10:  Aorist Active :583
11:  Aorist Medium  :1056
12:  Aorist Active :721
13:  Aorist Medium :92
14:  Benedictive Medium :221
15:  Perfect Active :61986
16:  Non augment Imperfect ? :3668
17:  :0
18::0
19:  Past Passive Participle :233080
20:  Past Active Participle :2350
21:  Future passive particle :23942
22:  Infinitive :10379
23:  Absolutive :81508
24:  Present Passive :24949
25:  Imperative Passive:1265
26:  Imperative Passive :2948
27:  Imperfect Passive :1083
28:  Present Active Participle? :420
29:   Optative Passive :502
30:  Injunctive Act :2366
31::0
32: 32:291
33: 33:992
34::0
35:   Present Active Participle? :15
36: 36:192
37: 36:25
38:  Subjunctive ? :96
39:  Subjunctive ? :163
40:  Present Active Participle :899
41:  Subjunctive ? :140
42:  Subjunctive ? :741
