lemma_id	lemma	upos	grammar	meaning
22157	abhicara	NOUN	m	a servant
158616	abhicchad	VERB	1.P.	to cover over
222406	abhichāya	ADJ	adj	
208841	abhicintaka	ADJ	adj	thinking about ...
223668	abhicyu	VERB	1.P.,1.Ā.	
219762	abhicākaś	VERB	Int.P.	to contemplate
22165	abhicāraka	ADJ	adj	exorcising; conjuring; a conjurer; a magician
200142	abhicāraka	ADJ	adj	
213932	abhicāravat	ADJ	adj	practising magic
225409	abhicāray	VERB	10. Ā.	
201320	abhicārika	ADJ	adj	
22167	abhicārita	ADJ	adj	enchanted; charmed
22219	abhidarśana	NOUN	n	becoming visible; appearance
212615	abhidevin	ADJ	adj	playing; gambling
22228	abhidharma	NOUN	m	the dogmas of Buddhist philosophy or metaphysics
217543	abhidharṣa	NOUN	m	violation
214638	abhidharṣay	VERB	10.P.	to attack; jemanden veranlassen, sich (an einen Feind) heranzuwagen
176664	abhidheyavat	ADJ	adj	having a meaning
209826	abhidheyīkṛ	VERB	8.P.	to denote sth.
176511	abhidhits	VERB	Desid.Ā.,Denom.P.	
212794	abhidhvaṃs	VERB	1.P.,1.Ā.	to be afflicted
202020	abhidhyātṛ	ADJ	adj	
158680	abhidhāray	VERB	10.P.	to uphold; to maintain
22236	abhidhātṛ	ADJ	adj	saying; telling
22254	abhidhāvana	NOUN	n	running up; attack
202554	abhidhṛ	VERB	1.P.,1.Ā.	
206350	abhidrava	NOUN	m	
202189	abhidyamāna	ADJ	adj	
216759	abhidyotana	NOUN	n	
216907	abhidāray	VERB	10.P.,10.Ā.	
207603	abhidīpay	VERB	10.P.,10.Ā.	to cause to shine
208131	abhidūṣaka	ADJ	adj	violating
216726	abhigad	VERB	1.P.,1.Ā.	
22124	abhigarjana	NOUN	n	ferocious roaring; uproar
206105	abhigarv	VERB	1.P.,1.Ā.	
22134	abhigeṣṇa	ADJ	adj	calling to; shouting
217633	abhighoṣa	NOUN	m	
223582	abhighārin	ADJ	adj	
22146	abhighātin	NOUN	m	an assailant; enemy
22151	abhighṛta	ADJ	adj	sprinkled (as ghee); dropped upon; sprinkled with
222774	abhigopāy	VERB	Denom.P.,Denom.Ā.	to protect; to guard
22139	abhigrahītṛ	ADJ	adj	one who seizes
221917	abhigras	VERB	1.P.,1.Ā.	
207888	abhigrāhaka	ADJ	adj	
213978	abhigrāhay	VERB	10.P.,10.Ā.	to make someone catch someone
222995	abhigrāhin	ADJ	adj	seizing
199416	abhigāna	NOUN	n	singing
216946	abhigṛdh	VERB	9.P.,4.P.,4.Ā.	to desire sth.; to be greedy
209425	abhigṛdhna	ADJ	adj	covetous
211059	abhihantu	NOUN	m	killing
210181	abhihantṛ	ADJ	adj	
219116	abhihary	VERB	1.P.,1.Ā.	
226417	abhihas	VERB	1. Ā.	to ridicule
31177	abhihasya	ADJ	adj	ridiculous
159224	abhiheṣ	VERB	1.P.	to neigh towards
31184	abhihitatva	NOUN	n	the having been said or stated or named; a holding forth; declaration; authority; test
205811	abhihiṃs	VERB	7.P.,1.Ā.,1.P.,7.Ā.,4.Ā.	
173188	abhihiṃsana	NOUN	n	
31179	abhihiṅkāra	NOUN	m	the sound hiṃ (used in addition to a certain japa formula)
31195	abhihrut	ADJ	adj	causing a fall or damage; injurious; harassing
31196	abhihrut	NOUN	f	fall; damage; injury; T￼cke
159225	abhihve	VERB	1.Ā.,4.P.,4.Ā.	to call near
225539	abhihvātṛ	ADJ	adj	
211507	abhihṛṣ	VERB	4.P.	
199171	abhijighāṃs	VERB	Desid.P.	
209422	abhikampay	VERB	10.P.,10.Ā.	to make something tremble; to frighten
223530	abhikara	NOUN	m	executor
201676	abhikarśay	VERB	10.P.	
199108	abhikarṣaṇa	NOUN	n	
22118	abhikhyāna	NOUN	n	fame; glory
22117	abhikhyātṛ	NOUN	m	a supervisor (name of Indra)
220490	abhikramitu	NOUN	m	accessing
22102	abhikranda	NOUN	m	a shout
207533	abhikrāmay	VERB	10.P.	
158578	abhikuṣ	VERB	9.P.	to tear; to pull at; to pinch
22095	abhikāla	NOUN	m	name of a village
22091	abhikāma	NOUN	m	affection
171090	abhikāṅkṣaṇa	NOUN	n	wish; desire
221700	abhikīrṇīkṛ	VERB	8.P.	to cover
22096	abhikṛti	NOUN	f	name of a metre (containing one hundred syllables)
207563	abhikṣan	VERB	8.P.	
200713	abhikṣu	NOUN	m	
30870	abhilakṣaṇa	NOUN	n	the act of marking (with signs)
201423	abhilakṣaṇatā	NOUN	f	
175927	abhilekha	NOUN	m	a mark (by scratching)
30887	abhilekhita	NOUN	n	a written document
169555	abhilepa	NOUN	m	besmearing
217365	abhilepay	VERB	10.P.,10.Ā.	to smear with
219960	abhilips	VERB	Desid.Ā.,Desid.P.	to desire
209871	abhilipsu	ADJ	adj	desirous of
30876	abhilipsā	NOUN	f	desire of obtaining
200242	abhiliṅg	VERB	1.P.,1.Ā.	
158938	abhilobhay	VERB	10.P.	to entice; to allure; to confound
219954	abhilohita	ADJ	adj	
203568	abhilul	VERB	1.P.	
223907	abhilāpana	NOUN	n	conversation
221565	abhilāpin	ADJ	adj	
218455	abhilāṣavat	ADJ	adj	desirous
211134	abhilāṣībhū	VERB	1.P.,1.Ā.	
220992	abhilīnaka	ADJ	adj	lived in (by birds)
212321	abhimada	NOUN	m	rut
172620	abhimanana	NOUN	n	
22463	abhimanthana	NOUN	n	the upper piece of wood (araṇi) which is churned in the lower one
22479	abhimardana	ADJ	adj	oppressing
222279	abhimarmṛś	VERB	Int.P.	to stroke
216041	abhimarśay	VERB	10.P.,10.Ā.	
22484	abhimarṣaka	ADJ	adj	touching; coming in contact with
212241	abhimarṣay	VERB	10.P.,10.Ā.	to be angry
209743	abhimarṣin	ADJ	adj	robbing
216563	abhimat	ADJ	adj	containing the word 'abhi'
218429	abhimban	NOUN	m	name of a man (?)
22467	abhimethana	NOUN	n	insulting or injurious speech
158883	abhimith	VERB	1.P.	to address with insulting speech; to insult; to address an obscene verse to
219474	abhimlā	VERB	2.P.,4.P.,4.Ā.	to wither
171206	abhimohay	VERB	10.P.	
158888	abhimuh	VERB	4.P.	to lose consciousness; to faint away
158885	abhimukhay	VERB	Denom. P.	to face
170791	abhimukhībhāva	NOUN	m	orientation towards
217708	abhimuni	ADV	ind	
226404	abhimādana	ADJ	adj	maddening
22430	abhimādyatka	ADJ	adj	partially intoxicated; half-drunk
171924	abhimārgita	ADJ	adj	
222765	abhimāruka	ADJ	adj	
22448	abhimātin	ADJ	adj	insidious
158893	abhimṛd	VERB	9.P.	to oppress; to devastate; to destroy; (in astron.) to be in opposition to
217202	abhimṛkṣay	VERB	Denom.P.	to rub
22487	abhimṛṣṭaja	ADJ	adj	illegitimate(?); summoned; invited
22272	abhinabhyam	ADV	ind	near the clouds or the sky
22262	abhinahana	NOUN	n	a bandage (over the eyes)
22266	abhinandana	NOUN	m	name of the fourth Jaina Arhat of the present Avasarpiṇī
175441	abhinandatā	NOUN	f	
22269	abhinanditṛ	ADJ	adj	gladdening
216910	abhinarday	VERB	10.P.	
224380	abhinati	NOUN	f	
158694	abhinavībhū	VERB	1.P.	to become new
209824	abhinayana	NOUN	n	[dram.] representation
22322	abhinetṛ	NOUN	m	one who brings near
158703	abhinidhyai	VERB	4.P.	to give attention to
225901	abhinigrah	VERB	9. Ā.	to collect
22291	abhinihita	NOUN	m	name of a special Sandhi
158704	abhininī	VERB	1.P.	to pour out water
158705	abhinipat	VERB	1.P.	to approach; to fall down on
202475	abhinipātana	NOUN	n	
158711	abhiniras	VERB	4.P.	to throw towards
158716	abhinirbharts	VERB	1.P.	to scold thoroughly
221707	abhinirbhid	VERB	7.P.	to pierce
207867	abhinirdeśa	NOUN	m	description
201085	abhinirhṛtatā	NOUN	f	
158719	abhinirvap	VERB	1.P.	to share out or add anything to another thing
207644	abhinirvartaka	ADJ	adj	causing; bringing about
199806	abhiniryātṛ	ADJ	adj	
216736	abhinirūpay	VERB	Denom.P.	
158713	abhinirṇud	VERB	6.P.	to drive out; to frighten away
208134	abhinisṛ	VERB	1.P.,1.Ā.,3.P.	
175591	abhinivartay	VERB	10.P.,10.Ā.	to repeat
199224	abhiniveday	VERB	10.P.,10.Ā.	
211991	abhiniveśaka	NOUN	m	affection
224804	abhiniviṣṭaka	ADJ	adj	
221701	abhinivāsay	VERB	10.P.	
207222	abhinivṛtti	NOUN	f	
224482	abhiniyama	NOUN	m	
218686	abhiniyojay	VERB	10.P.,10.Ā.	
22294	abhiniyukta	ADJ	adj	occupied in
222029	abhiniścaya	NOUN	m	determination
210035	abhiniścikramiṣā	NOUN	f	the wish to leave
22308	abhiniścita	ADJ	adj	quite convinced of; settled or fixed with regard to (acc.)
210170	abhiniḥsrota	ADJ	adj	flowing down
22311	abhiniṣkramaṇa	NOUN	n	going forth; leaving the house in order to become an anchorite
22309	abhiniṣkārin	ADJ	adj	intending anything evil against; injuring; devising against (others)
221240	abhiniṣkṛ	VERB	8.P.,8.Ā.	to direct against (as an evil action)
202176	abhiniṣpū	VERB	9.P.,1.Ā.,9.Ā.	
158729	abhiniṣṭhīv	VERB	1.P.	to spit upon
167968	abhinnīkaraṇa	NOUN	n	
167774	abhinnīkṛta	ADJ	adj	ungetrennt
158739	abhinoday	VERB	10.P.	to excite; to spur or urge on
158741	abhinyas	VERB	4.P.	to depress (as fire)
217381	abhināman	NOUN	n	
223248	abhinānad	VERB	Int.Ā.,Int.P.	
158740	abhinṛt	VERB	4.P.	to dance towards (acc.) or in imitation of (acc.)
158743	abhipac	VERB	1.P.	to boil up (as milk)
216472	abhipalāy	VERB	Denom.P.,Denom.Ā.	hineilen; to put to flight
214298	abhipannatama	ADJ	adj	most appropriate
200589	abhipariglā	VERB	2.P.,4.P.,4.Ā.	
158747	abhiparigrah	VERB	9.P.,1.P.,9.Ā.	to clasp; to embrace; to accept
22344	abhiparihāra	NOUN	m	moving round
208471	abhiparitāpa	NOUN	m	burning
223417	abhiparivartay	VERB	10.P.,10.Ā.	
199661	abhipariṣkṛ	VERB	8.P.,8.Ā.	
158749	abhipariṣvañj	VERB	1.Ā.,1.P.	to embrace
223671	abhiparyagnikṛ	VERB	8.P.,5.Ā.,8.Ā.,5.P.	
171645	abhiparyukṣ	VERB	6.P.	to sprinkle so as to encompass
223961	abhiparyāvarta	NOUN	m	
224774	abhiparyūh	VERB	1. Ā.	to carry forwards
216131	abhiparīpsu	ADJ	adj	wishing to obtain
217709	abhipatitu	NOUN	m	
224632	abhipavay	VERB	10.P.,10.Ā.	
221099	abhipiś	VERB	6.Ā.,6.P.	to adorn with (instr.)
221100	abhipiṣ	VERB	7.P.,6.P.,4.P.,1.P.,7.Ā.	
212013	abhipoṣaṇa	NOUN	n	fostering; promoting
22375	abhiprabhaṅgin	ADJ	adj	breaking completely
158780	abhipracakṣ	VERB	1.Ā.,2.Ā.	to see
202441	abhipradhāv	VERB	1.P.,1.Ā.	
202856	abhipradūṣay	VERB	10.P.,10.Ā.	to corrupt; to vitiate
158803	abhipradṛ	VERB	2.P.	to put forth by bursting or opening
158779	abhipragai	VERB	4.P.	to begin to praise
225710	abhipragam	VERB	1. P.	to approach
202414	abhipragrah	VERB	9.P.,1.P.,6.P.,9.Ā.	
158778	abhipragāh	VERB	1.Ā.	to dip or plunge into; to penetrate
221241	abhiprahi	VERB	5.Ā.,5.P.	to send hither
158772	abhiprakamp	VERB	1.Ā.	
221843	abhipralambay	VERB	10.P.	to make to hang down
158816	abhipraman	VERB	8.Ā.,4.Ā.	to take any one for; to think of
221003	abhipramand	VERB	1.P.,1.Ā.	
158815	abhipramanthay	VERB	10.P.	to churn thoroughly
199532	abhipramarṣaṇa	NOUN	n	
219126	abhipramur	ADJ	adj	zerst￶rend
209454	abhipramāthin	ADJ	adj	
217628	abhipranṛt	VERB	4.P.,4.Ā.	
158805	abhiprapac	VERB	1.P.	to develop itself
211979	abhiprapūjay	VERB	10.P.,10.Ā.	to worship
217384	abhiprapūray	VERB	10.P.,10.Ā.	
223149	abhiprapūraṇa	NOUN	n	filling; blowing (a conch)
158821	abhipraruh	VERB	1.P.	to put forth or produce shoots
158841	abhiprasah	VERB	1.Ā.	to be able to (Inf.)
173759	abhiprasvap	VERB	1.P.,2.P.,2.Ā.	
220143	abhiprasāda	NOUN	m	
22385	abhiprasāraṇa	NOUN	n	stretching out the feet towards (gen.)
158842	abhiprasū	VERB	2.Ā.	to drive towards (acc.); to beget
158844	abhiprasṛp	VERB	1.P.	to creep near
158792	abhipratan	VERB	8.P.	to spread over (acc.)
202566	abhipratarpay	VERB	10.P.,10.Ā.	
210326	abhipratipāday	VERB	10.P.,10.Ā.	
217493	abhiprava	NOUN	m	
22380	abhipravartana	NOUN	n	coming or flowing forth (said of the sweat)
158828	abhipravartay	VERB	10.P.	to cause to advance against; to throw against (acc.)
223153	abhipravarṣaṇa	NOUN	n	raining
22379	abhipraveśa	NOUN	m	entering into
158826	abhipraviś	VERB	6.P.	to disembogue into (acc.)
158820	abhiprayuj	VERB	7.Ā.,7.P.	to seize; to grasp; to bring in one's possession
158837	abhipraśodhay	VERB	10.P.	to clean thoroughly
209447	abhipraṇud	VERB	6.Ā.,6.P.	to push forward
217838	abhiprekṣu	ADJ	adj	wishing to see
158862	abhipreṣ	VERB	9.P.,4.P.	to summon; to command
211201	abhipreṣay	VERB	10.P.,10.Ā.	to send
216788	abhipreṣaṇa	NOUN	n	sending
219805	abhiprāpa	NOUN	m	
158856	abhiprās	VERB	4.P.	to throw upon (acc.)
22391	abhiprātar	ADV	ind	towards morning; early
217773	abhipuṣ	VERB	9.P.,1.Ā.,2.P.,4.P.,1.P.,4.Ā.	
217634	abhipāṇḍu	ADJ	adj	whitish
158764	abhipū	VERB	9.P.,1.P.,1.Ā.,9.Ā.	to flow purified towards or for (acc. or dat.); to blow towards; to make bright; to glorify
217368	abhipūjana	NOUN	n	worshipping
22357	abhipūraṇa	NOUN	n	filling
221955	abhiradana	NOUN	n	
207969	abhirakṣaka	ADJ	adj	protecting
30836	abhirakṣitṛ	ADJ	adj	one who preserves; a protector of (gen.)
204620	abhirañjana	ADJ	adj	
158918	abhiribh	VERB	1.P.	to howl towards (acc.)
209934	abhirocana	NOUN	n	hunger
30863	abhiroddhṛ	ADJ	adj	one who wards off
221259	abhirohaṇa	NOUN	n	climbing
30862	abhiroruda	ADJ	adj	causing tears (indicative of strong passion); greatly wailing
226267	abhiroṣay	VERB	10. Ā.	
158922	abhirudh	VERB	7.P.	to keep off
199667	abhirāga	NOUN	m	
176291	abhirāgala	NOUN	m	
30851	abhirāja	NOUN	m	name of a Burmese king
30869	abhirūpavat	ADJ	adj	handsome; beautiful
202694	abhisamanvita	ADJ	adj	
159145	abhisamindh	VERB	1.Ā.,2.P.,2.Ā.,1.P.	to set on fire; to kindle
159165	abhisammūrch	VERB	1.P.	to assume a solid formwith regard to or in connection with
31131	abhisampatti	NOUN	f	becoming anything; becoming similar or equal to
159157	abhisampravartay	VERB	10.P.	to change
159156	abhisamprayā	VERB	2.P.	to go towards
201513	abhisamādhā	VERB	3.Ā.,1.P.,3.P.	to connect; to fasten
159143	abhisamāhṛ	VERB	1.P.	to scrape up or together
217168	abhisamāsāday	VERB	10.P.,10.Ā.	
159139	abhisamāyā	VERB	2.P.	to approach together
159148	abhisamūh	VERB	1.P.	to heap up; to heap up and cover with (as with ashes)
214173	abhisarjay	VERB	10.P.,10.Ā.	
31154	abhisartṛ	ADJ	adj	attacking; assailant; someone who approaches
216891	abhisaṃbhañj	VERB	7.P.,1.Ā.,4.P.,1.P.,7.Ā.	to break
172321	abhisaṃbādha	ADJ	adj	
204694	abhisaṃchad	VERB	1.P.	
222424	abhisaṃchāday	VERB	10.P.,10.Ā.	
159120	abhisaṃci	VERB	5.Ā.,5.P.	to pile up (the sacrificial fire) for the benefit of (one's self)
159121	abhisaṃcintay	VERB	10.P.	to remember
31104	abhisaṃcārin	ADJ	adj	inconstant; changeable
221834	abhisaṃdarśay	VERB	10.P.,10.Ā.	
214653	abhisaṃdhyam	ADV	ind	
170846	abhisaṃdhānavat	ADJ	adj	
209913	abhisaṃdih	VERB	6.P.,2.P.,2.Ā.	
224249	abhisaṃhāray	VERB	10.P.,10.Ā.	
172107	abhisaṃhṛṣ	VERB	4.P.	
218073	abhisaṃjalpa	NOUN	m	
159123	abhisaṃjvar	VERB	1.P.	to envy; to regard with spite
159114	abhisaṃkhyā	VERB	2.P.	to enumerate
159112	abhisaṃkruś	VERB	1.P.	to call out to
202574	abhisaṃkula	ADJ	adj	
217340	abhisaṃkāśa	NOUN	m	shining
210192	abhisaṃkṛ	VERB	6.Ā.,6.P.	to scatter; to cover with
221382	abhisaṃlayana	NOUN	n	
210193	abhisaṃmad	VERB	1.P.,4.P.,4.Ā.	to be confused
199231	abhisaṃmuh	VERB	4.P.,4.Ā.	
222869	abhisaṃmīl	VERB	1.P.	
159132	abhisaṃnah	VERB	4.P.	to bind or string together; to get armed
159133	abhisaṃnī	VERB	1.P.	to lead to or upon
31076	abhisaṃrabdha	ADJ	adj	excited; furious
214520	abhisaṃrakṣā	NOUN	f	protection
210212	abhisaṃrañj	VERB	6.P.,6.Ā.,4.P.,4.Ā.	to be attached to
210411	abhisaṃrodha	NOUN	m	
174266	abhisaṃrudh	VERB	7.Ā.,4.P.,4.Ā.,7.P.	
207859	abhisaṃsarga	NOUN	m	connection; mixture
172308	abhisaṃskṛti	NOUN	f	
159107	abhisaṃsmṛ	VERB	1.P.	to recollect
159103	abhisaṃstambh	VERB	9.P.	to support; to render firm
31092	abhisaṃstham	ADV	ind	in regular order
159105	abhisaṃsthā	VERB	1.P.	to stop at; to finish at (acc.)
172515	abhisaṃstāra	NOUN	m	
159109	abhisaṃsvañj	VERB	1.Ā.	to embrace
210398	abhisaṃsīv	VERB	4.P.	to stitch together
207290	abhisaṃsṛj	VERB	1.P.,6.Ā.,6.P.,4.Ā.	
159125	abhisaṃtan	VERB	8.P.	to use for bridging over or stretching across; to link to (itr.)
172336	abhisaṃtras	VERB	1.P.,4.P.	
172045	abhisaṃtāra	NOUN	m	
159127	abhisaṃtṛ	VERB	1.P.	to cross over towards (acc.)
216420	abhisaṃveṣṭ	VERB	1.P.,1.Ā.	to envelop
207206	abhisaṃvyadh	VERB	4.P.,4.Ā.	
223723	abhisaṃvye	VERB	4.P.,4.Ā.	to wrap oneself
171613	abhisaṃyam	VERB	1.P.	to keep
212593	abhisaṃyat	VERB	1.P.,1.Ā.	to take care of; to govern
159084	abhisaṃyā	VERB	2.P.	to visit; to approach to (acc.); to approach in hostile manner; to assail
31083	abhisaṃśraya	NOUN	m	refuge
159175	abhiskand	VERB	1.P.	to ascend; to mount
31169	abhiskandam	ADV	ind	running near
159206	abhismi	VERB	1.Ā.,1.P.	to smile upon
224870	abhistanay	VERB	10. P.	
219980	abhisvar	VERB	1.P.	to sound unto
221960	abhisāraka	ADJ	adj	
217710	abhisāraṇa	NOUN	n	
31160	abhisāriṇī	NOUN	f	name of a species of the Triṣṭubh metre
31156	abhisārī	NOUN	f	name of a town
198919	abhisūcay	VERB	Denom.P.	
225872	abhitaṣṭīya	NOUN	n	
198992	abhitoṣay	VERB	10.P.	to satisfy
224655	abhitripṛṣṭha	NOUN	n	name of a Sāman
22205	abhitrāsa	NOUN	m	putting in fear; intimidating
158651	abhitsar	VERB	1.P.	to catch; to entrap
22207	abhitsāra	NOUN	m	catching; entrapping
22203	abhitti	NOUN	f	not bursting; no wall
171594	abhittika	ADJ	adj	
204448	abhitvaray	VERB	10.P.,10.Ā.	
202458	abhitāpavat	ADJ	adj	
158633	abhitṛd	VERB	7.P.	to burst open; to open; to procure (waters) by bursting (the clouds) or by boring; to procure; to penetrate towards; to set free
223698	abhitṛṣ	VERB	4.P.,4.Ā.	to become eagerly desirous
158940	abhivadh	VERB	1.P.	to strike
203511	abhivaha	ADJ	adj	
214609	abhivaktṛ	ADJ	adj	
200240	abhivanday	VERB	10.P.	
171037	abhivandin	ADJ	adj	
220853	abhivardha	ADJ	adj	surpassing
173236	abhivardhaka	ADJ	adj	
30948	abhivarta	NOUN	m	name of a Sāman
170869	abhiveśay	VERB	10.P.	
158989	abhivibhaj	VERB	1.P.,1.Ā.	to distribute
158968	abhivicar	VERB	1.P.,1.Ā.	to go near to (acc.)
198917	abhivicintay	VERB	10.P.,10.Ā.	
158969	abhivicāray	VERB	10.P.	to consider; to reflect upon
158983	abhividhā	VERB	3.P.	to bring near to or in contact with (acc.)
212554	abhividṛ	VERB	2.P.,4.P.	to split up
202339	abhivigāh	VERB	1.P.,1.Ā.	
217703	abhivihā	VERB	3.Ā.,1.P.,3.P.	
159009	abhivihṛ	VERB	1.P.	to divide
158971	abhivij	VERB	6.Ā.	to tip over (a vessel)
168110	abhivijña	ADJ	adj	
221972	abhivijñapay	VERB	10.P.	
200465	abhivijñāna	NOUN	n	power of knowledge
223258	abhivijñāpay	VERB	10.P.,10.Ā.	to let know
222481	abhivikṣar	VERB	1.P.,1.Ā.	to flow into all directions
158965	abhivikṣip	VERB	6.P.	to flap one's wings over
158997	abhivilī	VERB	10.P.	to cause to melt
204931	abhivimarday	VERB	10.P.,10.Ā.	[alchemy]
30936	abhivimāna	ADJ	adj	"endowed with the faculty called abhimāna (""self-reference"")"
226268	abhivinivartay	VERB	10. P.	
206327	abhiviniḥsṛ	VERB	1.P.,1.Ā.,3.P.	
158986	abhivinoday	VERB	10.P.	to gladden; to cause to rejoice; aufheitern; erheitern
172026	abhivinyas	VERB	4.P.	
30934	abhivinīta	ADJ	adj	well disciplined; well educated; versed in
30937	abhivirājita	ADJ	adj	quite bright or brilliant
200001	abhivistṛ	VERB	9.P.,1.P.,5.P.	
159008	abhivisṛj	VERB	6.P.	to throw or shout towards (acc.)
158998	abhivivas	VERB	6.P.	to shine forth during or at the time of (acc.)
199918	abhiviśram	VERB	4.P.,1.P.,1.Ā.,4.Ā.	
159001	abhiviśṛ	VERB	9.P.	to be torn to pieces
159006	abhiviṣañj	VERB	1.P.,1.Ā.	to be entirely devoted to; to have one's heart set upon
214445	abhiviṣyand	VERB	1.P.,1.Ā.	
30980	abhivlaṅga	NOUN	m	turning off; shaking off; Schlinge
224978	abhivyajana	ADJ	adj	
209237	abhivyaktā	NOUN	f	one of the seven tongues of fire
159027	abhivyan	VERB	2.P.	to breathe through; to fill with breath; to breathe upon
170949	abhivyañjaka	ADJ	adj	expressing
174675	abhivyaṅgyatā	NOUN	f	
159034	abhivye	VERB	4.P.	to wrap one's self into (acc.)
159028	abhivyādā	VERB	3.P.	to open one's mouth for swallowing (with acc.)
204389	abhivyāharaṇa	NOUN	n	
30972	abhivyāpti	NOUN	f	inclusion; comprehension
30896	abhivādaka	ADJ	adj	a saluter; saluting; having the intention to salute; name; civil; polite
30902	abhivādin	ADJ	adj	telling; enunciating; describing
225297	abhivāha	NOUN	m	flowing towards
30917	abhivāhya	NOUN	n	conveyance; transmission
218665	abhivāñchaka	ADJ	adj	desiring
159012	abhivījay	VERB	10.P.	to fan
209793	abhivīkṣaṇa	NOUN	n	a look
217899	abhiyam	VERB	6.P.,1.P.,1.Ā.	
221543	abhiyaśas	ADJ	adj	
172552	abhiyogavat	ADJ	adj	
212011	abhiyojaka	ADJ	adj	[jur.] accusing
226130	abhiyuktatara	ADJ	adj	more careful
22497	abhiyācana	NOUN	n	asking for; entreaty; request
22494	abhiyātṛ	NOUN	m	enemy
219233	abhiśas	NOUN	f	Tadel; Verw￼nschung
222625	abhiśastṛ	ADJ	adj	
219891	abhiścotay	VERB	10.P.,10.Ā.	betr￤ufeln
222752	abhiśiras	ADJ	adj	turning one's head towards
219187	abhiśnath	ADJ	adj	durchbohrend
31005	abhiśoca	ADJ	adj	shining; glowing with heat
226377	abhiśocana	ADJ	adj	consuming (by fire)
220713	abhiśocay	VERB	10.P.	in Glut versetzen; verbrennen; qu￤len
203245	abhiśodhay	VERB	10.P.	
171550	abhiśrama	NOUN	m	
159052	abhiśri	VERB	1.P.	to spread; to extend
159055	abhiśrī	VERB	9.P.	to mix; to mingle; to produce; to cause
159057	abhiśvas	VERB	2.P.	to blow towards or hither; to whistle
159043	abhiśās	VERB	1.P.,2.P.,2.Ā.	to assign; to allot; to rule; to govern
31000	abhiśāstṛ	ADJ	adj	one who assigns; Verleumder
159045	abhiśī	VERB	2.Ā.	to lie upon (acc.)
159060	abhiṣad	VERB	1.P.	to besiege
159061	abhiṣah	VERB	1.Ā.	to overpower; to conquer; to gain; to tolerate; to pardon
31017	abhiṣakta	ADJ	adj	possessed by evil spirits; humiliated; defeated; reviled; cursed
219659	abhiṣan	VERB	8.P.,8.Ā.	
221218	abhiṣavaṇa	ADJ	adj	relating to Soma pressing
206351	abhiṣaṅgavat	ADJ	adj	
172327	abhiṣecayitṛ	ADJ	adj	
213427	abhiṣenay	VERB	Denom.P.	to attack; to fight with
