jan,7377
bandh,2210
śudh,2101
sidh,1777
tap,1617
krudh,1531
vyadh,1525
dīp,1049
muh,1003
tuṣ,781
duṣ,755
bhram,543
kup,500
mā,445
nṛt,326
dam,307
kram,272
lubh,271
as,207
abhijan,129
khid,125
snih,123
klid,111
kṣudh,92
dṛp,87
gṛdh,57
dhā,55
pad,53
anurudh,52
tam,46
anuvyadh,40
tṛṣ,39
radh,21
anujan,20
viśuṣ,18
uc,18
dī,11
dā,8
jas,6
yup,5
pī,4
kuṭ,3
tim,2
ār,2
tan,1
sriv,1
śī,1
25727,
