kṛ,33043
vac,30968
as,24352
brū,7948
yā,5077
vas,1988
snā,1448
vid,1278
gā,748
bhā,649
pā,640
pre,522
ad,359
vī,353
īś,245
jāgṛ,227
īḍ,216
vā,212
dih,165
saṁvid,113
cakṣ,83
ru,66
anubrū,62
īr,56
prā,33
yu,25
anvave,23
sas,23
cakās,20
kṣu,17
anuśī,13
drā,11
nij,9
anupre,7
anve,7
tak,7
niṁs,7
tu,5
anuvā,4
anuvid,4
anusami,4
anuprāṇ,3
anūde,3
psā,3
snu,3
kṣṇu,2
111051,
