Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
karśay	10	karśayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
anukṛṣ	1	anvakarṣata	Third	Sg.	"Imperfect ind"	"    1"
anukṛṣ	1	anukarṣet	Third	Sg.	"Pres. Potential"	"    1"
anukṛṣ	1	anukṛṣyante	Third	Pl.	"Present Passive"	"    1"
anukﾱp	1	anukalpate	Third	Sg.	"Present Ind."	"    1"
anukrand	1	anucakrade	Third	Sg.	"Perfect Ind."	"    1"
anukram	1	anucakrame	Third	Sg.	"Perfect Ind."	"    1"
anukram	1	anukramiṣye	First	Sg.	"Future Ind."	"    1"
anukram	1	anukramiṣyat			"Future Ind."	"    1"
anukrīḍ	1	anukrīḍeta	Third	Sg.	"Pres. Potential"	"    1"
anukrīḍ	1	anukrīḍamāna			"Present Ind."	"    1"
anukṣar	1	anukṣaranti	Third	Pl.	"Present Ind."	"    1"
anukṣi	9	anukṣīyante	Third	Pl.	"Present Passive"	"    1"
anugam	1	anugacchetām	Third	Du.	"Pres. Potential"	"    1"
anugam	1	anugacchantu	Third	Pl.	"Pres. Imp."	"    1"
anugam	1	anvagaccham	First	Sg.	"Imperfect ind"	"    1"
anugam	1	anvagacchatām	Third	Du.	"Imperfect ind"	"    1"
anugam	1	anvagacchāma	First	Pl.	"Imperfect ind"	"    1"
anugam	1	anugamiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
anugam	1	anvagaman	Third	Pl.	"Aorist Ind. Them."	"    1"
anugam	1	anugacchethāḥ	Second	Sg.	"Pres. Potential"	"    1"
anugam	1	anugaccheta	Third	Sg.	"Pres. Potential"	"    1"
anugam	1	anugacchasva	Second	Sg.	"Pres. Imp."	"    1"
anugam	1	anugacchadhvam	Second	Pl.	"Pres. Imp."	"    1"
anugam	1	anvagacchata	Third	Sg.	"Imperfect ind"	"    1"
anugam	1	anujagmire	Third	Pl.	"Perfect Ind."	"    1"
anugam	1	anugman	Third	Pl.	"Aorist Ind. Root."	"    1"
anugam	1	anugamya			"Future passive particle"	"    1"
anugam	1	anugatvā			Absolutive	"    1"
gamay	10	gamayiṣyasi	Second	Sg.	"Future Ind."	"    1"
gamay	10	gamayiṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
gamay	10	gamayatu	Third	Sg.	"Pres. Imp."	"    1"
gamay	10	agamayam	First	Sg.	"Imperfect ind"	"    1"
gamay	10	agamayatām	Third	Du.	"Imperfect ind"	"    1"
gamay	10	gamaye	First	Sg.	"Present Ind."	"    1"
gamay	10	gamayiṣye	First	Sg.	"Future Ind."	"    1"
gamay	10	gamayāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
gamay	10	gamayāmāsatuḥ	Third	Du.	"Perfect Ind. Peri."	"    1"
gamay	10	gamayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
gamay	10	gamayasva	Second	Sg.	"Pres. Imp."	"    1"
gamay	10	gamayat	Third	Sg.	"Imperfect ind"	"    1"
gamay	10	gamayatāt	Second	Sg.	"Pres. Imp."	"    1"
anugamay	10	anugamayet	Third	Sg.	"Pres. Potential"	"    1"
anugamay	10	anugamayitvā			Absolutive	"    1"
anugarj	1	anugarjantu	Third	Pl.	"Pres. Imp."	"    1"
anugāh	1	anvagāhata	Third	Sg.	"Imperfect ind"	"    1"
anugṛdh	4	anugṛdhyati	Third	Sg.	"Present Ind."	"    1"
anugā	4	anujaguḥ	Third	Pl.	"Perfect Ind."	"    1"
anugā	4	anugāyat			"Present Ind."	"    1"
anugā	4	anugāyamāna			"Present Ind."	"    1"
anugā	4	anugāyya			Absolutive	"    1"
anugrah	9	anugṛhyante	Third	Pl.	"Present Passive"	"    1"
anugrah	9	anugṛhṇāhi	Second	Sg.	"Pres. Imp."	"    1"
anugrah	9	anugṛhṇate	Third	Pl.	"Present Ind."	"    1"
anugrah	9	anugṛhṇīta	Third	Sg.	"Pres. Potential"	"    1"
anugrah	9	anugṛhṇīdhvam	Second	Pl.	"Pres. Imp."	"    1"
anugrah	9	anvagṛhṇata	Third	Pl.	"Imperfect ind"	"    1"
anugrah	9	anujagṛhe	Third	Sg.	"Perfect Ind."	"    1"
anugrah	9	anvagrahīt	Third	Sg.	"Aorist Ind. Is."	"    1"
anugrah	9	anugṛhyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
anugrah	9	anugṛhṇantām	Third	Pl.	"Pres. Imp."	"    1"
anugrah	9	anvagṛhyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
anugrah	9	anugrahaṇīya			"Future passive particle"	"    1"
anugrah	9	anugrahīta			"Past Passive Participle"	"    1"
anugrah	9	anugṛhītavat			"Past Active Participle"	"    1"
anugrah	9	anugṛhītvā			Absolutive	"    1"
anughuṣ	1	anughuṣya			Absolutive	"    1"
anucakṣ	2	anucakṣe	First	Sg.	"Present Ind."	"    1"
anucar	1	anucarasi	Second	Sg.	"Present Ind."	"    1"
anucar	1	anucarāmaḥ	First	Pl.	"Present Ind."	"    1"
anucar	1	anucaranti	Third	Pl.	"Present Ind."	"    1"
anucar	1	anucarantu	Third	Pl.	"Pres. Imp."	"    1"
anucar	1	anucariṣyāmi	First	Sg.	"Future Ind."	"    1"
anucar	1	anucariṣyati	Third	Sg.	"Future Ind."	"    1"
anucar	1	anvacāriṣam	First	Sg.	"Aorist Ind. Is."	"    1"
anucar	1	anucīrṇa			"Past Passive Participle"	"    1"
cāray	10	cārayiṣyati	Third	Sg.	"Future Ind."	"    1"
cāray	10	cāryatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
cāray	10	cārayat	Third	Sg.	"Imperfect ind"	"    1"
cāray	10	cārayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
cāray	10	cārya			Absolutive	"    1"
cāray	10	cārayitavya			"Future passive particle"	"    1"
anucāray	10	anucāryamāṇa			"Present Passive"	"    1"
ci	3	aciket	Third	Sg.	"Imperfect ind"	"    1"
ci	3	cayāma	First	Pl.	"Pres. Imp."	"    1"
ci	3	cikyatuḥ	Third	Du.	"Perfect Ind."	"    1"
ci	3	cikethe	Second	Du.	"Perfect Ind."	"    1"
ci	3	cikīhi	Second	Sg.	"Pres. Imp."	"    1"
ci	3	cinuhi	Second	Sg.	"Pres. Imp."	"    1"
ci	3	cikitām	Third	Sg.	"Pres. Imp."	"    1"
ci	3	cita			"Past Passive Participle"	"    1"
anucintay	10	anvacintayam	First	Sg.	"Imperfect ind"	"    1"
anucintay	10	anucintayam	First	Sg.	"Imperfect ind"	"    1"
anucintay	10	anucintaye	First	Sg.	"Present Ind."	"    1"
anucintay	10	anucintyamāna			"Present Passive"	"    1"
anucchid	7	anucchindat			"Present Ind."	"    1"
anucchid	7	anucchinna			"Past Passive Participle"	"    1"
anucchid	7	anucchidya			Absolutive	"    1"
chā	4	chyat			"Present Ind."	"    1"
chā	4	chitvā			Absolutive	"    1"
anujan	4	anujāyatām	Third	Sg.	"Pres. Imp."	"    1"
anujan	4	anvajāyanta	Third	Pl.	"Imperfect ind"	"    1"
anujan	4	anujanitā	Third	Sg.	"Future. Ind. Peri."	"    1"
anujap	1	anujapa	Second	Sg.	"Pres. Imp."	"    1"
jāgṛ	2	jāgṛmaḥ	First	Pl.	"Present Ind."	"    1"
jāgṛ	2	jāgariṣyāmi	First	Sg.	"Future Ind."	"    1"
jāgṛ	2	jāgariṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
jāgṛ	2	jāgariṣyāmahe	First	Pl.	"Future Ind."	"    1"
jāgṛ	2	jajāgāra	Third	Sg.	"Perfect Ind."	"    1"
jāgṛ	2	jāgṛyuḥ	Third	Pl.	"Pres. Potential"	"    1"
jāgṛ	2	jāgarati	Third	Sg.	"Present Ind."	"    1"
jāgṛ	2	ajāgarat	Third	Sg.	"Imperfect ind"	"    1"
jāgṛ	2	ajāgrata	Third	Pl.	"Imperfect ind"	"    1"
jāgṛ	2	ajīgaḥ	Second	Sg.	"Aorist Ind. Red."	"    1"
jāgṛ	2	ajāgar	Second	Sg.	"Imperfect ind"	"    1"
jāgṛ	2	jāgara	First	Sg.	"Perfect Ind."	"    1"
jāgṛ	2	jāgṛtāt	Second	Sg.	"Pres. Imp."	"    1"
jāgṛ	2	jāgṛtām	Third	Du.	"Pres. Imp."	"    1"
jāgṛ	2	jāgṛta	Second	Pl.	"Pres. Imp."	"    1"
jāgṛ	2	jāgarāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
jāgṛ	2	jigṛta	Second	Pl.	"Aorist Imp."	"    1"
jāgṛ	2	jāgṛtavya			"Future passive particle"	"    1"
anujāgṛ	2	anvajāgrat	Third	Sg.	"Imperfect ind"	"    1"
anujīv	1	anujīvāmi	First	Sg.	"Present Ind."	"    1"
anujīv	1	anujīvāmaḥ	First	Pl.	"Present Ind."	"    1"
anujīv	1	anujīviṣyati	Third	Sg.	"Future Ind."	"    1"
anujīv	1	anvajīviṣuḥ	Third	Pl.	"Aorist Ind. Is."	"    1"
anujīv	1	anujīvya			"Future passive particle"	"    1"
jīvay	10	jīvayāmi	First	Sg.	"Present Ind."	"    1"
jīvay	10	jīvayanti	Third	Pl.	"Present Ind."	"    1"
jīvay	10	jīvayeyam	First	Sg.	"Pres. Potential"	"    1"
jīvay	10	ajīvayam	First	Sg.	"Imperfect ind"	"    1"
jīvay	10	ajīvayan	Third	Pl.	"Imperfect ind"	"    1"
jīvay	10	ajīvayata	Third	Sg.	"Imperfect ind"	"    1"
jīvay	10	jīvayasva	Second	Sg.	"Pres. Imp."	"    1"
jīvay	10	jīvayiṣye	First	Sg.	"Future Ind."	"    1"
jīvay	10	jīvayiṣyadhvam	Second	Pl.	"Future Cond."	"    1"
jīvay	10	jīvayate	Third	Sg.	"Present Ind."	"    1"
jīvay	10	jīvayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
jīvay	10	jīvayiṣyat			"Future Ind."	"    1"
jīvay	10	jīvayitavya			"Future passive particle"	"    1"
anujñā	9	anujānāsi	Second	Sg.	"Present Ind."	"    1"
anujñā	9	anujānīmaḥ	First	Pl.	"Present Ind."	"    1"
anujñā	9	anujānanti	Third	Pl.	"Present Ind."	"    1"
anujñā	9	anujñāyate	Third	Sg.	"Present Passive"	"    1"
anujñā	9	anujānīmahe	First	Pl.	"Present Ind."	"    1"
anujñā	9	anujānīṣva	Second	Sg.	"Pres. Imp."	"    1"
anujñā	9	anujānīdhvam	Second	Pl.	"Pres. Imp."	"    1"
anujñā	9	anvajānanta	Third	Pl.	"Imperfect ind"	"    1"
anujñā	9	anujānata	Second	Pl.	"Pres. Imp."	"    1"
anujñā	9	anujānat			"Present Ind."	"    1"
anujñā	9	anujñātavya			"Future passive particle"	"    1"
anujñā	9	anujñātavat			"Past Active Participle"	"    1"
jñāpay	10	jñāpayasi	Second	Sg.	"Present Ind."	"    1"
jñāpay	10	jñāpayanti	Third	Pl.	"Present Ind."	"    1"
jñāpay	10	jñāpayiṣyāmi	First	Sg.	"Future Ind."	"    1"
jñāpay	10	jñāpayāṃcakrire	Third	Pl.	"Perfect Ind. Peri."	"    1"
jñāpay	10	jñāpitavat			"Past Active Participle"	"    1"
jñāpay	10	jñāpayitum			Infinitive	"    1"
anujñāpay	10	anujñāpita			"Past Passive Participle"	"    1"
anutan	8	anutanvanti	Third	Pl.	"Present Ind."	"    1"
tāpay	10	tāpayāmi	First	Sg.	"Present Ind."	"    1"
tāpay	10	tāpayasi	Second	Sg.	"Present Ind."	"    1"
tāpay	10	tāpayiṣyati	Third	Sg.	"Future Ind."	"    1"
tāpay	10	tāpyate	Third	Sg.	"Present Passive"	"    1"
tāpay	10	tāpayase	Second	Sg.	"Present Ind."	"    1"
tāpay	10	tāpayate	Third	Sg.	"Present Ind."	"    1"
tāpay	10	tāpya			Absolutive	"    1"
tāpay	10	tāpayitum			Infinitive	"    1"
anutap	4	anvatapat	Third	Sg.	"Imperfect ind"	"    1"
anutap	4	anutapyase	Second	Sg.	"Present Passive"	"    1"
anutap	4	anutapyāmi	First	Sg.	"Present Ind."	"    1"
anutap	4	anutapyet	Third	Sg.	"Pres. Potential"	"    1"
anutap	4	anvatapyat	Third	Sg.	"Imperfect ind"	"    1"
anutap	4	anutapyeta	Third	Sg.	"Pres. Potential"	"    1"
anutap	4	anutapyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
anutāpay	10	anutāpita			"Past Passive Participle"	"    1"
anutarkay	0	anvatarkayat	Third	Sg.	"Imperfect ind"	"    1"
anutṛp	4	anutṛpye	First	Sg.	"Present Ind."	"    1"
anutṛp	4	anutṛpyanti	Third	Pl.	"Present Ind."	"    1"
anutṛ	1	anutarati	Third	Sg.	"Present Ind."	"    1"
anutṛ	1	anutaranti	Third	Pl.	"Present Ind."	"    1"
anudah	1	anudahati	Third	Sg.	"Present Ind."	"    1"
anudah	1	anudahet	Third	Sg.	"Pres. Potential"	"    1"
anudah	1	anvadahat	Third	Sg.	"Imperfect ind"	"    1"
anudah	1	anudahat			"Present Ind."	"    1"
anudah	1	anudahyamāna			"Present Passive"	"    1"
anudā	3	anudadāti	Third	Sg.	"Present Ind."	"    1"
anudā	3	anudeya			"Future passive particle"	"    1"
anudiś	6	anudiśati	Third	Sg.	"Present Ind."	"    1"
anudiś	6	anudiṣṭa			"Past Passive Participle"	"    1"
duṣ	4	duṣyataḥ	Third	Du.	"Present Ind."	"    1"
duṣ	4	adūduṣat	Third	Sg.	"Aorist Ind. Red."	"    1"
duṣ	4	duṣyeta	Third	Sg.	"Pres. Potential"	"    1"
duṣ	4	duṣyeyātām	Third	Du.	"Pres. Potential"	"    1"
duṣ	4	dūduṣat	Third	Sg.	"Aorist Ind. Red."	"    1"
duṣ	4	duṣyat			"Present Ind."	"    1"
dūṣay	10	dūṣayāmi	First	Sg.	"Present Ind."	"    1"
dūṣay	10	dūṣayeta	Second	Pl.	"Pres. Potential"	"    1"
dūṣay	10	dūṣayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
dūṣay	10	dūṣayantu	Third	Pl.	"Pres. Imp."	"    1"
dūṣay	10	adūṣayan	Third	Pl.	"Imperfect ind"	"    1"
dūṣay	10	dūṣayiṣyati	Third	Sg.	"Future Ind."	"    1"
dūṣay	10	dūṣayase	Second	Sg.	"Present Ind."	"    1"
dūṣay	10	dūṣya			Absolutive	"    1"
dūṣay	10	dūṣayiṣyat			"Future Ind."	"    1"
dūṣay	10	dūṣayitavya			"Future passive particle"	"    1"
anuduṣ	4	anuduṣyeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
dṛś	6	drakṣyataḥ	Third	Du.	"Future Ind."	"    1"
dṛś	6	adrākṣva	First	Du.	"Aorist Ind. S."	"    1"
dṛś	6	dṛśyeran	Third	Pl.	"Pres. Potential"	"    1"
dṛś	6	dṛśyantām	Third	Pl.	"Pres. Imp."	"    1"
dṛś	6	dadṛśe	First	Sg.	"Perfect Ind."	"    1"
dṛś	6	adṛśyetām	Third	Du.	"Imperfect Ind. Passive "	"    1"
dṛś	6	draṣṭārau	Third	Du.	"Future. Ind. Peri."	"    1"
dṛś	6	draṣṭāstha	Second	Pl.	"Future. Ind. Peri."	"    1"
dṛś	6	adṛkṣata	Third	Sg.	"Aorist Ind. Sa."	"    1"
dṛś	6	adṛśyaḥ	Second	Sg.	"Imperfect ind"	"    1"
dṛś	6	adṛśyatām	Third	Du.	"Imperfect ind"	"    1"
dṛś	6	dṛśyāsan	Third	Pl.	"Aorist Prec."	"    1"
dṛś	6	dadarśāte	Third	Du.	"Perfect Ind."	"    1"
dṛś	6	adṛṣṭa	Third	Sg.	"Aorist Ind. Root."	"    1"
dṛś	6	apaśyati	Third	Sg.	"Present Ind."	"    1"
dṛś	6	adarśat	Third	Sg.	"Aorist Ind. Them."	"    1"
dṛś	6	adrakṣyam	First	Sg.	"Future Cond."	"    1"
dṛś	6	dṛśema	First	Pl.	"Pres. Potential"	"    1"
dṛś	6	adrākṣata	Second	Pl.	"Aorist Ind. Sa."	"    1"
dṛś	6	dṛśyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
dṛś	6	dṛśyāmi	First	Sg.	"Present Passive"	"    1"
dṛś	6	drākṣam	First	Sg.	"Aorist Jus."	"    1"
dṛś	6	darśati	Third	Sg.	"Pres. Sub."	"    1"
dṛś	6	darśathaḥ	Second	Du.	"Pres. Sub."	"    1"
dṛś	6	dṛkṣase	Second	Sg.	"Aorist Sub."	"    1"
dṛś	6	adrāk	First	Sg.	"Aorist Ind. S."	"    1"
dṛś	6	dadṛśrām	Third	Pl.	"Perfect Imp"	"    1"
dṛś	6	dṛṣṭavya			"Future passive particle"	"    1"
dṛś	6	dṛṣṭvāya			Absolutive	"    1"
dṛś	6	dadṛśvas			"Perfect Ind."	"    1"
anudṛś	4	anupaśyat	Third	Sg.	"Imperfect ind"	"    1"
anudṛś	4	anudadarśa	Third	Sg.	"Perfect Ind."	"    1"
anudṛś	4	anvadṛśyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
anudṛś	4	anudṛṣṭavat			"Past Active Participle"	"    1"
darśay	10	darśayasi	Second	Sg.	"Present Ind."	"    1"
darśay	10	darśayataḥ	Third	Du.	"Present Ind."	"    1"
darśay	10	darśayāmaḥ	First	Pl.	"Present Ind."	"    1"
darśay	10	darśayeyam	First	Sg.	"Pres. Potential"	"    1"
darśay	10	darśayata	Second	Pl.	"Pres. Imp."	"    1"
darśay	10	darśayantu	Third	Pl.	"Pres. Imp."	"    1"
darśay	10	adarśayatām	Third	Du.	"Imperfect ind"	"    1"
darśay	10	darśayiṣyasi	Second	Sg.	"Future Ind."	"    1"
darśay	10	darśayiṣyanti	Third	Pl.	"Future Ind."	"    1"
darśay	10	darśyante	Third	Pl.	"Present Passive"	"    1"
darśay	10	darśayāṃcakratuḥ	Third	Du.	"Perfect Ind. Peri."	"    1"
darśay	10	darśaye	First	Sg.	"Present Ind."	"    1"
darśay	10	darśayeta	Third	Sg.	"Pres. Potential"	"    1"
darśay	10	darśayadhvam	Second	Pl.	"Pres. Imp."	"    1"
darśay	10	adarśayetām	Third	Du.	"Imperfect ind"	"    1"
darśay	10	darśayiṣyāmahe	First	Pl.	"Future Ind."	"    1"
darśay	10	darśayitāsi	Second	Sg.	"Future. Ind. Peri."	"    1"
darśay	10	darśayitā	Third	Sg.	"Future. Ind. Peri."	"    1"
darśay	10	darśeṣyasi	Second	Sg.	"Future Ind."	"    1"
darśay	10	darśayamāna			"Present Ind."	"    1"
anudarśay	10	anudarśaya	Second	Sg.	"Pres. Imp."	"    1"
anudarśay	10	anvadarśayat	Third	Sg.	"Imperfect ind"	"    1"
dṛ	9	dadruḥ	Third	Pl.	"Perfect Ind."	"    1"
dṛ	9	dīryatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
dṛ	9	dīdaraḥ	Second	Sg.	"Aorist Jus."	"    1"
dṛ	9	dīryeta	Third	Sg.	"Pres. Opt Passive"	"    1"
dṛ	9	dṛṇāti	Third	Sg.	"Present Ind."	"    1"
dṛ	9	darṣasi	Second	Sg.	"Aorist Sub."	"    1"
dṛ	9	darṣīṣṭa	Third	Sg.	"Aorist Jus./Sub./Opt/Perf_Opt"	"    1"
dṛ	9	darṣate	Third	Sg.	"Aorist Sub."	"    1"
dṛ	9	dṛta			"Past Passive Participle"	"    1"
dāray	10	dārayāmi	First	Sg.	"Present Ind."	"    1"
dāray	10	dārayetām	Third	Du.	"Pres. Potential"	"    1"
dāray	10	dārayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
dāray	10	dārayiṣyanti	Third	Pl.	"Future Ind."	"    1"
dāray	10	dārayate	Third	Sg.	"Present Ind."	"    1"
dāray	10	dārayat	Third	Sg.	"Imperfect ind"	"    1"
dāray	10	dārayāṃcakre	Third	Sg.	"Perfect Ind. Peri."	"    1"
dāray	10	dārayeta	Third	Sg.	"Pres. Potential"	"    1"
dāray	10	dāritavat			"Past Active Participle"	"    1"
anudṛ	2	anudīryate	Third	Sg.	"Present Passive"	"    1"
anudṛ	2	anudīryanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
anudru	1	anudravati	Third	Sg.	"Present Ind."	"    1"
anudru	1	anudravet	Third	Sg.	"Pres. Potential"	"    1"
anudru	1	anvadravat	Third	Sg.	"Imperfect ind"	"    1"
anudru	1	anudravate	Third	Sg.	"Present Ind."	"    1"
anudru	1	anvadravanta	Third	Pl.	"Imperfect ind"	"    1"
dviṣ	1	dviṣṭaḥ	Third	Du.	"Present Ind."	"    1"
dviṣ	1	dviṣyuḥ	Third	Pl.	"Pres. Potential"	"    1"
dviṣ	1	adveṣam	First	Sg.	"Imperfect ind"	"    1"
dviṣ	1	dviṣāmi	First	Sg.	"Present Ind."	"    1"
dviṣ	1	dviṣati	Third	Sg.	"Present Ind."	"    1"
dviṣ	1	dviṣetām	Third	Du.	"Pres. Potential"	"    1"
dviṣ	1	dviṣe	First	Sg.	"Present Ind."	"    1"
dviṣ	1	dviṣase	Second	Sg.	"Present Ind."	"    1"
dviṣ	1	dviṣaḥ	Second	Sg.	"Aorist Jus."	"    1"
dviṣ	1	dvikṣat	Third	Sg.	"Aorist Jus."	"    1"
dviṣ	1	dveṣat	Third	Sg.	"Pres. Sub."	"    1"
dviṣ	1	dveṣāma	First	Pl.	"Pres. Sub."	"    1"
anudviṣ	2	anudveṣṭi	Third	Sg.	"Present Ind."	"    1"
anudhā	3	anuhita			"Past Passive Participle"	"    1"
anudhāv	1	anudhāvasi	Second	Sg.	"Present Ind."	"    1"
anudhāv	1	anudhāvet	Third	Sg.	"Pres. Potential"	"    1"
anudhāv	1	anudhāveyuḥ	Third	Pl.	"Pres. Potential"	"    1"
anudhāv	1	anvadhāvam	First	Sg.	"Imperfect ind"	"    1"
anudhāv	1	anudhāveta	Third	Sg.	"Pres. Potential"	"    1"
dhāv	1	dhāvante	Third	Pl.	"Present Ind."	"    1"
dhāv	1	adhāviṣṭa	Third	Sg.	"Aorist Ind. Is."	"    1"
dhāv	1	dhāvati	Third	Sg.	"Present Ind."	"    1"
dhāv	1	dhāvet	Third	Sg.	"Pres. Potential"	"    1"
dhāv	1	adhāvata	Third	Sg.	"Imperfect ind"	"    1"
dhāv	1	dhāvatam	Second	Du.	"Pres. Imp."	"    1"
dhāv	1	dhāvata	Second	Pl.	"Pres. Imp."	"    1"
dhāv	1	dhāvat	Third	Sg.	"Present Jus."	"    1"
dhāv	1	dhāvanīya			"Future passive particle"	"    1"
dhāvay	10	dhāvayataḥ	Third	Du.	"Present Ind."	"    1"
dhāvay	10	dhāvayanti	Third	Pl.	"Present Ind."	"    1"
dhāvay	10	adhāvayat	Third	Sg.	"Imperfect ind"	"    1"
dhāvay	10	dhāvayiṣye	First	Sg.	"Future Ind."	"    1"
dhāvay	10	dhāvita			"Past Passive Participle"	"    1"
dhī	3	dīdhīthām			"Present Ind."	"    1"
dhī	3	adīdhet	Third	Sg.	"Imperfect ind"	"    1"
dhī	3	dīdhet	Third	Sg.	"Imperfect ind"	"    1"
dhī	3	dīdhayaḥ	Second	Sg.	"Pres. Sub."	"    1"
dhī	3	dīdhayan	Third	Pl.	"Pres. Sub."	"    1"
dhī	3	dīdhiyuḥ	Third	Pl.	"Perfect Ind."	"    1"
dhī	3	dīdhīthāḥ	Second	Sg.	"Present Jus."	"    1"
dhī	3	dīdhyaḥ	Second	Sg.	"Present Jus."	"    1"
anudhyā	4	anudhyāyasi	Second	Sg.	"Present Ind."	"    1"
anudhyā	4	anudhyāyati	Third	Sg.	"Present Ind."	"    1"
anudhyā	4	anudhyāhi	Second	Sg.	"Pres. Imp."	"    1"
anudhyā	4	anudhyāyāt	Third	Sg.	"Pres. Potential"	"    1"
anudhyā	4	anudhyāta			"Past Passive Participle"	"    1"
anudhyā	4	anudhyeya			"Future passive particle"	"    1"
anudhyā	4	anudhyātavat			"Past Active Participle"	"    1"
anudhyā	4	anudhyātvā			Absolutive	"    1"
anudhvaṁs	1	anudadhvase	Third	Sg.	"Perfect Ind."	"    1"
nad	1	nadataḥ	Third	Du.	"Present Ind."	"    1"
nad	1	nada	Second	Sg.	"Pres. Imp."	"    1"
nad	1	nadata	Second	Pl.	"Pres. Imp."	"    1"
nad	1	anadata	Second	Pl.	"Imperfect ind"	"    1"
nad	1	nadiṣyāmi	First	Sg.	"Future Ind."	"    1"
nad	1	nanaduḥ	Third	Pl.	"Perfect Ind."	"    1"
nad	1	nadadhvam	Second	Pl.	"Pres. Imp."	"    1"
nāday	10	nādayati	Third	Sg.	"Present Ind."	"    1"
nāday	10	nādayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
nāday	10	nādayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
nāday	10	nādayāmāsuḥ	Third	Pl.	"Perfect Ind. Peri."	"    1"
nāday	10	nādayan	Third	Pl.	"Imperfect ind"	"    1"
nāday	10	nādyamāna			"Present Passive"	"    1"
anunāday	10	anunādayan	Third	Pl.	"Imperfect ind"	"    1"
anunāday	10	anunādya			Absolutive	"    1"
nand	1	nandeva	First	Du.	"Pres. Potential"	"    1"
nand	1	nanda	Second	Sg.	"Pres. Imp."	"    1"
nand	1	nandāma	First	Pl.	"Pres. Imp."	"    1"
nand	1	nandiṣyati	Third	Sg.	"Future Ind."	"    1"
nand	1	nandase	Second	Sg.	"Present Ind."	"    1"
nand	1	anandanta	Third	Pl.	"Imperfect ind"	"    1"
nand	1	nandamāna			"Present Ind."	"    1"
nanday	10	nandayati	Third	Sg.	"Present Ind."	"    1"
nanday	10	nandayataḥ	Third	Du.	"Present Ind."	"    1"
nanday	10	nandayāmaḥ	First	Pl.	"Present Ind."	"    1"
nanday	10	anandayan	Third	Pl.	"Imperfect ind"	"    1"
nanday	10	nandayiṣyati	Third	Sg.	"Future Ind."	"    1"
nanday	10	nandayiṣyathaḥ	Second	Du.	"Future Ind."	"    1"
nanday	10	nandayāmāsatuḥ	Third	Du.	"Perfect Ind. Peri."	"    1"
nanday	10	nandayasva	Second	Sg.	"Pres. Imp."	"    1"
nanday	10	nandayate	Third	Sg.	"Present Ind."	"    1"
nanday	10	nandayiṣye	First	Sg.	"Future Ind."	"    1"
nanday	10	nandayiṣyat			"Future Ind."	"    1"
nanday	10	nandayitvā			Absolutive	"    1"
anunand	1	anunandati	Third	Sg.	"Present Ind."	"    1"
anunand	1	anunandanti	Third	Pl.	"Present Ind."	"    1"
nāmay	10	nāmayati	Third	Sg.	"Present Ind."	"    1"
nāmay	10	nāmyate	Third	Sg.	"Present Passive"	"    1"
nāmay	10	nāmyante	Third	Pl.	"Present Passive"	"    1"
nāmay	10	nāmayat			"Present Ind."	"    1"
nāmay	10	nāmayitvā			Absolutive	"    1"
nāmay	10	nāmya			"Future passive particle"	"    1"
nāmay	10	nāmyamāna			"Present Passive"	"    1"
anunāmay	10	anunāmayat			"Present Ind."	"    1"
anunikṣ	1	anunikṣanti	Third	Pl.	"Present Ind."	"    1"
anunirvap	1	anunirvapet	Third	Sg.	"Pres. Potential"	"    1"
śam	1	śāmyāmi	First	Sg.	"Present Ind."	"    1"
śam	1	śāmyāma	First	Pl.	"Pres. Imp."	"    1"
śam	1	śāmyata	Second	Pl.	"Pres. Imp."	"    1"
śam	1	aśāmyat	Third	Sg.	"Imperfect ind"	"    1"
śam	1	aśīśamaḥ	Second	Sg.	"Aorist Ind. Red."	"    1"
śam	1	aśīśaman	Third	Pl.	"Aorist Ind. Red."	"    1"
śam	1	śemuḥ	Third	Pl.	"Perfect Ind."	"    1"
śam	1	śāmyasva	Second	Sg.	"Pres. Imp."	"    1"
śam	1	śāmyeran	Third	Pl.	"Pres. Potential"	"    1"
śam	1	aśamiṣṭhāḥ	Second	Sg.	"Aorist Ind. Is."	"    1"
