Лемма	Форма
praveśay	praveśayitum
praveśay	praveśyamāna
praveśay	praveśayitavya
praveśay	praveśitavya
pravistṛ	pravistīrṇa
pravihā	pravihātum
pravī	pravīyante
pravī	pravayya
pravṛ	prāvṛṇot
pravṛ	prorṇuhi
pravṛ	pravṛṇvat
pravṛ	pravṛṇe
pravṛ	pravṛṇīte
pravṛ	pravavre
pravṛ	pravṛṇīma
pravṛj	pravṛñjanti
pravṛj	pravṛkta
pravṛt	pravarte
pravṛt	pravarteya
pravṛt	pravartasva
pravṛt	pravartadhvam
pravṛt	pravartataḥ
pravṛt	pravartet
pravṛt	prāvartat
pravṛt	prāvartata
pravṛt	pravartsyanti
pravṛt	pravartiṣye
pravṛt	pravartiṣyāmahe
pravṛt	pravartiṣyāmi
pravṛt	pravartiṣyate
pravṛt	prāvartiṣi
pravṛt	pravartanīya
pravṛt	pravarttum
pravṛt	pravṛttavat
pravartay	pravartayasi
pravartay	pravartayeyuḥ
pravartay	prāvartayetām
pravartay	prāvartayanta
pravartay	pravartayiṣyate
pravartay	pravartaya
pravartay	pravartayantu
pravartay	prāvartayaḥ
pravartay	prāvartayāma
pravartay	prāvartayan
pravartay	pravartayiṣyāmi
pravartay	pravartayāmāsuḥ
pravartay	pravartayiṣyat
pravartay	pravartayitvā
pravṛdh	pravardheta
pravṛdh	pravardhataḥ
pravṛdh	prāvardhanta
pravardhay	pravardhita
pravṛṣ	pravarṣanti
pravṛṣ	pravarṣatu
pravṛṣ	prāvarṣat
pravṛṣ	prāvarṣan
pravṛṣ	pravavarṣa
pravṛṣ	pravavarṣatuḥ
pravṛṣ	pravavarṣuḥ
pravṛṣ	pravarṣiṣye
pravṛṣ	pravarṣamāṇa
pravṛh	pravṛhet
praveṣṭay	praveṣṭayet
pravyath	prāvyathat
pravyath	prāvyathan
pravyath	pravyathiṣyataḥ
pravyath	pravyathante
pravyath	prāvyathanta
pravyath	pravyathati
pravyath	pravyadhati
pravyathay	pravyathayet
pravyathay	pravyathayāṃcakāra
pravyathay	pravyathayat
pravyadh	pravidhyati
pravyadh	pravivyādha
pravyadh	pravivyadhuḥ
pravyadh	pravidhyate
pravyadh	prāvidhyata
pravyadh	prāvidhyata
pravyāhṛ	pravyāharati
pravyāhṛ	pravyāharanti
pravyāhṛ	pravyāharan
pravyāhṛ	pravyājahāra
pravraj	pravrajāvaḥ
pravraj	pravrajeḥ
pravraj	pravrajema
pravraj	prāvrajan
pravraj	pravavrajatuḥ
pravraj	prāvrājīt
pravraj	pravrajeta
pravraj	pravrajiṣye
pravraj	pravrājitum
pravraj	pravrajitavya
pravrājay	pravrājaya
pravrājay	pravrājayatu
pravrājay	pravrājayiṣye
pravrājay	pravrājayat
pravrājay	pravrājayitum
praśaṁs	praśaṃsīyāt
praśaṁs	praśaṃseyuḥ
praśaṁs	praśaṃsantu
praśaṁs	prāśaṃsam
praśaṁs	prāśaṃsat
praśaṁs	praśaśaṃsatuḥ
praśaṁs	praśaśaṃse
praśaṁs	praśaṃsatām
praśaṁs	prāśaṃsata
praśaṁs	praśaṃsāt
praśaṁs	praśaṃsitum
praśam	praśāmyataḥ
praśam	praśāmyantu
praśam	prāśāmyat
praśam	praśamiṣyati
praśam	praśemuḥ
praśam	praśāmyadhvam
praśam	praśamet
praśāmay	praśāmyamāna
praśāmay	praśāmya
praśās	praśāsiṣyasi
praśās	praśāsiṣyati
praśās	praśāsati
praśās	praśāsanti
praśās	praśāseyam
praśās	praśāsema
praśās	praśāseyuḥ
praśās	praśāsantu
praśās	praśāstā
praśās	praśāsat
praśās	praśādhvam
praśuc	praśuśoca
praśuṣ	praśuṣyanti
praśṛ	praśṛṇāti
praśvas	prāśvasīt
praśvas	praśvasat
prasañj	prasajet
prasañj	prāsajat
prasañj	prasāṅkṣīḥ
prasañj	prasāṅkṣīt
prasañj	prasajya
prasañj	prasaktavya
prasad	prasīdāmi
prasad	prasīdataḥ
prasad	prasīdatam
prasad	prasīdadhvam
prasad	prasīdatāt
prasad	prasadya
prasāday	prasādayatha
prasāday	prasādayāva
prasāday	prasādayata
prasāday	prāsādayan
prasāday	prasādayāmāsa
prasāday	prasādyate
prasāday	prasādayate
prasāday	prasādayāmahe
prasāday	prasādayadhvam
prasāday	prāsādayata
prasāday	prasādayāṃcakre
prasāday	prasādayāṃbabhūva
prasāday	prasādayam
prasāday	prasādayiṣyat
prasamīkṣ	prasamīkṣate
prasamīkṣ	prasamaikṣata
prasamīkṣ	prasamīkṣyase
prasamīkṣ	prasamīkṣamāṇa
prasah	prasahante
prasah	prasahemahi
prasah	prasehe
prasah	prasehire
prasah	prasahema
prasah	prasakṣye
prasah	prasahyamāna
prasah	prasahāna
prasah	prasakṣat
prasādhay	prasādhaya
prasādhay	prasādhyatām
prasādhay	prasādhayate
prasādhay	prasādhayitum
prasic	prāsiñcat
prasic	prāsiñcan
prasic	prasicyet
prasic	prasicyati
prasic	prasicyeta
prasic	prasiñcat
prasic	prasektum
prasidh	prāsedhat
prasū	prasuve
prasū	prasuvāte
prasū	prasuvate
prasū	prasoṣyate
prasū	prasūyeta
prasū	prasūyadhvam
prasū	prāsūyanta
prasū	prasavanti
prasū	prasava
prasū	prasaviṣyasi
prasū	prāsāviṣuḥ
prasū	prasave
prasū	prasūyataḥ
prasū	prasūyāmaḥ
prasū	prasaviṣyadhvam
prasū	prasuvāmasi
prasū	prasoṣyamāṇa
prasū	prasūyamāna
prasū	prasavat
prasū	prasoṣyat
prasū	prasūtavat
prasū	prasūyat
prasṛ	prasarasi
prasṛ	prasarataḥ
prasṛ	prāsarat
prasṛ	prāsaran
prasṛ	prasasratuḥ
prasṛ	prasarate
prasṛ	prasaratitarām
prasṛ	prasasre
prasṛ	prasartave
prasāray	prasārayasi
prasāray	prasārayati
prasāray	prasārayata
prasāray	prāsārayat
prasāray	prasāryante
prasāray	prasārayan
prasāray	prasārayāmāsa
prasāray	prasārayat
prasāray	prāsārayanta
prasāray	prasārya
prasāray	prasāritavat
prasṛj	prasṛjate
prasṛj	prasṛjyeta
prasṛj	prāsṛjaḥ
prasṛj	prasṛjyante
prasṛj	prāsrāk
prasṛj	prasṛṣṭavat
prasṛp	prasarpasi
prasṛp	prasarpatha
prasṛp	prasarpanti
prasṛp	prasarpeyuḥ
prasṛp	prasarpata
prasṛp	prāsarpat
prasṛp	prasasarpa
prasṛp	prasasṛpuḥ
prasṛp	prasṛpya
prasṛp	prasarpamāṇa
praskand	praskandanti
praskand	praskandamāna
praskhal	praskhalet
praskhal	pracaskhāla
prastu	prastuyāt
prastu	prāstuvan
prastu	prastūyate
prastu	prāstoṣyaḥ
prastu	prastoṣyante
prastubh	prastubhāna
prastṛ	prastaret
prastṛ	prastṛṇat
prasthā	pratiṣṭhasi
prasthā	prasthāsyāmi
prasthā	pratasthau
prasthā	pratiṣṭhase
prasthā	pratiṣṭhāmahe
prasthā	pratiṣṭhasva
prasthā	pratiṣṭhethām
prasthā	pratasthe
prasthā	pratiṣṭheran
prasthā	prātiṣṭhāmahi
prasthā	prasthāsye
prasthā	prasthātāsi
prasthā	prasthātāsmahe
prasthā	prastheya
prasthā	pratasthivas
prasthā	prasthitavat
prasthāpay	prasthāpayeḥ
prasthāpay	prasthāpayet
prasthāpay	prasthāpayatu
prasthāpay	prasthāpayāma
prasthāpay	prasthāpayata
prasthāpay	prasthāpayāmāsuḥ
prasthāpay	prasthāpyate
prasthāpay	prasthāpayati
prasthāpay	prasthāpitavat
prasnā	prasnāti
prasnā	prasnānt
prasnu	prasnauti
prasnu	prasnuvāna
praspand	praspandante
praspand	prāspandat
prasphuṭ	prasphuṭuḥ
prasphuṭ	prasphuṭat
prasphoṭay	prasphoṭita
prasphur	prasphuret
prasmi	prasmayat
prasmṛ	prāsmaran
prasyand	prāsyandanta
prasyand	prāsiṣyadat
prasyand	prasyandat
prasraṁs	prasraṃsamāna
prasru	prasravate
prasru	prasusruve
prasru	prasravataḥ
prasru	prasusruḥ
prasvap	prasvapiṣi
prasvap	prāsvapat
prasvap	prasuṣvāpa
prasvap	prasuptavat
prasvid	prasiṣvide
prasvid	prasvidyat
prahan	prajaghnuḥ
prahan	prajaghne
prahan	prahantā
prahan	prahaṇyantām
prahan	praghnat
prahas	prahaset
prahas	prahasantu
prahas	prāhasaḥ
prahas	prahasiṣyanti
prahas	prajahasuḥ
prahas	prahase
prahas	prāhasanta
prahas	prāhasīt
prahā	prajahāsi
prahā	prajahanti
prahā	prajahyāḥ
prahā	prājahāt
prahā	prājahan
prahā	prahāsyāmi
prahā	prahāsyāvaḥ
prahā	prahāsyāmaḥ
prahā	prahāsyatha
prahā	prahāsyanti
prahā	prahīyante
prahā	prajahihi
prahā	prajahi
prahā	prahāsyete
prahā	prahāsiṣam
prahā	prājahat
prahā	prahāsīḥ
prahā	prajahet
prahā	prahīyamāṇa
prahā	prajahita
prahi	prahiṇuyām
prahi	praheṣyāmi
prahi	praheṣyasi
prahi	prāhiṇuva
prahi	prahiṇuta
prahi	prahiṇot
prahi	prajighyuḥ
prahi	prahiṇvat
prahi	prahye
prahṛ	praharasi
prahṛ	praharatu
prahṛ	prāhārṣam
prahṛ	prāhārṣīt
prahṛ	prajahre
prahṛ	prajahrire
prahṛ	prahartāsmi
prahṛ	prahartā
prahṛ	praharaṇīya
prahṛ	prahriyamāṇa
prahṛṣ	prahṛṣyantu
prahṛṣ	prahṛṣyeran
prahṛṣ	prāhṛṣyanta
prahṛṣ	prahṛṣyanta
praharṣay	praharṣayati
prahlāday	prahlādayasva
prahlāday	prahlādayadhvam
prākṛ	prākṛta
prāñjalībhū	prāñjalībhūtvā
prāṇ	prāṇīt
prāṇ	aprāṇat
prāṇ	prāṇya
prādā	prādāsyat
prādru	prādravanti
prādru	prādravamāṇa
prādhī	prādhītavat
prāp	prāpnumaḥ
prāp	prāpnuyāḥ
prāp	prāpnavam
prāp	prāpsyataḥ
prāp	prāpa
prāp	prāpaḥ
prāp	prāpsyete
prāp	prāpyet
prāp	prāpeyam
prāp	prāptāsi
prāp	prāptā
prāp	prāptvā
prāp	prāpyamāṇa
prāpay	prāpayeyuḥ
prāpay	prāpayantu
prāpay	prāpayan
prāpay	prāpayiṣyataḥ
prāpay	prāpaye
prāpay	prāpayāmahe
prāpay	prāpyatām
prāpay	prāpayethāḥ
prāpay	prāpayat
prāyā	prāyāsi
prāyā	prāyāti
prāyā	prāyātāsmi
prārabh	prārabhate
prārabh	prārabhadhve
prārabh	prārabheta
prārabh	prārambhi
prārabh	prārabdhavya
prārabh	prārabdhavat
prārc	prārcat
prārc	prārcata
prārjay	prārjita
prārthay	prārthayeyam
prārthay	prārthayatam
prārthay	prārthayāma
prārthay	prārthayantu
prārthay	prārthayan
prārthay	prārthayadhve
prārthay	aprārthayat
prārthay	prārthayethāḥ
prārthay	prārthayatām
prārthay	prārthayadhvam
prārthay	prārthayīta
prārthay	prārthayata
prārthay	prārthayitavya
prārday	prārdayaḥ
prāv	prāvatu
prāv	prāvatā
prāv	prāvan
prāv	prāvīt
prāvṛ	prāvṛṇoti
prāvṛ	prāvṛṇvanti
prāvṛ	prāvariṣyanti
prāvartay	prāvartayat
prāś	prāśnīyuḥ
prāś	prāśnīta
prāś	prāśīt
prāś	prāśnantu
prāś	prāśnīya
prāś	prāśeta
prāś	prāśat
prāś	prāśnat
prāś	prāśanīya
prāś	prāśitavya
prāś	prāśyamāna
prās	prasat
prās	prāsyeyuḥ
prāh	prāhatuḥ
pre	preyuḥ
pre	pretam
pre	praita
pre	preyuḥ
prekṣ	prekṣatām
prekṣ	prekṣadhvam
prekṣ	prekṣati
prekṣ	prekṣanti
prekṣ	praikṣan
prekṣ	prekṣiṣyamāṇa
prer	prairata
preray	prerayanti
preray	prerayata
preray	prerayan
preray	preryatām
preray	prerayat
preray	prerayate
preray	prerayam
preṣay	preṣayasi
preṣay	preṣayeyam
preṣay	preṣayeyuḥ
preṣay	preṣayatu
preṣay	preṣayata
preṣay	preṣayantu
preṣay	preṣayase
preṣay	apreṣayata
preṣay	preṣayan
preṣay	preṣayanta
preṣay	preṣayam
preṣay	preṣayat
prokṣ	prokṣeyuḥ
prokṣ	prokṣa
prokṣ	praukṣan
prokṣ	prokṣiṣyāmi
prokṣ	prokṣate
prokṣ	prokṣyamāṇa
projjval	projjvalat
projh	projjhitum
proñch	proñchati
protkhan	protkhāta
protthā	prottiṣṭhamāna
protpāday	protpādyate
protsāday	protsādya
protsah	protsahati
prodi	prodita
proddhṛ	projjahāra
proddhṛ	proddharati
prodvejay	prodvejayati
pronnī	pronnīyamāna
pronmīlay	pronmīlita
prollas	prollasati
prollas	prollasita
prollikh	prollikhat
bhiṣajy	bhiṣajyet
bhiṣajy	bhiṣajyathaḥ
mlech	mlechanti
rūpay	rūpayanti
rūpay	rūpyate
rūpay	arūpayat
rūpay	rūpayat
vakrībhū	vakrībhavati
vaśībhū	vaśībhavanti
vaśībhū	vaśībhavet
vāsay	vāsayāmi
vāsay	vāsayeyam
vāsay	vāsayeḥ
vāsay	vāsaya
vāsay	vāsayatu
vāsay	vāsayāmāsa
vāsay	vāsyate
vāsay	vāsyamāna
vikamp	vikampeta
vikamp	vyakampat
vikamp	vikampitum
vikas	vikaset
vikas	vikasatu
vikas	vikasta
vikāṅkṣ	vikāṅkṣasi
vikāṅkṣ	vyakāṅkṣat
vikāṅkṣ	vikāṅkṣasva
vikāṅkṣ	vikāṅkṣat
vikāś	vyakāśata
vikāś	vyakāśetām
vikāś	vyakāśiṣṭa
vikūj	vikūjati
vikūj	vikūjat
vikūj	vikūjita
vikṛ	vikuruthaḥ
vikṛ	vikuryām
vikṛ	vicakara
vikṛ	vicakāra
vikṛ	vyakuruta
vikṛ	vyakurvata
vikṛ	vicakre
vikṛ	vicakrire
vikṛ	vikurvāte
vikṛ	vikriyeta
vikṛ	vikṛtavat
vikṛ	vikartum
vikṛ	vikriyat
vikāray	vikārita
vikṛt	vikartet
vikarśay	vikarśita
vikṛṣ	vikarṣantu
vikṛṣ	vyakṛṣyanta
vikṛṣ	vyakarṣanta
vikṛṣ	vikārṣīḥ
vikṛṣ	vikṛṣyat
vikṛ	vikireḥ
vikṛ	vikirata
vikṛ	vikīryeta
vikṛ	vyakiranta
vikṛ	vikīryat
vikﾱp	vikﾱpta
vikﾱp	vikalpanīya
vikalpay	vyakalpayan
vikalpay	vikalpayitvā
vikram	vikramase
vikram	vikrameta
vikram	vikrāmati
vikram	vicakramet
vikram	vikramadhvam
vikram	vicakrāma
vikram	vikramamāṇa
vikram	vikramitum
vikram	vikramiṣyat
vikrī	vikrīṇāmi
vikrī	vikrīṇīyām
vikrī	vikrīṇīyuḥ
vikrī	vikrīṇītām
vikrī	vikrīyante
vikrī	vikrayet
vikrī	vikreṣye
vikrī	vikrīṇātu
vikrī	vikrayat
vikrī	vikrītavat
vikrīḍ	vikrīḍati
vikrīḍ	vyakrīḍanta
vikrīḍ	vikrīḍya
vikrīḍ	vikrīḍamāna
vikruś	vikrośati
vikruś	vikrośa
vikruś	vicukruśe
vikṣi	vikṣīṇa
vikṣip	vikṣipet
vikṣip	vyakṣipam
vikṣip	vikṣipyete
vikṣip	vikṣipyante
vikṣip	vikṣipa
vikṣip	vicikṣipaḥ
vikṣip	vikṣepsyate
vikṣip	vicikṣipe
vikṣubh	vicukṣubhe
vikṣubh	vikṣubdha
vikhan	vikhanāmi
vikhyā	vyakhyat
vikhyā	vikhyāyase
vikhyā	vikhyāyate
vikhyā	vikhyat
vikhyā	vikhyātavat
vikhyā	vikhye
vikhyā	vikhyai
vikhyāpay	vikhyāpayat
vikhyāpay	vikhyāpita
vikhyāpay	vikhyāpya
vikhyāpay	vikhyāpayamāna
vigaṇay	vigaṇayanti
vigaṇay	vigaṇayet
vigaṇay	vigaṇaya
vigaṇay	vigaṇayāṃcakāra
vigaṇay	vigaṇyante
vigam	vigacchanti
vigam	vigacchet
vigam	vyagacchatām
vigam	vigamiṣyati
vigam	vijagāma
vigam	vyagacchanta
vigarj	vigarjasi
vigarj	vigarjat
vigarh	vigarhate
vigarh	vijagarhe
vigarh	vigarhitavya
vigal	vigalati
vigal	vigalitum
vigāh	vigāhe
vigāh	vigāhante
vigāh	vigāheta
vigāh	vigāhethām
vigāh	vyagāhiṣi
vigāh	vyagāhyata
vigāh	vigāhitā
vigāh	vigāhyate
vigāh	vyagāhat
vigāh	vigāhati
vigāh	vigāhya
vigāh	vigāhitum
vigāh	vigāhyamāna
vigā	vigāyet
vigā	vigīta
vigā	vigīyamāna
vigrah	vijagrāha
vigrah	vigṛhṇīta
vigrah	vigṛhyatām
vigrah	vigṛhṇanti
vigrah	vyagrahīṣam
vigrah	vigrāhya
vigrah	vigrahītavya
vigrah	vigrahītum
vigrah	vigṛhyamāṇa
vigrah	vigṛhṇāna
vighaṭ	vighaṭamāna
vighaṭṭ	vighaṭṭanīya
vighūrṇ	vijughūrṇa
vighūrṇ	vyaghūrṇata
vighūrṇ	vighūrṇa
vighūrṇ	vighūrṇamāna
vighrā	vijighrat
vicakṣ	vicakṣmahe
vicakṣ	vyacaṣṭa
vicakṣ	vicakṣase
vicakṣ	vyacakṣata
vicakṣ	vicakṣāṇa
vicaṭ	vicaṭat
vicar	vicareyam
vicar	vicareyuḥ
vicar	vicare
vicar	vicarasva
vicar	vicariṣye
vicar	vyacaraḥ
vicar	vicariṣyāvaḥ
vicar	vicariṣyāmaḥ
vicar	vicariṣyatha
vicar	vicaramāṇa
vicāray	vicārayasi
vicāray	vicārayataḥ
vicāray	vicārayāmaḥ
vicāray	vicārayanti
vicāray	vicāryante
vicāray	vicārayat
vicāray	vicārayitum
vicāray	vicārayamāṇa
vicāray	vicārayitvā
vical	vicalasi
vical	vicalanti
vical	vicaliṣyāmi
vicālay	vicālayati
vicālay	vicālayanti
vicālay	vicālayeyuḥ
vicālay	vyacālyata
vicālay	vicālyeta
vicālay	vicālya
vicālay	vicālya
vici	vicinuvaḥ
vici	vicinotu
vici	vyacinvan
vici	vicikāya
vici	vicīyante
vici	vicinvadhvam
vici	vicīyatām
vici	vyacinvanta
vici	viceya
vici	vicīyate
vici	vicīyante
vici	vicīyatām
vici	vicikyatuḥ
vici	vicikyuḥ
vici	vicitvā
vicintay	vicintayasi
vicintay	vyacinti
vicintay	vicintayitvā
vicūrṇay	vicūrṇayitvā
vicṛt	vicṛtāmasi
vicṛt	vicṛtta
viceṣṭ	viceṣṭeta
viceṣṭ	viceṣṭantām
viceṣṭ	vyaceṣṭata
viceṣṭ	vyaceṣṭanta
viceṣṭ	viceṣṭati
viceṣṭ	viceṣṭanti
viceṣṭ	viceṣṭet
viceṣṭay	viceṣṭayati
vicchid	vicchindanti
vicchid	vyachinat
vicchid	vicchetsyatha
vicchid	vicchidyete
vicchid	vicchidyante
vicchid	vicchetsyate
vicchid	vicchidyeta
vijan	vijāyasva
vijan	vyajanyata
vijan	vyajāyat
vijan	vijāta
viji	vijayāmi
viji	vijayeyam
viji	vijaya
viji	vyajayata
viji	vijeṣyanti
viji	vijigyatuḥ
viji	vijayethāḥ
viji	vijayiṣyataḥ
viji	vijeṣyase
viji	vijeṣyat
viji	vijitvā
viji	vijayiṣyat
viji	vijigyāna
vijṛmbh	vijṛmbhasva
vijṛmbh	vijṛmbhati
vijṛmbh	vijajṛmbhe
vijṛmbh	vijṛmbhya
vijṛmbh	vijṛmbhamāna
vijñā	vijānīthaḥ
vijñā	vijānītha
vijñā	vijānīyāḥ
vijñā	vijñāyase
vijñā	vijānītam
vijñā	vijāne
vijñā	vyajānan
vijñā	vijñāsyate
vijñā	vijñāyantām
vijñā	vyajñāyanta
vijñā	vyajānata
vijñā	vyajānīhi
vijñā	vijajñe
vijñā	vijñātā
vijñāpay	vijñāpayeḥ
vijñāpay	vyajñāpayam
vijñāpay	vyajñāpayan
vijñāpay	vijñāpayiṣyati
vijñāpay	vijñāpayiṣyatha
vijñāpay	vijñāpyate
vijñāpay	vijñāpayata
vijñāpay	vyajñāpi
vijñāpay	vyajñāpyata
vijñāpay	vijñāpayitā
vijñāpay	vyajñāpayiṣyat
viḍamb	viḍambati
viḍamb	viḍambita
viḍamb	viḍambanīya
vitakṣ	vitakṣat
vitāḍay	vitāḍya
vitan	vyatanot
vitan	vitaniṣyāmaḥ
vitan	vitanitā
vitan	vitanmahi
vitan	vitāyate
vitan	vitanvati
vitap	vitapat
vitarkay	vitarkayāmi
vitarkay	vitarkayet
vitarkay	vitarkayitum
vitarkay	vitarkayitvā
vitṛp	vitṛpyāmaḥ
vitṛp	vitṛpyanti
vitṛp	vitṛpyante
vitṛp	vitṛpyamāna
vitarṣay	vitarṣayati
vitarṣay	vitarṣayanti
vitṛ	vitarāmaḥ
vitṛ	vitareyuḥ
vitṛ	vyataran
vitṛ	vitariṣyāmi
vitṛ	vitaratu
vitṛ	vitaratām
vitṛ	vitarata
vitṛ	vitare
vitṛ	vitarate
vitṛ	vitaratām
vitṛ	vitaradhvam
vitṛ	vitariṣye
vitṛ	viteruḥ
vitṛ	vitūrya
vitras	vitatrase
vitras	vitrasīḥ
vitras	vyatrasyanta
vitrāsay	vitrāsayet
vitrāsay	vitrāsayetām
vitrāsay	vyatrāsayat
vitrāsay	vitrāsayāmāsa
vidal	vidaliṣyamāṇa
vidah	vyadahyata
vidah	vyadahyanta
vidah	vidahate
vidah	vidahyeta
vidah	vidhakṣyat
vidīp	vidīpta
vidīpay	vyadīpayata
vidīpay	vidīpayat
vidu	vidūyante
vidu	vidūyamāna
viduṣ	viduṣyati
vidūṣay	vidūṣya
vidṛś	vidṛśyate
vidṛś	vyadṛśyetām
vidarśay	vidarśayati
vidarśay	vidarśayet
vidarśay	vidarśayitavya
vidarśay	vidarśya
vidāray	vidārayasi
vidāray	vidārayati
vidāray	vidārayata
vidāray	vidārayiṣyati
vidāray	vyadārayata
vidāray	vidārya
vidyut	vidyotāmi
vidyut	vidyotat
vidyut	vididyutāna
vidyotay	vidyotayati
vidyotay	vidyotayāmāsa
vidru	vidravasi
vidru	vidravati
vidru	vidravantu
vidru	vidudrāva
vidru	vidravante
vidru	vidravadhvam
vidru	vidraviṣyati
vidrāvay	vidrāvayati
vidrāvay	vidrāvayanti
vidrāvay	vidrāvayet
vidrāvay	vidrāvayiṣyāmi
vidrāvay	vyadrāvayetām
vidruh	vidudruhe
vidviṣ	vididveṣa
vidviṣ	vidviṣate
vidviṣ	vidviṣāmahe
vidham	vidhamāmi
vidham	vyadhametām
vidham	vidhamiṣyataḥ
vidham	vidhamiṣyāmaḥ
vidham	vidhamyamāna
vidham	vidhamitvā
vidhā	vidhāsyataḥ
vidhā	vidhāsyanti
vidhā	vidhīyase
vidhā	vidadhyām
vidhā	vidadhyāḥ
vidhā	vidhatse
vidhā	vyadhīta
vidhā	vidadhate
vidhā	vidadhire
vidhā	vidhattetarām
vidhā	vidheyāsuḥ
vidhā	vidadhāt
vidhā	vyadhāsyat
vidhāv	vidhāvasi
vidhāv	vidhāvanti
vidhāv	vyadhāvan
vidhāv	vidhāvita
vidhū	vidhūnvasva
vidhū	vidhūnute
vidhū	vidhūnvat
vidhū	vidhūya
vidhū	vidhuvat
vidhūpay	vidhūpyate
vidhūpay	vidhūpita
vidhūpay	vidhūpāyat
vidhṛ	vidadhāra
vidhāray	vidhārayasi
vidhāray	vyadhārayat
vidhāray	vyadhārayan
vidhāray	vidhāryatām
vidhāray	vidhārya
vidhāray	vidhārayitum
vidhāray	vidhāryamāṇa
vidharṣay	vidharṣayanti
vidharṣay	vyadharṣayan
vidharṣay	vidharṣita
vidhvaṁs	vidadhvaṃsuḥ
vidhvaṁs	vidhvaṃsamāna
vidhvaṁsay	vidhvaṃsayanti
vidhvaṁsay	vidhvaṃsaya
vidhvaṁsay	vyadhvaṃsayan
vidhvaṁsay	vidhvaṃsayāṃcakruḥ
vidhvaṁsay	vidhvaṃsayiṣyataḥ
vidhvaṁsay	vidhvaṃsayiṣyanti
vidhvaṁsay	vidhvaṃsya
vidhvaṁsay	vidhvaṃsayitvā
vidhvaṁsay	vidhvaṃsayitum
vinad	vyanadatām
vinad	vinedivas
vināday	vinādayati
vināday	vinādayan
vināday	vinādayāmāsa
vinam	vinamati
vinam	vinamate
vinam	vinamyate
vinam	vinamyamāna
vinard	vinardasi
vinard	vinardati
vinard	vinardanti
vinard	vinarditvā
vinaś	vinaśyāmi
vinaś	vinaśyasi
vinaś	vinaśyāmaḥ
vinaś	vinaśyetām
vinaś	vinaśyema
vinaś	vinaśyatu
vinaś	vyanaśyat
vinaś	vinaśiṣyataḥ
vinaś	vineśatuḥ
vinaś	vinaśyate
vinaś	vinaśyate
vinaś	vinaśyethāḥ
vinaś	vyanaśiṣyat
vinaś	vyanaśiṣyan
vinaś	vinaṃkṣyati
vinaś	vyanaśan
vinaś	vinaṅkṣyatha
vinaś	vyanaṅkṣyata
vināśay	vināśayāmi
vināśay	vināśayeyuḥ
vināśay	vināśayiṣyāmi
vināśay	vināśayāmāsa
vināśay	vināśyatām
vināśay	vināśyeta
vināśay	vyanāśayanta
vināśay	vināśayiṣye
vināśay	vināśitavat
viniḥśvas	viniḥśvasati
viniḥsṛ	viniḥsarasi
vinikṛ	vinikartavya
vinikṛt	vinikṛntata
viniguh	vinigūhat
viniguh	vinigūhitum
viniguh	viniguhya
viniguh	vinigūhamāna
vinigrah	vinigṛhyante
vinidhā	vinidhehi
vinidhā	vinyadadhāt
vinidhā	vinidheya
vinidhvaṁs	vinidhvaṃsa
vinind	vyanindan
vinind	vyanindanta
vinind	vinindyamāna
vinind	vinindya
vinipāṭay	vinipāṭya
vinipat	vinipatet
vinipat	vinipetatuḥ
vinipātay	vinipātayāmi
vinipātay	vinipātayati
vinipātay	vinyapātayat
vinipātay	vinipātayiṣyanti
vinipātay	vinipātyante
vinipātay	vinipātyatām
vinipātay	vinipātayat
vinipātay	vinipātyamāna
vinipātay	vinipātyat
viniyam	viniyamya
viniyuj	viniyujyante
viniyuj	viniyujyeta
viniyuj	viniyuṅkte
viniyuj	viniyujmahe
viniyuj	viniyuñjīta
viniyuj	viniyoktum
viniyuj	viniyujyamāna
viniyojay	viniyojayāmi
viniyojay	viniyojayāṃcakāra
vinirgam	vinirgaccha
vinirjñā	vinirjñāyate
vinirdah	vinirdaheyuḥ
vinirdah	vinirdahat
vinirdah	vinirdahan
vinirdah	vinirdahat
vinirdah	vinirdahya
vinirdiś	vinirdidiśuḥ
vinirdiś	vinirdiśya
vinirdiś	vinirdeṣṭum
vinirdhū	vinirdhuta
vinirbhid	vinirbibheda
vinirbhuj	vinirbhugna
vinirbhuj	vinirbhujya
viniryā	viniryāsi
viniryā	viniryāmaḥ
viniryā	viniryānti
viniryā	viniryānt
vinirhṛ	vinirhṛta
viniveday	vinivedayanti
viniveday	vinivedayat
viniveday	vinivedayeta
viniveśay	viniveśayat
viniveśay	viniveśyatām
viniveśay	viniveśya
viniveśay	viniveśanīya
