Лемма	Класс	Форма	Лицо	Число	Время/наклонение	Примеры
prasphur	6	prasphuret	Third	Sg.	"Pres. Potential"	"    1"
prasmi	1	prasmayat			"Present Ind."	"    1"
prasmṛ	1	prāsmaran	Third	Pl.	"Imperfect ind"	"    1"
prasyand	1	prāsyandanta	Third	Pl.	"Imperfect ind"	"    1"
prasyand	1	prāsiṣyadat	Third	Sg.	"Aorist Ind. Red."	"    1"
prasyand	1	prasyandat			"Present Ind."	"    1"
prasraṁs	1	prasraṃsamāna			"Present Ind."	"    1"
prasru	1	prasravate	Third	Sg.	"Present Ind."	"    1"
prasru	1	prasusruve	Third	Sg.	"Perfect Ind."	"    1"
prasru	1	prasravataḥ	Third	Du.	"Present Ind."	"    1"
prasru	1	prasusruḥ	Third	Pl.	"Perfect Ind."	"    1"
prasvap	2	prasvapiṣi	Second	Sg.	"Present Ind."	"    1"
prasvap	2	prāsvapat	Third	Sg.	"Aorist Ind. Them."	"    1"
prasvap	2	prasuṣvāpa	Third	Sg.	"Perfect Ind."	"    1"
prasvap	2	prasuptavat			"Past Active Participle"	"    1"
prasvid	4	prasiṣvide	Third	Sg.	"Perfect Ind."	"    1"
prasvid	4	prasvidyat			"Present Ind."	"    1"
prahan	2	prajaghnuḥ	Third	Pl.	"Perfect Ind."	"    1"
prahan	2	prajaghne	Third	Sg.	"Perfect Ind."	"    1"
prahan	2	prahantā	Third	Sg.	"Future. Ind. Peri."	"    1"
prahan	2	prahaṇyantām	Third	Pl.	"Pres. Imperative Passive"	"    1"
prahan	2	praghnat			"Present Ind."	"    1"
prahas	1	prahaset	Third	Sg.	"Pres. Potential"	"    1"
prahas	1	prahasantu	Third	Pl.	"Pres. Imp."	"    1"
prahas	1	prāhasaḥ	Second	Sg.	"Imperfect ind"	"    1"
prahas	1	prahasiṣyanti	Third	Pl.	"Future Ind."	"    1"
prahas	1	prajahasuḥ	Third	Pl.	"Perfect Ind."	"    1"
prahas	1	prahase	First	Sg.	"Present Ind."	"    1"
prahas	1	prāhasanta	Third	Pl.	"Imperfect ind"	"    1"
prahas	1	prāhasīt	Third	Sg.	"Aorist Ind. S."	"    1"
prahā	3	prajahāsi	Second	Sg.	"Present Ind."	"    1"
prahā	3	prajahanti	Third	Pl.	"Present Ind."	"    1"
prahā	3	prajahyāḥ	Second	Sg.	"Pres. Potential"	"    1"
prahā	3	prājahāt	Third	Sg.	"Imperfect ind"	"    1"
prahā	3	prājahan	Third	Pl.	"Imperfect ind"	"    1"
prahā	3	prahāsyāmi	First	Sg.	"Future Ind."	"    1"
prahā	3	prahāsyāvaḥ	First	Du.	"Future Ind."	"    1"
prahā	3	prahāsyāmaḥ	First	Pl.	"Future Ind."	"    1"
prahā	3	prahāsyatha	Second	Pl.	"Future Ind."	"    1"
prahā	3	prahāsyanti	Third	Pl.	"Future Ind."	"    1"
prahā	3	prahīyante	Third	Pl.	"Present Passive"	"    1"
prahā	3	prajahihi	Second	Sg.	"Pres. Imp."	"    1"
prahā	3	prajahi	Second	Sg.	"Pres. Imp."	"    1"
prahā	3	prahāsyete	Third	Du.	"Future Ind."	"    1"
prahā	3	prahāsiṣam	First	Sg.	"Aorist Jus."	"    1"
prahā	3	prājahat	Third	Sg.	"Imperfect ind"	"    1"
prahā	3	prahāsīḥ	Second	Sg.	"Aorist Jus."	"    1"
prahā	3	prajahet	Third	Sg.	"Pres. Potential"	"    1"
prahā	3	prahīyamāṇa			"Present Passive"	"    1"
prahā	3	prajahita			"Past Passive Participle"	"    1"
prahi	5	prahiṇuyām	First	Sg.	"Pres. Potential"	"    1"
prahi	5	praheṣyāmi	First	Sg.	"Future Ind."	"    1"
prahi	5	praheṣyasi	Second	Sg.	"Future Ind."	"    1"
prahi	5	prāhiṇuva	First	Du.	"Imperfect ind"	"    1"
prahi	5	prahiṇuta	Second	Pl.	"Pres. Imp."	"    1"
prahi	5	prahiṇot	Third	Sg.	"Imperfect ind"	"    1"
prahi	5	prajighyuḥ	Third	Pl.	"Perfect Ind."	"    1"
prahi	5	prahiṇvat			"Present Ind."	"    1"
prahi	5	prahye			Infinitive	"    1"
prahṛ	2	praharasi	Second	Sg.	"Present Ind."	"    1"
prahṛ	2	praharatu	Third	Sg.	"Pres. Imp."	"    1"
prahṛ	2	prāhārṣam	First	Sg.	"Aorist Ind. S."	"    1"
prahṛ	2	prāhārṣīt	Third	Sg.	"Aorist Ind. S."	"    1"
prahṛ	2	prajahre	Third	Sg.	"Perfect Ind."	"    1"
prahṛ	2	prajahrire	Third	Pl.	"Perfect Ind."	"    1"
prahṛ	2	prahartāsmi	First	Sg.	"Future. Ind. Peri."	"    1"
prahṛ	2	prahartā	Third	Sg.	"Future. Ind. Peri."	"    1"
prahṛ	2	praharaṇīya			"Future passive particle"	"    1"
prahṛ	2	prahriyamāṇa			"Present Passive"	"    1"
prahṛṣ	4	prahṛṣyantu	Third	Pl.	"Pres. Imp."	"    1"
prahṛṣ	4	prahṛṣyeran	Third	Pl.	"Pres. Potential"	"    1"
prahṛṣ	4	prāhṛṣyanta	Third	Pl.	"Imperfect ind"	"    1"
prahṛṣ	4	prahṛṣyanta	Third	Pl.	"Imperfect ind"	"    1"
praharṣay	10	praharṣayati	Third	Sg.	"Present Ind."	"    1"
prahlāday	10	prahlādayasva	Second	Sg.	"Pres. Imp."	"    1"
prahlāday	10	prahlādayadhvam	Second	Pl.	"Pres. Imp."	"    1"
prākṛ	8	prākṛta			"Past Passive Participle"	"    1"
prāñjalībhū	1	prāñjalībhūtvā			Absolutive	"    1"
prāṇ	1	prāṇīt	Third	Sg.	"Imperfect ind"	"    1"
prāṇ	1	aprāṇat	Third	Sg.	"Aorist Ind. Them."	"    1"
prāṇ	1	prāṇya			Absolutive	"    1"
prādā	3	prādāsyat	Third	Sg.	"Future Cond."	"    1"
prādru	1	prādravanti	Third	Pl.	"Present Ind."	"    1"
prādru	1	prādravamāṇa			"Present Ind."	"    1"
prādhī	2	prādhītavat			"Past Active Participle"	"    1"
prāp	1	prāpnumaḥ	First	Pl.	"Present Ind."	"    1"
prāp	1	prāpnuyāḥ	Second	Sg.	"Pres. Potential"	"    1"
prāp	1	prāpnavam	First	Sg.	"Imperfect ind"	"    1"
prāp	1	prāpsyataḥ	Third	Du.	"Future Ind."	"    1"
prāp	1	prāpa	First	Sg.	"Perfect Ind."	"    1"
prāp	1	prāpaḥ	Second	Sg.	"Aorist Ind. Them."	"    1"
prāp	1	prāpsyete	Third	Du.	"Future Ind."	"    1"
prāp	1	prāpyet	Third	Sg.	"Pres. Potential"	"    1"
prāp	1	prāpeyam	First	Sg.	"Pres. Potential"	"    1"
prāp	1	prāptāsi	Second	Sg.	"Future. Ind. Peri."	"    1"
prāp	1	prāptā	Third	Sg.	"Future. Ind. Peri."	"    1"
prāp	1	prāptvā			Absolutive	"    1"
prāp	1	prāpyamāṇa			"Present Passive"	"    1"
prāpay	10	prāpayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
prāpay	10	prāpayantu	Third	Pl.	"Pres. Imp."	"    1"
prāpay	10	prāpayan	Third	Pl.	"Imperfect ind"	"    1"
prāpay	10	prāpayiṣyataḥ	Third	Du.	"Future Ind."	"    1"
prāpay	10	prāpaye	First	Sg.	"Present Ind."	"    1"
prāpay	10	prāpayāmahe	First	Pl.	"Present Ind."	"    1"
prāpay	10	prāpyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
prāpay	10	prāpayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
prāpay	10	prāpayat			"Present Ind."	"    1"
prāyā	2	prāyāsi	Second	Sg.	"Present Ind."	"    1"
prāyā	2	prāyāti	Third	Sg.	"Present Ind."	"    1"
prāyā	2	prāyātāsmi	First	Sg.	"Future. Ind. Peri."	"    1"
prārabh	1	prārabhate	Third	Sg.	"Present Ind."	"    1"
prārabh	1	prārabhadhve	Second	Pl.	"Present Ind."	"    1"
prārabh	1	prārabheta	Third	Sg.	"Pres. Potential"	"    1"
prārabh	1	prārambhi	Third	Sg.	"Aorist Ind. Passive"	"    1"
prārabh	1	prārabdhavya			"Future passive particle"	"    1"
prārabh	1	prārabdhavat			"Past Active Participle"	"    1"
prārc	1	prārcat	Third	Sg.	"Imperfect ind"	"    1"
prārc	1	prārcata	Second	Pl.	"Pres. Imp."	"    1"
prārjay	10	prārjita			"Past Passive Participle"	"    1"
prārthay	0	prārthayeyam	First	Sg.	"Pres. Potential"	"    1"
prārthay	0	prārthayatam	Second	Du.	"Pres. Imp."	"    1"
prārthay	0	prārthayāma	First	Pl.	"Pres. Imp."	"    1"
prārthay	0	prārthayantu	Third	Pl.	"Pres. Imp."	"    1"
prārthay	0	prārthayan	Third	Pl.	"Imperfect ind"	"    1"
prārthay	0	prārthayadhve	Second	Pl.	"Present Ind."	"    1"
prārthay	0	aprārthayat	Third	Sg.	"Imperfect ind"	"    1"
prārthay	0	prārthayethāḥ	Second	Sg.	"Pres. Potential"	"    1"
prārthay	0	prārthayatām	Third	Sg.	"Pres. Imp."	"    1"
prārthay	0	prārthayadhvam	Second	Pl.	"Pres. Imp."	"    1"
prārthay	0	prārthayīta	Third	Sg.	"Pres. Potential"	"    1"
prārthay	0	prārthayata	Third	Sg.	"Imperfect ind"	"    1"
prārthay	0	prārthayitavya			"Future passive particle"	"    1"
prārday	10	prārdayaḥ	Second	Sg.	"Imperfect ind"	"    1"
prāv	1	prāvatu	Third	Sg.	"Pres. Imp."	"    1"
prāv	1	prāvatā	Second	Pl.	"Pres. Imp."	"    1"
prāv	1	prāvan	Third	Pl.	"Imperfect ind"	"    1"
prāv	1	prāvīt	Third	Sg.	"Aorist Ind. Is."	"    1"
prāvṛ	5	prāvṛṇoti	Third	Sg.	"Present Ind."	"    1"
prāvṛ	5	prāvṛṇvanti	Third	Pl.	"Present Ind."	"    1"
prāvṛ	5	prāvariṣyanti	Third	Pl.	"Future Ind."	"    1"
prāvartay	10	prāvartayat			"Present Ind."	"    1"
prāś	1	prāśnīyuḥ	Third	Pl.	"Pres. Potential"	"    1"
prāś	1	prāśnīta	Second	Pl.	"Imperfect ind"	"    1"
prāś	1	prāśīt	Third	Sg.	"Aorist Ind. Is."	"    1"
prāś	1	prāśnantu	Third	Pl.	"Pres. Imp."	"    1"
prāś	1	prāśnīya	First	Sg.	"Pres. Potential"	"    1"
prāś	1	prāśeta	Third	Sg.	"Pres. Potential"	"    1"
prāś	1	prāśat	Third	Sg.	"Aorist Ind. Them."	"    1"
prāś	1	prāśnat			"Present Ind."	"    1"
prāś	1	prāśanīya			"Future passive particle"	"    1"
prāś	1	prāśitavya			"Future passive particle"	"    1"
prāś	1	prāśyamāna			"Present Passive"	"    1"
prās	2	prasat			"Present Ind."	"    1"
prās	4	prāsyeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
prāh	1	prāhatuḥ	Third	Du.	"Perfect Ind."	"    1"
pre	2	preyuḥ	Third	Pl.	"Pres. Potential"	"    1"
pre	2	pretam	Second	Du.	"Pres. Imp."	"    1"
pre	2	praita	Second	Pl.	"Imperfect ind"	"    1"
pre	2	preyuḥ	Third	Pl.	"Perfect Ind."	"    1"
prekṣ	1	prekṣatām	Third	Sg.	"Pres. Imp."	"    1"
prekṣ	1	prekṣadhvam	Second	Pl.	"Pres. Imp."	"    1"
prekṣ	1	prekṣati	Third	Sg.	"Present Ind."	"    1"
prekṣ	1	prekṣanti	Third	Pl.	"Present Ind."	"    1"
prekṣ	1	praikṣan	Third	Pl.	"Imperfect ind"	"    1"
prekṣ	1	prekṣiṣyamāṇa			"Future Ind."	"    1"
prer	2	prairata	Third	Pl.	"Imperfect ind"	"    1"
preray	10	prerayanti	Third	Pl.	"Present Ind."	"    1"
preray	10	prerayata	Second	Pl.	"Pres. Imp."	"    1"
preray	10	prerayan	Third	Pl.	"Imperfect ind"	"    1"
preray	10	preryatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
preray	10	prerayat	Third	Sg.	"Imperfect ind"	"    1"
preray	10	prerayate	Third	Sg.	"Present Ind."	"    1"
preray	10	prerayam	First	Sg.	"Present Jus."	"    1"
preṣay	10	preṣayasi	Second	Sg.	"Present Ind."	"    1"
preṣay	10	preṣayeyam	First	Sg.	"Pres. Potential"	"    1"
preṣay	10	preṣayeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
preṣay	10	preṣayatu	Third	Sg.	"Pres. Imp."	"    1"
preṣay	10	preṣayata	Second	Pl.	"Pres. Imp."	"    1"
preṣay	10	preṣayantu	Third	Pl.	"Pres. Imp."	"    1"
preṣay	10	preṣayase	Second	Sg.	"Present Ind."	"    1"
preṣay	10	apreṣayata	Third	Sg.	"Imperfect ind"	"    1"
preṣay	10	preṣayan	Third	Pl.	"Imperfect ind"	"    1"
preṣay	10	preṣayanta	Third	Pl.	"Imperfect ind"	"    1"
preṣay	10	preṣayam	First	Sg.	"Imperfect ind"	"    1"
preṣay	10	preṣayat			"Present Ind."	"    1"
prokṣ	6	prokṣeyuḥ	Third	Pl.	"Pres. Potential"	"    1"
prokṣ	6	prokṣa	Second	Sg.	"Pres. Imp."	"    1"
prokṣ	6	praukṣan	Third	Pl.	"Imperfect ind"	"    1"
prokṣ	6	prokṣiṣyāmi	First	Sg.	"Future Ind."	"    1"
prokṣ	6	prokṣate	Third	Sg.	"Present Ind."	"    1"
prokṣ	6	prokṣyamāṇa			"Present Passive"	"    1"
projjval	1	projjvalat			"Present Ind."	"    1"
projh	6	projjhitum			Infinitive	"    1"
proñch	6	proñchati	Third	Sg.	"Present Ind."	"    1"
protkhan	1	protkhāta			"Past Passive Participle"	"    1"
protthā	1	prottiṣṭhamāna			"Present Ind."	"    1"
protpāday	10	protpādyate	Third	Sg.	"Present Passive"	"    1"
protsāday	10	protsādya			Absolutive	"    1"
protsah	1	protsahati	Third	Sg.	"Present Ind."	"    1"
prodi	2	prodita			"Past Passive Participle"	"    1"
proddhṛ	1	projjahāra	Third	Sg.	"Perfect Ind."	"    1"
proddhṛ	1	proddharati	Third	Sg.	"Present Ind."	"    1"
prodvejay	10	prodvejayati	Third	Sg.	"Present Ind."	"    1"
pronnī	1	pronnīyamāna			"Present Passive"	"    1"
pronmīlay	10	pronmīlita			"Past Passive Participle"	"    1"
prollas	1	prollasati	Third	Sg.	"Present Ind."	"    1"
prollas	1	prollasita			"Past Passive Participle"	"    1"
prollikh	6	prollikhat			"Present Ind."	"    1"
bhiṣajy	0	bhiṣajyet	Third	Sg.	"Pres. Potential"	"    1"
bhiṣajy	0	bhiṣajyathaḥ	Second	Du.	"Present Ind."	"    1"
mlech	1	mlechanti	Third	Pl.	"Present Ind."	"    1"
rūpay	0	rūpayanti	Third	Pl.	"Present Ind."	"    1"
rūpay	0	rūpyate	Third	Sg.	"Present Passive"	"    1"
rūpay	0	arūpayat	Third	Sg.	"Imperfect ind"	"    1"
rūpay	0	rūpayat			"Present Ind."	"    1"
vakrībhū	1	vakrībhavati	Third	Sg.	"Present Ind."	"    1"
vaśībhū	1	vaśībhavanti	Third	Pl.	"Present Ind."	"    1"
vaśībhū	1	vaśībhavet	Third	Sg.	"Pres. Potential"	"    1"
vāsay	0	vāsayāmi	First	Sg.	"Present Ind."	"    1"
vāsay	0	vāsayeyam	First	Sg.	"Pres. Potential"	"    1"
vāsay	0	vāsayeḥ	Second	Sg.	"Pres. Potential"	"    1"
vāsay	0	vāsaya	Second	Sg.	"Pres. Imp."	"    1"
vāsay	0	vāsayatu	Third	Sg.	"Pres. Imp."	"    1"
vāsay	0	vāsayāmāsa	Third	Sg.	"Perfect Ind. Peri."	"    1"
vāsay	0	vāsyate	Third	Sg.	"Present Passive"	"    1"
vāsay	0	vāsyamāna			"Present Passive"	"    1"
vikamp	1	vikampeta	Third	Sg.	"Pres. Potential"	"    1"
vikamp	1	vyakampat	Third	Sg.	"Imperfect ind"	"    1"
vikamp	1	vikampitum			Infinitive	"    1"
vikas	1	vikaset	Third	Sg.	"Pres. Potential"	"    1"
vikas	1	vikasatu	Third	Sg.	"Pres. Imp."	"    1"
vikas	1	vikasta			"Past Passive Participle"	"    1"
vikāṅkṣ	1	vikāṅkṣasi	Second	Sg.	"Present Ind."	"    1"
vikāṅkṣ	1	vyakāṅkṣat	Third	Sg.	"Imperfect ind"	"    1"
vikāṅkṣ	1	vikāṅkṣasva	Second	Sg.	"Pres. Imp."	"    1"
vikāṅkṣ	1	vikāṅkṣat			"Present Ind."	"    1"
vikāś	1	vyakāśata	Third	Sg.	"Imperfect ind"	"    1"
vikāś	1	vyakāśetām	Third	Du.	"Imperfect ind"	"    1"
vikāś	1	vyakāśiṣṭa	Third	Sg.	"Aorist Ind. Is."	"    1"
vikūj	1	vikūjati	Third	Sg.	"Present Ind."	"    1"
vikūj	1	vikūjat			"Present Ind."	"    1"
vikūj	1	vikūjita			"Past Passive Participle"	"    1"
vikṛ	5	vikuruthaḥ	Second	Du.	"Present Ind."	"    1"
vikṛ	5	vikuryām	First	Sg.	"Pres. Potential"	"    1"
vikṛ	5	vicakara	First	Sg.	"Perfect Ind."	"    1"
vikṛ	5	vicakāra	Third	Sg.	"Perfect Ind."	"    1"
vikṛ	5	vyakuruta	Third	Sg.	"Imperfect ind"	"    1"
vikṛ	5	vyakurvata	Third	Pl.	"Imperfect ind"	"    1"
vikṛ	5	vicakre	Third	Sg.	"Perfect Ind."	"    1"
vikṛ	5	vicakrire	Third	Pl.	"Perfect Ind."	"    1"
vikṛ	5	vikurvāte	Third	Du.	"Present Ind."	"    1"
vikṛ	5	vikriyeta	Third	Sg.	"Pres. Opt Passive"	"    1"
vikṛ	5	vikṛtavat			"Past Active Participle"	"    1"
vikṛ	5	vikartum			Infinitive	"    1"
vikṛ	5	vikriyat			"Present Ind."	"    1"
vikāray	10	vikārita			"Past Passive Participle"	"    1"
vikṛt	6	vikartet	Third	Sg.	"Pres. Potential"	"    1"
vikarśay	10	vikarśita			"Past Passive Participle"	"    1"
vikṛṣ	6	vikarṣantu	Third	Pl.	"Pres. Imp."	"    1"
vikṛṣ	6	vyakṛṣyanta	Third	Pl.	"Imperfect Ind. Passive "	"    1"
vikṛṣ	6	vyakarṣanta	Third	Pl.	"Imperfect ind"	"    1"
vikṛṣ	6	vikārṣīḥ	Second	Sg.	"Aorist Jus."	"    1"
vikṛṣ	6	vikṛṣyat			"Present Ind."	"    1"
vikṛ	6	vikireḥ	Second	Sg.	"Pres. Potential"	"    1"
vikṛ	6	vikirata	Second	Pl.	"Pres. Imp."	"    1"
vikṛ	6	vikīryeta	Third	Sg.	"Pres. Potential"	"    1"
vikṛ	6	vyakiranta	Third	Pl.	"Imperfect ind"	"    1"
vikṛ	6	vikīryat			"Present Ind."	"    1"
vikﾱp	1	vikﾱpta			"Past Passive Participle"	"    1"
vikﾱp	1	vikalpanīya			"Future passive particle"	"    1"
vikalpay	10	vyakalpayan	Third	Pl.	"Imperfect ind"	"    1"
vikalpay	10	vikalpayitvā			Absolutive	"    1"
vikram	1	vikramase	Second	Sg.	"Present Ind."	"    1"
vikram	1	vikrameta	Third	Sg.	"Pres. Potential"	"    1"
vikram	1	vikrāmati	Third	Sg.	"Present Ind."	"    1"
vikram	1	vicakramet	Third	Sg.	"Pres. Potential"	"    1"
vikram	1	vikramadhvam	Second	Pl.	"Pres. Imp."	"    1"
vikram	1	vicakrāma	Third	Sg.	"Perfect Ind."	"    1"
vikram	1	vikramamāṇa			"Present Ind."	"    1"
vikram	1	vikramitum			Infinitive	"    1"
vikram	1	vikramiṣyat			"Future Ind."	"    1"
vikrī	1	vikrīṇāmi	First	Sg.	"Present Ind."	"    1"
vikrī	1	vikrīṇīyām	First	Sg.	"Pres. Potential"	"    1"
vikrī	1	vikrīṇīyuḥ	Third	Pl.	"Pres. Potential"	"    1"
vikrī	1	vikrīṇītām	Third	Sg.	"Pres. Imp."	"    1"
vikrī	1	vikrīyante	Third	Pl.	"Present Passive"	"    1"
vikrī	1	vikrayet	Third	Sg.	"Pres. Potential"	"    1"
vikrī	1	vikreṣye	First	Sg.	"Future Ind."	"    1"
vikrī	1	vikrīṇātu	Third	Sg.	"Pres. Imp."	"    1"
vikrī	1	vikrayat			"Present Ind."	"    1"
vikrī	1	vikrītavat			"Past Active Participle"	"    1"
vikrīḍ	1	vikrīḍati	Third	Sg.	"Present Ind."	"    1"
vikrīḍ	1	vyakrīḍanta	Third	Pl.	"Imperfect ind"	"    1"
vikrīḍ	1	vikrīḍya			Absolutive	"    1"
vikrīḍ	1	vikrīḍamāna			"Present Ind."	"    1"
vikruś	1	vikrośati	Third	Sg.	"Present Ind."	"    1"
vikruś	1	vikrośa	Second	Sg.	"Pres. Imp."	"    1"
vikruś	1	vicukruśe	Third	Sg.	"Perfect Ind."	"    1"
vikṣi	9	vikṣīṇa			"Past Passive Participle"	"    1"
vikṣip	6	vikṣipet	Third	Sg.	"Pres. Potential"	"    1"
vikṣip	6	vyakṣipam	First	Sg.	"Imperfect ind"	"    1"
vikṣip	6	vikṣipyete	Third	Du.	"Present Passive"	"    1"
vikṣip	6	vikṣipyante	Third	Pl.	"Present Passive"	"    1"
vikṣip	6	vikṣipa	Second	Sg.	"Pres. Imp."	"    1"
vikṣip	6	vicikṣipaḥ	Second	Sg.	"Aorist Jus."	"    1"
vikṣip	6	vikṣepsyate	Third	Sg.	"Future Ind."	"    1"
vikṣip	6	vicikṣipe	Third	Sg.	"Perfect Ind."	"    1"
vikṣubh	4	vicukṣubhe	Third	Sg.	"Perfect Ind."	"    1"
vikṣubh	4	vikṣubdha			"Past Passive Participle"	"    1"
vikhan	1	vikhanāmi	First	Sg.	"Present Ind."	"    1"
vikhyā	2	vyakhyat	Third	Sg.	"Aorist Ind. Them."	"    1"
vikhyā	2	vikhyāyase	Second	Sg.	"Present Passive"	"    1"
vikhyā	2	vikhyāyate	Third	Sg.	"Present Passive"	"    1"
vikhyā	2	vikhyat			"Present Ind."	"    1"
vikhyā	2	vikhyātavat			"Past Active Participle"	"    1"
vikhyā	2	vikhye			Infinitive	"    1"
vikhyā	2	vikhyai			Infinitive	"    1"
vikhyāpay	10	vikhyāpayat			"Present Ind."	"    1"
vikhyāpay	10	vikhyāpita			"Past Passive Participle"	"    1"
vikhyāpay	10	vikhyāpya			"Future passive particle"	"    1"
vikhyāpay	10	vikhyāpayamāna			"Present Ind."	"    1"
vigaṇay	10	vigaṇayanti	Third	Pl.	"Present Ind."	"    1"
vigaṇay	10	vigaṇayet	Third	Sg.	"Pres. Potential"	"    1"
vigaṇay	10	vigaṇaya	Second	Sg.	"Pres. Imp."	"    1"
vigaṇay	10	vigaṇayāṃcakāra	Third	Sg.	"Perfect Ind. Peri."	"    1"
vigaṇay	10	vigaṇyante	Third	Pl.	"Present Passive"	"    1"
vigam	6	vigacchanti	Third	Pl.	"Present Ind."	"    1"
vigam	6	vigacchet	Third	Sg.	"Pres. Potential"	"    1"
vigam	6	vyagacchatām	Third	Du.	"Imperfect ind"	"    1"
vigam	6	vigamiṣyati	Third	Sg.	"Future Ind."	"    1"
vigam	6	vijagāma	Third	Sg.	"Perfect Ind."	"    1"
vigam	6	vyagacchanta	Third	Pl.	"Imperfect ind"	"    1"
vigarj	1	vigarjasi	Second	Sg.	"Present Ind."	"    1"
vigarj	1	vigarjat			"Present Ind."	"    1"
vigarh	1	vigarhate	Third	Sg.	"Present Ind."	"    1"
vigarh	1	vijagarhe	Third	Sg.	"Perfect Ind."	"    1"
vigarh	1	vigarhitavya			"Future passive particle"	"    1"
vigal	1	vigalati	Third	Sg.	"Present Ind."	"    1"
vigal	1	vigalitum			Infinitive	"    1"
vigāh	1	vigāhe	First	Sg.	"Present Ind."	"    1"
vigāh	1	vigāhante	Third	Pl.	"Present Ind."	"    1"
vigāh	1	vigāheta	Third	Sg.	"Pres. Potential"	"    1"
vigāh	1	vigāhethām	Second	Du.	"Pres. Imp."	"    1"
vigāh	1	vyagāhiṣi	First	Sg.	"Aorist Ind. Is."	"    1"
vigāh	1	vyagāhyata	Third	Sg.	"Imperfect Ind. Passive "	"    1"
vigāh	1	vigāhitā	Third	Sg.	"Future. Ind. Peri."	"    1"
vigāh	1	vigāhyate	Third	Sg.	"Present Passive"	"    1"
vigāh	1	vyagāhat	Third	Sg.	"Imperfect ind"	"    1"
vigāh	1	vigāhati	Third	Sg.	"Present Ind."	"    1"
vigāh	1	vigāhya			"Future passive particle"	"    1"
vigāh	1	vigāhitum			Infinitive	"    1"
vigāh	1	vigāhyamāna			"Present Passive"	"    1"
vigā	4	vigāyet	Third	Sg.	"Pres. Potential"	"    1"
vigā	4	vigīta			"Past Passive Participle"	"    1"
vigā	4	vigīyamāna			"Present Passive"	"    1"
vigrah	9	vijagrāha	Third	Sg.	"Perfect Ind."	"    1"
vigrah	9	vigṛhṇīta	Third	Sg.	"Pres. Potential"	"    1"
vigrah	9	vigṛhyatām	Third	Sg.	"Pres. Imperative Passive"	"    1"
vigrah	9	vigṛhṇanti	Third	Pl.	"Present Ind."	"    1"
vigrah	9	vyagrahīṣam	First	Sg.	"Aorist Ind. Is."	"    1"
vigrah	9	vigrāhya			"Future passive particle"	"    1"
vigrah	9	vigrahītavya			"Future passive particle"	"    1"
vigrah	9	vigrahītum			Infinitive	"    1"
vigrah	9	vigṛhyamāṇa			"Present Passive"	"    1"
vigrah	9	vigṛhṇāna			"Present Ind."	"    1"
vighaṭ	1	vighaṭamāna			"Present Ind."	"    1"
vighaṭṭ	1	vighaṭṭanīya			"Future passive particle"	"    1"
vighūrṇ	1	vijughūrṇa	Third	Sg.	"Perfect Ind."	"    1"
vighūrṇ	1	vyaghūrṇata	Third	Sg.	"Imperfect ind"	"    1"
vighūrṇ	1	vighūrṇa			"Past Passive Participle"	"    1"
vighūrṇ	1	vighūrṇamāna			"Present Ind."	"    1"
vighrā	3	vijighrat			"Present Ind."	"    1"
vicakṣ	2	vicakṣmahe	First	Pl.	"Present Ind."	"    1"
vicakṣ	2	vyacaṣṭa	Third	Sg.	"Imperfect ind"	"    1"
vicakṣ	2	vicakṣase	Second	Sg.	"Present Ind."	"    1"
vicakṣ	2	vyacakṣata	Third	Pl.	"Imperfect ind"	"    1"
vicakṣ	2	vicakṣāṇa			"Present Ind."	"    1"
vicaṭ	1	vicaṭat			"Present Ind."	"    1"
vicar	1	vicareyam	First	Sg.	"Pres. Potential"	"    1"
vicar	1	vicareyuḥ	Third	Pl.	"Pres. Potential"	"    1"
vicar	1	vicare	First	Sg.	"Present Ind."	"    1"
vicar	1	vicarasva	Second	Sg.	"Pres. Imp."	"    1"
vicar	1	vicariṣye	First	Sg.	"Future Ind."	"    1"
vicar	1	vyacaraḥ	Second	Sg.	"Imperfect ind"	"    1"
vicar	1	vicariṣyāvaḥ	First	Du.	"Future Ind."	"    1"
vicar	1	vicariṣyāmaḥ	First	Pl.	"Future Ind."	"    1"
vicar	1	vicariṣyatha	Second	Pl.	"Future Ind."	"    1"
vicar	1	vicaramāṇa			"Present Ind."	"    1"
vicāray	10	vicārayasi	Second	Sg.	"Present Ind."	"    1"
vicāray	10	vicārayataḥ	Third	Du.	"Present Ind."	"    1"
vicāray	10	vicārayāmaḥ	First	Pl.	"Present Ind."	"    1"
vicāray	10	vicārayanti	Third	Pl.	"Present Ind."	"    1"
vicāray	10	vicāryante	Third	Pl.	"Present Passive"	"    1"
vicāray	10	vicārayat	Third	Sg.	"Aorist Jus."	"    1"
vicāray	10	vicārayitum			Infinitive	"    1"
vicāray	10	vicārayamāṇa			"Present Ind."	"    1"
vicāray	10	vicārayitvā			Absolutive	"    1"
vical	1	vicalasi	Second	Sg.	"Present Ind."	"    1"
vical	1	vicalanti	Third	Pl.	"Present Ind."	"    1"
vical	1	vicaliṣyāmi	First	Sg.	"Future Ind."	"    1"
vicālay	10	vicālayati	Third	Sg.	"Present Ind."	"    1"
