"от 1200 до 1700"	a	1946=56.03%	"от 1200 до 1700"	ā	267=7.69%	"от 1200 до 1700"	i	209=6.02%	"от 1200 до 1700"	ī	106=3.05%	"от 1200 до 1700"	u	96=2.76%	"от 1200 до 1700"	ū	17=0.49%	"от 1200 до 1700"	o	1=0.03%	"от 1200 до 1700"	e	6=0.17%	"от 1200 до 1700"	ṛ	65=1.87%	"от 1200 до 1700"	kh	1=0.03%	"от 1200 до 1700"	gh	1=0.03%	"от 1200 до 1700"	k	3=0.09%	"от 1200 до 1700"	g	1=0.03%	"от 1200 до 1700"	ṭh	1=0.03%	"от 1200 до 1700"	ṭ	4=0.12%	"от 1200 до 1700"	ḍ	1=0.03%	"от 1200 до 1700"	ṇ	1=0.03%	"от 1200 до 1700"	ch	3=0.09%	"от 1200 до 1700"	j	43=1.24%	"от 1200 до 1700"	c	25=0.72%	"от 1200 до 1700"	th	3=0.09%	"от 1200 до 1700"	dh	24=0.69%	"от 1200 до 1700"	t	54=1.55%	"от 1200 до 1700"	d	51=1.47%	"от 1200 до 1700"	n	140=4.03%	"от 1200 до 1700"	bh	9=0.26%	"от 1200 до 1700"	p	29=0.84%	"от 1200 до 1700"	b	1=0.03%	"от 1200 до 1700"	m	39=1.12%	"от 1200 до 1700"	y	150=4.32%	"от 1200 до 1700"	r	9=0.26%	"от 1200 до 1700"	l	8=0.23%	"от 1200 до 1700"	v	6=0.17%	"от 1200 до 1700"	ṣ	36=1.04%	"от 1200 до 1700"	ś	26=0.75%	"от 1200 до 1700"	s	68=1.96%	"от 1200 до 1700"	h	21=0.60%
Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank
priya	adj	0,11424	pradā	v	0,02878	yoni	mf	0,02878	gāyatrī	f	0,01076	vasu	mn	0,01715										duhitṛ	f	0,00901																												sraj	f	0,00523										āyat	v	0,00814	mṛd	v	0,00698	yuvan	m	0,01890													ārādhay	v	0,01628																bhās	v	0,01163			
jana	m	0,10959	saṁdhyā	f	0,02791	mūrti	f	0,02849	brāhmaṇī	f	0,00988	śiśu	m	0,01599										adhikṛ	v	0,00901																												anurañj	v	0,00523										hṛt	adj	0,00785	unmad	v	0,00640	sukhin	adj	0,01890													nipātay	v	0,01628																nivas	v	0,01134			
maya	adj	0,10581	mūṣā	f	0,02645	saṁdhi	mf	0,02820	pārvatī	f	0,00959	meru	m	0,01512										ekīkṛ	v	0,00901																												udyuj	v	0,00523										śakṛt	n	0,00756	pracchad	v	0,00640	śaśin	m	0,01890													māray	v	0,01599																apsaras	f	0,01105			
ādya	adj	0,10523	gaṅgā	f	0,02616	bhakti	f	0,02820	sureśvarī	f	0,00959	sūnu	m	0,01483										niḥsṛ	v	0,00901																												vyañj	v	0,00494										triṁśat	f	0,00698	mud	f	0,00610	mānin	adj	0,01831													vāray	v	0,01570																vayas	n	0,01105			
vīra	m	0,10465	saṁkhyā	f	0,02558	jāti	f	0,02791	aṣṭamī	f	0,00930	hu	v	0,01483										tṛ	v	0,00872																																								utpat	v	0,00698	vibhid	v	0,00610	dehin	m	0,01831													udīray	v	0,01541																śās	v	0,01105			
śarīra	n	0,10407	niśā	f	0,02529	bali	m	0,02733	mahiṣī	f	0,00930	aṁśu	m	0,01395										vikṛ	v	0,00872																																								matimat	adj	0,00640	samutpad	v	0,00610	prāṇin	m	0,01715													prakāśay	v	0,01512																niras	v	0,01076			
nara	m	0,10320	cintā	f	0,02529	sakhi	m	0,02733	caturdaśī	f	0,00930	jānu	mn	0,01395										aṅgīkṛ	v	0,00814																																								ṣaṭtriṁśat	f	0,00581	svid	v	0,00581	śvan	m	0,01715													niśāmay	v	0,01512																abhyas	v	0,01076			
lakṣaṇa	n	0,10320	vihā	v	0,02471	śānti	f	0,02674	kumārī	f	0,00901	aśru	mn	0,01366										vṛ	v	0,00785																																								bṛhat	adj	0,00552	vipad	v	0,00581	vedhin	adj	0,01570													avalokay	v	0,01483																niḥśvas	v	0,01046			
puruṣa	m	0,10174	śikhā	f	0,02413	śruti	f	0,02616	ekādaśī	f	0,00872	pṛthu	adj	0,01366										vihṛ	v	0,00785																																								āpat	v	0,00552	nand	v	0,00552	prajan	v	0,01570													ālocay	v	0,01483																arśas	mn	0,01017			
antara	adj	0,09913	śaṅkā	f	0,02355	giri	m	0,02616	rohiṇī	f	0,00872	manyu	mf	0,01308										alaṁkṛ	v	0,00756																																								vīryavat	adj	0,00523	saṁsad	f	0,00523	marman	n	0,01512													dāpay	v	0,01424																vihas	v	0,00988			
karṇa	m	0,09767	nidrā	f	0,02326	mati	f	0,02587	kanakapurī	f	0,00843	bhṛgu	m	0,01163										jāgṛ	v	0,00727																																								trijagant	n	0,00494	niṣad	v	0,00523	cārin	adj	0,01483													sāray	v	0,01395																dos	n	0,00930			
varṇa	mn	0,09680	kanyakā	f	0,02209	nidhi	m	0,02529	vārāṇasī	f	0,00843	kratu	m	0,01105										vivṛ	v	0,00698																																								dvātriṁśat	f	0,00494	saṁvid	v	0,00494	veśman	n	0,01453													veṣṭay	v	0,01395																samādis	v	0,00901			
krama	m	0,09651	avasthā	v	0,02209	sātyaki	m	0,02442	dvādaśī	f	0,00843	ṛtu	m	0,01076										paripṛ	v	0,00669																																								hanumant	m	0,00494				mahātman	adj	0,01424													āśvāsay	v	0,01395																mahas	n	0,00843			
deśa	m	0,09506	mālā	f	0,02180	nābhi	f	0,02384	khecarī	f	0,00843	bhīru	adj	0,01076										anusṛ	v	0,00640																																								anuvṛt	v	0,00494				varṣin	adj	0,01424													lepay	v	0,01366																vakṣas	n	0,00843			
bīja	mn	0,09360	latā	f	0,02180	prāpti	f	0,02355	śī	v	0,00843	rāhu	m	0,00959										ākṛ	v	0,00640																																								parivṛt	v	0,00494				gāmin	adj	0,01424													śodhay	v	0,01366																purodhas	m	0,00785			
pāda	m	0,09331	sevā	f	0,02122	vāri	n	0,02355	adhī	v	0,00843	dhenu	f	0,00901										puraskṛ	v	0,00640																																														dāyin	adj	0,01424													arjay	v	0,01337																mās	m	0,00698			
sattva	n	0,09215	ājñā	f	0,02093	pravṛtti	f	0,02326	pariṇī	v	0,00843	vidru	v	0,00872										vaśīkṛ	v	0,00640																																														abhiman	v	0,01424													nivāray	v	0,01337																viśvas	v	0,00698			
cakra	n	0,09128	sudhā	f	0,02093	utpatti	f	0,02267	oṣadhī	f	0,00843	sru	v	0,00843										parihṛ	v	0,00610																																														han	adj	0,01424													samarpay	v	0,01337																aṅgiras	m	0,00669			
jala	n	0,09011	nidhā	v	0,02064	kṣiti	f	0,02267	jāhnavī	f	0,00814	abhimanyu	m	0,00814										prahṛ	v	0,00581																																														kṛtin	adj	0,01395													pratipāday	v	0,01308																sahas	n	0,00669			
divya	adj	0,08953	daśā	f	0,02006	kānti	f	0,02238	kāminī	f	0,00785	ketu	m	0,00785										saṁvṛ	v	0,00581																																														hastin	m	0,01366													vijñapay	v	0,01308																upās	v	0,00669			
vāta	m	0,08924	rakṣā	f	0,01977	asthi	n	0,02238	bhaginī	f	0,00785	dasyu	m	0,00785										vidhātṛ	m	0,00552																																														vāsin	adj	0,01308													racay	v	0,01279																upavas	v	0,00640			
duḥkha	n	0,08924	senā	f	0,01977	udi	v	0,02238	pippalī	f	0,00756	cāru	adj	0,00756										ādṛ	v	0,00523																																														hārin	adj	0,01308													parikīrtay	v	0,01279																bhās	fn	0,00581			
sukha	n	0,08924	khyā	v	0,01977	viśrānti	f	0,02209	satyavatī	f	0,00727	tanu	adj	0,00756										upasaṁhṛ	v	0,00523																																														parvan	n	0,01250													preṣay	v	0,01279																śreyas	adj	0,00552			
kāma	m	0,08866	jvālā	f	0,01860	vṛṣṭi	f	0,02151	kākamācī	f	0,00698	tantu	m	0,00756										śrotṛ	adj	0,00494																																														āhan	v	0,01250													dūṣay	v	0,01250																uras	n	0,00523			
indra	m	0,08750	apekṣā	f	0,01831	drauṇi	m	0,02122	valī	f	0,00698	śaṁtanu	m	0,00756										avakṛ	v	0,00494																																														vartman	n	0,01221													tarpay	v	0,01250																ullas	v	0,00523			
hṛdaya	n	0,08750	āśā	f	0,01831	abdhi	m	0,02035	dūtī	f	0,00698	śilājatu	mn	0,00756										vikṛ	v	0,00494																																														brahmacārin	m	0,01221													niyojay	v	0,01250																vilas	v	0,00523			
īśvara	m	0,08721	gā	v	0,01831	rati	f	0,02035	upanī	v	0,00698	viśru	v	0,00756																																																										preman	mn	0,01221													pradarśay	v	0,01250																purūravas	m	0,00494			
rudra	m	0,08692	dharā	f	0,01744	nīti	f	0,02006	nirṇī	v	0,00698	maru	m	0,00727																																																										śikhaṇḍin	m	0,01192													sampūjay	v	0,01221																dhvaṁs	v	0,00494			
ja	adj	0,08605	prasthā	v	0,01744	niści	v	0,02006	vilī	v	0,00698	iṣu	mf	0,00727																																																										kirīṭin	m	0,01163													pālay	v	0,01192																bhūriśravas	m	0,00465			
dhana	n	0,08517	kāntā	f	0,01686	prahi	v	0,01948	vāṇī	f	0,00669	plu	v	0,00727																																																										adhikārin	adj	0,01134													vicāray	v	0,01192																					
kṣaya	m	0,08488	lajjā	f	0,01686	smṛti	f	0,01860	piṣṭī	f	0,00669	bhikṣu	m	0,00698																																																										vājin	m	0,01134													mohay	v	0,01163																					
ātmaka	adj	0,08488	jarā	f	0,01686	rāśi	mf	0,01773	pratī	v	0,00669	śigru	mfn	0,00698																																																										roman	n	0,01134													īray	v	0,01134																					
dina	mn	0,08430	āsthā	v	0,01686	samādhi	m	0,01744	vikrī	v	0,00669	ikṣu	m	0,00669																																																										āśin	adj	0,01105													niveśay	v	0,01134																					
pitta	n	0,08372	pā	v	0,01657	atithi	m	0,01715	vāpī	f	0,00640	rajju	mf	0,00669																																																										carman	n	0,01076													prasāday	v	0,01134																					
parama	adj	0,08256	jihvā	f	0,01628	mahīpati	m	0,01715	mādrī	f	0,00640	ādru	v	0,00669																																																										aṣṭādaśan	adj	0,01076													palāy	v	0,01134																					
bhūta	mn	0,08227	sītā	f	0,01628	viji	v	0,01715	mālinī	f	0,00640	bhānu	m	0,00640																																																										śikhin	m	0,01076													tāḍay	v	0,01105																					
ratha	m	0,08198	mūrchā	f	0,01628	aṅguli	mf	0,01686	draupadī	f	0,00640	mumukṣu	adj	0,00640																																																										darśin	adj	0,01076													prārthay	v	0,01105																					
viṣa	n	0,08081	saṁsthā	v	0,01628	saṁvitti	f	0,01657	dharaṇī	f	0,00640	jiṣṇu	m	0,00610																																																										niyogin	m	0,01046													yodhay	v	0,01076																					
viśeṣa	m	0,08052	rekhā	f	0,01599	dhṛti	f	0,01599	kauśāmbī	f	0,00640	snāyu	fn	0,00581																																																										vitan	v	0,01046													sveday	v	0,01076																					
prathama	adj	0,08052	mudrā	f	0,01599	vasti	mf	0,01570	kālī	f	0,00610	śmaśru	mn	0,00581																																																										dhanvin	adj	0,01017													sūcay	v	0,01076																					
mūla	mn	0,07965	gā	v	0,01570	śuci	adj	0,01570	aiśānī	f	0,00610	pṛthu	m	0,00581																																																										sambandhin	adj	0,00988													aṅkay	v	0,01046																					
antara	n	0,07907	dhā	v	0,01570	śri	v	0,01570	navamī	f	0,00610	saktu	m	0,00552																																																										sākṣin	m	0,00988													jīvay	v	0,01046																					
sahasra	mn	0,07878	andhamūṣā	mf	0,01541	keli	mf	0,01541	lāṅgalī	f	0,00610	madhu	m	0,00552																																																										ūṣman	m	0,00959													saṁcintay	v	0,01046																					
vipra	m	0,07878	cikitsā	f	0,01541	añjali	m	0,01541	medinī	f	0,00610	tālu	mn	0,00552																																																										bhāgin	adj	0,00959													pradāpay	v	0,01046																					
aṅga	n	0,07849	guṭikā	f	0,01541	ukti	f	0,01541	saptamī	f	0,00581	svayambhu	m	0,00552																																																										caturdaśan	adj	0,00959													parivarjay	v	0,01017																					
bhaya	n	0,07849	gayā	f	0,01541	granthi	m	0,01541	rākṣasī	f	0,00581	cañcu	mf	0,00552																																																										saṁhan	v	0,00930													vidāray	v	0,01017																					
śāstra	n	0,07820	sabhā	f	0,01512	prabhṛti	f	0,01541	maitrī	f	0,00581	pāyu	mn	0,00523																																																										paramātman	m	0,00901													kṣapay	v	0,01017																					
ācāra	m	0,07732	ādhā	v	0,01512	kṛmi	m	0,01512	vallī	f	0,00581	sādhu	m	0,00523																																																										karin	m	0,00872													śikṣay	v	0,00988																					
dvaya	n	0,07732	līlā	f	0,01483	bhukti	f	0,01512	devadālī	f	0,00581	śatakratu	m	0,00523																																																										ekādaśan	adj	0,00872													mūrchay	v	0,00988																					
kula	n	0,07616	vedanā	f	0,01483	ari	m	0,01483	krī	v	0,00581	śvayathu	m	0,00494																																																										mahiman	m	0,00843													vañcay	v	0,00988																					
śara	m	0,07616	adhiṣṭhā	v	0,01483	āvali	f	0,01483	ceṭī	f	0,00552	ākhu	m	0,00494																																																										jñānin	adj	0,00843													gaṇay	v	0,00959																					
indriya	n	0,07558	kṛpā	f	0,01453	dadhi	n	0,01483	harītakī	f	0,00552	pāṇḍu	adj	0,00494																																																										cakravartin	m	0,00843													ānāyay	v	0,00959																					
ratna	mn	0,07500	vāsanā	f	0,01453	ahi	m	0,01395	dāsī	f	0,00552	sindhu	mn	0,00494																																																										nāśin	adj	0,00785													peṣay	v	0,00930																					
dravya	n	0,07442	tanayā	f	0,01453	akṣi	n	0,01395	unnī	v	0,00552	guggulu	mn	0,00494																																																										vināśin	adj	0,00785													pācay	v	0,00901																					
uttama	adj	0,07384	samāyā	v	0,01424	adhipati	m	0,01395	akṣauhiṇī	f	0,00523	aguru	mn	0,00465																																																										kṛtavarman	m	0,00727													bodhay	v	0,00901																					
astra	mn	0,07384	priyā	f	0,01395	bhūri	adj	0,01366	rukmiṇī	f	0,00523	icchu	adj	0,00465																																																										dhanin	adj	0,00727													mantray	v	0,00901																					
dvija	m	0,07325	upasthā	v	0,01395	saṁnidhi	m	0,01337	revatī	f	0,00523	ruru	m	0,00465																																																										vyāpin	adj	0,00727													ghātay	v	0,00901																					
agra	n	0,07296	āhvā	v	0,01366	tithi	mf	0,01337	jānakī	f	0,00523																																																													phaṇin	m	0,00727													āvartay	v	0,00901																					
maṇḍala	mfn	0,07296	abhidhā	f	0,01337	hāni	f	0,01337	vaiṣṇavī	f	0,00523																																																													pañcadaśan	adj	0,00727													prapūjay	v	0,00901																					
vana	n	0,07180	bālā	f	0,01337	prajāpati	m	0,01337	kunaṭī	f	0,00494																																																													ekākin	adj	0,00698													praveśay	v	0,00901																					
traya	n	0,07122	bhāvanā	f	0,01308	nivṛtti	f	0,01308	aśmarī	mf	0,00494																																																													upayogin	adj	0,00698													cūrṇay	v	0,00872																					
sthāna	n	0,07122	vyākhyā	v	0,01308	aruci	f	0,01308	devayānī	f	0,00494																																																													rakṣin	adj	0,00698													āvāhay	v	0,00872																					
hasta	mn	0,07122	aṅganā	f	0,01279	dhvani	m	0,01279	pallī	f	0,00494																																																													savyasācin	m	0,00698													sambhāvay	v	0,00872																					
svabhāva	m	0,07035	kṛṣṇā	f	0,01250	vikṛti	f	0,01250	gāndhārī	f	0,00494																																																													sāman	n	0,00698													visarjay	v	0,00872																					
kapha	m	0,06948	dakṣiṇā	f	0,01250	vyakti	f	0,01221	grahaṇī	f	0,00494																																																													śāyin	adj	0,00698													mocay	v	0,00843																					
bhāga	m	0,06919	śayyā	f	0,01250	bṛhaspati	m	0,01221	urvaśī	f	0,00465																																																													dhārin	adj	0,00669													bhojay	v	0,00843																					
rājya	n	0,06860	vyathā	f	0,01250	kīrti	f	0,01192	yoginī	f	0,00465																																																													varman	mn	0,00669													tāpay	v	0,00814																					
gaṇa	m	0,06744	guñjā	f	0,01250	vyāpti	f	0,01192																																																																jīvin	adj	0,00669													bhūṣay	v	0,00814																					
kṛṣṇa	m	0,06657	mā	v	0,01250	vṛṣṇi	m	0,01192																																																																gāṇḍīvadhanvan	m	0,00669													ācchāday	v	0,00785																					
ādika	adj	0,06657	yātrā	f	0,01221	oṣadhi	mf	0,01163																																																																grāhin	adj	0,00640													āliṅgay	v	0,00785																					
vajra	mn	0,06628	mātrā	f	0,01221	stuti	f	0,01163																																																																samman	v	0,00640													guṇay	v	0,00785																					
ga	adj	0,06628	krīḍā	f	0,01221	niyati	f	0,01134																																																																tapasvin	m	0,00640													drāvay	v	0,00785																					
adhyāya	m	0,06599	ceṣṭā	f	0,01192	ṣaṣṭi	f	0,01134																																																																samayin	m	0,00640													nāśay	v	0,00785																					
sūta	mn	0,06570	śākhā	f	0,01192	chardi	f	0,01134																																																																vāhin	adj	0,00610													parikalpay	v	0,00785																					
vatsa	m	0,06512	nāsā	f	0,01163	tṛpti	f	0,01134																																																																vaśin	adj	0,00610													vāpay	v	0,00785																					
vara	adj	0,06482	vyavasthā	v	0,01163	vismi	v	0,01134																																																																rogin	adj	0,00610													dīkṣay	v	0,00756																					
darśana	n	0,06482	kalpanā	f	0,01134	kṛṣi	f	0,01076																																																																dharmin	adj	0,00610													utpāday	v	0,00756																					
upāya	m	0,06453	anuṣṭhā	v	0,01134	ambudhi	m	0,01076																																																																svarūpin	adj	0,00610													īpsay	v	0,00756																					
da	adj	0,06453	niryā	v	0,01134	adri	m	0,01046																																																																praṇayin	adj	0,00610													dāray	v	0,00727																					
mala	mn	0,06395	samutthā	v	0,01105	bhitti	f	0,01046																																																																upahan	v	0,00610													abhyarthay	v	0,00727																					
sura	m	0,06395	dayā	f	0,01076	avadhi	m	0,01017																																																																yogin	adj	0,00581													arday	v	0,00727																					
puṣpa	n	0,06395	ākhyā	v	0,01076	dyuti	f	0,01017																																																																śarvavarman	m	0,00581													parivāray	v	0,00727																					
vrata	n	0,06366	karuṇā	f	0,01046	dhanvantari	m	0,00988																																																																śarīrin	m	0,00581													āropay	v	0,00698																					
karaṇa	n	0,06337	dhārā	f	0,01046	mauli	mf	0,00959																																																																dvijanman	djma	0,00552													vyāpāday	v	0,00698																					
viṣaya	mn	0,06337	bhadrā	f	0,01046	kapi	m	0,00930																																																																sāman	n	0,00552													saṁmarday	v	0,00669																					
brāhmaṇa	m	0,06337	vasudhā	f	0,01046	anādi	adj	0,00930																																																																bhedin	adj	0,00523													śoṣay	v	0,00640																					
garbha	m	0,06250	pratijñā	f	0,01046	saṁtati	f	0,00930																																																																majjan	m	0,00523													avadhāray	v	0,00640																					
abhāva	m	0,06221	nirmā	v	0,01046	kālarātri	f	0,00930																																																																aśman	mn	0,00523													vāhay	v	0,00610																					
dāna	n	0,06163	pratiṣṭhā	v	0,01046	ārti	f	0,00930																																																																vidhāyin	adj	0,00523													vardhay	v	0,00610																					
bhoga	m	0,06017	rūpatā	f	0,01017	ruci	f	0,00930																																																																abhihan	v	0,00523													toṣay	v	0,00610																					
loha	mn	0,06017	jaṅghā	f	0,01017	raśmi	mf	0,00901																																																																upajan	v	0,00523													udghāṭay	v	0,00610																					
jvara	m	0,06017	sirā	f	0,01017	druti	f	0,00901																																																																bhogin	m	0,00494													upapāday	v	0,00581																					
śubha	adj	0,06017	samādā	v	0,01017	muṣṭi	mf	0,00901																																																																manasvin	adj	0,00494													upalakṣay	v	0,00581																					
udaya	m	0,05930	triphalā	mf	0,00988	nirji	v	0,00901																																																																vajrin	m	0,00494													āveday	v	0,00552																					
khaṇḍa	mn	0,05930	śivā	f	0,00988	narapati	m	0,00872																																																																dantin	m	0,00494													prakalpay	v	0,00552																					
uttara	adj	0,05901	piṣṭikā	f	0,00988	saṁkrānti	f	0,00843																																																																vairin	m	0,00494													prāpay	v	0,00552																					
īśa	m	0,05901	caryā	f	0,00988	kāṇabhūti	m	0,00843																																																																virodhin	adj	0,00494													sammantray	v	0,00552																					
māṁsa	n	0,05901	saṁdhā	v	0,00988	nirvṛti	f	0,00843																																																																plīhan	m	0,00494													śamay	v	0,00552																					
śiṣya	m	0,05901	tvarā	f	0,00959	anupapatti	f	0,00814																																																																nivāsin	adj	0,00465													kāmay	v	0,00523																					
pura	n	0,05872	pratiṣṭhā	f	0,00959	bhūti	f	0,00814																																																																śrāddhin	adj	0,00465													coday	v	0,00523																					
tulya	adj	0,05756	upādā	v	0,00959	viṁśati	f	0,00814																																																																narman	n	0,00465													stambhay	v	0,00523																					
rāga	m	0,05698	śuddhavidyā	f	0,00959	bhīti	f	0,00814																																																																															saṁsthāpay	v	0,00523																					
rāma	m	0,05698	tulā	f	0,00930	jaladhi	m	0,00814																																																																															miśray	v	0,00523																					
madhura	adj	0,05669	jāyā	f	0,00930	vibhūti	f	0,00814																																																																															vibhūṣay	v	0,00523																					
mokṣa	m	0,05669	śraddhā	f	0,00930	śauri	m	0,00814																																																																															melay	v	0,00523																					
adhika	adj	0,05610	prathā	f	0,00930	puṣṭi	f	0,00814																																																																															bhrāmay	v	0,00494																					
gandha	mn	0,05610	caṇḍikā	f	0,00930	kavi	m	0,00785																																																																															khaṇḍay	v	0,00494																					
uṣṇa	adj	0,05581	parīkṣā	f	0,00901	ekaviṁśati	f	0,00785																																																																															saṁtarpay	v	0,00494																					
satya	n	0,05552	bhikṣā	f	0,00901	aśani	mf	0,00785																																																																															samāsāday	v	0,00494																					
śoka	m	0,05523	ahaṁtā	f	0,00901	sārathi	m	0,00785																																																																															niṣecay	v	0,00494																					
roga	mn	0,05494	lākṣā	f	0,00901	atri	m	0,00756																																																																															namasy	v	0,00494																					
anna	n	0,05465	prajñā	f	0,00901	rūḍhi	f	0,00756																																																																																																						
tāra	mn	0,05465	muktā	f	0,00901	tuṭi	mf	0,00756																																																																																																						
mitra	mn	0,05465	pidhā	v	0,00901	senāpati	m	0,00756																																																																																																						
mahāpurāṇa	n	0,05436	ambikā	f	0,00872	kali	m	0,00727																																																																																																						
sūrya	m	0,05436	maryādā	f	0,00872	sampatti	f	0,00727																																																																																																						
ghora	adj	0,05436	vasā	f	0,00872	upādhi	m	0,00727																																																																																																						
bhīṣma	m	0,05407	surā	f	0,00872	vāsuki	m	0,00727																																																																																																						
pāpa	n	0,05378	veśyā	f	0,00872	tuṣṭi	f	0,00727																																																																																																						
gāruḍa	n	0,05378	antardhā	v	0,00872	samprāpti	f	0,00727																																																																																																						
arjuna	m	0,05349	karṇikā	f	0,00843	pratipatti	f	0,00727																																																																																																						
vacana	n	0,05349	rujā	f	0,00843	catuḥṣaṣṭi	f	0,00727																																																																																																						
svarūpa	n	0,05349	niṣṭhā	f	0,00814	upapatti	f	0,00698																																																																																																						
ānanda	m	0,05320	ātmajā	f	0,00814	śakuni	m	0,00698																																																																																																						
kṣīra	n	0,05320	devasmitā	f	0,00814	svasti	fn	0,00698																																																																																																						
kara	m	0,05291	velā	f	0,00814	ci	v	0,00698																																																																																																						
kopa	m	0,05291	pratijñā	v	0,00814	abhivyakti	f	0,00669																																																																																																						
ardha	mn	0,05291	dhāraṇā	f	0,00785	āhuti	f	0,00669																																																																																																						
pārtha	m	0,05291	umā	f	0,00785	kriyāśakti	f	0,00669																																																																																																						
pattra	mn	0,05262	laṅkā	f	0,00785	kaṭi	f	0,00640																																																																																																						
droṇa	m	0,05262	spṛhā	f	0,00785	aśuddhi	f	0,00640																																																																																																						
alpa	adj	0,05232	kṣamā	f	0,00785	diṣṭi	f	0,00640																																																																																																						
amṛta	n	0,05203	tirodhā	v	0,00785	dampati	m	0,00640																																																																																																						
śeṣa	mn	0,05174	vibhā	v	0,00785	pratīti	f	0,00640																																																																																																						
dvitīya	adj	0,05087	saṁkalikā	f	0,00785	pūrṇāhuti	f	0,00640																																																																																																						
kāṇḍa	mn	0,05058	jaṭā	f	0,00756	saṁgati	f	0,00610																																																																																																						
arka	m	0,04971	dolā	f	0,00756	kukṣi	mf	0,00610																																																																																																						
jña	adj	0,04942	tārā	f	0,00756	ambhodhi	m	0,00610																																																																																																						
bhīma	m	0,04913	sāraṇā	fn	0,00756	arāti	m	0,00610																																																																																																						
