Smaradīpikā, 1: 1;1 1;harakopānalenaiva bhasmībhūyākarot smaraḥ |;
Smaradīpikā, 1: 1;1 2;arddhaṁ nārīśarīraṁ hi yaś ca tasmai namo .stu te ||;
Smaradīpikā, 1: 1;2 1;samyag ārādhitaḥ kāmaḥ sugandhikusumādibhiḥ |;
Smaradīpikā, 1: 1;2 2;vidadhāti varastrīṇāṁ mānagranthivimocanam ||;
Smaradīpikā, 1: 1;3 1;smaran nirjitya rudreṇa paścād uddīpitaḥ smaraḥ |;
Smaradīpikā, 1: 1;3 2;tena tannāmadheyena nirmitā smaradīpikā ||;
Smaradīpikā, 1: 1;4 1;anekakāmaśāstrāṇāṁ sāram ākṛṣya yatnataḥ |;
Smaradīpikā, 1: 1;4 2;bālavyutpattaye strīṇāṁ cittasaṁtoṣaṇāya ca |;
Smaradīpikā, 1: 1;4 3;prabodhāya varastrīṇāṁ tuṣṭyai ratisukhāya ca ||;
Smaradīpikā, 1: 1;5 1;gargeṇābhāṣitāṁ samyag vakṣyāmi smaradīpikām |;
Smaradīpikā, 1: 1;5 2;yasya vijñānamātreṇa mūrkho .pi ratiraṅgadhīḥ ||;
Smaradīpikā, 1: 1;6 1;bālikā taruṇī prauḍhā vṛddhā ceti viśeṣataḥ |;
Smaradīpikā, 1: 1;6 2;jñātavyo hy anvitaḥ kāmo dhruvaṁ śṛṅgāram icchatā ||;
Smaradīpikā, 1: 1;7 1;kāmaśāstrasya tattvajñā jāyante sundarīpriyāḥ |;
Smaradīpikā, 1: 1;7 2;kāmaśāstram ajānanto ramante paśuvat striyam ||;
Smaradīpikā, 1: 1;8 1;nānānibandhaiḥ suratopacāraiḥ krīḍāsukhaṁ janmaphalaṁ kiṁ saurabheyīśatamadhyavartī vṛṣo .pi saṁbhogasukhaṁ |;
Smaradīpikā, 1: 1;9 1;svanārīrakṣaṇaṁ puṁsāṁ paranāryanurañjanam |;
Smaradīpikā, 1: 1;9 2;bandhabhedeṅgitajñānam etat phalam udāhṛtam ||;
Smaradīpikā, 1: 1;10 1;yena saṁvatsaro dṛṣṭaḥ sakṛt kāmaḥ susevitaḥ |;
Smaradīpikā, 1: 1;10 2;tena sarvam idaṁ dṛṣṭaṁ punar āvartitaṁ jagat ||;
Smaradīpikā, 1: 1;11 1;prathamaṁ lakṣaṇaṁ puṁsāṁ strīṇāṁ ca tadanantaram |;
Smaradīpikā, 1: 1;11 2;dhvajasya lakṣaṇaṁ proktaṁ bhagalakṣaṇasaṁyutam ||;
Smaradīpikā, 1: 1;12 1;kāmasthānāni saṁlakṣya punaḥ samyakpracālanam |;
Smaradīpikā, 1: 1;12 2;punaḥ ṣoḍaśa bandhāś ca tathaivādhomukhāś ca ṣaṭ ||;
Smaradīpikā, 1: 1;13 1;dvau bandhau sundarīṇāṁ ca paścān mukharataṁ tathā |;
Smaradīpikā, 1: 1;13 2;bāhyaṁ rataṁ tataḥ kuryād rataṁ deśaviśeṣajam ||;
Smaradīpikā, 1: 1;14 1;iṅgitasya parijñānaṁ dūtyāś ca tadanantaram |;
Smaradīpikā, 1: 1;14 2;tathāṣṭanāyikāyāś ca mantrauṣadhisutodayaḥ ||;
Smaradīpikā, 1: 1;15 1;śaśo mṛgo vṛṣaś caiva caturthas tu hayas tathā |;
Smaradīpikā, 1: 1;15 2;kathayāmi kramāt puṁsām etaj jāticatuṣṭayam ||;
Smaradīpikā, 1: 1;16 1;mṛducapalasuśīlaḥ komalāṅgaḥ suveṣaḥ |;
Smaradīpikā, 1: 1;17 1;vadati madhuravāṇīṁ nṛtyagītānuraktaḥ |;
Smaradīpikā, 1: 1;17 2;dvijasuragurubhakto bandhuyukto dhanāḍhyaḥ ||;
Smaradīpikā, 1: 1;18 1;strījito gāyanaś caiva nārīsattvaparaḥ sukhī |;
Smaradīpikā, 1: 1;18 2;ṣaḍaṅgulo bhaven meḍhraḥ śrīmāṁś ca śaśako mataḥ ||;
Smaradīpikā, 1: 1;19 1;vadati madhuravāṇīṁ raktanetraḥ suśīlaḥ |;
Smaradīpikā, 1: 1;20 1;udarakaṭikṛśaḥ syād dīrghabimbādharauṣṭho |;
Smaradīpikā, 1: 1;21 1;alpabhug dhārmikaś caiva satyavādī priyaṁvadaḥ |;
Smaradīpikā, 1: 1;21 2;aṣṭāṅgulo bhaven meḍhro rūpayukto mṛgo mataḥ ||;
Smaradīpikā, 1: 1;22 1;vṛṣo yathā udarakaṭikṛśāsyaḥ śīghragāmī natāṁsaḥ |;
Smaradīpikā, 1: 1;23 1;vyasanakṛpaṇabuddhiḥ strīvaśaḥ strīvilāso |;
Smaradīpikā, 1: 1;24 1;upakāraparo nityaṁ strīvaśī śleṣmalas tathā |;
Smaradīpikā, 1: 1;24 2;lubdhaś ca kṛpaṇaś caiva mithyāvādī ca nirbhayaḥ |;
Smaradīpikā, 1: 1;24 3;daśāṅgulaśarīras tu medasvī vṛṣabho mataḥ ||;
Smaradīpikā, 1: 1;25 1;hayo yathā udarakaṭikṛśāsyo dīrghakaṇṭhādharoṣṭhaḥ |;
Smaradīpikā, 1: 1;25 2;daśanavadananetraṁ tasya dīrgho .pi nābhiḥ ||;
Smaradīpikā, 1: 1;26 1;lubdhaś ca kṛpaṇaś caiva mithyāvādī ca nirbhayaḥ ||;
Smaradīpikā, 1: 1;27 1;dvādaśāṅgulameḍhras tu kuśalo .pi hayo mataḥ ||;
Smaradīpikā, 1: 1;28 1;iti puruṣalakṣaṇāni catvāri ||;Pañcārthabhāṣya PABh zu PāśupSūtra, 4, 22: 120 2;puruṣa iti pauruṣyānupūraṇāc ca puruṣaḥ ||;!;;
Smaradīpikā, 1: 1;29 1;atha strīṇāṁ jāticatuṣṭayaprakaraṇam |;
Smaradīpikā, 1: 1;29 2;padminī citriṇī caiva śaṅkhinī hastinī tathā |;
Smaradīpikā, 1: 1;29 3;pratyekaṁ ca varastrīṇāṁ khyātaṁ jāticatuṣṭayam ||;
Smaradīpikā, 1: 1;30 1;padminī yathā bhavati kamalanetrā nāsikād ūrdhvarandhrā |;
Smaradīpikā, 1: 1;31 1;mṛdugamanasuśīlā nṛtyagītānuraktā sakalaguṇasuveṣā |;
Smaradīpikā, 1: 1;32 1;śaśivadanā bimbauṣṭhī tanvī tāmranakhī tathā |;
Smaradīpikā, 1: 1;32 2;mandagā lajjitā śyāmā raktaprāntavilocanā ||;
Smaradīpikā, 1: 1;33 1;gāyanī suratāḍhyā ca pārāvatakalasvanā |;
Smaradīpikā, 1: 1;33 2;svalpāhārā sukeśī ca padmagandhā ca padminī ||;
Smaradīpikā, 1: 1;34 1;citriṇī yathā bhavati vipulakeśā nātidīrghā na kharvā |;
Smaradīpikā, 1: 1;35 1;kaṭhinaghanakucāḍhyā sundarī bandhaśīlā |;
