BījaN, 1: 1;1 1;kilbiṣaṁ ca kṣayaṁ nītvā ruciraṁ caiva cintayet atha kramād bījavidhānaṁ ca śrutyarthajñānasambhavam ||;

BījaN, 1: 1;3 1;vidyujjihvā kālavaktrā mahākālair alaṁkṛtā ||;
BījaN, 1: 1;4 1;viśabījaṁ śrutimukhaṁ dhruvaṁ hālāhalaṁ priye ca tat ||;
BījaN, 1: 1;5 1;caṇḍīśaḥ kṣatajārūḍho dhūmrabhairavyalaṁkṛtaḥ |;
BījaN, 1: 1;5 2;nādabindusamāyukto bījaṁ viṣṇupriyā mataṁ śrīṁ ||;
BījaN, 1: 1;6 1;kṣatajastho vyomavaktro dhūmrabhairavyalaṁkṛtaḥ |;
BījaN, 1: 1;6 2;nādabindusamāyukto bījaṁ prāthamikaṁ smṛtaṁ hrīṁ ||;
BījaN, 1: 1;7 1;krodhīśaḥ kṣatajārūḍho dhūmrabhairavyalaṁkṛtaḥ |;
BījaN, 1: 1;7 2;nādabindusamāyuktaḥ pitṛbhūvāsinī smṛtaḥ krīṁ ||;
BījaN, 1: 1;8 1;vidārīyuktaṁ vyomāsyaṁ rudrarākiṇyalaṁkṛtam |;
BījaN, 1: 1;8 2;kūrcaṁ kālaṁ krodhabījaṁ jānīhi vīravandite hūṁ ||;
BījaN, 1: 1;9 1;nādabindusamāyuktāṁ samādāyograbhairavīm |;
BījaN, 1: 1;9 2;bhautikaṁ vāgbhavaṁ bījaṁ viddhi sārasvataṁ priye ai ||;
BījaN, 1: 1;10 1;pralayāgnir mahājvālaḥ khyātaś cāstramanuḥ priye phaṭ ||;
BījaN, 1: 1;11 1;krodhīśaraktabhīmākṣyo .ṅkuśo .yaṁ nādabindumān kroṁ |;
BījaN, 1: 1;12 1;dviṭhaḥ śiro vahnijāyā svāhā jvalanavallabhā svāhā ||;

BījaN, 1: 1;14 1;vyomāsyaḥ kālarātryārḍhyo varma bindīndusaṁyutaḥ |;
BījaN, 1: 1;14 2;kathitaṁ kavacaṁ bījaṁ kulācārapriye .male huṁ ||;
BījaN, 1: 1;15 1;vyomāsyaḥ kṣatajārūḍho ḍākinīnādabindubhiḥ |;
BījaN, 1: 1;15 2;jyotir mantraḥ samākhyāto mahāpātakanāśanaḥ hrauṁ ||;
BījaN, 1: 1;16 1;saṁyukto dhūmrabhairavyā raktastho balibhojanaḥ |;
BījaN, 1: 1;16 2;nādabindusamāyuktaḥ kiṅkiṇībījam uttamam drīṁ ||;
BījaN, 1: 1;17 1;bahurūpiṇam ādāya kṣatajokṣitasaṁsthitam |;
BījaN, 1: 1;17 2;vidāryāliṅgitaṁ tadvad viśeṣārtho mahāmanuḥ bhrūṁ ||;
BījaN, 1: 1;18 1;dhūmradhvajādhaḥ kālāgniḥ sordhvakeśīndubindubhiḥ |;
