SūrSiddh, 1: 1;1 1;acintyāvyaktarūpāya nirguṇāya guṇātmane |;
SūrSiddh, 1: 1;1 2;samastajagadādhāramūrtaye brahmaṇe namaḥ ||;
SūrSiddh, 1: 1;2 1;alpāvaśiṣṭe tu kṛte mayo nāma mahāsuraḥ |;
SūrSiddh, 1: 1;2 2;rahasyaṁ paramaṁ puṇyaṁ jijñāsur jñānam uttamam ||;
SūrSiddh, 1: 1;3 1;vedāṅgam agryam akhilaṁ jyotiṣāṁ gatikāraṇam |;
SūrSiddh, 1: 1;3 2;ārādhayan vivasvantaṁ tapas tepe suduścaram ||;
SūrSiddh, 1: 1;4 1;toṣitas tapasā tena prītas tasmai varārthine |;
SūrSiddh, 1: 1;4 2;grahāṇāṁ caritaṁ prādān mayāya savitā svayam ||;
SūrSiddh, 1: 1;5 1;viditas te mayā bhāvas toṣitas tapasā hy aham |;
SūrSiddh, 1: 1;5 2;dadyāṁ kālāśrayaṁ jñānaṁ grahāṇāṁ caritaṁ mahat ||;
SūrSiddh, 1: 1;6 1;na me tejaḥsahaḥ kaścid ākhyātuṁ nāsti me kṣaṇaḥ |;
SūrSiddh, 1: 1;6 2;madaṁśaḥ puruṣo .yaṁ te niḥśeṣaṁ kathayiṣyati ||;
SūrSiddh, 1: 1;7 1;ity uktvāntardadhe devaḥ samādiśyāṁśam ātmanaḥ |;
SūrSiddh, 1: 1;7 2;sa pumān mayam āhedaṁ praṇataṁ prāñjalisthitam ||;
SūrSiddh, 1: 1;8 1;śṛṇuṣvaikamanāḥ pūrvaṁ yad uktaṁ jñānam uttamam |;
SūrSiddh, 1: 1;8 2;yuge yuge maharṣīṇāṁ svayam eva vivasvatā ||;
SūrSiddh, 1: 1;9 1;śāstram ādyaṁ tad evedaṁ yat pūrvaṁ prāha bhāskaraḥ |;
SūrSiddh, 1: 1;9 2;yugānāṁ parivartena kālabhedo .tra kevalaḥ ||;
SūrSiddh, 1: 1;10 1;lokānām antakṛt kālaḥ kālo .nyaḥ kalanātmakaḥ |;
SūrSiddh, 1: 1;10 2;sa dvidhā sthūlasūkṣmatvān mūrtaś cāmūrta ucyate ||;
SūrSiddh, 1: 1;11 1;prāṇādiḥ kathito mūrtas truṭyādyo .mūrtasaṁjñakaḥ |;
SūrSiddh, 1: 1;11 2;ṣaḍbhiḥ prāṇair vināḍī syāt tatṣaṣṭyā nāḍikā smṛtā ||;
SūrSiddh, 1: 1;12 1;nāḍīṣaṣṭyā tu nākṣatram ahorātraṁ prakīrtitam |;
SūrSiddh, 1: 1;12 2;tattriṁśatā bhaven māsaḥ sāvano .rkodayais tathā ||;
SūrSiddh, 1: 1;13 1;aindavas tithibhis tadvat saṁkrāntyā saura ucyate |;
SūrSiddh, 1: 1;13 2;māsair dvādaśabhir varṣaṁ divyaṁ tad aha ucyate ||;
SūrSiddh, 1: 1;14 1;surāsurāṇām anyonyam ahorātraṁ viparyayāt |;
SūrSiddh, 1: 1;14 2;tatṣaṣṭiḥ ṣaḍguṇā divyaṁ varṣam āsuram eva ca ||;
SūrSiddh, 1: 1;15 1;taddvādaśasahasrāṇi caturyugam udāhṛtam |;
SūrSiddh, 1: 1;15 2;sūryābdasaṁkhyayā dvitrisāgarair ayutāhataiḥ ||;
SūrSiddh, 1: 1;16 1;saṁdhyāsaṁdhyāṁśasahitaṁ vijñeyaṁ tac caturyugam |;
SūrSiddh, 1: 1;16 2;kṛtādīnāṁ vyavastheyaṁ dharmapādavyavasthayā ||;
SūrSiddh, 1: 1;17 1;yugasya daśamo bhāgaś catustridvyekasaṁguṇaḥ |;
SūrSiddh, 1: 1;17 2;kramāt kṛtayugādīnāṁ ṣaṣṭhāṁśaḥ saṁdhyayoḥ svakaḥ ||;
SūrSiddh, 1: 1;18 1;yugānāṁ saptatiḥ saikā manvantaram ihocyate |;
SūrSiddh, 1: 1;18 2;kṛtābdasaṁkhyās tasyānte saṁdhiḥ prokto jalaplavaḥ ||;
SūrSiddh, 1: 1;19 1;sasaṁdhayas te manavaḥ kalpe jñeyāś caturdaśa |;
SūrSiddh, 1: 1;19 2;kṛtapramāṇaḥ kalpādau saṁdhiḥ pañcadaśaḥ smṛtaḥ ||;
SūrSiddh, 1: 1;20 1;ittham yugasahasreṇa bhūtasaṁhārakārakaḥ |;
SūrSiddh, 1: 1;20 2;kalpo brāhmam ahaḥ proktaṁ śarvarī tasya tāvatī ||;
SūrSiddh, 1: 1;21 1;paramāyuḥ śataṁ tasya tayāhorātrasaṁkhyayā |;
SūrSiddh, 1: 1;21 2;āyuṣo .rdhamitaṁ tasya śeṣakalpo .yam ādimaḥ ||;
SūrSiddh, 1: 1;22 1;kalpād asmāc ca manavaḥ ṣaḍ vyatītāḥ sasaṁdhayaḥ |;
