"Объединенное ядро"	au	1=0.02%	"Объединенное ядро"	ai	1=0.02%	"Объединенное ядро"	a	4031=65.10%	"Объединенное ядро"	ā	522=8.43%	"Объединенное ядро"	i	411=6.64%	"Объединенное ядро"	ī	315=5.09%	"Объединенное ядро"	u	194=3.13%	"Объединенное ядро"	ū	13=0.21%	"Объединенное ядро"	o	1=0.02%	"Объединенное ядро"	ṛ	45=0.73%	"Объединенное ядро"	k	1=0.02%	"Объединенное ядро"	j	22=0.36%	"Объединенное ядро"	c	16=0.26%	"Объединенное ядро"	dh	8=0.13%	"Объединенное ядро"	t	114=1.84%	"Объединенное ядро"	d	29=0.47%	"Объединенное ядро"	n	278=4.49%	"Объединенное ядро"	bh	3=0.05%	"Объединенное ядро"	p	1=0.02%	"Объединенное ядро"	m	2=0.03%	"Объединенное ядро"	r	8=0.13%	"Объединенное ядро"	v	2=0.03%	"Объединенное ядро"	ṣ	11=0.18%	"Объединенное ядро"	ś	10=0.16%	"Объединенное ядро"	s	146=2.36%	"Объединенное ядро"	h	7=0.11%
						sukha	n	0,0829601875110264	yātrā	f	0,00957117534033179	mukti	f	0,0154518974930121	cullī	f	0,00459056372122497	snāyu	fn	0,0059107258371328																						dyumat	adj	0,0020702542272191				śarman	n	0,00900110533573523																						raṁhas	n	0,00333040897422203			
						śarīra	n	0,082540135928692	krīḍā	f	0,00948116428697444	kṛmi	m	0,0153918901241072	aṣṭamī	f	0,00456056003677252	pāṇḍu	adj	0,00588072215268035																						haviṣmat	adj	0,0020702542272191				plīhan	m	0,00858105375340092																						cakṣas	n	0,00324039792086468			
						śubha	adj	0,0823301101375249	tārā	f	0,00930114218025974	yukti	f	0,0148818274884156	nirguṇḍī	f	0,00456056003677252	adhvaryu	m	0,00564069267706074																						sviṣṭakṛt	adj	0,00204025054276665				loman	n	0,00855105006894847																						śocis	n	0,00315038686750733			
						śreṣṭha	adj	0,0817000327640234	mudrā	f	0,00927113849580729	aṅguli	mf	0,014641798012796	devadālī	f	0,00453055635232007	dāru	mn	0,00552067793925094																						mālyavant	m	0,0020102468583142				kṛtavarman	m	0,00825101322442396																						anāgas	adj	0,00297036476079263			
						mātra	n	0,081670029079571	kṣamā	f	0,00909111638909258	jñāti	m	0,014641798012796	kākamācī	f	0,00447054898341516	tālu	mn	0,00543066688589359																						harivat	adj	0,00198024317386175				parameṣṭhin	m	0,00813099848661416																						vanaukas	m	0,00291035739188772			
						kārya	n	0,0814299996039514	grīvā	f	0,00894109796683033	añjali	m	0,0146117943283435	paurṇamāsī	f	0,00444054529896271	veṇu	m	0,00540066320144114																						mahadvat	adj	0,00177021738269459				śālin	adj	0,00810099480216171																						yavīyas	adj	0,00285035002298282			
						yudhiṣṭhira	m	0,0804998853859254	medhā	f	0,00888109059792543	dvijāti	m	0,0143717648527239	kāminī	f	0,00438053793005781	śilājatu	mn	0,00531065214808378																						ruśat	adj	0,00174021369824214				tejasvin	adj	0,0080409874332568																						purodhas	m	0,00282034633853037			
						indriya	n	0,078879686425493	sudhā	f	0,00879107954456807	bhūri	adj	0,0140117206392945	vāpī	f	0,00432053056115291	guggulu	mn	0,00525064477917888																						rumaṇvant	m	0,00171021001378969				pūṣan	m	0,00795097637989945																						sumanas	adj	0,00267032791626812			
						deha	mn	0,0766594137760117	samā	f	0,00876107586011562	viṁśati	f	0,0139817169548421	vidārī	f	0,00432053056115291	saktu	m	0,00525064477917888																						jāgrant	mn	0,00165020264488479				mānin	adj	0,007920972695447																						arcis	f	0,00261032054736322			
						īśvara	m	0,076479391669297	niṣṭhā	f	0,00864106112230582	ārti	f	0,0138617022170323	piṣṭī	f	0,00414050845443821	sānu	mn	0,00525064477917888																						adrivat	adj	0,00147018053817009				aṣṭādaśan	adj	0,00789096901099455																						purūravas	m	0,00246030212510096			
						sūrya	m	0,0764193843003921	mustā	fn	0,00858105375340092	vṛṣṇi	m	0,01371168379477	vallī	f	0,00411050476998575	śaṁtanu	m	0,00519063741027398																						pravat	f	0,00144017685371764				vartin	adj	0,0078609653265421																						manus	m	0,00222027264948136			
						gandha	mn	0,0762093585092249	sevā	f	0,00855105006894847	samādhi	m	0,0136216727414126	damayantī	f	0,0040805010855333	asu	m	0,00516063372582153																						viṁśat	f	0,00138016948481274				vālin	m	0,00783096164208965																						āgas	n	0,00219026896502891			
						deśa	m	0,07614935114032	ceṣṭā	f	0,00840103164668621	adri	m	0,0135016580036028	bhī	f	0,00405049740108085	aṇu	m	0,00507062267246418																						payasvat	adj	0,00126015474700293				mahiman	m	0,0077409505887323																						ūrdhvaretas	adj	0,00219026896502891			
						viṣa	n	0,07614935114032	mṛttikā	fn	0,00840103164668621	dhṛti	f	0,0134416506346979	kūpī	f	0,00405049740108085	devadāru	mn	0,00504061898801173																						vīravat	adj	0,00120014737809803				savyasācin	m	0,00756092848201759																						vicetas	adj	0,00216026528057645			
						lakṣaṇa	n	0,0759693290336053	muktā	f	0,00840103164668621	śakuni	m	0,0133516395813406	aṭavī	f	0,0040204937166284	aguru	mn	0,00501061530355928																						niyut	f	0,00117014369364558				ūṣman	m	0,00729089532194554																						apas	n	0,002130261596124			
						kapha	m	0,0759393253491529	manaḥśilā	mf	0,00834102427778131	gṛhapati	m	0,0129615916834587	padminī	f	0,00399049003217595	vasu	adj	0,00501061530355928																						ghṛtavat	adj	0,00114014000919313				dhanvin	adj	0,00705086584632593																						pracetas	adj	0,0020702542272191			
						pāpa	n	0,075549277451271	hiṁsā	f	0,00831102059332886	prabhṛti	f	0,012781569576744	trayī	f	0,00399049003217595	rāhu	m	0,00498061161910683																						svadhāvat	adj	0,00114014000919313				kirīṭin	m	0,00705086584632593																						pracetas	m	0,0020702542272191			
						yuddha	n	0,0752192369222941	patākā	f	0,00819100585551906	puṣṭi	f	0,0127515658922916	urvaśī	f	0,00399049003217595	pṛthu	m	0,00486059688129702																						āvṛt	f	0,00111013632474068				aryaman	m	0,00681083637070632																						ūdhas	n	0,00204025054276665			
						veda	m	0,0750692185000318	jvālā	f	0,00816100217106661	aditi	f	0,012511536416672	varavarṇinī	f	0,00399049003217595	caru	m	0,00480058951239212																						aśvāvat	adj	0,00108013264028823				bhāvin	adj	0,00678083268625387																						parus	n	0,0018902321205044			
						aśva	m	0,0750092111311269	āśā	f	0,00807099111770926	mahāmati	m	0,0123915216788622	jāhnavī	f	0,00387047529436615	ṛbhu	m	0,00468057477458232																						jyotiṣmat	adj	0,00102012527138333				paramātman	m	0,00678083268625387																						triśiras	m	0,0018902321205044			
						maya	adj	0,0748891963933171	pipāsā	f	0,00801098374880435	asi	m	0,0123615179944097	rājñī	f	0,0038404716099137	jambu	f	0,00462056740567742																						pṛt	f	0,000960117902478424				grāhin	adj	0,00663081426399162																						prayas	n	0,00165020264488479			
						rudra	m	0,0747691816555073	jyā	f	0,0078009579576372	ūti	f	0,0122715069410524	śrāvastī	f	0,0038404716099137	priyaṅgu	mf	0,00462056740567742																						ekaviṁśat	f	0,000900110533573523				nandin	m	0,00660081057953917																						dveṣas	n	0,00162019896043234			
						raṇa	m	0,0747091742866024	caryā	f	0,0077409505887323	ṣaṣṭi	f	0,0119414664120754	akṣauhiṇī	f	0,00381046792546125	pāṁsu	m	0,00450055266786761																						sahasvat	adj	0,000870106849121072				vedhin	adj	0,00657080689508672																						tavas	adj	0,00153018790707499			
						tīrtha	mn	0,074019089544196	vyathā	f	0,00768094321982739	nidhi	m	0,0118814590431705	lāṅgalī	f	0,00375046055655635	pūru	m	0,00447054898341516																						trijagant	n	0,000870106849121072				dhanvan	n	0,00636078110391956																						mayas	n	0,00150018422262254			
						satya	n	0,0736290416463142	bhikṣā	f	0,00765093953537494	kānti	f	0,0117614443053607	śarvarī	f	0,00372045687210389	sindhu	mn	0,00447054898341516																						śaśvat	adj	0,000810099480216171				nivāsin	adj	0,00633077741946711																						janus	mn	0,00147018053817009			
						kāraṇa	n	0,0727289311127406	cetanā	f	0,00765093953537494	sṛṣṭi	f	0,0117614443053607	dvādaśī	f	0,00366044950319899	hiṅgu	n	0,00444054529896271																						vājinīvat	adj	0,000810099480216171				śikhin	m	0,00630077373501466																						mīḍhvas	adj	0,00144017685371764			
						rākṣasa	m	0,0721288574236916	balā	f	0,00762093585092249	ahi	m	0,0117314406209082	pāñcālī	f	0,00351043108093674	hiṅgu	mn	0,00441054161451026																						ghṛtaścut	adj	0,00078009579576372				aśvatthāman	m	0,00627077005056221																						navyas	adj	0,00144017685371764			
						uttara	adj	0,0717088058413573	gāthā	f	0,00762093585092249	saṁnidhi	m	0,0116414295675509	jīvantī	f	0,00345042371203184	śmaśru	mn	0,00441054161451026																						śrut	adj	0,00078009579576372				cakravartin	m	0,00627077005056221																						varivas	n	0,00135016580036028			
						pārtha	m	0,0715587874190951	kanyakā	f	0,00762093585092249	kukṣi	mf	0,0115214148297411	maitrī	f	0,00345042371203184	bībhatsu	m	0,00435053424560536																						vṛṣaṇvat	adj	0,00078009579576372				preman	mn	0,00627077005056221																						yaśas	adj	0,00135016580036028			
						dina	mn	0,0706586768855215	haridrā	f	0,00750092111311269	rāśi	mf	0,0114914111452886	saptamī	f	0,00345042371203184	jiṣṇu	m	0,00435053424560536																						annavat	adj	0,000750092111311269				dāyin	adj	0,00615075531275241																						girvaṇas	adj	0,00129015843145538			
						ghṛta	n	0,0703886437254495	dayā	f	0,00741091005975534	ṛddhi	f	0,0113413927230264	tulasī	f	0,00342042002757939	hanu	mf	0,00423051950779556																						cyut	adj	0,000750092111311269				manasvin	adj	0,00612075162829995																						jaṭāyus	m	0,00129015843145538			
						bhīṣma	m	0,0699385884586627	drākṣā	f	0,00741091005975534	ruci	f	0,0108913374562396	arundhatī	f	0,00339041634312694	sādhu	m	0,00414050845443821																						tvāvat	adj	0,000750092111311269				ghātin	adj	0,0060907479438475																						anehas	adj	0,00126015474700293			
						darśana	n	0,0699085847742103	vālukā	f	0,00735090269085044	diṣṭi	f	0,0108613337717872	astrī	f	0,00333040897422203	pāyu	mn	0,00411050476998575																						vāghant	m	0,000750092111311269				sambandhin	adj	0,0060307405749426																						draviṇas	n	0,00123015106255048			
						aṁśa	m	0,0696985589830431	yamunā	f	0,00729089532194554	granthi	m	0,01065130798062	mahādevī	f	0,00327040160531713	hiraṇyakaśipu	m	0,0040204937166284																						niyutvat	adj	0,000720088426858818				mālin	adj	0,00600073689049015																						anas	n	0,00120014737809803			
						dravya	n	0,0695785442452333	dharā	f	0,00717088058413573	rayi	mf	0,01065130798062	vāruṇī	f	0,00327040160531713	reṇu	mn	0,0040204937166284																						saṁpātavat	adj	0,000720088426858818				rogin	adj	0,00588072215268035																						navīyas	adj	0,00117014369364558			
						puṇya	adj	0,0695485405607809	kṛpā	f	0,00717088058413573	chardi	f	0,0105612969272627	parameśvarī	f	0,00324039792086468	vibhāvasu	m	0,0040204937166284																						svarvat	adj	0,000720088426858818				viśvakarman	m	0,00588072215268035																						arṇas	n	0,00114014000919313			
						vrata	n	0,0693985221385186	lajjā	f	0,00714087689968328	aśani	mf	0,0103512711360955	brāhmī	f	0,00318039055195978	rajju	mf	0,0039604863477235																						madvat	adj	0,000660081057953917				antarātman	m	0,00576070741487055																						pājas	n	0,00114014000919313			
						hasta	mn	0,0692785074007088	svadhā	f	0,00714087689968328	śāli	m	0,0102612600827382	ekādaśī	f	0,00318039055195978	paramāṇu	m	0,0037804642410088																						vajrivat	adj	0,000600073689049015				vajrin	m	0,0057307037304181																						vedas	n	0,00114014000919313			
						śiva	m	0,0692485037162564	tvarā	f	0,00714087689968328	yayāti	m	0,0102312563982857	padavī	f	0,00315038686750733	paṭu	adj	0,00375046055655635																						aprayucchat	adj	0,000570070004596564				pañcadaśan	adj	0,00555068162370339																						śardhas	n	0,00108013264028823			
						tattva	n	0,0692485037162564	vasuṁdharā	f	0,00705086584632593	prāpti	f	0,0100212306071186	sureśvarī	f	0,00315038686750733	ajātaśatru	m	0,00354043476538919																						nṛvat	adj	0,000570070004596564				trayodaśan	adj	0,00543066688589359																						jaras	f	0,00105012895583578			
						kṛṣṇa	m	0,0687684447650171	bhāvanā	f	0,00702086216187348	muṣṭi	mf	0,0099912269226661	dhātakī	f	0,00312038318305488	paṭu	mn	0,00336041265867448																						śacīvat	adj	0,000540066320144114				vāhin	adj	0,00543066688589359																						sumedhas	adj	0,00105012895583578			
						uṣṇa	adj	0,0686484300272073	tulā	f	0,00702086216187348	rājarṣi	m	0,0099912269226661	śālmalī	f	0,00312038318305488	gatāsu	adj	0,00333040897422203																												dharman	n	0,00531065214808378																						kṛttivāsas	m	0,00102012527138333			
						roga	mn	0,0685884226583024	punarnavā	mf	0,00699085847742103	prāñjali	adj	0,00963118270923669	tapasvinī	f	0,00306037581414998	gomāyu	m	0,00318039055195978																												maghavan	adj	0,00516063372582153																						pāthas	n	0,00102012527138333			
						ṛṣabha	m	0,0676583084402765	ahiṁsā	f	0,00687084373961122	āhuti	f	0,00960117902478424	jānakī	f	0,00297036476079263	jighāṁsu	adj	0,00318039055195978																												vaśin	adj	0,00516063372582153																						peśas	n	0,00102012527138333			
						dhana	n	0,0675382937024667	śaṅkā	f	0,00675082900180142	atri	m	0,00942115691806954	gopī	f	0,00294036107634017	ruru	m	0,00309037949860243																												nāśin	adj	0,00513063004136908																						nedīyas	adj	0,000990121586930875			
						kṣīra	n	0,0666081794844407	elā	mf	0,00669082163289652	vanaspati	mf	0,00930114218025974	jātī	f	0,00294036107634017	āyu	m	0,00300036844524508																												kāṅkṣin	adj	0,00504061898801173																						mahīyas	adj	0,000960117902478424			
						puṣpa	n	0,0664581610621784	pratimā	f	0,00666081794844407	aruci	f	0,00900110533573523	rodasī	f	0,00294036107634017	kamaṇḍalu	mn	0,00300036844524508																												śarīrin	m	0,00495060793465438																						haras	n	0,000900110533573523			
						ghora	adj	0,0659180947420343	abhidhā	f	0,00663081426399162	āji	mf	0,00882108322902052	ṣaṣṭhī	f	0,00291035739188772	madhu	adj	0,00297036476079263																												dharmin	adj	0,00483059319684457																						rapas	n	0,000900110533573523			
						vajra	mn	0,0657080689508672	ambā	f	0,00663081426399162	yati	m	0,00882108322902052	vyāghrī	f	0,00291035739188772	sthāṇu	m	0,00297036476079263																												kṛtin	adj	0,00483059319684457																						sudās	m	0,000900110533573523			
						agra	n	0,0655880542130574	śivā	f	0,00660081057953917	krimi	m	0,00876107586011562	ṣaṭsāhasrī	f	0,00285035002298282	paraśu	m	0,00270033160072057																												bhedin	adj	0,00480058951239212																						damūnas	m	0,000870106849121072			
						sthāna	n	0,0652580136840804	yadṛcchā	f	0,00660081057953917	dhanvantari	m	0,00861105743785337	badarī	f	0,00282034633853037	jagadguru	m	0,00261032054736322																												bhāgin	adj	0,00462056740567742																						vyacas	n	0,000870106849121072			
						dāna	n	0,0651680026307231	pathyā	f	0,00657080689508672	nivṛtti	f	0,00852104638449602	darvī	f	0,00282034633853037	mumukṣu	adj	0,00261032054736322																												medhāvin	adj	0,00456056003677252																						ās	n	0,000840103164668621			
						bīja	mn	0,0650779915773657	vicāraṇā	f	0,00648079584172936	bhūti	f	0,00843103533113867	revatī	f	0,00279034265407792	trapu	n	0,00261032054736322																												tarasvin	adj	0,00450055266786761																						vartis	n	0,000840103164668621			
						ratna	mn	0,0637878331459103	rekhā	f	0,00645079215727691	druti	f	0,00837102796223376	khecarī	f	0,00276033896962547	jatu	mn	0,00252030949400586																												pattrin	m	0,00441054161451026																						apas	adj	0,000810099480216171			
						astra	mn	0,0636678184081005	jāyā	f	0,00636078110391956	mahāmati	adj	0,00828101690887641	kālī	f	0,00273033528517302	mastu	n	0,00252030949400586																												vināśin	adj	0,00435053424560536																						daṁsas	n	0,000810099480216171			
						bhārata	m	0,0636078110391956	lākṣā	f	0,00636078110391956	tṛpti	f	0,00828101690887641	musalī	f	0,00273033528517302	maru	m	0,00243029844064851																												sevin	adj	0,00429052687670046																						varpas	n	0,000810099480216171			
						kṣaya	m	0,0634277889324809	pīḍā	f	0,00633077741946711	saumitri	m	0,00813099848661416	rukmiṇī	f	0,00273033528517302	śuśrūṣu	adj	0,00240029475619606																												śāyin	adj	0,00423051950779556																						riśādas	adj	0,00078009579576372			
						ādya	adj	0,0632477668257662	vīṇā	f	0,00633077741946711	bhūpati	m	0,00795097637989945	bhārgī	f	0,00267032791626812	ākhu	m	0,00234028738729116																												yodhin	adj	0,00423051950779556																						saprathas	adj	0,00078009579576372			
						pattra	mn	0,0631577557724089	maryādā	f	0,00627077005056221	udadhi	m	0,00756092848201759	kajjalī	f	0,00267032791626812	sudānu	adj	0,00228028001838626																												pinākin	m	0,00417051213889066																						varīyas	adj	0,00078009579576372			
						rājya	n	0,0630377410345991	tretā	f	0,00627077005056221	viśuddhi	f	0,00756092848201759	sapatnī	f	0,00258031686291077	svarbhānu	m	0,00225027633393381																												sādin	m	0,00414050845443821																						vasyas	n	0,00078009579576372			
						bharata	m	0,062167634185478	nāsikā	f	0,00624076636610976	saṁtati	f	0,00747091742866024	kākolī	f	0,00255031317845831	trikaṭu	mn	0,00222027264948136																												jīvin	adj	0,00405049740108085																						yos	n	0,00078009579576372			
