"от -300 до 200"	au	1=0.06%	"от -300 до 200"	a	1180=69.45%	"от -300 до 200"	ā	90=5.30%	"от -300 до 200"	i	117=6.89%	"от -300 до 200"	ī	43=2.53%	"от -300 до 200"	u	57=3.35%	"от -300 до 200"	ū	3=0.18%	"от -300 до 200"	o	1=0.06%	"от -300 до 200"	ṛ	16=0.94%	"от -300 до 200"	j	3=0.18%	"от -300 до 200"	c	4=0.24%	"от -300 до 200"	dh	2=0.12%	"от -300 до 200"	t	36=2.12%	"от -300 до 200"	d	8=0.47%	"от -300 до 200"	n	86=5.06%	"от -300 до 200"	p	1=0.06%	"от -300 до 200"	r	3=0.18%	"от -300 до 200"	v	1=0.06%	"от -300 до 200"	ṣ	1=0.06%	"от -300 до 200"	ś	3=0.18%	"от -300 до 200"	s	42=2.47%
Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank
			māṁsa	n	0,03530																																																									
			mānava	m	0,03530																																																									
			padma	mn	0,03503																																																									
			jāla	n	0,03493																																																									
			vipula	adj	0,03493																																																									
			matsya	m	0,03438																																																									
			vijaya	m	0,03419																																																									
			śaraṇa	n	0,03419																																																									
			rudhira	n	0,03382																																																									
			janārdana	m	0,03373																																																									
			vṛtta	n	0,03373																																																									
			gātra	n	0,03363																																																									
			soma	m	0,03345																																																									
			svana	m	0,03345																																																									
			vasiṣṭha	m	0,03326																																																									
			sattva	mn	0,03317																																																									
			dvāra	n	0,03317																																																									
			rāṣṭra	mn	0,03307																																																									
			mokṣa	m	0,03298																																																									
			bodhisattva	m	0,03298																																																									
			ramya	adj	0,03261																																																									
			vaṁśa	m	0,03261																																																									
			śāsana	n	0,03252																																																									
			dāra	mn	0,03242																																																									
			bāndhava	m	0,03242																																																									
			garbha	m	0,03233																																																									
			sanātana	adj	0,03224																																																									
			ācārya	m	0,03224																																																									
			rasa	mn	0,03224																																																									
			sahadeva	m	0,03224																																																									
			udaka	n	0,03215																																																									
			vāta	m	0,03205																																																									
			pakṣa	m	0,03196																																																									
			jyeṣṭha	adj	0,03187																																																									
			vyāsa	m	0,03177																																																									
			suvarṇa	n	0,03168																																																									
			sneha	mn	0,03168																																																									
			cāpa	mn	0,03150																																																									
			rudra	m	0,03140																																																									
			kara	adj	0,03131																																																									
			locana	n	0,03112																																																									
			śoṇita	n	0,03112																																																									
			araṇya	n	0,03103																																																									
			duḥkhita	adj	0,03094																																																									
			drupada	m	0,03094																																																									
			śiṣya	m	0,03085																																																									
			nakula	m	0,03066																																																									
			mādhava	m	0,03057																																																									
			nāda	m	0,03047																																																									
			nārāyaṇa	m	0,03038																																																									
			vṛkodara	m	0,03038																																																									
			amitra	mf	0,03019																																																									
			viśvāmitra	m	0,03010																																																									
			vināśa	m	0,03001																																																									
			lobha	m	0,02992																																																									
			viśeṣa	m	0,02964																																																									
			upāya	m	0,02945																																																									
			māsa	mn	0,02945																																																									
			kauravya	m	0,02945																																																									
			parāyaṇa	n	0,02927																																																									
			amṛta	n	0,02917																																																									
			mānuṣa	adj	0,02917																																																									
			kara	m	0,02908																																																									
			nimitta	n	0,02908																																																									
			aneka	adj	0,02899																																																									
			ambara	n	0,02889																																																									
			duḥśāsana	m	0,02871																																																									
			vicitra	adj	0,02862																																																									
			vastra	mn	0,02862																																																									
			māriṣa	m	0,02862																																																									
			sūtaputra	m	0,02862																																																									
			madra	m	0,02852																																																									
			yatna	m	0,02852																																																									
			virāṭa	m	0,02843																																																									
			daiva	n	0,02834																																																									
			siddha	m	0,02815																																																									
			śaṅkha	mn	0,02815																																																									
			anuttama	adj	0,02806																																																									
			vyasana	n	0,02806																																																									
			īdṛśa	adj	0,02797																																																									
			kavaca	mn	0,02778																																																									
			khaḍga	mn	0,02778																																																									
			pannaga	mn	0,02759																																																									
			kuñjara	m	0,02759																																																									
			bhadra	n	0,02750																																																									
			janamejaya	m	0,02750																																																									
			akṣa	n	0,02741																																																									
			tāvaka	adj	0,02741																																																									
			śāśvata	adj	0,02741																																																									
			āhāra	m	0,02731																																																									
			bāla	m	0,02722																																																									
			ābharaṇa	n	0,02704																																																									
			śayana	n	0,02685																																																									
			śūdra	m	0,02685																																																									
			dvipa	m	0,02666																																																									
			tumula	adj	0,02648																																																									
			phalguna	m	0,02629																																																									
			amara	m	0,02620																																																									
			kuṇḍala	n	0,02601																																																									
			bhārata	adj	0,02592																																																									
			kārmuka	n	0,02583																																																									
			mānuṣa	m	0,02583																																																									
			narendra	m	0,02574																																																									
			vaira	mn	0,02574																																																									
			vimāna	mn	0,02574																																																									
			antika	n	0,02564																																																									
			saumya	adj	0,02564																																																									
			arha	adj	0,02555																																																									
			kāñcana	n	0,02546																																																									
			samāhita	adj	0,02536																																																									
			manda	adj	0,02536																																																									
			kalyāṇa	adj	0,02527																																																									
			raudra	adj	0,02527																																																									
			daitya	m	0,02527																																																									
			śeṣa	mn	0,02527																																																									
			ānanda	m	0,02518																																																									
			sarpa	m	0,02518																																																									
			paura	m	0,02518																																																									
			pravara	adj	0,02518																																																									
			śṛṅga	n	0,02508																																																									
			da	adj	0,02508																																																									
			yāna	n	0,02490																																																									
			māna	m	0,02490																																																									
			maṇḍala	mfn	0,02481																																																									
			mada	m	0,02481																																																									
			bhavana	n	0,02481																																																									
			madhura	adj	0,02471																																																									
			kākutstha	m	0,02462																																																									
			śāpa	m	0,02462																																																									
			bāla	adj	0,02462																																																									
			mālya	n	0,02453																																																									
			samīpa	n	0,02443																																																									
			daivata	n	0,02434																																																									
			ghoṣa	m	0,02434																																																									
			sukha	adj	0,02425																																																									
			netra	mn	0,02406																																																									
			varuṇa	m	0,02406																																																									
			kṣaṇa	m	0,02406																																																									
			salila	n	0,02397																																																									
			ga	adj	0,02388																																																									
			pṛṣṭha	n	0,02388																																																									
			tapodhana	adj	0,02369																																																									
			śūla	mn	0,02369																																																									
			ānana	n	0,02360																																																									
			bāṣpa	mn	0,02360																																																									
			bhojana	n	0,02351																																																									
			uraga	mn	0,02351																																																									
			roṣa	m	0,02351																																																									
			śama	m	0,02351																																																									
			kopa	m	0,02341																																																									
			pārśva	mn	0,02341																																																									
			vibhīṣaṇa	m	0,02341																																																									
			prabhāva	m	0,02341																																																									
			agrya	adj	0,02332																																																									
			antaka	m	0,02332																																																									
			ākāra	m	0,02332																																																									
			antarikṣa	n	0,02323																																																									
			pattra	mn	0,02323																																																									
			īkṣaṇa	n	0,02323																																																									
			dvitīya	adj	0,02323																																																									
			viśārada	adj	0,02313																																																									
			bhalla	m	0,02304																																																									
			bhoga	m	0,02295																																																									
			śīghra	adj	0,02295																																																									
			adhika	adj	0,02286																																																									
			ābha	adj	0,02286																																																									
			durdharṣa	adj	0,02286																																																									
			pramāṇa	mn	0,02286																																																									
			daśaratha	m	0,02286																																																									
			saṁnibha	adj	0,02276																																																									
			vistara	m	0,02276																																																									
			sṛñjaya	m	0,02267																																																									
			divasa	mn	0,02267																																																									
			niveśana	n	0,02258																																																									
			krūra	adj	0,02258																																																									
			sparśa	m	0,02239																																																									
			sahāya	m	0,02239																																																									
			viṣa	n	0,02239																																																									
			rāga	m	0,02211																																																									
			bhāga	m	0,02202																																																									
			haṁsa	m	0,02202																																																									
