"Объединенное ядро"	au	1=0.01%	"Объединенное ядро"	ai	1=0.01%	"Объединенное ядро"	a	4031=53.53%	"Объединенное ядро"	ā	628=8.34%	"Объединенное ядро"	i	439=5.83%	"Объединенное ядро"	ī	348=4.62%	"Объединенное ядро"	u	218=2.89%	"Объединенное ядро"	ū	39=0.52%	"Объединенное ядро"	o	2=0.03%	"Объединенное ядро"	e	14=0.19%	"Объединенное ядро"	ṛ	125=1.66%	"Объединенное ядро"	kh	3=0.04%	"Объединенное ядро"	gh	1=0.01%	"Объединенное ядро"	k	4=0.05%	"Объединенное ядро"	g	2=0.03%	"Объединенное ядро"	ṭh	1=0.01%	"Объединенное ядро"	ṭ	6=0.08%	"Объединенное ядро"	ḍ	3=0.04%	"Объединенное ядро"	ṇ	3=0.04%	"Объединенное ядро"	ch	5=0.07%	"Объединенное ядро"	j	80=1.06%	"Объединенное ядро"	c	48=0.64%	"Объединенное ядро"	th	7=0.09%	"Объединенное ядро"	dh	54=0.72%	"Объединенное ядро"	t	142=1.89%	"Объединенное ядро"	d	94=1.25%	"Объединенное ядро"	n	314=4.17%	"Объединенное ядро"	bh	19=0.25%	"Объединенное ядро"	p	49=0.65%	"Объединенное ядро"	b	3=0.04%	"Объединенное ядро"	m	69=0.92%	"Объединенное ядро"	y	344=4.57%	"Объединенное ядро"	r	20=0.27%	"Объединенное ядро"	l	10=0.13%	"Объединенное ядро"	v	16=0.21%	"Объединенное ядро"	ṣ	89=1.18%	"Объединенное ядро"	ś	52=0.69%	"Объединенное ядро"	s	199=2.64%	"Объединенное ядро"	h	140=1.86%
						vana	n	0,10969347035816	abhidhā	v	0,0287735333899003	āśri	v	0,0323439718397419	dharaṇī	f	0,00960117902478424	vasu	mn	0,0220527080725513	sarayū	f	0,00168020632933724							samuddhṛ	v	0,0131416137901734																												mṛj	v	0,00696085479296858	śuc	f	0,00300036844524508				pratiṣidh	v	0,0040204937166284	āpat	v	0,0111613706163117	mud	f	0,0102612600827382	mantrin	m	0,0206125312188337				nirvap	v	0,00441054161451026				niṣkram	v	0,00849104270004357	bhūṣay	v	0,0148518238039631										avaśiṣ	v	0,00630077373501466	prapaś	v	0,00549067425479849	sahas	n	0,0211826012234302	virudh	v	0,0128415769456489
						pāṇḍava	m	0,109663466673708	gaṅgā	f	0,0287735333899003	vṛddhi	f	0,0305737544570473	śrī	v	0,00945116060252199	bandhu	m	0,021032582801168	kuhū	f	0,00156019159152744							puraskṛ	v	0,0127515658922916																												saṁtyaj	v	0,00630077373501466	viruc	v	0,00297036476079263				sambandh	v	0,0039004789788186	saṁvṛt	v	0,0111313669318592	abhinand	v	0,0099912269226661	ṣoḍaśan	adj	0,0200724648986896				utkṣip	v	0,00423051950779556				saṁyam	v	0,00840103164668621	sampūjay	v	0,0147918164350582										dviṣ	adj	0,00624076636610976	anupaś	v	0,00522064109472643	vayas	n	0,0206125312188337	kṣudh	f	0,0123315143099573
						vāta	m	0,109033389300206	mūṣā	f	0,028353481807566	dṛṣṭi	f	0,0282034633853037	parī	v	0,00933114586471219	jantu	m	0,0196824170008077	ābhū	v	0,00111013632474068							saṁskṛ	v	0,0124815327322195																												prasañj	v	0,00627077005056221	niṣic	v	0,00279034265407792				saṁsidh	v	0,0037804642410088	buddhimat	adj	0,0110713595629543	nind	v	0,0098712121848563	vājin	m	0,0190823433117587				abhitap	v	0,00411050476998575				kram	v	0,00816100217106661	dāpay	v	0,0147318090661533										samprekṣ	v	0,0059707332060377	tādṛś	adj	0,00504061898801173	chandas	n	0,0204925164810239	lih	v	0,0120314774654328
						rāma	m	0,10846331929561	kalā	f	0,0283234781231135	asthi	n	0,0278734228563268	vāhinī	f	0,00930114218025974	svādu	adj	0,0190223359428538	utpū	v	0,000990121586930875							dhātṛ	m	0,0123315143099573																												nimajj	v	0,00606074425939505	sruc	f	0,00279034265407792				edh	v	0,00372045687210389	triṁśat	f	0,0107113153495249	pad	m	0,00972119376259405	pakṣin	m	0,0186922954138768				vip	v	0,00411050476998575				upakram	v	0,007920972695447	cūrṇay	v	0,0146117943283435										kāṅkṣ	v	0,00570070004596564	vimṛś	v	0,00447054898341516	saras	n	0,0161119785509661	nirudh	v	0,0114314037763837
						vīra	m	0,105973013486056	senā	f	0,027753408118517	jāti	f	0,0273933639050875	pratī	v	0,00918112744244993	cyu	v	0,0182122364626376	antarbhū	v	0,000960117902478424							apahṛ	v	0,0121214885187901																												pravraj	v	0,00606074425939505	ruc	f	0,00270033160072057				prativyadh	v	0,00357043844984164	cit	f	0,0100212306071186	āsad	v	0,00930114218025974	adhvan	m	0,0180022106714705				jalp	v	0,00342042002757939				niram	v	0,00723088795304063	īray	v	0,0144317722216288										pratibhāṣ	v	0,00516063372582153	diś	v	0,00438053793005781	śreyas	n	0,0160819748665136	bādh	v	0,0113713964074788
						jana	m	0,105582965588174	pūjā	f	0,0273933639050875	kṣi	v	0,027093327060563	sāvitrī	f	0,00912112007354503	su	v	0,0180322143559229	juhū	f	0,000930114218025974							satkṛ	v	0,0117614443053607																												āsañj	v	0,0059107258371328	pariṣic	v	0,00261032054736322				niṣidh	v	0,00318039055195978	utpat	v	0,0099312195537612	samutpad	v	0,00801098374880435	hastin	m	0,0177021738269459				parikṣip	v	0,00309037949860243				viśram	v	0,00645079215727691	samāsāday	v	0,0141617390615568										apekṣ	v	0,00504061898801173	saṁdṛś	v	0,00429052687670046	arśas	mn	0,0154518974930121	mah	adj	0,011251381669669
						divya	adj	0,101262435027021	vyākhyā	v	0,0268532975849434	bali	m	0,0258031686291077	kumārī	f	0,00897110165128278	bhṛgu	m	0,0176121627735886	kharjū	f	0,000330040528976958							dātṛ	adj	0,0117314406209082																												abhyañj	v	0,00564069267706074	viṣvañc	adj	0,0020102468583142				spṛdh	v	0,00318039055195978	nṛt	v	0,00978120113149895	viṣad	v	0,00753092479756514	rūpin	adj	0,0174321406668739				sṛp	v	0,00309037949860243				avagam	v	0,0060907479438475	utpāday	v	0,0141617390615568										cikīrṣ	v	0,00501061530355928	anupraviś	v	0,00369045318765144	medas	n	0,0153918901241072	parigrah	v	0,0109213411406921
						varṇa	mn	0,0989821550086351	upasthā	v	0,0267332828471336	saṁdhi	mf	0,0254731281001307	mahiṣī	f	0,00888109059792543	ūru	mf	0,017042092768992										vistṛ	v	0,0116114258830984																												anurañj	v	0,00540066320144114	saṁkuñc	v	0,00198024317386175				vidh	v	0,00303037212969753	hṛt	adj	0,00879107954456807	nigad	v	0,00741091005975534	vyoman	mn	0,0171921111912543				samavāp	v	0,00261032054736322				prakram	v	0,0060907479438475	mohay	v	0,01371168379477										ukṣ	v	0,00495060793465438	vinirdiś	v	0,00348042739648429	uras	n	0,0153018790707499	prasidh	v	0,0108913374562396
						prāṇa	m	0,0985621034263007	jarā	f	0,0264632496870616	sakhi	m	0,0250230728333439	medinī	f	0,00885108691347297	ripu	m	0,0169520817156347										prahṛ	v	0,0096911900781416																												bhuj	adj	0,00540066320144114	pṛc	v	0,00192023580495685				rādh	v	0,00297036476079263	mahant	m	0,00852104638449602	unmad	v	0,00741091005975534	carman	n	0,0165620338177528				lup	v	0,00246030212510096				vam	v	0,00606074425939505	preṣay	v	0,0136216727414126										pracakṣ	v	0,00489060056574947	samuddiś	v	0,00339041634312694	nabhas	n	0,0152118680173925	duh	v	0,0106813116650725
						nṛpa	m	0,0984120850040385	prajñāpāramitā	f	0,0263732386337042	bṛhaspati	m	0,0242129733531278	grahaṇī	f	0,00855105006894847	viśru	v	0,0168620706622773										vyāhṛ	v	0,00918112744244993																												rañj	v	0,00522064109472643	vraśc	v	0,00168020632933724				ābandh	v	0,00282034633853037	arhant	m	0,00849104270004357	vinad	v	0,00636078110391956	marman	n	0,0163820117110381				āvap	v	0,00222027264948136				abhyāgam	v	0,0060307405749426	lepay	v	0,0135316616880553										vikṛṣ	v	0,00480058951239212	pradiś	f	0,00333040897422203	srotas	n	0,0145517869594386	ṛch	v	0,0105913006117151
						suta	m	0,0984120850040385	pratiṣṭhā	v	0,0257731649446552	śuddhi	f	0,0234928849262689	praṇī	v	0,00840103164668621	vasu	n	0,0166820485555626										sampṛ	v	0,00912112007354503																												ūrj	f	0,00501061530355928	anuvac	v	0,00153018790707499				sambudh	v	0,00246030212510096	anuvṛt	v	0,00843103533113867	chad	v	0,00618075899720486	prāṇin	m	0,0162319932887759				pralip	v	0,0020702542272191				viram	v	0,00522064109472643	abhivāday	v	0,0135016580036028										pratīkṣ	v	0,00474058214348722	saṁviś	v	0,00321039423641223	gras	v	0,0144317722216288	pragrah	v	0,0102912637671906
						pāda	m	0,0982020592128713	ākhyā	v	0,025293105993416	sthiti	f	0,0228628075527675	bṛhatī	f	0,00825101322442396	iṣu	mf	0,0165020264488479										gṛ	v	0,00861105743785337																												garj	v	0,00498061161910683	śośuc	v	0,00147018053817009				sādh	v	0,00231028370283871	śakṛt	n	0,00840103164668621	nud	v	0,00606074425939505	saṁjan	v	0,0158119417064416				ālip	v	0,00204025054276665				apakram	v	0,00462056740567742	ārādhay	v	0,0130516027368161										ghṛṣ	v	0,00456056003677252	saṁdiś	v	0,00315038686750733	śās	v	0,0138316985325798	samṛdh	v	0,0102012527138333
						madhya	n	0,0956217423499606	gā	v	0,0224427559704332	vasti	mf	0,0228628075527675	oṣadhī	f	0,00819100585551906	cāru	adj	0,0162619969732283										saṁhṛ	v	0,00834102427778131																												bhrāj	v	0,00492060425020192	āsic	v	0,00138016948481274				saṁrudh	v	0,00231028370283871	guṇavat	adj	0,007920972695447	nirbhid	v	0,00594072952158525	dhāman	n	0,0155419085463695				vilip	v	0,0019502394894093				sambhram	v	0,00447054898341516	tāḍay	v	0,0130516027368161										prāvṛṣ	f	0,00435053424560536	paribhraṁś	v	0,00291035739188772	prahas	v	0,0136516764258651	vyath	v	0,010051234291571
						mūla	mn	0,0950216686609116	dakṣiṇā	f	0,0222927375481709	nṛpati	m	0,022832803868315	gāndhārī	f	0,00813099848661416	manyu	mf	0,0159319564442514										ākṛ	v	0,00810099480216171																												abhiyuj	v	0,00480058951239212	samyañc	adj	0,00108013264028823				pariśudh	v	0,00174021369824214	matimat	adj	0,00738090637530289	pramad	v	0,00561068899260829	abhihan	v	0,0146718016972484				vilup	v	0,00141017316926519				udgam	v	0,00441054161451026	niśāmay	v	0,0128715806301014										parirakṣ	v	0,00429052687670046	īdṛś	adj	0,00246030212510096	retas	n	0,0136516764258651	samidh	f	0,0098112048159514
						jñāna	n	0,0930714291715023	nidhā	v	0,0217526712280268	śānti	f	0,0228028001838626	dāsī	f	0,00801098374880435	vastu	n	0,015841945390894										svasṛ	f	0,00729089532194554																												vṛj	v	0,00456056003677252	nyāñc	adj	0,000810099480216171				saṁśudh	v	0,00150018422262254	praṇipat	v	0,00702086216187348	saṁsad	f	0,00546067057034604	prajan	v	0,014641798012796				prajap	v	0,00120014737809803				śam	n	0,00438053793005781	śodhay	v	0,0128415769456489										śuṣ	v	0,00426052319224801	abhimṛś	v	0,0020102468583142	aṅgiras	m	0,0134716543191504	ruh	v	0,00924113481135483
						vara	adj	0,0926813812736204	antardhā	v	0,0216026528057645	dadhi	n	0,022232730179266	lī	v	0,00783096164208965	bindu	mn	0,0148518238039631										sambhṛ	v	0,00723088795304063																												saṁsañj	v	0,00438053793005781	sadhryañc	adj	0,000660081057953917				ṛtāvṛdh	adj	0,00135016580036028	ātmavat	adj	0,00684084005515877	abhipad	v	0,00519063741027398	śvan	m	0,0144917795905337				saṁlip	v	0,000900110533573523				saṁnam	v	0,00438053793005781	bhojay	v	0,012781569576744										bhakṣ	v	0,00420051582334311	vāś	v	0,00159019527597989	varcas	n	0,0134116469502455	nigrah	v	0,00918112744244993
						pitta	n	0,0925913702202631	avasthā	v	0,0214526343835023	vāri	n	0,022232730179266	mādrī	f	0,00777095427318475	śambhu	m	0,0145217832749862										avakṛ	v	0,00720088426858818																												rāj	m	0,00429052687670046							krudh	f	0,00129015843145538	abhivṛt	v	0,00654080321063427	pravad	v	0,00498061161910683	vāsin	adj	0,014311757483819				niḥkṣip	v	0,000750092111311269				vidham	v	0,00435053424560536	parikīrtay	v	0,0126915585233867										abhirakṣ	v	0,00417051213889066	saṁdṛś	f	0,00132016211590783	uṣas	f	0,0129915953679112	utsah	v	0,00882108322902052
						duḥkha	n	0,0917812707400469	jihvā	f	0,02130261596124	mūrti	f	0,0216026528057645	pārvatī	f	0,00777095427318475	aśru	mn	0,014311757483819										hantṛ	adj	0,00702086216187348																												upabhuj	v	0,00423051950779556							mṛdh	f	0,00105012895583578	pañcāśat	f	0,00651079952618181	pratipad	f	0,00483059319684457	vṛṣan	m	0,0140117206392945										antargam	v	0,0040204937166284	āmantray	v	0,0123015106255048										muṣ	v	0,00417051213889066	puroḍāś	m	0,00114014000919313	jātavedas	m	0,0113713964074788	saṁgrah	v	0,00849104270004357
						karṇa	m	0,0911511933665454	ādhā	v	0,0211225938545253	nābhi	f	0,0211525975389778	rohiṇī	f	0,00756092848201759	abhidru	v	0,0142517501149141										samāvṛ	v	0,00693085110851613																												virañj	v	0,0040805010855333							nādh	v	0,000630077373501466	dvātriṁśat	f	0,00633077741946711	pracchad	v	0,00444054529896271	veśman	n	0,0138917059014847										samanvāgam	v	0,00372045687210389	kāmay	v	0,0120914848343377										mṛṣ	v	0,00414050845443821	piś	v	0,000750092111311269	has	v	0,0113113890385739	paripracch	v	0,00843103533113867
						vipra	m	0,0907611454686636	khyā	v	0,0206725385877386	ari	m	0,0206725385877386	bhaginī	f	0,00735090269085044	sru	v	0,0136516764258651										jāgṛ	v	0,00681083637070632																												viyuj	v	0,00405049740108085							radh	v	0,000630077373501466	cit	v	0,00612075162829995	abhivad	v	0,00432053056115291	dehin	m	0,0137416874792224										utkram	v	0,00369045318765144	niveśay	v	0,0120014737809803										riṣ	v	0,00411050476998575	divispṛś	adj	0,000630077373501466	ayas	n	0,0111613706163117	prath	v	0,00819100585551906
						stha	adj	0,0896810128283753	triphalā	mf	0,0205825275343812	rati	f	0,0206425349032861	jananī	f	0,00732089900639799	āśu	adj	0,0136216727414126										vivṛ	v	0,00678083268625387																												samrāj	m	0,00387047529436615							śṛdh	v	0,000630077373501466	parivṛt	v	0,00606074425939505	pramud	v	0,0040204937166284	āhan	v	0,0136816801103175										uparam	v	0,00354043476538919	prārthay	v	0,0117014369364558										takṣ	v	0,00405049740108085				candramas	m	0,0110713595629543	lubh	v	0,00813099848661416
						gaṇa	m	0,0894109796683033	chāyā	f	0,0204925164810239	śruti	f	0,0206125312188337	snuhī	f	0,00708086953077838	meru	m	0,0135016580036028										tvaṣṭṛ	m	0,00675082900180142																												samutsṛj	v	0,00369045318765144							sridh	f	0,000570070004596564	kiyat	adj	0,0059107258371328	vibhid	v	0,00387047529436615	svāmin	m	0,0136516764258651										samudyam	v	0,00348042739648429	nāśay	v	0,0115214148297411										saṁtuṣ	v	0,0040204937166284				nivas	v	0,0110713595629543	vivṛdh	v	0,0080409874332568
						bhaya	n	0,0893509722993984	tṛṣṇā	f	0,0204925164810239	subhūti	m	0,0205225201654763	devayānī	f	0,00690084742406368	dhenu	f	0,0125415401011244										śṛ	v	0,00663081426399162																												virāj	f	0,00369045318765144										nikṛt	v	0,0058507184682279	khid	v	0,00375046055655635	yaśasvin	adj	0,0133216358968881										ānam	v	0,00336041265867448	vibhūṣay	v	0,0113713964074788										apakṛṣ	v	0,00399049003217595				mās	m	0,0105312932428102	math	v	0,00750092111311269
						kula	n	0,0888709133481592	sabhā	f	0,0196524133163552	smṛti	f	0,0202824906898567	maithilī	f	0,00684084005515877	jānu	mn	0,0115514185141935										niḥsṛ	v	0,00645079215727691																												yuj	adj	0,00351043108093674										āvṛt	v	0,00567069636151319	vipad	v	0,00372045687210389	aśman	mn	0,0128715806301014										pariśram	v	0,00321039423641223	nipātay	v	0,0113113890385739										śiṣ	v	0,00399049003217595				bhūyas	adj	0,010381274820548	saṁrabh	v	0,00750092111311269
						jala	n	0,0885708765036346	bhā	v	0,0194723912096405	ravi	m	0,0194723912096405	rākṣasī	f	0,00681083637070632	puru	adj	0,0110413558785019										samāhṛ	v	0,00642078847282446																												saṁrañj	v	0,00345042371203184										vivasvant	m	0,00558068530815584	krand	v	0,00369045318765144	cārin	adj	0,0127515658922916										avanam	v	0,00312038318305488	veṣṭay	v	0,0111313669318592										ṛṣ	v	0,0039604863477235				śreyas	adj	0,00924113481135483	anugrah	v	0,00729089532194554
						sattva	n	0,0881208212368479	saṁkhyā	f	0,0194123838407356	akṣi	n	0,0190223359428538	satī	f	0,00666081794844407	uru	adj	0,0107713227184298										adhikṛ	v	0,0060907479438475																												ruj	v	0,00342042002757939										kṛt	v	0,00537065951698869	saṁvid	v	0,00339041634312694	roman	n	0,0127215622078391										pariṇam	v	0,00312038318305488	māray	v	0,0110713595629543										abhivṛṣ	v	0,0038404716099137				vakṣas	n	0,00924113481135483	nirdah	v	0,00702086216187348
						varṣa	mn	0,0880008064990381	avasthā	f	0,0193223727873783	sātyaki	m	0,0189623285739489	gaurī	f	0,00645079215727691	taru	m	0,0107413190339774										parihṛ	v	0,005790711099323																												yuj	m	0,00342042002757939										abhipat	v	0,00522064109472643	upaniṣad	f	0,00333040897422203	tapasvin	m	0,0126015474700293										abhiram	v	0,00279034265407792	nivāray	v	0,0108913374562396										abhilaṣ	v	0,00339041634312694				yajus	n	0,00924113481135483	pravṛdh	v	0,00654080321063427
						pada	mn	0,0872807180721793	sutā	f	0,0188423138361391	oṣadhi	mf	0,018902321205044	bhāminī	f	0,00630077373501466	bhānu	m	0,0107113153495249										kṣattṛ	m	0,00555068162370339																												avasṛj	v	0,00318039055195978										bṛhant	n	0,00501061530355928	nard	v	0,00330040528976958	śikhaṇḍin	m	0,0123315143099573										apagam	v	0,00279034265407792	vardhay	v	0,0108613337717872										prokṣ	v	0,00333040897422203				hiṁs	v	0,00867106480675827	stambh	v	0,00633077741946711
						aṅga	n	0,0868306628053925	icchā	f	0,0187523027827817	svasti	fn	0,0186022843605195	upanī	v	0,00630077373501466	ketu	m	0,0105012895583578										viśṛ	v	0,00543066688589359																												lajj	v	0,00294036107634017										prapat	v	0,00501061530355928	dvipad	m	0,00309037949860243	brahmacārin	m	0,0123015106255048										upayam	v	0,00279034265407792	mūrchay	v	0,0105312932428102										ruṣ	f	0,00312038318305488				vinyas	v	0,00852104638449602	samindh	v	0,0060907479438475
						anna	n	0,0867406517520351	mālā	f	0,0184222622538048	dyuti	f	0,018572280676067	deveśī	f	0,00627077005056221	sūnu	m	0,0105012895583578										prasṛ	v	0,00531065214808378																												bhūbhuj	m	0,00264032423181567										trivṛt	f	0,00501061530355928	nand	v	0,00309037949860243	tan	v	0,0122114995721475										parigam	v	0,00225027633393381	āropay	v	0,0104712858739053										dhṛṣ	v	0,00309037949860243				barhis	mn	0,00843103533113867	prasah	v	0,00594072952158525
						bhāga	m	0,0865906333297729	saṁsthā	v	0,018302247515995	raśmi	mf	0,0182122364626376	valī	f	0,00624076636610976	śiśu	m	0,0103212674516431										paripṛ	v	0,00519063741027398																												bhṛjj	v	0,00258031686291077										ativṛt	v	0,00489060056574947	niṣpad	v	0,00303037212969753	gāmin	adj	0,0120314774654328										saṁkram	v	0,00219026896502891	śoṣay	v	0,0104712858739053										ākāṅkṣ	v	0,00273033528517302				upavas	v	0,00777095427318475	avarudh	v	0,00588072215268035
						śabda	m	0,0865006222764155	prajñā	f	0,0182122364626376	kavi	m	0,0180922217248278	śuṇṭhī	f	0,00621076268165731	sindhu	mf	0,0099912269226661										anusmṛ	v	0,00498061161910683																												virāj	mf	0,00243029844064851										madhumat	adj	0,00438053793005781	nivid	f	0,00300036844524508	rathin	m	0,0120314774654328										abhyupagam	v	0,00216026528057645	ālokay	v	0,0104112785050004										ucchiṣ	v	0,00273033528517302				abhyas	v	0,00768094321982739	vyūh	v	0,0058507184682279
						rāja	m	0,0864406149075106	saṁdhyā	f	0,0181522290937327	vṛṣṭi	f	0,0180622180403754	apanī	v	0,00618075899720486	tanu	adj	0,0096911900781416										śāstṛ	m	0,00492060425020192																												udyuj	v	0,00231028370283871										rūpavat	adj	0,00399049003217595	vicchid	v	0,00294036107634017	yuvan	m	0,0120314774654328										vinirgam	v	0,002130261596124	arpay	v	0,0103512711360955										parituṣ	v	0,00267032791626812				rahas	n	0,00741091005975534	avagāh	v	0,0057307037304181
						mantra	mn	0,085930552271819	hvā	v	0,0181222254092803	ākṛti	f	0,0180022106714705	śatāvarī	f	0,00606074425939505	pṛthu	adj	0,00963118270923669										uttṛ	v	0,00486059688129702																												vyañj	v	0,0019502394894093										āyat	v	0,0038404716099137	pariṣad	f	0,00258031686291077	samman	v	0,0117614443053607										abhikram	v	0,00186022843605195	sveday	v	0,0102312563982857										dīkṣ	v	0,00264032423181567				tras	v	0,00738090637530289	vyapoh	v	0,0057307037304181
						soma	m	0,0852104638449602	mātrā	f	0,0178521922492082	kīrti	f	0,0178521922492082	brāhmaṇī	f	0,0060307405749426	śatakratu	m	0,00942115691806954										goptṛ	adj	0,00483059319684457																												abhivyañj	v	0,0018902321205044										iyat	adj	0,00381046792546125	vipad	f	0,00252030949400586	manīṣin	adj	0,011251381669669										pradham	v	0,00171021001378969	pācay	v	0,0099312195537612										śliṣ	v	0,00258031686291077				āśis	f	0,00705086584632593	indh	v	0,00552067793925094
