śru;9422
jan;7377
jñā;4551
paś;3058
mṛ;2372
praviś;2257
bandh;2210
ādā;2151
śudh;2101
sidh;1777
rakṣ;1627
tap;1617
śak;1544
krudh;1531
vyadh;1525
ram;1374
ās;1348
sev;1271
sampad;1258
dīp;1049
jap;1016
muh;1003
utpad;996
dhṛ;959
vadh;918
upās;873
viś;871
ākhyā;843
tuṣ;781
duṣ;755
pratipad;744
lip;735
upapad;723
visṛj;723
āpad;703
bhañj;701
khyā;689
viśudh;606
prapad;590
udi;579
adhī;548
vinaś;546
bhram;543
saṁkrudh;532
saṁjan;527
nibudh;504
kup;500
śā;498
āhvā;494
abhihan;489
prajan;488
abhiṣic;479
mā;445
prahṛṣ;445
vīkṣ;439
sic;421
lih;401
prasidh;363
duh;356
svid;356
gā;355
saṁtap;348
samṛdh;340
nṛt;326
īkṣ;325
śrī;315
dam;307
vilap;299
avaman;289
praṇaś;285
vinyas;284
kram;272
lubh;271
samutpad;267
samākhyā;256
math;250
unmad;247
tras;246
kruś;231
abhiman;223
niras;209
as;207
ākṣip;206
atiric;202
samprekṣ;199
pramad;187
abhī;186
pradīp;183
prapaś;183
viśṛ;181
anurañj;180
prabudh;179
anupaś;174
abhipad;173
upajan;168
pratihan;166
prakup;160
saṁnah;157
vipac;156
ghṛṣ;152
pratibudh;150
āvah;143
saṁdṛś;143
bhakṣ;140
abhitap;137
virañj;136
avabudh;135
vijan;135
viyuj;135
samāhvā;135
saṁtuṣ;134
śiṣ;133
paryupās;130
abhijan;129
saṁsidh;126
khid;125
vipad;124
snih;123
prativyadh;119
abhilaṣ;113
aparādh;112
pralī;112
klid;111
vitras;111
pradah;110
āghrā;109
vilī;108
pariśram;107
saṁvye;105
vidah;103
samās;102
niṣpad;101
abhisaṁbudh;101
ādhyā;99
dīv;97
paribhraṁś;97
kṣudh;92
apavyadh;92
udgā;92
vimuh;92
ucchiṣ;91
praduṣ;90
parituṣ;89
dṛp;87
bhṛjj;86
saṁtras;85
pratidṛś;84
saṁpaś;84
āp￞;83
āvyadh;83
upaśam;82
paritap;82
sambudh;82
samāhan;81
klam;79
mlā;77
prabhañj;76
ativyadh;74
anutap;72
upahvā;71
vidṛś;71
samāpad;70
pratiyudh;69
pravā;67
anupad;66
du;66
preṣ;66
pratyutpad;65
pradṛś;64
paritrā;63
vidṛ;63
glā;60
ākruś;60
pariśudh;58
ūh;57
kam;57
gṛdh;57
sammuh;56
dhā;55
paribhram;55
sīv;54
samanupaś;54
kath;53
pad;53
udbhram;53
anurudh;52
vibudh;50
saṁśudh;50
ādham;49
vibhram;49
paryas;48
tam;46
abhyāhan;45
pranṛt;45
vyas;45
āve;44
upasaṁpad;44
dṛh;41
saṁśliṣ;41
anuvyadh;40
prave;40
tṛṣ;39
