i;2061
avāp;1466
āvṛ;952
samprāp;761
vṛ;732
viśru;562
vikṛ;512
parivṛ;468
niści;381
vyāp;381
anuprāp;353
ṛch;353
prahi;338
samāp;246
dāś;239
samāvṛ;231
upaci;221
stambh;211
hi;178
paryāp;158
pratiśru;155
ṛdh;144
āci;144
saṁstu;138
pariṣkṛ;137
āstṛ;133
paryavāp;129
uddhū;123
saṁci;114
abhiṣṭu;100
stṛ;99
rādh;99
vici;91
samavāp;87
āpyā;75
samanuprāp;73
vici;91
abhisaṁvṛ;66
upaśru;66
saṁśru;63
avadhū;62
prāvṛ;60
nirdhū;57
parikṣi;55
prakṣi;52
samaś;50
anuśru;49
samāci;47
nici;45
parinirvṛ;44
upāś;41
apāvṛ;40
spṛ;33
abhiṣu;29
pariśru;29
samuddhū;24
upāp;23
parici;21
praci;20
parisamāp;18
anusamprāp;17
abhiviśru;17
apaci;15
ādhṛṣ;15
dagh;14
vinirdhū;14
avaci;12
abhivṛ;12
vyaś;11
parīvṛ;11
hiṁkṛ;11
mi;10
upasaṁprāp;10
apakṣi;9
āśru;9
pravṛ;9
samucci;9
samupāś;9
dhi;7
abhivyāp;7
ucci;7
pratistambh;7
vipruṣ;7
samavastṛ;7
uttambh;7
abhiśru;6
nirmi;6
nivṛ;6
abhisamprāp;5
abhihiṅkṛ;5
āś;5
pradhū;5
vyṛdh;5
vyāvṛ;5
akṣ;4
apivṛ;4
nimi;4
vyavadhū;4
samupaci;4
pariniści;4
ādabh;4
abhyaś;3
udāp;3
pratirādh;3
pratyuttambh;3
pradhṛṣ;3
vyādhū;3
saṁsu;3
anumi;3
prasu;3
ārādh;3
anvāp;2
abhiprāp;2
abhyāp;2
paridu;2
pratidhṛṣ;2
pravici;2
vimi;2
samparivṛ;2
saṁnici;2
pariprāp;2
anuprahi;2
udvṛ;2
viśak;2
parisu;2
sagh;2
apami;2
adhyṛdh;1
anuvṛ;1
anusamaś;1
apadhṛṣ;1
apaspṛ;1
abhidu;1
abhidhi;1
abhidhṛṣ;1
abhistṛ;1
avarādh;1
avaspṛ;1
avāci;1
unmi;1
upaśak;1
upārādh;1
paridhū;1
parihi;1
pratiprahi;1
pratisaṁśru;1
prami;1
virādh;1
samāśru;1
samupaśru;1
sampraci;1
vinici;1
utsu;1
saṁvyāp;1
saṁpradhṛṣ;1
samāvāp;1
samabhivyāp;1
samādhṛṣ;1
anusaṁci;1
anusaṁvṛ;1
prāhi;1
samupāvṛ;1
paryāvṛ;1
prasamāp;1
pratiṣṭu;1
abhyutsu;1
vyatiśak;1
udavāp;1
u;1
prarādh;1
anuci;1
pariśak;1
abhiprahi;1
abhinirmi;1
14178
