saṁyuj;1204
prayuj;911
viśiṣ;588
virudh;428
upayuj;405
nirudh;381
añj;358
samāyuj;341
niyuj;322
hiṁs;289
mṛj;232
avaśiṣ;210
avarudh;196
abhyañj;188
abhiyuj;160
vṛj;152
vibhid;129
ric;128
vivic;120
vyatiric;101
prabhid;99
vicchid;98
tud;90
viric;88
samprayuj;88
udyuj;77
paribhuj;77
saṁrudh;77
anuyuj;75
ācchid;73
udric;67
vyañj;65
abhivyañj;63
saṁchid;59
sambhid;53
vinirbhid;52
ucchid;49
avacchid;46
paricchid;42
pratisaṁyuj;42
saṁnirudh;41
sampṛc;38
samañj;33
udbhid;32
viniyuj;32
pariśiṣ;27
samucchid;25
tṛd;24
viprayuj;24
aparudh;23
pratirudh;22
sambhañj;19
prativiśiṣ;19
anuśiṣ;18
āyuj;16
viniṣpiṣ;15
vihiṁs;13
vyavacchid;13
sambhuj;13
ārudh;12
pratipiṣ;12
āñj;11
paryanuyuj;11
parābhid;11
tṛh;10
avabhid;9
āvṛj;9
atyupayuj;9
samudyuj;9
avabhañj;8
upahiṁs;8
pravivic;8
atiśiṣ;7
anuprayuj;7
vibhañj;7
abhisaṁyuj;6
saṁvṛj;6
saṁniyuj;6
abhyatiric;5
abhyund;5
parivṛj;5
vyucchid;5
visaṁyuj;5
prodbhid;5
prabhuj;5
apavṛj;4
abhitṛd;4
āpṛc;4
paribhid;4
pratibhid;4
pratibhuj;4
prapiṣ;4
pravṛj;4
samācchid;4
utpiṣ;4
prativirudh;4
anvañj;3
anucchid;3
ātṛd;3
samupabhuj;3
anubhuj;3
anupṛc;3
abhinirbhid;3
anuniyuj;2
apacchid;2
udañj;2
nibhid;2
nyañj;2
nyṛj;2
paripiṣ;2
parirudh;2
paryavacchid;2
praticchid;2
pratyañj;2
pratyavarudh;2
prarudh;2
vitṛd;2
vipṛc;2
vyāvṛj;2
vyupayuj;2
saṁtṛd;2
samupayuj;2
pratyanuyuj;2
pratisaṁrudh;2
samudbhid;2
niṣpṛc;2
samabhyañj;2
upasaṁyuj;2
nipiṣ;2
ātañc;2
adhibhuj;1
apavic;1
abhibhañj;1
abhirudh;1
avatṛd;1
avapiṣ;1
āpiṣ;1
āric;1
udrudh;1
udvṛj;1
upapṛc;1
nivṛj;1
parāvṛj;1
pratibhañj;1
prapṛc;1
praric;1
samanuyuj;1
samund;1
samuparudh;1
samanubhuj;1
vinirudh;1
abhisaṁrudh;1
anusaṁpiṣ;1
samupāyuj;1
vinirbhañj;1
vipiṣ;1
paryupabhuj;1
saṁprabhañj;1
atyudric;1
samutpiṣ;1
atisaṁrudh;1
abhihiṁs;1
vinipiṣ;1
pravibhid;1
samanurudh;1
vyatibhid;1
viparicchid;1
pravibhañj;1
paribhañj;1
prāvṛj;1
abhisaṁbhañj;1
nirvyañj;1
samudric;1
prahiṁs;1
samatiric;1
vyund;1
bhrī;1
avapṛc;1
upacchid;1
ātuj;1
abhipiṣ;1
apāvṛj;1
kṛt;1
niravaśiṣ;1
abhyātañc;1
praśiṣ;1
9046
