ji;3265
vijñā;1723
prī;1262
pṛ;1043
kṣi;903
pratigrah;695
mṛd;673
saṁvṛ;514
anujñā;423
vistṛ;387
parigrah;364
pragrah;343
pratijñā;307
nigrah;306
gṛ;287
anugrah;243
prajñā;235
vivṛ;226
śṛ;221
abhijñā;204
kliś;197
ājñā;184
abhyanujñā;182
nibandh;173
paripṛ;173
udgrah;153
muṣ;139
sambandh;130
dṛ;127
avajñā;114
ābandh;94
anubandh;93
saṁjñā;82
viṣṭambh;77
unmath;68
parijñā;64
avaṣṭambh;61
vigrah;61
pratibandh;59
paristṛ;57
nirmath;55
vibandh;52
udgṛ;50
samanujñā;50
pratyabhijñā;49
upasaṁgrah;49
parikliś;48
vimṛd;48
ri;44
prabādh;43
gṛ;287
utpū;33
upastṛ;33
upagrah;31
pramṛd;30
samaś;30
vimath;29
ādhū;28
saṁkliś;27
saṁstambh;26
samājñā;26
avabandh;24
avamṛd;23
utkliś;23
nigṛ;23
uṣ;21
pratipṛ;21
samprajñā;20
avagrah;19
samāstṛ;17
abhigrah;16
parikrī;16
samprī;16
abhisambandh;15
saṁkṣi;15
udbandh;14
pravṛ;14
skambh;13
upanibandh;13
nirbandh;13
paripū;13
prabandh;13
pramī;13
apavṛ;12
upakṣi;12
prakṣubh;12
saṁvṛ;514
mṛ;12
atyaś;11
viṣkambh;11
samāpṛ;11
āprī;10
āvṛ;10
upastambh;10
upāś;10
saṁnigrah;10
samādhū;10
jyā;9
abhimanth;9
niṣkrī;9
pratigṛ;9
samprāś;9
sammṛd;9
samanubandh;9
avastṛ;8
udgranth;8
upamath;8
vinigrah;8
sampragrah;8
sampramath;8
samutkliś;8
pramṛ;8
hṛ;8
avaśṛ;7
si;7
kṛś;6
abhivṛ;6
prapuṣ;6
saṁvijñā;6
vyāprī;6
saṁgṛ;6
samudgṛ;6
abhipṛ;6
anuparigrah;6
kuṣ;5
āpṛ;5
niṣpū;5
paribandh;5
pratisaṁgrah;5
vibādh;5
vilū;5
saṁśṛ;5
samparigrah;5
vlī;5
pravlī;5
abhigṛ;4
nirvṛ;4
paryaś;4
prativiram;4
praśṛ;4
vigranth;4
saṁśrī;4
vinibandh;4
prapū;4
nirjñā;4
saṁparipṛ;4
nirlū;4
ubh;4
apagrah;3
apigrah;3
āgrah;3
āmath;3
nirī;3
niṣkuṣ;3
pragṛ;3
vikṣi;3
samavaṣṭambh;3
sampratijñā;3
sammath;3
upakliś;3
saṁgṛ;6
samāgrah;3
saṁgranth;3
samabhijñā;3
prastambh;3
nistambh;3
saṁpramṛd;3
samunmath;3
upakrī;3
pariprī;3
saṁnibandh;3
abhivijñā;2
abhisaṁgrah;2
avakrī;2
āmṛd;2
ālū;2
unmṛd;2
upabandh;2
parāśṛ;2
pariśṛ;2
parisaṁstṛ;2
pratyavagrah;2
prap￞;2
vipū;2
sampū;2
samprakṣubh;2
sambādh;2
āśṛ;2
proddhū;2
praviśṛ;2
samanuparigrah;2
paripuṣ;2
pratyāvṛ;2
nipū;2
āmī;2
samubh;2
atyudgrah;2
atipū;1
anukṣi;1
anuprajñā;1
anusaṁgrah;1
anvaś;1
apakrī;1
apiśṛ;1
abhikuṣ;1
abhikrī;1
abhimṛd;1
abhiviśṛ;1
abhiśrī;1
abhisaṁstambh;1
avakṛś;1
avagṛ;1
avamath;1
āpū;1
āmuṣ;1
āśrī;1
upajñā;1
upamṛd;1
upāstṛ;1
upodgrah;1
nipṛ;1
niśṛ;1
nistṛ;1
parivṛ;1
pragranth;1
pratiniṣpū;1
prativijñā;1
pratiṣkambh;1
pratisaṁstambh;1
pratyanujñā;1
pratyudgrah;1
pramuṣ;1
pralū;1
pravijñā;1
pravistṛ;1
vinirjñā;1
saṁkrī;1
samābandh;1
samudgranth;1
samudbandh;1
samupajñā;1
samupāś;1
vikuṣ;1
parivistṛ;1
abhiparistṛ;1
pratilū;1
adhimath;1
abhīṣ;1
prodbadh;1
utkṣubh;1
abhavastṛ;1
abhivistṛ;1
anusaṁbandh;1
abhibandh;1
abhiniṣpū;1
abhipragrah;1
abhyudgṛ;1
adhyaś;1
pariśrī;1
vinistṛ;1
vinirbandh;1
vyatiśṛ;1
prativikrī;1
pravinirdhū;1
pratyabhyanujñā;1
vipratijñā;1
pravidhū;1
vyavastṛ;1
apamṛd;1
samavajñā;1
prāvṛ;1
nirgrah;1
paryavajñā;1
vikliś;1
avagṛ;1
abhiprajñā;1
vinirvṛ;1
anuviśṛ;1
vimuṣ;1
upavistṛ;1
viprajñā;1
abhigṛdh;1
vyavaśṛ;1
atigrah;1
abhipuṣ;1
pravibandh;1
upadhū;1
prari;1
ścam;1
drū;1
utsi;1
vinirgṛ;1
vyāmath;1
parigṛdh;1
nipreṣ;1
parihvṛ;1
mur;1
vihvṛ;1
saṁpratipṛ;1
aveṣ;1
viśrī;1
saṁpragṛ;1
18549
