kathay;3328
pūjay;2964
kāray;1521
dhāray;1450
bhāvay;1439
marday;1416
cintay;1374
varjay;1349
sādhay;1254
darśay;1159
janay;1143
sthāpay;1100
bhakṣay;1008
āsāday;1000
yojay;924
pātay;856
pīḍay;841
niveday;795
kalpay;784
arcay;762
kīrtay;703
vivarjay;695
jāray;661
pūray;633
coday;609
vāray;580
pālay;550
prakīrtay;544
tarpay;531
arday;523
lakṣay;499
parivāray;498
bhūṣay;495
sampūjay;493
dāpay;491
īray;481
utpāday;472
samāsāday;472
mohay;457
preṣay;454
lepay;451
abhivāday;450
tāḍay;435
ārādhay;435
niśāmay;429
śodhay;428
bhojay;426
parikīrtay;423
kāmay;403
niveśay;400
nāśay;384
vibhūṣay;379
nipātay;377
veṣṭay;371
māray;369
nivāray;363
vardhay;362
mūrchay;351
śoṣay;349
āropay;349
ālokay;347
arpay;345
sveday;341
pācay;331
pravartay;329
pāyay;325
vartay;321
prayojay;315
pratiṣṭhāpay;313
dūṣay;311
vimarday;310
drāvay;307
rañjay;303
prasāday;299
śobhay;291
mānay;291
udīray;291
vicintay;286
vilokay;282
vācay;268
śrāvay;265
chāday;260
yodhay;257
peṣay;257
vedhay;253
prakṣālay;250
vicāray;250
toṣay;249
visarjay;246
praveśay;244
saṁcintay;243
ghātay;237
śamay;237
sāray;229
deśay;228
āśvāsay;226
niyojay;226
avalokay;223
prakalpay;219
ācchāday;217
saṁsthāpay;215
gamay;214
karśay;212
ājñāpay;212
upaśobhay;212
tāray;210
pratipāday;210
samarpay;209
pradāpay;205
prakāśay;203
varay;201
parivarjay;199
racay;196
arjay;195
abhipūjay;191
vāhay;190
vijñāpay;183
pracoday;182
sambhāvay;181
vidāray;176
preray;175
saṁmarday;175
āvartay;174
vibhāvay;172
utthāpay;171
nivartay;171
vināśay;171
aṅkay;170
snāpay;170
bodhay;168
upapāday;166
gālay;163
vañcay;162
grāhay;161
saṁlakṣay;161
upalakṣay;158
kṣapay;158
tāpay;153
rocay;151
śikṣay;151
paripālay;151
sampāday;150
vipācay;149
saṁtarpay;149
gaṇay;147
pradarśay;147
viśodhay;147
cālay;146
kalay;145
prasāray;145
āpūray;144
kṣālay;143
secay;142
dāray;141
avatāray;141
jvālay;140
nāday;139
kampay;139
pariṇāmay;138
mocay;137
mokṣay;136
yāpay;134
parikalpay;134
daṁśay;133
trāsay;132
yājay;130
prāpay;130
bandhay;128
bhrāmay;127
pracchāday;127
saṁyojay;127
laṅghay;125
uccāray;121
viśoṣay;121
stambhay;120
avaropay;120
pralepay;120
āvāhay;119
cāray;118
ramay;117
āpyāyay;117
saṁkalpay;116
pratipūjay;115
harṣay;113
āliṅgay;113
jīvay;111
kṣobhay;109
nidhāpay;109
vāday;108
samāśvāsay;108
