"от 200 до 700"	ā	61=8.59%	"от 200 до 700"	i	20=2.82%	"от 200 до 700"	ī	19=2.68%	"от 200 до 700"	u	9=1.27%	"от 200 до 700"	ū	16=2.25%	"от 200 до 700"	e	8=1.13%	"от 200 до 700"	ṛ	54=7.61%	"от 200 до 700"	kh	1=0.14%	"от 200 до 700"	gh	1=0.14%	"от 200 до 700"	k	2=0.28%	"от 200 до 700"	ṭh	1=0.14%	"от 200 до 700"	ṭ	1=0.14%	"от 200 до 700"	ḍ	1=0.14%	"от 200 до 700"	ch	4=0.56%	"от 200 до 700"	j	42=5.92%	"от 200 до 700"	c	19=2.68%	"от 200 до 700"	th	3=0.42%	"от 200 до 700"	dh	24=3.38%	"от 200 до 700"	t	16=2.25%	"от 200 до 700"	d	33=4.65%	"от 200 до 700"	n	20=2.82%	"от 200 до 700"	bh	8=1.13%	"от 200 до 700"	p	29=4.08%	"от 200 до 700"	m	47=6.62%	"от 200 до 700"	y	142=20.00%	"от 200 до 700"	r	6=0.85%	"от 200 до 700"	l	4=0.56%	"от 200 до 700"	v	4=0.56%	"от 200 до 700"	ṣ	38=5.35%	"от 200 до 700"	ś	29=4.08%	"от 200 до 700"	s	21=2.96%	"от 200 до 700"	h	27=3.80%
Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank
																																																																								viśodhay	v	0,00737																					
																																																																								saṁkalpay	v	0,00737																					
																																																																								arjay	v	0,00705																					
																																																																								vartay	v	0,00705																					
																																																																								śobhay	v	0,00705																					
																																																																								avadhāray	v	0,00705																					
																																																																								prayojay	v	0,00705																					
																																																																								saṁcintay	v	0,00705																					
																																																																								plāvay	v	0,00673																					
																																																																								veṣṭay	v	0,00673																					
																																																																								saṁtarpay	v	0,00673																					
																																																																								āpūray	v	0,00673																					
																																																																								mantray	v	0,00641																					
																																																																								rañjay	v	0,00641																					
																																																																								āvarjay	v	0,00641																					
																																																																								upaśobhay	v	0,00641																					
																																																																								nipātay	v	0,00641																					
																																																																								niṣpāday	v	0,00641																					
																																																																								pratiṣṭhāpay	v	0,00641																					
																																																																								pravāsay	v	0,00641																					
																																																																								īpsay	v	0,00641																					
																																																																								varay	v	0,00609																					
																																																																								avatāray	v	0,00609																					
																																																																								ājñāpay	v	0,00609																					
																																																																								niyojay	v	0,00609																					
																																																																								vācay	v	0,00609																					
																																																																								adhivāsay	v	0,00609																					
																																																																								veday	v	0,00577																					
																																																																								avabhāsay	v	0,00577																					
																																																																								āmantray	v	0,00577																					
																																																																								upalakṣay	v	0,00577																					
																																																																								nāśay	v	0,00577																					
																																																																								prakāśay	v	0,00577																					
																																																																								prāpay	v	0,00577																					
																																																																								preṣay	v	0,00577																					
																																																																								vijñāpay	v	0,00577																					
																																																																								samāsāday	v	0,00577																					
																																																																								vañcay	v	0,00577																					
																																																																								gamay	v	0,00545																					
																																																																								śikṣay	v	0,00545																					
																																																																								snāpay	v	0,00545																					
																																																																								abhyarthay	v	0,00545																					
																																																																								racay	v	0,00545																					
																																																																								āvāhay	v	0,00545																					
																																																																								upapāday	v	0,00545																					
																																																																								preray	v	0,00545																					
																																																																								vāsay	v	0,00545																					
																																																																								aṅkay	v	0,00513																					
																																																																								abhimantray	v	0,00513																					
																																																																								avaropay	v	0,00513																					
																																																																								uccāray	v	0,00513																					
																																																																								vāday	v	0,00513																					
																																																																								vidāray	v	0,00513																					
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
																																																																																															
