"Объединенное ядро"	ā	106=7.92%	"Объединенное ядро"	i	27=2.02%	"Объединенное ядро"	ī	33=2.47%	"Объединенное ядро"	u	23=1.72%	"Объединенное ядро"	ū	26=1.94%	"Объединенное ядро"	o	1=0.07%	"Объединенное ядро"	e	14=1.05%	"Объединенное ядро"	ṛ	80=5.98%	"Объединенное ядро"	kh	3=0.22%	"Объединенное ядро"	gh	1=0.07%	"Объединенное ядро"	k	3=0.22%	"Объединенное ядро"	g	2=0.15%	"Объединенное ядро"	ṭh	1=0.07%	"Объединенное ядро"	ṭ	6=0.45%	"Объединенное ядро"	ḍ	3=0.22%	"Объединенное ядро"	ṇ	3=0.22%	"Объединенное ядро"	ch	5=0.37%	"Объединенное ядро"	j	58=4.33%	"Объединенное ядро"	c	32=2.39%	"Объединенное ядро"	th	7=0.52%	"Объединенное ядро"	dh	46=3.44%	"Объединенное ядро"	t	28=2.09%	"Объединенное ядро"	d	65=4.86%	"Объединенное ядро"	n	36=2.69%	"Объединенное ядро"	bh	16=1.20%	"Объединенное ядро"	p	48=3.59%	"Объединенное ядро"	b	3=0.22%	"Объединенное ядро"	m	67=5.01%	"Объединенное ядро"	y	343=25.64%	"Объединенное ядро"	r	12=0.90%	"Объединенное ядро"	l	10=0.75%	"Объединенное ядро"	v	14=1.05%	"Объединенное ядро"	ṣ	78=5.83%	"Объединенное ядро"	ś	42=3.14%	"Объединенное ядро"	s	53=3.96%	"Объединенное ядро"	h	43=3.21%
Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank	Lemma	Type	Rank
vihā	v	0,0159319564442514				ninī	v	0,000990121586930875													saṁhṛ	v	0,00834102427778131																												anurañj	v	0,00540066320144114							prativyadh	v	0,00357043844984164				nud	v	0,00606074425939505	ran	v	0,00102012527138333				utkṣip	v	0,00423051950779556				niṣkram	v	0,00849104270004357	bhūṣay	v	0,0148518238039631										apekṣ	v	0,00504061898801173	saṁdṛś	v	0,00429052687670046	samās	v	0,00306037581414998	vigarh	v	0,00327040160531713
niśā	v	0,0158719490753465																			ākṛ	v	0,00810099480216171																												rañj	v	0,00522064109472643							niṣidh	v	0,00318039055195978				nirbhid	v	0,00594072952158525	samprajan	v	0,000930114218025974				abhitap	v	0,00411050476998575				saṁyam	v	0,00840103164668621	sampūjay	v	0,0147918164350582										cikīrṣ	v	0,00501061530355928	anupraviś	v	0,00369045318765144	saṁnyas	v	0,00267032791626812	anvah	v	0,00312038318305488
saṁdhā	v	0,0149718385417729																			sambhṛ	v	0,00723088795304063																												garj	v	0,00498061161910683							spṛdh	v	0,00318039055195978				pramad	v	0,00561068899260829	jaṅghan	v	0,000570070004596564				vip	v	0,00411050476998575				kram	v	0,00816100217106661	dāpay	v	0,0147318090661533										ukṣ	v	0,00495060793465438	vinirdiś	v	0,00348042739648429	prativas	v	0,00264032423181567	īh	v	0,00291035739188772
śā	v	0,0149418348573205																			avakṛ	v	0,00720088426858818																												bhrāj	v	0,00492060425020192							vidh	v	0,00303037212969753				abhipad	v	0,00519063741027398	ven	v	0,000540066320144114				jalp	v	0,00342042002757939				upakram	v	0,007920972695447	cūrṇay	v	0,0146117943283435										pracakṣ	v	0,00489060056574947	samuddiś	v	0,00339041634312694	vihas	v	0,00264032423181567	vimuh	v	0,00276033896962547
āhvā	v	0,0148218201195107																			samāvṛ	v	0,00693085110851613																												abhiyuj	v	0,00480058951239212							rādh	v	0,00297036476079263				pravad	v	0,00498061161910683							parikṣip	v	0,00309037949860243				niram	v	0,00723088795304063	īray	v	0,0144317722216288										vikṛṣ	v	0,00480058951239212	saṁviś	v	0,00321039423641223	vilas	v	0,00237029107174361	nirvivah	v	0,00252030949400586
nirmā	v	0,0141317353771043																			jāgṛ	v	0,00681083637070632																												vṛj	v	0,00456056003677252							ābandh	v	0,00282034633853037				pracchad	v	0,00444054529896271							sṛp	v	0,00309037949860243				viśram	v	0,00645079215727691	samāsāday	v	0,0141617390615568										pratīkṣ	v	0,00474058214348722	saṁdiś	v	0,00315038686750733	āśās	v	0,00225027633393381	nah	v	0,00210025791167155
adhiṣṭhā	v	0,0137416874792224																			vivṛ	v	0,00678083268625387																												saṁsañj	v	0,00438053793005781							sambudh	v	0,00246030212510096				abhivad	v	0,00432053056115291							samavāp	v	0,00261032054736322				avagam	v	0,0060907479438475	utpāday	v	0,0141617390615568										ghṛṣ	v	0,00456056003677252	paribhraṁś	v	0,00291035739188772	vikas	v	0,00222027264948136	ūh	v	0,00171021001378969
mā	v	0,0133516395813406																			śṛ	v	0,00663081426399162																												upabhuj	v	0,00423051950779556							sādh	v	0,00231028370283871				pramud	v	0,0040204937166284							lup	v	0,00246030212510096				prakram	v	0,0060907479438475	mohay	v	0,01371168379477										parirakṣ	v	0,00429052687670046	abhimṛś	v	0,0020102468583142	abhiśaṁs	v	0,00180022106714705	mah	v	0,00153018790707499
prasthā	v	0,0132316248435308																			niḥsṛ	v	0,00645079215727691																												virañj	v	0,0040805010855333							saṁrudh	v	0,00231028370283871				vibhid	v	0,00387047529436615							āvap	v	0,00222027264948136				vam	v	0,00606074425939505	preṣay	v	0,0136216727414126										śuṣ	v	0,00426052319224801	vāś	v	0,00159019527597989	las	v	0,00174021369824214	dṛh	v	0,00123015106255048
anujñā	v	0,0126915585233867																			samāhṛ	v	0,00642078847282446																												viyuj	v	0,00405049740108085							pariśudh	v	0,00174021369824214				khid	v	0,00375046055655635							pralip	v	0,0020702542272191				abhyāgam	v	0,0060307405749426	lepay	v	0,0135316616880553										bhakṣ	v	0,00420051582334311	piś	v	0,000750092111311269	ullas	v	0,00129015843145538	rih	v	0,000990121586930875
vikhyā	v	0,0120014737809803																			adhikṛ	v	0,0060907479438475																												samutsṛj	v	0,00369045318765144							saṁśudh	v	0,00150018422262254				vipad	v	0,00372045687210389							ālip	v	0,00204025054276665				viram	v	0,00522064109472643	abhivāday	v	0,0135016580036028										abhirakṣ	v	0,00417051213889066				abhidās	v	0,00123015106255048	vṛh	v	0,000990121586930875
upādā	v	0,0099912269226661																			parihṛ	v	0,005790711099323																												saṁrañj	v	0,00345042371203184							nādh	v	0,000630077373501466				krand	v	0,00369045318765144							vilip	v	0,0019502394894093				apakram	v	0,00462056740567742	ārādhay	v	0,0130516027368161										muṣ	v	0,00417051213889066				samabhyas	v	0,00120014737809803			
niryā	v	0,00978120113149895																			viśṛ	v	0,00543066688589359																												ruj	v	0,00342042002757939							radh	v	0,000630077373501466				saṁvid	v	0,00339041634312694							vilup	v	0,00141017316926519				sambhram	v	0,00447054898341516	tāḍay	v	0,0130516027368161										mṛṣ	v	0,00414050845443821				anuśaṁs	v	0,00114014000919313			
anuṣṭhā	v	0,00966118639368915																			prasṛ	v	0,00531065214808378																												avasṛj	v	0,00318039055195978							śṛdh	v	0,000630077373501466				nard	v	0,00330040528976958							prajap	v	0,00120014737809803				udgam	v	0,00441054161451026	niśāmay	v	0,0128715806301014										riṣ	v	0,00411050476998575				siṣās	v	0,00114014000919313			
trā	v	0,00960117902478424																			paripṛ	v	0,00519063741027398																												lajj	v	0,00294036107634017													nand	v	0,00309037949860243							saṁlip	v	0,000900110533573523				saṁnam	v	0,00438053793005781	śodhay	v	0,0128415769456489										takṣ	v	0,00405049740108085				vivās	v	0,00114014000919313			
samutthā	v	0,00948116428697444																			anusmṛ	v	0,00498061161910683																												bhṛjj	v	0,00258031686291077													niṣpad	v	0,00303037212969753							niḥkṣip	v	0,000750092111311269				vidham	v	0,00435053424560536	bhojay	v	0,012781569576744										saṁtuṣ	v	0,0040204937166284				atiśaṁs	v	0,000960117902478424			
pratijñā	v	0,00921113112690238																			uttṛ	v	0,00486059688129702																												udyuj	v	0,00231028370283871													vicchid	v	0,00294036107634017													antargam	v	0,0040204937166284	parikīrtay	v	0,0126915585233867										apakṛṣ	v	0,00399049003217595				vijijiñās	v	0,000930114218025974			
samādhā	v	0,00855105006894847																			saṁsmṛ	v	0,00477058582793967																												vyañj	v	0,0019502394894093													vivad	v	0,00228028001838626													samanvāgam	v	0,00372045687210389	āmantray	v	0,0123015106255048										śiṣ	v	0,00399049003217595				sas	v	0,000690084742406367			
anuyā	v	0,00849104270004357																			samalaṁkṛ	v	0,00429052687670046																												abhivyañj	v	0,0018902321205044													skand	v	0,00204025054276665													utkram	v	0,00369045318765144	kāmay	v	0,0120914848343377										ṛṣ	v	0,0039604863477235				bhas	v	0,000570070004596564			
samādā	v	0,00840103164668621																			saṁkṛ	v	0,00426052319224801																												ej	v	0,00132016211590783													saṁvad	v	0,0018302247515995													uparam	v	0,00354043476538919	niveśay	v	0,0120014737809803										abhivṛṣ	v	0,0038404716099137				āvivās	v	0,000540066320144114			
abhiyā	v	0,0078009579576372																			sṛ	v	0,00426052319224801																												ṛj	v	0,00129015843145538													abhivand	v	0,00177021738269459													samudyam	v	0,00348042739648429	prārthay	v	0,0117014369364558										abhilaṣ	v	0,00339041634312694				ghas	v	0,000540066320144114			
śraddhā	v	0,00771094690427985																			ādṛ	v	0,00420051582334311																												aj	v	0,00105012895583578													syand	v	0,00171021001378969													ānam	v	0,00336041265867448	nāśay	v	0,0115214148297411										prokṣ	v	0,00333040897422203									
samākhyā	v	0,00768094321982739																			pariṣkṛ	v	0,00411050476998575																												rej	v	0,00102012527138333													kṣud	v	0,00168020632933724													pariśram	v	0,00321039423641223	vibhūṣay	v	0,0113713964074788										dhṛṣ	v	0,00309037949860243									
upayā	v	0,00765093953537494																			āstṛ	v	0,00399049003217595																												samañj	v	0,000990121586930875													upasad	v	0,00165020264488479													avanam	v	0,00312038318305488	nipātay	v	0,0113113890385739										ākāṅkṣ	v	0,00273033528517302									
saṁmā	v	0,00759093216647004																			vismṛ	v	0,0038404716099137																												tuj	v	0,000960117902478424													mand	v	0,00159019527597989													pariṇam	v	0,00312038318305488	veṣṭay	v	0,0111313669318592										ucchiṣ	v	0,00273033528517302									
prajñā	v	0,00705086584632593																			dṛ	v	0,00381046792546125																												marmṛj	v	0,000720088426858818													pad	v	0,00159019527597989													abhiram	v	0,00279034265407792	māray	v	0,0110713595629543										parituṣ	v	0,00267032791626812									
vā	v	0,00636078110391956																			ekīkṛ	v	0,0037804642410088																																											spand	v	0,00147018053817009													apagam	v	0,00279034265407792	nivāray	v	0,0108913374562396										dīkṣ	v	0,00264032423181567									
vyavasā	v	0,00618075899720486																			vitṛ	v	0,0037804642410088																																											vinind	v	0,00141017316926519													upayam	v	0,00279034265407792	vardhay	v	0,0108613337717872										śliṣ	v	0,00258031686291077									
abhijñā	v	0,00612075162829995																			anusṛ	v	0,00363044581874654																																											kanikrad	v	0,00114014000919313													parigam	v	0,00225027633393381	mūrchay	v	0,0105312932428102										cakṣ	v	0,00249030580955341									
ājñā	v	0,00552067793925094																			samākṛ	v	0,00306037581414998																																											anuvid	v	0,000990121586930875													saṁkram	v	0,00219026896502891	āropay	v	0,0104712858739053										sampiṣ	v	0,00246030212510096									
samāsthā	v	0,00549067425479849																			stṛ	v	0,00297036476079263																																											rad	v	0,000960117902478424													abhyupagam	v	0,00216026528057645	śoṣay	v	0,0104712858739053										bhikṣ	v	0,00243029844064851									
abhyanujñā	v	0,00546067057034604																			samudāhṛ	v	0,00282034633853037																																											tṛd	v	0,000720088426858818													vinirgam	v	0,002130261596124	ālokay	v	0,0104112785050004										jakṣ	v	0,00243029844064851									
pidhā	v	0,00537065951698869																			gurukṛ	v	0,00276033896962547																																											und	v	0,000630077373501466													abhikram	v	0,00186022843605195	arpay	v	0,0103512711360955										samprahṛṣ	v	0,00240029475619606									
vibhā	v	0,00537065951698869																			pradakṣiṇīkṛ	v	0,00261032054736322																																																										pradham	v	0,00171021001378969	sveday	v	0,0102312563982857										niṣpiṣ	v	0,00228028001838626									
prahā	v	0,00504061898801173																			upasaṁhṛ	v	0,00228028001838626																																																										abhiśram	v	0,000540066320144114	pācay	v	0,0099312195537612										abhīṣ	v	0,00216026528057645									
samprasthā	v	0,00489060056574947																			svīkṛ	v	0,00225027633393381																																																													pravartay	v	0,0098712121848563										abhyukṣ	v	0,00204025054276665									
rā	v	0,00468057477458232																			cūrṇīkṛ	v	0,00216026528057645																																																													pāyay	v	0,0097511974470465										vivakṣ	v	0,0019502394894093									
pratibhā	v	0,00462056740567742																			ābhṛ	v	0,0018902321205044																																																													vartay	v	0,00963118270923669										vyācakṣ	v	0,00147018053817009									
saṁnidhā	v	0,00456056003677252																			vaśīkṛ	v	0,0018302247515995																																																													prayojay	v	0,00945116060252199										nakṣ	v	0,00141017316926519									
paridhā	v	0,00423051950779556																			bhasmīkṛ	v	0,00174021369824214																																																													pratiṣṭhāpay	v	0,00939115323361709										vakṣ	v	0,00126015474700293									
samāyā	v	0,00420051582334311																			paristṛ	v	0,00171021001378969																																																													dūṣay	v	0,00933114586471219										bhūṣ	v	0,00120014737809803									
pramā	v	0,00414050845443821																			aṅgīkṛ	v	0,00168020632933724																																																													vimarday	v	0,00930114218025974										tṛṣ	v	0,00117014369364558									
ābhā	v	0,0040805010855333																			prāviṣkṛ	v	0,00147018053817009																																																													drāvay	v	0,00921113112690238										viriṣ	v	0,000810099480216171									
samāhvā	v	0,00405049740108085																			vaṣaṭkṛ	v	0,00144017685371764																																																													rañjay	v	0,00909111638909258										viṣ	v	0,000810099480216171									
saṁkhyā	v	0,0039604863477235																			spṛ	v	0,000990121586930875																																																													prasāday	v	0,00897110165128278										iyakṣ	v	0,000660081057953917									
samupasthā	v	0,00393048266327105																			upastṛ	v	0,000990121586930875																																																													mānay	v	0,00873107217566317										paryukṣ	v	0,000660081057953917									
anumā	v	0,00372045687210389																			dūrīkṛ	v	0,000690084742406367																																																													śobhay	v	0,00873107217566317																					
viṣṭhā	v	0,00366044950319899																			mukhīkṛ	v	0,000570070004596564																																																													udīray	v	0,00873107217566317																					
praṇidhā	v	0,00351043108093674																																																																																		varṇay	v	0,00873107217566317																					
āgā	v	0,00342042002757939																																																																																		mahīy	v	0,00858105375340092																					
āghrā	v	0,00327040160531713																																																																																		vicintay	v	0,00858105375340092																					
unmā	v	0,00321039423641223																																																																																		vilokay	v	0,00846103901559112																					
pyā	v	0,00312038318305488																																																																																		īpsay	v	0,00837102796223376																					
pratyudyā	v	0,00309037949860243																																																																																		vācay	v	0,0080409874332568																					
udgā	v	0,00276033896962547																																																																																		śrāvay	v	0,00795097637989945																					
vinirmā	v	0,00273033528517302																																																																																		chāday	v	0,0078009579576372																					
avadhā	v	0,00270033160072057																																																																																		peṣay	v	0,00771094690427985																					
pratyupasthā	v	0,00249030580955341																																																																																		yodhay	v	0,00771094690427985																					
āpyā	v	0,00225027633393381																																																																																		mantray	v	0,00762093585092249																					
tirodhā	v	0,00216026528057645																																																																																		vedhay	v	0,00759093216647004																					
upahvā	v	0,002130261596124																																																																																		prakṣālay	v	0,00750092111311269																					
apidhā	v	0,00198024317386175																																																																																		vicāray	v	0,00750092111311269																					
parijñā	v	0,00192023580495685																																																																																		toṣay	v	0,00747091742866024																					
upāyā	v	0,00186022843605195																																																																																		visarjay	v	0,00738090637530289																					
avasā	v	0,00180022106714705																																																																																		praveśay	v	0,00732089900639799																					
sā	v	0,00159019527597989																																																																																		saṁcintay	v	0,00729089532194554																					
pratyabhijñā	v	0,00147018053817009																																																																																		ghātay	v	0,00711087321523083																					
upasamādhā	v	0,00147018053817009																																																																																		śamay	v	0,00711087321523083																					
saṁśā	v	0,00144017685371764																																																																																		sāray	v	0,00687084373961122																					
anupā	v	0,00141017316926519																																																																																		deśay	v	0,00684084005515877																					
vinidhā	v	0,00123015106255048																																																																																		āśvāsay	v	0,00678083268625387																					
prā	v	0,000990121586930875																																																																																		niyojay	v	0,00678083268625387																					
anusaṁdhā	v	0,00078009579576372																																																																																		avalokay	v	0,00669082163289652																					
vimā	v	0,000720088426858818																																																																																		ākarṇay	v	0,00663081426399162																					
																																																																																				prakalpay	v	0,00657080689508672																					
																																																																																				ācchāday	v	0,00651079952618181																					
																																																																																				saṁsthāpay	v	0,00645079215727691																					
																																																																																				gamay	v	0,00642078847282446																					
																																																																																				ājñāpay	v	0,00636078110391956																					
																																																																																				karśay	v	0,00636078110391956																					
																																																																																				upaśobhay	v	0,00636078110391956																					
																																																																																				pratipāday	v	0,00630077373501466																					
																																																																																				tāray	v	0,00630077373501466																					
																																																																																				samarpay	v	0,00627077005056221																					
																																																																																				pradāpay	v	0,00615075531275241																					
																																																																																				prakāśay	v	0,0060907479438475																					
																																																																																				varay	v	0,0060307405749426																					
																																																																																				parivarjay	v	0,0059707332060377																					
																																																																																				racay	v	0,00588072215268035																					
																																																																																				arjay	v	0,0058507184682279																					
																																																																																				nirūpay	v	0,005790711099323																					
																																																																																				abhipūjay	v	0,0057307037304181																					
																																																																																				vāhay	v	0,00570070004596564																					
																																																																																				miśray	v	0,00549067425479849																					
																																																																																				vijñāpay	v	0,00549067425479849																					
