final_member	mw_class	mw_first_members	corpus_compounds	corpus_tokens	corpus_first_members	overlap_first	mw_only_first	corpus_only_first	corpus_status
vaiṣamya	UTTARAPADA	1	24	25	19	0	1	19	final
vaiṣṇavakhaṇḍana	UTTARAPADA	1	0	0	0	0	1	0	absent
vaiṣṇavāgama	UTTARAPADA	1	0	0	0	0	1	0	absent
vajrakarasa	UTTARAPADA	1	0	0	0	0	1	0	absent
vajramaṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
vajrapañjara	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vajrapañjarakavaca	UTTARAPADA	1	0	0	0	0	1	0	absent
vajrasaṃghāta	UTTARAPADA	1	0	0	0	0	1	0	absent
vajrasūci	UTTARAPADA	1	0	0	0	0	1	0	absent
vajrin	UTTARAPADA	1	2	2	1	0	1	1	final
vajrī	UTTARAPADA	1	1	1	1	0	1	1	final
vakayantra	UTTARAPADA	1	0	0	0	0	1	0	absent
vakrakarmaprakāśa	UTTARAPADA	1	0	0	0	0	1	0	absent
vakrasaṃstha	UTTARAPADA	1	0	0	0	0	1	0	absent
vakrokti	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vaktavyahṛdaya	UTTARAPADA	1	1	1	1	1	0	0	final
vaktraka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vaktram	UTTARAPADA	1	0	0	0	0	1	0	absent
vaktratā	UTTARAPADA	1	0	0	0	0	1	0	absent
vaktrāvartin	UTTARAPADA	1	0	0	0	0	1	0	absent
vakṣojopama	UTTARAPADA	1	0	0	0	0	1	0	absent
valabhī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
valadhi	UTTARAPADA	1	0	0	0	0	1	0	absent
valanapañcataraṃgiṇīmāhātmya	UTTARAPADA	1	0	0	0	0	1	0	absent
valayabhūmi	UTTARAPADA	1	0	0	0	0	1	0	absent
valayasubhaga	UTTARAPADA	1	0	0	0	0	1	0	absent
valayā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
valg	UTTARAPADA	1	9	0	9	0	1	9	final
valga	UTTARAPADA	1	0	0	0	0	1	0	absent
valimīka	UTTARAPADA	1	0	0	0	0	1	0	absent
valina	UTTARAPADA	1	0	0	0	0	1	0	absent
valkalin	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
valkalī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
valki	UTTARAPADA	1	0	0	0	0	1	0	absent
valkika	UTTARAPADA	1	0	0	0	0	1	0	absent
valkā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
valkīya	UTTARAPADA	1	0	0	0	0	1	0	absent
vallabhatā	UTTARAPADA	1	0	0	0	0	1	0	absent
vallakī	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vallara	UTTARAPADA	1	0	0	0	0	1	0	absent
vallari	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vallika	UTTARAPADA	1	0	0	0	0	1	0	absent
vallīja	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vallīpariṇaya	UTTARAPADA	1	0	0	0	0	1	0	absent
vallūra	UTTARAPADA	1	1	1	1	0	1	1	final
vamanaprāyaścitta	UTTARAPADA	1	0	0	0	0	1	0	absent
vamatā	UTTARAPADA	1	0	0	0	0	1	0	absent
vami	UTTARAPADA	1	1	1	1	0	1	1	final
vanabāndhava	UTTARAPADA	1	0	0	0	0	1	0	absent
vanagiri	UTTARAPADA	1	0	0	0	0	1	0	absent
vanaja	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vanam	UTTARAPADA	1	0	0	0	0	1	0	absent
vanamahātmya	UTTARAPADA	1	0	0	0	0	1	0	absent
vanamaya	UTTARAPADA	1	0	0	0	0	1	0	absent
vananandana	UTTARAPADA	1	0	0	0	0	1	0	absent
vanas	UTTARAPADA	1	1	1	1	1	0	0	final
vanasyā	UTTARAPADA	1	0	0	0	0	1	0	absent
vanaukas	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vanavāsin	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vanda	UTTARAPADA	1	1	1	1	1	0	0	final
vandananiṣedha	UTTARAPADA	1	0	0	0	0	1	0	absent
vandanasamarthana	UTTARAPADA	1	0	0	0	0	1	0	absent
vandanaśatadūṣaṇī	UTTARAPADA	1	0	0	0	0	1	0	absent
vandanā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vandanī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vandhya	UTTARAPADA	1	7	4	4	0	1	4	final
vandinī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vaneya	UTTARAPADA	1	0	0	0	0	1	0	absent
vanikā	UTTARAPADA	1	7	25	1	1	0	0	final
vanikānyāya	UTTARAPADA	1	0	0	0	0	1	0	absent
vanopapanna	UTTARAPADA	1	0	0	0	0	1	0	absent
vanta	UTTARAPADA	1	0	0	0	0	1	0	absent
vantīya	UTTARAPADA	1	0	0	0	0	1	0	absent
vapa	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vapari	UTTARAPADA	1	0	0	0	0	1	0	absent
vapnya	UTTARAPADA	1	0	0	0	0	1	0	absent
vapurdhārin	UTTARAPADA	1	0	0	0	0	1	0	absent
vapā	UTTARAPADA	1	2	2	2	1	0	1	final
varacandra	UTTARAPADA	1	0	0	0	0	1	0	absent
varadhara	UTTARAPADA	1	0	0	0	0	1	0	absent
varadācārya	UTTARAPADA	1	0	0	0	0	1	0	absent
varadāyaka	UTTARAPADA	1	0	0	0	0	1	0	absent
varamuni	UTTARAPADA	1	0	0	0	0	1	0	absent
varaprasāda	UTTARAPADA	1	0	0	0	0	1	0	absent
varavadanā	UTTARAPADA	1	0	0	0	0	1	0	absent
varavarman	UTTARAPADA	1	0	0	0	0	1	0	absent
varayitrī	UTTARAPADA	1	0	0	0	0	1	0	absent
varaṇṭa	UTTARAPADA	1	0	0	0	0	1	0	absent
varaṭi	UTTARAPADA	1	0	0	0	0	1	0	absent
varbara	UTTARAPADA	1	0	0	0	0	1	0	absent
varbarikā	UTTARAPADA	1	0	0	0	0	1	0	absent
varcala	UTTARAPADA	1	0	0	0	0	1	0	absent
varcasin	UTTARAPADA	1	0	0	0	0	1	0	absent
varcaska	UTTARAPADA	1	1	1	1	0	1	1	final
varchikā	UTTARAPADA	1	0	0	0	0	1	0	absent
varcin	UTTARAPADA	1	0	0	0	0	1	0	absent
varcoghna	UTTARAPADA	1	0	0	0	0	1	0	absent
vardhaki	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vardhamānaka	UTTARAPADA	1	1	1	1	1	0	0	final
vardhanagaṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
vardhanastotra	UTTARAPADA	1	0	0	0	0	1	0	absent
vardhanikā	UTTARAPADA	1	0	0	0	0	1	0	absent
vardhanā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vardhayitṛ	UTTARAPADA	1	0	0	0	0	1	0	absent
vardhman	UTTARAPADA	1	0	0	0	0	1	0	absent
vardhra	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vardhraka	UTTARAPADA	1	0	0	0	0	1	0	absent
vardhāpanavidhāna	UTTARAPADA	1	0	0	0	0	1	0	absent
vareya	UTTARAPADA	1	0	0	0	0	1	0	absent
vareṇya	UTTARAPADA	1	2	0	1	0	1	1	final
vargam	UTTARAPADA	1	0	0	0	0	1	0	absent
vargaprayoga	UTTARAPADA	1	0	0	0	0	1	0	absent
vargika	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
varhiṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
varikā	UTTARAPADA	1	0	0	0	0	1	0	absent
varivasyārahasya	UTTARAPADA	1	0	0	0	0	1	0	absent
variṣṭha	UTTARAPADA	1	7	5	7	0	1	7	final
varjaka	UTTARAPADA	1	0	0	0	0	1	0	absent
varjikā	UTTARAPADA	1	0	0	0	0	1	0	absent
varjitatailapūra	UTTARAPADA	1	0	0	0	0	1	0	absent
varjitā	UTTARAPADA	1	0	0	0	0	1	0	absent
varjya	UTTARAPADA	1	0	0	0	0	1	0	absent
varmabhṛt	UTTARAPADA	1	0	0	0	0	1	0	absent
varmadhara	UTTARAPADA	1	0	0	0	0	1	0	absent
varmagaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
varmaka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
varmaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
varmika	UTTARAPADA	1	0	0	0	0	1	0	absent
vartamāna	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vartavya	UTTARAPADA	1	0	0	0	0	1	0	absent
vartidīpavratakalpa	UTTARAPADA	1	0	0	0	0	1	0	absent
vartikathā	UTTARAPADA	1	0	0	0	0	1	0	absent
vartikodyāpanavidhi	UTTARAPADA	1	0	0	0	0	1	0	absent
vartinī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vartita	UTTARAPADA	1	1	0	1	0	1	1	final
vartivrata	UTTARAPADA	1	0	0	0	0	1	0	absent
vartiṇī	UTTARAPADA	1	0	0	0	0	1	0	absent
vartmaga	UTTARAPADA	1	0	0	0	0	1	0	absent
vartmaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vartmakṛt	UTTARAPADA	1	0	0	0	0	1	0	absent
vartmarodha	UTTARAPADA	1	0	0	0	0	1	0	absent
vartyudyāpana	UTTARAPADA	1	0	0	0	0	1	0	absent
vartyudyāpanavidhāna	UTTARAPADA	1	0	0	0	0	1	0	absent
vartā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
varuṇam	UTTARAPADA	1	0	0	0	0	1	0	absent
varuṇālaya	UTTARAPADA	1	0	0	0	0	1	0	absent
varvaṇā	UTTARAPADA	1	0	0	0	0	1	0	absent
varvurika	UTTARAPADA	1	0	0	0	0	1	0	absent
varvūraka	UTTARAPADA	1	0	0	0	0	1	0	absent
varyatīrtha	UTTARAPADA	1	0	0	0	0	1	0	absent
varyārya	UTTARAPADA	1	0	0	0	0	1	0	absent
varāhakula	UTTARAPADA	1	0	0	0	0	1	0	absent
varāhasaṃvāda	UTTARAPADA	1	0	0	0	0	1	0	absent
varāhatīrtha	UTTARAPADA	1	0	0	0	0	1	0	absent
varāhikā	UTTARAPADA	1	0	0	0	0	1	0	absent
varāṭikā	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
varīyas	UTTARAPADA	1	7	0	2	0	1	2	final
varūthinī	UTTARAPADA	1	1	1	1	0	1	1	final
varūthinībhañjinī	UTTARAPADA	1	0	0	0	0	1	0	absent
varūthinīnirodha	UTTARAPADA	1	0	0	0	0	1	0	absent
varūtrī	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇabalaprada	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇaja	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇam	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇamālā	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇanadhyānādi	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇapakṣa	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇaparṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇaprayoga	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇasuślakṣṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇatā	UTTARAPADA	1	1	1	1	0	1	1	final
varṇavatī	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇavādin	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇiliṅgin	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇinī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
varṇīkaraṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
varṇīya	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣadeva	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣadeśīya	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣam	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣamahotsava	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣaphala	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣasahasrika	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣasahasrin	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣavat	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣaśatāyus	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣitā	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣman	UTTARAPADA	1	13	13	10	0	1	10	final
varṣuka	UTTARAPADA	1	0	0	0	0	1	0	absent
varṣya	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
varṣā	UTTARAPADA	1	4	3	3	0	1	3	final
varṣīṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
vasanta	UTTARAPADA	1	15	30	11	0	1	11	final
vasanā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vasat	UTTARAPADA	1	0	0	0	0	1	0	absent
vasatha	UTTARAPADA	1	0	0	0	0	1	0	absent
vasatīvarīka	UTTARAPADA	1	0	0	0	0	1	0	absent
vasava	UTTARAPADA	1	0	0	0	0	1	0	absent
vasika	UTTARAPADA	1	0	0	0	0	1	0	absent
vasiṣṭhasiddhānta	UTTARAPADA	1	0	0	0	0	1	0	absent
vaskarā	UTTARAPADA	1	0	0	0	0	1	0	absent
vastitā	UTTARAPADA	1	0	0	0	0	1	0	absent
vastrabhṛt	UTTARAPADA	1	0	0	0	0	1	0	absent
vastraka	UTTARAPADA	1	0	0	0	0	1	0	absent
vastrasaṃvīta	UTTARAPADA	1	0	0	0	0	1	0	absent
vastratā	UTTARAPADA	1	0	0	0	0	1	0	absent
vastrikā	UTTARAPADA	1	0	0	0	0	1	0	absent
vastrā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vastrādi	UTTARAPADA	1	0	0	0	0	1	0	absent
vastrāharaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
vastuka	UTTARAPADA	1	1	0	1	0	1	1	final
vastusampad	UTTARAPADA	1	0	0	0	0	1	0	absent
vastusāra	UTTARAPADA	1	0	0	0	0	1	0	absent
vastuviṣaya	UTTARAPADA	1	0	0	0	0	1	0	absent
vasudha	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vasukra	UTTARAPADA	1	0	0	0	0	1	0	absent
vasuprada	UTTARAPADA	1	0	0	0	0	1	0	absent
vasya	UTTARAPADA	1	0	0	0	0	1	0	absent
vasyā	UTTARAPADA	1	0	0	0	0	1	0	absent
vasāmaya	UTTARAPADA	1	0	0	0	0	1	0	absent
vasāna	UTTARAPADA	1	0	0	0	0	1	0	absent
vasī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vasīya	UTTARAPADA	1	0	0	0	0	1	0	absent
vataṇḍa	UTTARAPADA	1	0	0	0	0	1	0	absent
vateya	UTTARAPADA	1	0	0	0	0	1	0	absent
vati	UTTARAPADA	1	1	0	1	0	1	1	final
vatman	UTTARAPADA	1	0	0	0	0	1	0	absent
vatnī	UTTARAPADA	1	0	0	0	0	1	0	absent
vatsaka	UTTARAPADA	1	1	1	1	0	1	1	final
vatsakin	UTTARAPADA	1	0	0	0	0	1	0	absent
vatsakā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vatsalatīrtha	UTTARAPADA	1	0	0	0	0	1	0	absent
vatsarī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vatsaśiśupuṃgava	UTTARAPADA	1	0	0	0	0	1	0	absent
vatsikā	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vatsājīva	UTTARAPADA	1	0	0	0	0	1	0	absent
vattu	UTTARAPADA	1	0	0	0	0	1	0	absent
vattā	UTTARAPADA	1	0	0	0	0	1	0	absent
vatīya	UTTARAPADA	1	0	0	0	0	1	0	absent
vavri	UTTARAPADA	1	0	0	0	0	1	0	absent
vayasam	UTTARAPADA	1	0	0	0	0	1	0	absent
vayasana	UTTARAPADA	1	0	0	0	0	1	0	absent
vayasya	UTTARAPADA	1	7	7	7	1	0	6	final
vayovṛddha	UTTARAPADA	1	0	0	0	0	1	0	absent
vañca	UTTARAPADA	1	0	0	0	0	1	0	absent
vañcana	UTTARAPADA	1	1	0	1	0	1	1	final
vañcika	UTTARAPADA	1	0	0	0	0	1	0	absent
vañcin	UTTARAPADA	1	0	0	0	0	1	0	absent
vañcita	UTTARAPADA	1	0	0	0	0	1	0	absent
vañcitaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vaśaga	UTTARAPADA	1	17	23	14	0	1	14	final
vaśakara	UTTARAPADA	1	0	0	0	0	1	0	absent
vaśam	UTTARAPADA	1	0	0	0	0	1	0	absent
vaśas	UTTARAPADA	1	0	0	0	0	1	0	absent
vaśin	UTTARAPADA	1	3	3	3	0	1	3	final
vaśinī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vaśāgata	UTTARAPADA	1	0	0	0	0	1	0	absent
vaśānuga	UTTARAPADA	1	0	0	0	0	1	0	absent
vaśāyāta	UTTARAPADA	1	1	1	1	1	0	0	final
vaśībhūta	UTTARAPADA	1	0	0	0	0	1	0	absent
vaśīkarastotra	UTTARAPADA	1	0	0	0	0	1	0	absent
vaḍava	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṃsika	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṃsya	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṃśanṛpamuktāvalī	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṃśaśalākā	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṃśika	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṃśikā	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṃśīya	UTTARAPADA	1	1	1	1	1	0	0	final
vaṅgamalla	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṅgāla	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṅka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vaṅkola	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṅkā	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṇas	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṇasaṃjñikā	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṇasyu	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṇigdhana	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṇijā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vaṇya	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṇī	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṇṭaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṣaṭkāra	UTTARAPADA	1	8	9	7	0	1	7	final
vaṣaṭkāramaṅgala	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṭikā	UTTARAPADA	1	4	4	4	0	1	4	final
vaṭu	UTTARAPADA	1	1	1	1	0	1	1	final
vaṭva	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṭīrasa	UTTARAPADA	1	0	0	0	0	1	0	absent
vaṭūrin	UTTARAPADA	1	1	1	1	0	1	1	final
vaṭṭa	UTTARAPADA	1	0	0	0	0	1	0	absent
vecanaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vedacampū	UTTARAPADA	1	0	0	0	0	1	0	absent
vedamantra	UTTARAPADA	1	0	0	0	0	1	0	absent
vedanam	UTTARAPADA	1	0	0	0	0	1	0	absent
vedanīya	UTTARAPADA	1	0	0	0	0	1	0	absent
vedapārāyaṇapramāṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
vedasin	UTTARAPADA	1	0	0	0	0	1	0	absent
vedavratasnāta	UTTARAPADA	1	0	0	0	0	1	0	absent
vedavratavat	UTTARAPADA	1	0	0	0	0	1	0	absent
vedavādin	UTTARAPADA	1	0	0	0	0	1	0	absent
vedaśiras	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vedhanikā	UTTARAPADA	1	0	0	0	0	1	0	absent
vedhas	UTTARAPADA	1	6	4	6	0	1	6	final
vedhavicāra	UTTARAPADA	1	0	0	0	0	1	0	absent
vedhika	UTTARAPADA	1	0	0	0	0	1	0	absent
vedhinī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vedhitā	UTTARAPADA	1	0	0	0	0	1	0	absent
vedhya	UTTARAPADA	1	3	2	3	0	1	3	final
vedhyā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vedikā	UTTARAPADA	1	8	5	6	0	1	6	final
vedinī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
veditva	UTTARAPADA	1	0	0	0	0	1	0	absent
veditā	UTTARAPADA	1	0	0	0	0	1	0	absent
vedoddhāra	UTTARAPADA	1	0	0	0	0	1	0	absent
vedopaniṣatsāropadeśasāhasrī	UTTARAPADA	1	0	0	0	0	1	0	absent
vedādhyāyin	UTTARAPADA	1	0	0	0	0	1	0	absent
vedāntam	UTTARAPADA	1	0	0	0	0	1	0	absent
vedāntasāra	UTTARAPADA	1	0	0	0	0	1	0	absent
vedāntatattvasāre	UTTARAPADA	1	0	0	0	0	1	0	absent
vedāntaśāstraprakriyā	UTTARAPADA	1	0	0	0	0	1	0	absent
vedāntaṣaṭka	UTTARAPADA	1	0	0	0	0	1	0	absent
vedāntin	UTTARAPADA	1	0	0	0	0	1	0	absent
vedārthaprakāśa	UTTARAPADA	1	0	0	0	0	1	0	absent
vedīya	UTTARAPADA	1	0	0	0	0	1	0	absent
vegaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vegavat	UTTARAPADA	1	3	3	3	0	1	3	final
vegavaśa	UTTARAPADA	1	0	0	0	0	1	0	absent
vegaśrī	UTTARAPADA	1	0	0	0	0	1	0	absent
vegika	UTTARAPADA	1	0	0	0	0	1	0	absent
vegitā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vehat	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
velāyoga	UTTARAPADA	1	0	0	0	0	1	0	absent
velāyām	UTTARAPADA	1	0	0	0	0	1	0	absent
vema	UTTARAPADA	1	1	0	1	1	0	0	final
vepa	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vepana	UTTARAPADA	1	3	2	2	0	1	2	final
vepitam	UTTARAPADA	1	0	0	0	0	1	0	absent
vera	UTTARAPADA	1	0	0	0	0	1	0	absent
veraṇi	UTTARAPADA	1	0	0	0	0	1	0	absent
vesarā	UTTARAPADA	1	0	0	0	0	1	0	absent
vetanin	UTTARAPADA	1	1	1	1	1	0	0	final
vetra	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vetrabāṇavikalpa	UTTARAPADA	1	0	0	0	0	1	0	absent
vetravānavikalpa	UTTARAPADA	1	0	0	0	0	1	0	absent
vetrin	UTTARAPADA	1	0	0	0	0	1	0	absent
vettrya	UTTARAPADA	1	0	0	0	0	1	0	absent
vetālasādhana	UTTARAPADA	1	0	0	0	0	1	0	absent
vetālī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
veśakavaca	UTTARAPADA	1	0	0	0	0	1	0	absent
veśana	UTTARAPADA	1	0	0	0	0	1	0	absent
veśasa	UTTARAPADA	1	0	0	0	0	1	0	absent
veśma	UTTARAPADA	1	0	0	0	0	1	0	absent
veśmaka	UTTARAPADA	1	0	0	0	0	1	0	absent
veśmālī	UTTARAPADA	1	0	0	0	0	1	0	absent
veśyā	UTTARAPADA	1	3	3	3	0	1	3	final
veśīya	UTTARAPADA	1	0	0	0	0	1	0	absent
veṇa	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
veṇuka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
veṇutriveṇumat	UTTARAPADA	1	0	0	0	0	1	0	absent
veṇuvīṇam	UTTARAPADA	1	0	0	0	0	1	0	absent
veṇvā	UTTARAPADA	1	0	0	0	0	1	0	absent
veṇya	UTTARAPADA	1	0	0	0	0	1	0	absent
veṇyā	UTTARAPADA	1	0	0	0	0	1	0	absent
veṇīdhara	UTTARAPADA	1	0	0	0	0	1	0	absent
veṇṇā	UTTARAPADA	1	0	0	0	0	1	0	absent
veṣadhāraka	UTTARAPADA	1	0	0	0	0	1	0	absent
veṣaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
veṣikā	UTTARAPADA	1	0	0	0	0	1	0	absent
veṣābharaṇa	UTTARAPADA	1	0	0	0	0	1	0	absent
veṣākṛtimat	UTTARAPADA	1	0	0	0	0	1	0	absent
veṣī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
veṣṭanaśāntiprayoga	UTTARAPADA	1	0	0	0	0	1	0	absent
veṣṭanika	UTTARAPADA	1	0	0	0	0	1	0	absent
veṣṭitaka	UTTARAPADA	1	0	0	0	0	1	0	absent
veṭaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vibandhaghna	UTTARAPADA	1	0	0	0	0	1	0	absent
vibandhaka	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vibandhana	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vibhaktinirṇaya	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhaktyarthaviveka	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhavam	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhavānasa	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhaṅga	UTTARAPADA	1	1	1	1	0	1	1	final
vibhedaka	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhedin	UTTARAPADA	1	1	1	1	0	1	1	final
vibhoka	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhrānti	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhu	UTTARAPADA	1	5	4	5	0	1	5	final
vibhuja	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhukta	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhā	UTTARAPADA	1	14	0	14	0	1	14	final
vibhāgam	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhāgin	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhājaka	UTTARAPADA	1	1	1	1	0	1	1	final
vibhāsa	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhāva	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vibhāvanā	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vibhāvarī	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vibhāvin	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhāvinī	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhāvita	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhāvya	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhāṣa	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vibhāṣāśāstra	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhītaka	UTTARAPADA	1	6	6	3	0	1	3	final
vibhīṣaṇa	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vibhīṣikā	UTTARAPADA	1	1	1	1	0	1	1	final
vibhūta	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vibhūtigarbha	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhūṣaṇaketana	UTTARAPADA	1	0	0	0	0	1	0	absent
vibhūṣita	UTTARAPADA	1	0	0	0	0	1	0	absent
vibodha	UTTARAPADA	1	1	1	1	0	1	1	final
vibodhaviveka	UTTARAPADA	1	0	0	0	0	1	0	absent
vibudhī	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vicarcikā	UTTARAPADA	1	0	0	0	0	1	0	nonfinal_only
vicchandas	UTTARAPADA	1	0	0	0	0	1	0	absent
vicikitsa	UTTARAPADA	1	0	0	0	0	1	0	form_variant
vicikitsitam	UTTARAPADA	1	0	0	0	0	1	0	absent
