parent	n_children	children
sūtra	65	sūtrakaṇṭha|sūtrakaraṇa|sūtrakartṛ|sūtrakarman|sūtrakāra|sūtrakṛt|sūtrakṛtāṅga-vṛtti|sūtrakoṇa|sūtrakoṇaka|sūtrakośa|sūtrakrīḍā|sūtragaṇita|sūtragaṇḍikā|sūtragrantha|sūtragraha|sūtragrāha|sūtracaraṇa|sūtrajāla|sūtratantu|sūtratarkuṭī|sūtradaridra|sūtradīpikā|sūtradhara|sūtradhāra|sūtradhṛk|sūtranaḍa|sūtranyāsa|sūtrapattra-kara|sūtrapattrin|sūtrapadī|sūtrapāṭhānukrama|sūtrapāta|sūtrapāda|sūtrapiṭaka|sūtrapuṣpa|sūtraprakāśa-bhāṣya|sūtraprakāśikā|sūtraprasthāna|sūtraprota|sūtrabhāṣya|sūtrabhid|sūtrabhṛt|sūtramadhya-bhū|sūtramantra-prakāśaka|sūtramaya|sūtramuktā-kalāpa|sūtrayantra|sūtrarāja|sūtravāpa|sūtravikrayin|sūtravid|sūtravīṇā|sūtraveṣṭana|sūtraśākha|sūtrasaṁgraha|sūtrasamuccaya|sūtrasthāna|sūtrātman|sūtrānta|sūtrāntaka|sūtrārtha|sūtrālaṁkāra|sūtrālī|sūtrota|sūtropanyāsa
sūtrita	1	sūtritatva
sūda	8	sūdakarman|sūdatā|sūdatva|sūdadohas|sūdavat|sūdaśālā|sūdaśāstra|sūdādhyakṣa
sūnṛta	2	sūnṛtavāc|sūnṛtānṛta
sūnṛtā	2	sūnṛtāvat|sūnṛtāvarī
sūnā	5	sūnācakradhvaja-vat|sūnātaṭi|sūnādoṣa|sūnāparicara|sūnāstha
sūpa	14	sūpakartṛ|sūpakāra|sūpakṛt|sūpagandhi|sūpadhūpaka|sūpadhūpana|sūpaparṇī|sūpaprati|sūparasa|sūpaśāstra|sūpaśreṣṭha|sūpasaṁsṛṣṭa|sūpāṅga|sūpaudana-ṣaṣṭhī-pūjā
sūra	15	sūrakanda|sūrakṛt|sūracakṣas|sūracandra|sūrajī|sūradāsa|sūramasa|sūravat|sūravarman|sūrasuta|sūrasūta|sūrasena|sūrācārya|sūrāpagā|sūrāsana-deśa
sūri	3	sūrideva|sūribhaṭṭa|sūrisaṁtoṣa
sūrya	221	sūryakamala|sūryakara|sūryakalpa|sūryakavaca|sūryakavi|sūryakānta|sūryakānti|sūryakāla|sūryaketu|sūryakrānta|sūryakṣaya|sūryagaṅgā-tīrtha|sūryagarbha|sūryagupta|sūryagraha|sūryagrahaṇa|sūryacakṣus|sūryacandra|sūryacandramas|sūryacandramasa|sūryaja|sūryajyotis|sūryatanaya|sūryatapas|sūryatāpinī|sūryatīrtha|sūryatejas|sūryatvac|sūryatvaca|sūryatvacas|sūryadatta|sūryadaśā-phala|sūryadāsa|sūryadṛś|sūryadeva|sūryadevatya|sūryadvādaśāryā|sūryadhara|sūryadhyāna|sūryadhvaja|sūryanakṣatra|sūryanagara|sūryanandana|sūryanamaskāra|sūryanāḍī|sūryanābha|sūryanārāyaṇa|sūryanetra|sūryapakṣa-karaṇa|sūryapakṣa-śaraṇa|sūryapañcāṅga|sūryapañcāṅga-stotra|sūryapaṇḍita|sūryapati|sūryapattra|sūryapatnī|sūryaparṇī|sūryaparvan|sūryapāda|sūryaputra|sūryapura|sūryapurāṇa|sūryapūjā|sūryapūjā-vidhi|sūryaprakāśa|sūryaprajñapti|sūryapratiṣṭhā|sūryapradīpa|sūryaprabha|sūryaprabhava|sūryaprabhīya|sūryapraśiṣya|sūryaphaṇi-cakra|sūryabali|sūryabimba|sūryabhakta|sūryabhaktaka|sūryabhaṭṭa|sūryabhaṭṭīya|sūryabhā|sūryabhāgā|sūryabhānu|sūryabhās|sūryabhrāj|sūryabhrātṛ|sūryamaṇi|sūryamaṇḍala|sūryamatī|sūryamantra|sūryamarut|sūryamaruta|sūryamalla|sūryamāla|sūryamāsa|sūryamukhī|sūryam-paśya|sūryayantra|sūryayama|sūryaratha|sūryaraśmi|sūryarahasya|sūryarājya|sūryarāma|sūryaruc|sūryarkṣa|sūryarc|sūryalatā|sūryaloka|sūryalocanā|sūryavaṁśa|sūryavaṁśya|sūryavaktra|sūryavajra-pañjara|sūryavat|sūryavana|sūryavara|sūryavaruṇa|sūryavarga|sūryavarcas|sūryavarṇa|sūryavarman|sūryavallī|sūryavāra|sūryavikāsin|sūryavighna|sūryavilokana|sūryaveśman|sūryavaiśvānara|sūryavrata|sūryaśataka|sūryaśānti|sūryaśiṣya|sūryaśobhā|sūryaśrit|sūryaśrī|sūryaśvit|sūryaṣaṭ-padī|sūryaṣaḍ-akṣarī|sūryasaṁkrama|sūryasaṁkrānti|sūryasaṁjña|sūryasadṛśa|sūryasaptati|sūryasaptāryā|sūryasama|sūryasahasra-nāman|sūryasahasra-nāmāvalī|sūryasāman|sūryasārathi|sūryasāvarṇi|sūryasāvitra|sūryasiṁha|sūryasiddhānta|sūryasuta|sūryasūkta|sūryasūta|sūryasūri|sūryasena|sūryastava-kapāla-mocana|sūryastavana|sūryastut|sūryastuti|sūryastotra|sūryahṛdaya|sūryāṁśu|sūryākara|sūryākṣa|sūryāgama|sūryāgnī|sūryā-candramasā|sūryā-candramasau|sūryātapa|sūryātmaja|sūryātharva-śīrṣopaniṣad|sūryātharvāṅgirasopaniṣad|sūryādi-graha-prīty-artha-dāna|sūryādi-graha-phala-kuṇḍalī|sūryādi-graha-sādhana|sūryādi-pañcāyatana-pratiṣṭhā-paddhati|sūryādi-pratimā-pratiṣṭhā-vidhi|sūryādi-varṣa-phalokti|sūryādri|sūryānana|sūryānuvādinī|sūryāpāya|sūryāpīḍa|sūryābhinimrukta|sūryābhinimlukta|sūryābhyudita|sūryā-māsā|sūryāruṇa-karma-vipāka|sūryāruṇa-śataka|sūryāruṇa-saṁvāda|sūryāruṇa-smṛti|sūryārghya|sūryārṇava|sūryārṇava-karma-vipāka|sūryāryā|sūryāloka|sūryāvarta|sūryāvalokana-prayoga|sūryāvekṣaṇa|sūryāśman|sūryāśva|sūryāṣṭaka|sūryāṣṭa-śata-nāman|sūryāṣṭottara-śata-nāman|sūryāsta|sūryāhva|sūryendu-saṁgama|sūryeṣṭi-prayoga|sūryoḍha|sūryotthāna|sūryodaya|sūryodayana|sūryodyāna|sūryopaniṣad|sūryopasthāna-mantra|sūryopasthāna-vidhi|sūryopāsaka|sūryopāsanā
sūryā	4	sūryāvasu|sūryāvid|sūryāvivāha|sūryāsūkta
sūrata	2	sūratakalpa-taru|sūratasiṁha
sūrjana	1	sūrjanacarita
sṛta	2	sṛtajava|sṛtaṁ-jaya
sṛk	1	sṛkkṛ
sṛka	3	sṛkavat|sṛkā-vat|sṛkā-hasta
sṛga	1	sṛgavat
sṛgāla	14	sṛgālakaṇṭaka|sṛgālakoli|sṛgālagarta|sṛgālaghaṇṭī|sṛgālajambu|sṛgālajambū|sṛgālayoni|sṛgālarūpa|sṛgālavadana|sṛgālavāṭī|sṛgālavāstuka|sṛgālavinnā|sṛgālavṛntā|sṛgālāsthi-maya
sṛṣṭa	5	sṛṣṭamāruta|sṛṣṭamūtra-purīṣa|sṛṣṭavat|sṛṣṭaviṇ-mūtra|sṛṣtārtha
sṛṣṭi	11	sṛṣṭikaraṇa-ṭīkā|sṛṣṭikartṛ|sṛṣṭikṛt|sṛṣṭikhaṇḍa|sṛṣṭidā|sṛṣṭidhara|sṛṣṭipattana|sṛṣṭipradā|sṛṣṭiprasaṅga|sṛṣṭimat|sṛṣṭisaṁhitā
sṛṣṭy	1	sṛṣṭyantara
sṛpra	4	sṛprakarasna|sṛpradānu|sṛprabhojas|sṛpravandhura
seka	5	sekaṁ-dhara|sekapātra|sekabhājana|sekamiśrānna|sekānta
secana	1	secanaghaṭa
sekandhara	1	sekandharapurī
setu	21	setukara|setukarman|setukāvya|setukhaṇḍa|setuja|setupati|setuprada|setubandha|setubandhana|setubhettṛ|setubheda|setubhedin|setumaṅgala-mantra|setumāhātmya|setuyātrā-vidhi|setuvṛkṣa|setuśaila|setuṣāman|setusaṁgraha|setusaraṇi|setusnāna-vidhi
senā	36	senākakṣa|senākarman|senāgopa|senāgni|senāgra|senāṅga|senācara|senājīva|senājīvin|senājū|senādhinātha|senādhipa|senādhipati|senādhyakṣa|senānātha|senānī|senāpati|senāpatya|senāparicchad|senāpura|senāpṛṣṭha|senāpraṇetṛ|senābindu|senābhaṅga|senābhigoptṛ|senāmukha|senāyoga|senārakṣa|senāvāsa|senāvāha|senāvindu|senāstha|senāvyūha|senāsamudaya|senāsthāna|senāhan
sena	4	senakula|senajit|senaskandha|senahan
sendra	7	sendragaṇa|sendracāpa|sendratā|sendratva|sendradhṛti|sendrāyudha-taḍit|sendrāyudha-purogama
sendriya	1	sendriyatva
sevaka	2	sevakālu|sevakottama
sevana	1	sevanabhāvanā-kāvya
sevā	16	sevākāku|sevākaumudī|sevājana|sevāñjali|sevātīrtha|sevādakṣa|sevādharma|sevāphala-stotra|sevābhirata|sevābhṛt|sevāvalamba|sevāvasara|sevāvicāra|sevāvilāsinī|sevāvṛtti|sevāvyavahāra
sevi	2	sevitā|sevitva
sevita	1	sevitamanmatha
sevya	3	sevyatā|sevyatva|sevyasevakau
seśvara	1	seśvarasāṁkhya
seṣu	1	seṣudhanvan
saika	2	saikadvi-saptaka|saikāvali
saikata	2	saikatavat|saikateṣṭa
saikayata	1	saikayatavidha
saidhrika	1	saidhrikamaya
sainya	17	sainyakakṣa|sainyakṣobha|sainyaghāta-kara|sainyanāyaka|sainyanigrāhikā|sainyaniveśa-bhūmi|sainyapati|sainyapāla|sainyapṛṣṭha|sainyamaya|sainyavāsa|sainyavyapadeśa|sainyaśiras|sainyahantṛ|sainyādhipati|sainyādhyakṣa|sainyopaveśana
saindhava	6	saindhavakhilya|saindhavaghana|saindhavacūrṇa|saindhavaśilā-śakala|saindhavasarpis|saindhavāraṇya
socchvāsa	1	socchvāsatva
soḍha	3	soḍhagovinda|soḍhavat|soḍhāmitra
sottara	1	sottarapaṇa
sotprāsa	1	sotprāsahasita
sotsāha	1	sotsāhatā
sodara	1	sodarasneha
sodarya	2	sodaryavat|sodaryasneha
soddhāra	1	soddhāravibhāgin
sopadhi	1	sopadhiśeṣa
sopahāsa	1	sopahāsotprāsa
sopādhika	1	sopādhikatva
sopāna	13	sopānakūpa|sopānatva|sopānapaṅkti|sopānapañcaka|sopānapañca-ratna|sopānapatha|sopānapaddhati|sopānaparamparā|sopānabhūta|sopānamārga|sopānamālā|sopānaracanā|sopānālī
sopānaka	1	sopānakaparamparā
sopāśraya	1	sopāśrayaniṣadana
soma	309	somakanyā|somakaraṇī|somakarman|somakalaśa|somakalpa|somakavi|somakānta|somakāma|somakārikā|somakīrti|somakulyā|somakratavīya|somakratu|somakrayaṇa|somakṣaya|somakṣīrā|somakṣīrī|somakhaḍḍaka|somagaṇaka|somagarbha|somagiri|somagṛha-pati|somagopā|somagraha|somagrahaṇa|somaghṛta|somacakṣas|somacandra|somacamasa|somacyuta|somaja|somajambhan|somajambhā|somajā|somajāmi|somajuṣṭa|somatilaka-sūri|somatīrtha|somatejas|somatva|somadakṣa|somadatta|somadatti|somadarśana|somadā|somadīkṣā-vidhi|somadeva|somadevata|somadevatya|somadaiva-jña|somadaivatya|somadhāna|somadhārā|somadheya|somanandin|somanandīśvara|somanātha|somanāthīya|somanīti|somanetra|somapa|somapañcaka|somapañcaka-prayoga|somapañcikā|somapaṇḍita|somapati|somapattra|somapatnī|somapada|somapaddhati|somaparibādh|somapariśrayaṇa|somaparṇa|somaparyāṇahana|somaparvan|somapā|somapātra|somapāthin|somapāna|somapāyin|somapāla|somapāvan|somapitsaru|somapīḍā|somapīti|somapītin|somapītha|somapīthin|somapīvin|somaputra|somapura|somapuruṣa|somapurogava|somapūjā|somapṛṣṭha|somapeya|somapratiprasthātṛ-prayoga|somapratīka|somaprathama|somaprabha|somaprayoga|somaprayoga-kārikā|somaprayoga-paddhati|somaprayoga-prāyaścitta|somaprayoga-mantra|somaprayoga-ratnamālā|somaprayoga-vṛtti|somapravāka|somapraśna|somaprāyaścitta|somabandhu|somabṛhaspati|somabhakṣa|somabhaṭṭa|somabhāgavatācārya|somabhava|somabhāvā|somabhujagāvalī|somabhū|somabhṛt|somabhojana|somamakha|somamad|somamada|somamantrānukramaṇikā|somamaya|somamāna|somamitra|somamiśra|somamaitrāvaruṇa|somayajña|somayaśas|somayāga|somayājamāna|somayājamāna-prayoga|somayājin|somayājyā|somayoga|somayogin|somayoni|somarakṣa|somarakṣi|somarabhas|somaraśmi|somarasa|somarāga|somarāja|somarājaka|somarājan|somarājikā|somarājin|somarājī|somarājya|somarāta|somarāṣṭra|somarūpa|somaroga|somaraudra|somarṣi|somalatā|somalatikā|somalipta|somaloka|somavaṁśa|somavaṁśin|somavaṁśīya|somavaṁśya|somavat|somavat|somavarcas|somavalka|somavallari|somavallarī|somavallikā|somavallī|somavahana|somavahni-prakāśa|somavāmin|somavāyavya|somavāra|somavāry-amāvāsyā-vrata|somavāsara|somavāha|somavikrayin|somavidha|somavidhāna|somavihāra-kārikā|somavīthī|somavīrya|somavṛkṣa|somavṛddha|somavṛddhi-vardhana|somaveśa|somaveṣṭana|somavyāsa|somavrata|somaśakalā|somaśataka|somaśata-dvayī|somaśambha|somaśambhu|somaśarman|somaśita|somaśuṣma|somaśuṣman|somaśūra|somaśekharākhya-nibandha|somaśravas|somaśrī|somaśreṣṭha|somaśrauta|somasaṁsthā|somasakhi|somasaṁjña|somasatsaru|somasad|somasapta-hautra-prayoga|somasaraṇa|somasalila|somasava|somasavana|somasāman|somasāra|somasiddhānta|somasiddhāntin|somasindhu|somasut|somasuta|somasuti|somasutyā|somasutvan|somasundara|somasūkta|somasūkṣman|somasūtra|somasurya-prakāśa|somasena|somasvāmin|somahāra|somahārin|somahūti|somahotṛ-saptaka|somahotrāgni-ṣṭoma|somahautra|somahautra-prayoga|somāṁśaka|somāṁśu|somākara|somākhya|somāgni|somāṅga|somāṇḍapille|somāṇḍabilā|somātipavita|somātipūta|somātirikta|somātmaka|somād|somāditya|somādhāra|somādhi|somādhvaryava|somānanda|somānanda-nātha|somānanda-bhāṣya|somānanda-sūnu|somānandācārya|somā-pa|somāpahṛta|somāpi|somā-pūṣan|somā-pauṣṇa|somābha|somābhiṣava|somābhiṣikta|somāmbu-pa|somāyana|somā-rudra|somā-raudra|somārka-pratisaṁkāśa|somārcis|somārthin|somārdha-hārin|somārdhāya|somārya|somārha|somā-vatī|somāvarta|somāśrama|somāśrayāyaṇa|somāṣṭamī|somāsandī|somāha|somāharaṇa|somāhāra|somāhuta|somāhuti|somāhvā|somejyā|somendu|somendra|someśvara|somaindra|somotpatti|somodgīta|somodbhava|somopanahana|somoṣṇīṣa|somaudgātra
somaka	2	somakatva|somakeśvara
somya	1	somyatā
solluṇṭha	4	solluṇṭhabhāṣaṇa|solluṇṭhabhāṣita|solluṇṭhavacana|solluṇṭhokti
soṣma	3	soṣmatā|soṣmavat|soṣmasnāna-gṛha
soṣyantī	3	soṣyantīkarman|soṣyantīsavana|soṣyantīhoma
saukara	2	saukaratīrtha|saukarasadma
saukṣmya	1	saukṣmyatva
saukha	6	saukhayānika|saukharātrika|saukhaśayyika|saukhaśāyanika|saukhaśāyika|saukhasuptika
saukhya	5	saukhyada|saukhyadāyaka|saukhyadāyin|saukhyaśāyika|saukhyāspada
saugandhika	2	saugandhikavana|saugandhikavat
saugandhikā	3	saugandhikāpariṇaya|saugandhikāvivaraṇa-vyākhyā|saugandhikāharaṇa
saujanya	1	saujanyavat
sautrāmaṇa	1	sautrāmaṇadhanus
sautrāmaṇī	6	sautrāmaṇītva|sautrāmaṇīpaddhati|sautrāmaṇīprayoga|sautrāmaṇīviniyoga-sūtrārtha|sautrāmaṇīsūtra|sautrāmaṇīhautra
saudha	10	saudhakāra|saudhatala|saudhamūrdhan|saudhamauli|saudhavāsa|saudhaśikhara|saudhāgra|saudhāṅgaṇa|saudhālaya|saudhotsaṅga
saudharma	2	saudharmaja|saudharmendra
sauna	2	saunadharmya|saunapāla
saundarya	4	saundaryapurāṇa|saundaryalaharī|saundaryavyākhyā|saundaryastotra
sauparṇa	2	sauparṇaketava|sauparṇavrata
sauptika	1	sauptikaparvan
saubha	7	saubhadvār|saubhadvāra|saubhanivāsin|saubhapati|saubharāj|saubharāja|saubhādhipati
saubhaga	1	saubhagatva
saubhāgya	44	saubhāgyakalpa-druma|saubhāgyakalpa-latā|saubhāgyakavaca|saubhāgyakāṇḍa|saubhāgyakrama-dīpikā|saubhāgyagaurī-vrata-vidhi|saubhāgyaghaṇṭā|saubhāgyacintāmaṇi|saubhāgyacihna|saubhāgyatantu|saubhāgyatantra|saubhāgyatantra-pārāyaṇa-vidhi|saubhāgyatṛtīyā|saubhāgyadevatā|saubhāgyaphala|saubhāgyabhāskara|saubhāgyamañjarī|saubhāgyamada|saubhāgyamālā-mantra|saubhāgyaratnākara|saubhāgyalakṣmī-kalpe|śyāmalāmbā-stotra|saubhāgyalakṣmī-tantre|śyāmalāmbā-varma-ratna|saubhāgyalakṣmy-upaniṣad|saubhāgyalatikā-paddhati|saubhāgyalaharī|saubhāgyavat|saubhāgyavardhinī|saubhāgyavāyana|saubhāgyavidyā|saubhāgyavidyeśvara-stotra|saubhāgyavilopin|saubhāgyavrata|saubhāgyaśayana-vrata|saubhāgyaśuṇṭhī|saubhāgyaśubhodaya|saubhāgyasundarī-tīrtha|saubhāgyasundarī-vrata-kathā|saubhāgyahṛdaya|saubhāgyārcana-kalpalatā|saubhāgyāṣṭaka|saubhāgyodaya|saubhāgyopaniṣad
saubhari	1	saubharisaṁhitā
sauma	12	saumakratava|saumakratavīya|saumadatti|saumapauṣa|saumamitrika|saumarājya|saumaśuṣmāyana|saumāgna|saumāpa|saumāpauṣṇa|saumāraudra|saumendra
saumya	24	saumyakṛcchra|saumyagandhā|saumyagandhī|saumyagiri|saumyagola|saumyagraha|saumyajāmātṛ|saumyatā|saumyatva|saumyadarśana|saumyadhātu|saumyanāman|saumyaprabhāva|saumyamukha|saumyarūpa|saumyavapus|saumyavāra|saumyavāsara|saumyaśānti|saumyaśrī|saumyākṛti|saumyārci|saumyopacāra|saumyopayantṛ
saumanasya	1	saumanasyavat
saura	26	sauragaṇita-dvādaśa-horā-prakāśa|sauraja|sauratantra|sauratīrtha|sauradivasa|sauradharma|sauradharmottara|sauradhrī|sauranakta|saurapakṣa-gaṇita|saurapata|saurapara|saurapāta|saurapurāṇa|saurapaurāṇika-mata-samarthana|saurabhuvana|sauramantra|sauramāsa|sauraloka|saurasaṁvatsara|saurasaṁhitā|saurasiddhānta|saurasūkta|saurāṅga|saurāṣṭākṣarī-mantra|sauropapurāṇa
sauraka	1	saurakāyaṇopaniṣad
sauri	1	sauriratna
saurya	9	sauryacāndramasa|sauryapṛṣṭha|sauryaprabha|sauryabhagavat|sauryamārutaka|sauryayāma|sauryavarcasa|sauryavāruṇa|sauryavaiśvānara
saurabheya	1	saurabheyatantra
saurabhya	1	saurabhyada
saurājya	1	saurājyavat
saurāṣṭra	4	saurāṣṭradeśa|saurāṣṭranagara|saurāṣṭramaṇḍala|saurāṣṭramṛttikā
sauvarṇa	7	sauvarṇanābha|sauvarṇaparṇa|sauvarṇabalaja|sauvarṇabālaja|sauvarṇabhedinī|sauvarṇaretasa|sauvarṇaharmya
sauvaśva	1	sauvaśvabhārya
sauvidalla	1	sauvidallatva
sauvīra	7	sauvīrapāṇa|sauvīrabhakta|sauvīrarāja|sauvīrasāra|sauvīrāñjana|sauvīrābhīra|sauvīrāmla
sauvīrāyaṇa	1	sauvīrāyaṇabhakta
sauśami	1	sauśamikantha
sauśruta	1	sauśrutapārthava
sauhārda	2	sauhārdanidhi|sauhārdavyañjaka
skanda	33	skandakavaca|skandagupta|skandaguru|skandagraha|skandajananī|skandajit|skandatā|skandatva|skandadāsa|skandaputra|skandapura|skandapurāṇa|skandabhaṭa|skandabhaṭṭa|skandamātṛ|skandayāga|skandayāmala-tantra|skandarāja|skandavarman|skandaviśākha|skandaṣaṣṭhī|skandasahasra-nāman|skandaskāra-śaṁkara|skandastotra|skandasvāmin|skandāṁśaka|skandāgni|skandāpasmāra|skandāpasmārin|skandārya|skandeśvara-tīrtha|skandopaniṣad|skandopapurāṇa
skandaka	1	skandakagrāma
skanna	2	skannatva|skannabhāga
skānda	1	skāndabhāṣya
skandha	34	skandhacāpa|skandhaja|skandhataru|skandhadeśa|skandhaparinirvāṇa|skandhapāda|skandhapīṭha|skandhapradeśa|skandhaphala|skandhabandhanā|skandhamaṇi|skandhamaya|skandhamallaka|skandhamāra|skandharāja|skandharuha|skandhavat|skandhavaha|skandhavāha|skandhavāhaka|skandhavāhya|skandhaviśākha|skandhaśākhā|skandhaśiras|skandhaśṛṅga|skandhastambhi|skandhasvāti|skandhasvāmin|skandhākṣa|skandhāgni|skandhānala|skandhāvāra|skandhe-mukha|skandhopaneya
skandho	1	skandhogrīvī
skambha	3	skambhadeṣṇa|skambhasarjana|skambhasarjanī
skhalad	2	skhaladvalaya|skhaladvākya
skhalan	1	skhalanmati
skhalita	4	skhalitagati|skhalitavat|skhalitavīrya|skhalitasubhagam
stana	50	stanakalaśa|stanakuḍmala|stanakuṇḍa|stanakumbha|stanakeśa-vatī|stanakoṭi|stanakoraka|stanagraha|stanacūcuka|stanataṭa|stanatyāga|stanadātrī|stanadveṣin|stanaṁ-dha|stanaṁ-dhama|stanaṁ-dhaya|stanapa|stanapatana|stanapā|stanapātṛ|stanapāna|stanapāyaka|stanapāyika|stanapāyin|stanapoṣika|stanabāla|stanabhara|stanabhava|stanamaṇḍala|stanamadhya|stanamukha|stanamūla|stanayodhika|stanayoṣika|stanaroga|stanarohita|stanavatī|stanavṛnta|stanavepathu|stanaśikhā|stanāṁśuka|stanāgra|stanāṅga-rāga|stanāntara|stanā-bhuj|stanā-bhuja|stanābhoga|stanāvaraṇa|stanottarīya|stanopapīḍam
stanayitnu	4	stanayitnughoṣa|stanayitnumat|stanayitnuvat|stanayitnusani
stanita	5	stanitakumāra|stanitaphala|stanitavimukha|stanitasamaya|stanitasubhagam
stanya	9	stanyatyāga|stanyada|stanyadāna|stanyapa|stanyapāna|stanyapāyin|stanyabhuj|stanyaroga|stanyāvataraṇa
stabaka	4	stabakakanda|stabakaphala|stabakasaṁnibha|stabakācita
stamba	14	stambakari|stambakāra|stambaghana|stambaghāta|stambaghna|stambaja|stambapur|stambamitra|stambayajus|stambavatī|stambavana|stambaśas|stambahanana|stambahananī
stamberama	1	stamberamāsura
stabdha	23	stabdhakarṇa|stabdhagātra|stabdhatā|stabdhatoya|stabdhatva|stabdhadṛṣṭi|stabdhanayana|stabdhapāda|stabdhapūrṇa-koṣṭha|stabdhabāhu|stabdhamati|stabdhamedhra|stabdharoma-kūpa|stabdharoman|stabdhalocana|stabdhavapus|stabdhaśrotra|stabdhasakthi|stabdhasambhāra|stabdhahanu|stabdhākṣa|stabdhoda|stabdhordhva-karṇa
stabdhī	3	stabdhīkaraṇa|stabdhīkṛ|stabdhībhāva
stambha	9	stambhakara|stambhakāraṇa|stambhatā|stambhatīrtha|stambhapūjā|stambhabhañjaka|stambhamitra|stambhavatī|stambhotkīrṇa
stambhana	2	stambhanaprakāra|stambhanādi-vidhi
stambhita	4	stambhitatva|stambhitabāṣpa-vṛtti|stambhitarambha|stambhitāśru
stava	2	stavakarṇikā|stavakarṇin
sti	1	stipā
stibhi	1	stibhivat
stimita	9	stimitajava|stimitatā|stimitatva|stimitanayana|stimitapravāha|stimitavāyu|stimitasamādhi-śuci|stimitasthita|stimitāyatākṣa
stava	7	stavacintāmaṇi|stavadaṇḍaka|stavamālā|stavarāja|stavāmṛta-laharī|stavārha|stavāvali
stāvaka	1	stāvakatva
stuta	4	stutavat|stutaśastra|stutastoma|stutasvāmi-kṣetra
stuti	21	stutikusumāñjali|stutigītaka|stuticandrikā|stutiṭīkā|stutipada|stutipāṭhaka|stutipriya|stutibrāhmaṇa|stutibhāga|stutimaṅgala|stutimat|stutimantra|stutivacana|stutivacas|stutivāda|stutivrata|stutiśabda|stutiśastra|stutiśīla|stutisāra|stutisūkti-mālā
stutya	2	stutyatva|stutyavrata
stotra	14	stotrakārin|stotrajāla|stotrapāṭha|stotraprakaraṇa|stotrabhāṣya|stotraratna|stotrarāja|stotravat|stotravarga|stotravyākhyā|stotrasamīṣantī|stotrādi-pāṭha|stotrārha|stotrāvalī
stoma	12	stomakṣāra|stomaciti|stomataṣṭa|stomapurogava|stomapṛṣṭha|stomabhāga|stomamaya|stomayoga|stomavardhana|stomavāhas|stomavṛddhi|stomāyana
stukā	2	stukāvin|stukāsargam
stoka	10	stokakāya|stokatamas|stokatā|stokatva|stokanamra|stokapāṇḍura|stokaśas|stokāyus|stokāvaśeṣa-prāṇa|stokonmiṣat
stobha	5	stobhacchalā|stobhapada|stobhaprakṛti|stobhavat|stobhānusaṁhāra
stobhana	1	stobhanasaṁhāra
stūpa	6	stūpapṛṣṭha|stūpabimba|stūpabhedaka|stūpabhedana|stūpamaṇḍala|stūpeśāṇa
stīrṇa	1	stīrṇabarhis
stena	2	stenanigraha|stenahṛdaya
steya	3	steyakṛt|steyaphala|steyasaṁvāsika
steyi	1	steyiphala
strī	163	strīkaṭi|strīkaṭī|strīkaraṇa|strīkarman|strīkāma|strīkārya|strīkitava|strīkumāra|strīkṛta|strīkośa|strīkṣīra|strīkṣetra|strīga|strīgamana|strīgavī|strīguru|strīgraha|strīgrāhin|strīghātaka|strīghoṣa|strīghna|strīcañcala|strīcaritra|strīcitta-hārin|strīcihna|strīcaura|strījana|strījananī|strījanman|strījātaka|strījāti|strījita|strītamā|strītarā|strītā|strītānuka-roga|strītva|strīdevata|strīdehārdha|strīdviṣ|strīdveṣin|strīdhana|strīdharma|strīdharmiṇī|strīdhava|strīdhūrta|strīdhūrtaka|strīdhvaja|strīnātha|strīnāman|strīnibandhana|strīnirjita|strīndriya|strīpaṇyopajīvin|strīpara|strīparvata-deśa|strīparvan|strīpiśācī|strīpuṁ-yoga|strīpuṁs|strīpuṁsa|strīpuṁ-dharma|strīpuṁ-napuṁsaka|strīpura|strīpuruṣa|strīpuṣpa|strīpūruṣa|strīpūrva|strīpūrvaka|strīpūrvin|strīprajñā|strīpratyaya|strīpradhāna|strīpramāṇa|strīprasaṅga|strīprasū|strīprāya|strīpriya|strībandha|strībādhya|strībāla-ghātin|strībuddhi|strībhaga|strībhava|strībhāga|strībhāva|strībhūṣaṇa|strībhṛtya|strībhoga|strīmat|strīmadhya|strīmantra|strīmaya|strīmānin|strīmāyā|strīmukha|strīm-manya|strīyantra|strīyācita-putra|strīrajas|strīrañjana|strīratna|strīrahas-kāma|strīrājya|strīrāśi|strīrūpa|strīroga|strīlakṣaṇa|strīlampaṭa|strīliṅga|strīloka|strīlola|strīlaulya|strīvadha|strīvaśa|strīvaśya|strīvākyāṅkuśa-prakṣuṇṇa|strīvāsa|strīvāsas|strīvāhya|strīvijita|strīvitta|strīvidheya|strīviyoga|strīvivāha|strīviṣaya|strīvṛta|strīveṣa-dhāraka|strīveṣa-dhārin|strīvyañjana|strīvraṇa|strīśūdrādi-dina-caryā-krama|strīśūdrā-dīnāṁ|devārcana-vicāra|strīśeṣa|strīśauṇḍa|strīśroṇi|strīṣaṁsāda|strīṣakha|strīṣū|strīṣūya|strīsaṁsarga|strīsamasthāna|strīsakha|strīsaṅga|strīsaṁgrahaṇa|strīsaṁjña|strīsabha|strīsaṁbandha|strīsambhoga|strīsarūpin|strīsukha|strīsevā|strīsaubhāgya-kavala|strīsvabhāva|strīsvarūpa|strīsvarūpa-vat|strīsvarūpin|strīhatyā|strīhantṛ|strīharaṇa|strīhārin|strīhuta
