gra_L	gra_key1	gra_key2	gra_hom	gra_pc	rv_occurrence_count	vedaweb_example_form	vedaweb_example_lemma	vedaweb_example_location	match_method
5936	praBUvasu	praBU/-vasu		0877	5	prabhūvaso	prabhū́vasu-	1.57.4	vedaweb-id-link
5938	praBfti	pra/Bfti		0877	5	prábhr̥tim	prábhr̥ti-	2.24.1	vedaweb-id-link
5921	praDi	praDi/		0876	5	pradháyaḥ	pradhí-	1.164.48	vedaweb-id-link
6019	praskaRva	pra/-skaRva		0884	5	práskaṇvasya	práskaṇva-	1.44.6	vedaweb-id-link
5889	pratIcIna	pratIcIna/		0870	5	pratīcī́nam	pratīcīná- ~ pratīcī́na-	3.55.8	vedaweb-id-link
5890	pratIcIna	pratIcI/na		0870	5	pratīcī́nam	pratīcīná- ~ pratīcī́na-	3.55.8	vedaweb-id-link
5960	prayARa	prayA/Ra		0879	5	prayā́ṇam	prayā́ṇa-	4.46.7	vedaweb-id-link
5965	prayuj	prayu/j		0879	5	prayújaḥ	prayúj-	1.186.9	vedaweb-id-link
6091	pruzitapsu	pruzita/-psu		0893	5	pruṣitápsum	pruṣitápsu-	4.38.2	vedaweb-id-link
6115	psaras	psa/ras		0895	5	psáraḥ	psáras-	1.41.7	vedaweb-id-link
5566	purIzin	purIzi/n		0827	5	purīṣíṇam	purīṣín-	1.164.12	vedaweb-id-link
5607	puruBU	puru-BU/		0831	5	purubhū	purubhū́-	4.44.4	vedaweb-id-link
5627	puruSAka	puru-SA/ka		0832	5	puruśā́kāya	puruśā́ka-	3.35.7	vedaweb-id-link
5611	purumAya	puru-mAya/		0831	5	purumāyám	purumāyá-	1.119.1	vedaweb-id-link
5662	purvanIka	purv-anIka		0836	5	purvaṇīka	purvaṇīka-	1.79.5	vedaweb-id-link
7397	rAsaBa	rA/saBa		1162	5	rā́sabhasya	rā́sabha-	1.34.9	vedaweb-id-link
7423	rIti	rIti/		1169	5	rītíḥ	rītí-	2.24.14	vedaweb-id-link
7292	raDra	raDra/		1144	5	radhrásya	radhrá-	2.12.6	vedaweb-id-link
7245	raRya	ra/Rya		1136	5	ráṇyāni	ráṇya-	1.85.10	vedaweb-id-link
7236	rajastur	rajas-tu/r		1135	5	rajastúram	rajastúr-	1.64.12	vedaweb-id-link
7478	retoDA	reto-DA/		1182	5	retodhā́ḥ	retodhā́-	3.56.3	vedaweb-id-link
7413	riS	riS		1166	5	riṣṭám	√riś-	1.131.7	vedaweb-id-link
7512	rohidaSva	rohi/d-aSva		1186	5	rohidaśva	rohídaśva-	1.45.2	vedaweb-id-link
7507	romaSa	romaSa/		1186	5	romaśā́	romaśá-	1.126.7	vedaweb-id-link
7506	roman	ro/man		1186	5	róma +	róman-	1.65.8	vedaweb-id-link
9624	sADAraRa	sA/DAraRa		1509	5	sādhāraṇyā́	sā́dhāraṇa-	1.167.4	vedaweb-id-link
9647	sAmrAjya	sA/mrAjya		1512	5	sā́mrājyāya	sā́mrājya- ~ sāmrājyá-	1.25.10	vedaweb-id-link
9699	sIrA	sIrA/		1522	5	sīrā́ḥ	sīrā́-	1.174.9	vedaweb-id-link
10269	sTA	sTA/		1603	5	sthā́ḥ	sthā́-	1.80.14	vedaweb-id-link
10283	sTURA	sTU/RA		1605	5	sthū́ṇā	sthū́ṇā-	1.59.1	vedaweb-id-link
10126	sUryAmAs	sU/ryA-mA/s		1569	5	sū́ryāmā́sā	sū́ryāmā́s-	8.94.2	vedaweb-id-link
10107	sUyavasa	sU-ya/vasa		1566	5	sūyávasam	sūyávasa-	1.42.8	vedaweb-id-link
9243	saDastuti	saDa/-stuti		1464	5	sadhástutim	sadhástuti-	1.17.9	vedaweb-id-link
9128	saMgama	saMgama/		1443	5	saṁgamé	saṁgamá-	1.102.3	vedaweb-id-link
9091	saMsTa	saM-sTa/		1439	5	saṁsthé	saṁsthā́-	1.5.4	vedaweb-id-link
9072	saMvaraRa	saMva/raRa		1438	5	saṁváraṇeṣu	saṁváraṇa-	4.21.6	vedaweb-id-link
9591	sahAvan	sahA/van		1505	5	sahā́vā	sahā́van-	3.49.3	vedaweb-id-link
9526	sahasAna	sahasAna/		1499	5	sahasāné	sahasāná-	1.189.8	vedaweb-id-link
9477	salila	salila/		1491	5	salilā́ni	salilá-	1.164.41	vedaweb-id-link
9397	samIka	samIka/		1482	5	samīké	samīká-	3.30.11	vedaweb-id-link
9376	samaraRa	sama/raRa		1480	5	samáraṇam	samáraṇa-	1.155.2	vedaweb-id-link
9311	saparyu	saparyu/		1473	5	saparyávaḥ	saparyú-	2.6.3	vedaweb-id-link
9437	saraRyu	saraRyu/		1487	5	saraṇyúbhiḥ	saraṇyú-	1.62.4	vedaweb-id-link
9503	sasvar	sasva/r		1495	5	sasvár	sasvár	1.88.5	vedaweb-id-link
9485	savIman	sa/vIman		1493	5	sávīmani	sávīman-	4.53.3	vedaweb-id-link
9430	sayoni	sa/-yoni		1486	5	sáyonī	sáyoni-	1.159.4	vedaweb-id-link
10146	setu	se/tu		1578	5	sétū	sétu-	7.65.3	vedaweb-id-link
10205	skaBAy	skaBAy		1585	5	áskabhāyat	√skabhāy-	1.154.1	vedaweb-id-link
10209	skamBana	ska/mBana		1585	5	skámbhanebhiḥ	skámbhana-	1.160.4	vedaweb-id-link
10288	snA	snA		1605	5	snātaḥ	√snā-	1.104.3	vedaweb-id-link
10182	somasut	soma-su/t		1582	5	somasútaḥ	somasút-	1.89.4	vedaweb-id-link
10259	stomavAhas	sto/ma-vAhas		1596	5	stómavāhasaḥ	stómavāhas-	1.5.1	vedaweb-id-link
9816	suDI	su-DI/		1537	5	sudhyàḥ	sudhī́-	1.51.14	vedaweb-id-link
9817	suDur	su-Du/r		1537	5	sudhúraḥ	sudhúr-	1.73.10	vedaweb-id-link
9985	suSaMsa	su-Sa/Msa		1554	5	suśáṁsaḥ	suśáṁsa-	1.44.6	vedaweb-id-link
10000	suScandra	su-Scandra/		1555	5	suścandra	suścandrá-	1.74.6	vedaweb-id-link
10004	suSrI	su-SrI/		1555	5	suśríyam	suśrī́-	3.3.5	vedaweb-id-link
9794	sudinatva	sudinatva/		1535	5	sudinatvám	sudinatvá-	2.21.6	vedaweb-id-link
9739	sugmya	su/gmya		1530	5	súgmyam	súgmya-	1.48.13	vedaweb-id-link
9705	sukarman	su-ka/rman		1526	5	sukármāṇaḥ	sukárman-	4.2.17	vedaweb-id-link
9890	sumaNgala	su-maNga/la		1544	5	sumaṅgálaḥ	sumaṅgála-	2.42.1	vedaweb-id-link
9894	sumad	suma/d		1545	5	sumát	sumát ~ smat	1.142.7	vedaweb-id-link
9899	sumanasy	sumanasy		1545	5	sumanasyámānā	√sumanasy-	6.74.4	vedaweb-id-link
9848	supraketa	su-praketa/		1540	5	supraketébhiḥ	supraketá- ~ supráketa-	1.171.6	vedaweb-id-link
9849	supraketa	su-pra/keta		1540	5	supraketébhiḥ	supraketá- ~ supráketa-	1.171.6	vedaweb-id-link
9863	supravAcana	su-pravAcana/		1541	5	supravācanám	supravācaná-	1.105.12	vedaweb-id-link
9843	suputra	su-putra/		1540	5	suputrā́	suputrá-	3.4.11	vedaweb-id-link
9954	suretas	su-re/tas		1550	5	surétaḥ	surétas-	1.121.5	vedaweb-id-link
9780	sutrAman	su-trA/man		1533	5	sutrā́mā	sutrā́man-	6.47.12	vedaweb-id-link
9963	suvAc	su-vA/c		1551	5	suvā́cam	suvā́c-	3.1.19	vedaweb-id-link
9980	suvfD	su-vf/D		1553	5	suvŕ̥dhā	suvŕ̥dh-	2.23.9	vedaweb-id-link
9984	suvrata	su-vrata/		1554	5	suvratā́saḥ	suvratá-	1.125.7	vedaweb-id-link
10026	suzumna	su-zumna/		1556	5	súṣumnā	suṣumná-	5.75.2	vedaweb-id-link
10520	svAhAkfta	svA/hA-kfta		1638	5	svā́hākr̥tasya	svā́hākr̥ta-	1.110.1	vedaweb-id-link
10503	svAna	svAna/		1637	5	svānā́saḥ	svāná-	5.2.10	vedaweb-id-link
10417	svaBizwi	svaBizwi/		1627	5	svabhiṣṭím	svabhiṣṭí-	1.51.2	vedaweb-id-link
10393	svan	svan		1625	5	prásvanitāsaḥ	√svanⁱ-	1.44.12	vedaweb-id-link
10400	svanIka	svanIka		1625	5	svanīka	svanīka-	2.1.8	vedaweb-id-link
10528	sveda	sve/da		1639	5	svédasya	svéda-	1.86.8	vedaweb-id-link
3608	tak	tak		0509	5	taktáḥ	√tak-	6.32.5	vedaweb-id-link
3730	taskara	ta/skara		0533	5	táskarāḥ	táskara-	1.191.5	vedaweb-id-link
3623	taturi	ta/turi		0513	5	táturiḥ	táturi-	1.145.3	vedaweb-id-link
3725	tavIyas	ta/vIyas		0533	5	távīyaḥ	távīyaṁs-	6.18.4	vedaweb-id-link
3753	tigmAyuDa	tigmA/yuDa		0535	5	tigmā́yudhaḥ	tigmā́yudha-	2.30.3	vedaweb-id-link
3746	tigmajamBa	tigma/-jamBa		0534	5	tigmajambha	tigmájambha-	1.79.6	vedaweb-id-link
3901	toda	toda/		0551	5	todásya	todá-	1.150.1	vedaweb-id-link
3973	trEzwuBa	trE/zwuBa		0560	5	traíṣṭubhāt	traíṣṭubha-	1.164.23	vedaweb-id-link
3965	trizwuB	tri-zwu/B		0560	5	triṣṭúbham	triṣṭúbh-	8.7.1	vedaweb-id-link
4025	tsar	tsar		0569	5	tsarat	√tsar-	1.71.5	vedaweb-id-link
4011	tvizImat	tvi/zImat		0568	5	tvíṣīmate	tvíṣīmant-	1.55.5	vedaweb-id-link
4010	tvizi	tvi/zi		0567	5	tvíṣim	tvíṣi-	1.71.5	vedaweb-id-link
2009	uB	uB		0260	5	ubhnā́ḥ	√ubh-	1.63.4	vedaweb-id-link
1894	udaktAt	u/daktAt		0252	5	údaktāt	údaktāt	7.72.5	vedaweb-id-link
1850	ukTaSas	ukTa-Sa/s		0243	5	ukthaśā́sā	ukthaśás-	2.39.1	vedaweb-id-link
1995	upahvara	upahvara/		0259	5	upahvaré	upahvará-	1.62.6	vedaweb-id-link
1954	upamAti	u/pamAti		0256	5	úpamātayaḥ	úpamāti-	4.23.3	vedaweb-id-link
1982	upastir	upasti/r		0258	5	upastíre	upastír-	2.31.5	vedaweb-id-link
11303	upastir	upasti/r		1747-a	5	upastíre	upastír-	2.31.5	vedaweb-id-link
2085	uzwra	u/zwra		0269	5	úṣṭraḥ	úṣṭra-	1.138.2	vedaweb-id-link
7878	vAjina	vA/jina		1256	5	vā́jinā	vā́jina-	3.20.2	vedaweb-id-link
8500	vEvasvata	vEvasvata/		1356	5	vaivasvatáḥ	vaivasvatá-	9.113.8	vedaweb-id-link
8305	vItapfzWa	vIta/-pfzWa		1315	5	vītápr̥ṣṭhaḥ	vītápr̥ṣṭha-	1.162.7	vedaweb-id-link
8310	vItihotra	vIti/-hotra		1316	5	vītíhotraḥ	vītíhotra-	1.84.18	vedaweb-id-link
7611	vaDrimatI	vaDrimatI/		1203	5	vadhrimatyā́ḥ	vadhrimatī́-	1.116.13	vedaweb-id-link
7565	vaNku	vaNku/		1191	5	vaṅkū́	vaṅkú-	1.51.11	vedaweb-id-link
7575	vacasyu	vacasyu/		1196	5	vacasyáve	vacasyú-	1.51.13	vedaweb-id-link
7576	vacoyuj	vaco-yu/j		1196	5	vacoyújā	vacoyúj-	1.7.2	vedaweb-id-link
7656	vanDura	vanDu/ra		1211	5	vandhúreṣu	vandhúra-	1.64.9	vedaweb-id-link
7622	vananvat	va/nanvat		1208	5	vananvati	vánanvant-	7.81.3	vedaweb-id-link
7727	varUtf	varUtf/		1221	5	varūtā́	varūtár-	1.169.1	vedaweb-id-link
7744	vartf	vartf/		1223	5	vartā́	vartár-	1.40.8	vedaweb-id-link
7740	vartikA	va/rtikA		1223	5	vártikām	vártikā-	1.112.8	vedaweb-id-link
12547	vartikA	va/rtikA		1769	5	vártikām	vártikā-	1.112.8	vedaweb-id-link
7792	vasavAna	va/savAna		1234	5	vásavānāḥ	vásavāna-	1.90.2	vedaweb-id-link
7779	vazawkfta	va/zaw-kfta		1229	5	váṣaṭkr̥tasya	váṣaṭkr̥ta-	1.120.4	vedaweb-id-link
8459	vedana	ve/dana		1353	5	védanā	védana-	1.33.15	vedaweb-id-link
8466	vedya	ve/dya		1353	5	védyam	védya-	2.2.3	vedaweb-id-link
11235	vedya	ve/dya		1746	5	védyam	védya-	2.2.3	vedaweb-id-link
8367	vftratur	vftra-tu/r		1335	5	vr̥tratúram	vr̥tratúr-	4.42.8	vedaweb-id-link
8446	vfzRi	vfzRi/		1352	5	vr̥ṣṇíḥ	vr̥ṣṇí- ~ vŕ̥ṣṇi-	1.10.2	vedaweb-id-link
8447	vfzRi	vf/zRi		1352	5	vr̥ṣṇíḥ	vr̥ṣṇí- ~ vŕ̥ṣṇi-	1.10.2	vedaweb-id-link
8402	vfzaRvat	vf/zaRvat		1344	5	vŕ̥ṣaṇvantam	vŕ̥ṣaṇvant-	1.100.16	vedaweb-id-link
8071	viBAga	viBAga/		1286	5	vibhāgé	vibhāgá-	1.109.5	vedaweb-id-link
8148	viSpalA	viSpa/lA		1297	5	viśpálām	viśpálā-	1.112.10	vedaweb-id-link
11222	viSpalA	viSpa/lA		1745-b	5	viśpálām	viśpálā-	1.112.10	vedaweb-id-link
8182	viSvaDA	viSva/DA		1302	5	viśvádhā	viśvádhā	1.141.6	vedaweb-id-link
8212	viSvaScandra	viSva/-Scandra		1304	5	viśváścandrāḥ	viśváścandra-	1.165.8	vedaweb-id-link
8155	viSvakfzwi	viSva/-kfzwi		1299	5	viśvákr̥ṣṭiḥ	viśvákr̥ṣṭi-	1.59.7	vedaweb-id-link
8048	vipanyA	vi/panyA/		1283	5	vipanyáyā	vipanyā́-	1.119.7	vedaweb-id-link
8064	vipravIra	vi/pra-vIra		1285	5	vípravīraḥ	vípravīra-	9.44.5	vedaweb-id-link
8117	virukmat	viru/kmat		1290	5	virúkmataḥ	virúkmant-	1.85.3	vedaweb-id-link
8124	vivakzaRa	viva/kzaRa		1290	5	vivákṣaṇasya	vivákṣaṇa-	8.1.25	vedaweb-id-link
8253	vizwamBa	vizwamBa/		1309	5	viṣṭambháḥ	viṣṭambhá-	9.2.5	vedaweb-id-link
8520	vyaSva	vya^Sva		1359	5	vyàśvam	vyàśva-	1.112.15	vedaweb-id-link
8524	vyuz	vyu/z		1360	5	vyúṣi	vyúṣ-	5.3.8	vedaweb-id-link
7104	yAd	yAd		1108	5	yā́damānaḥ	√yād-	3.36.1	vedaweb-id-link
7095	yAt	yA/t		1108	5	yā́t	yā́t	1.80.15	vedaweb-id-link
7096	yAtayajjana	yAtaya/j-jana		1108	5	yātayájjanaḥ	yātayájjana-	1.136.3	vedaweb-id-link
7031	yatara	yatara/		1081	5	yā́tā	yā́tar-	1.70.11	vedaweb-id-link
7036	yati	ya/ti	2	1081	5	yátaye	yáti-	7.13.1	vedaweb-id-link
7063	yayi	yayi/		1098	5	yayím	yayí-	1.51.11	vedaweb-id-link
7147	yup	yup		1121	5	yuyópa	√yup-	1.104.4	vedaweb-id-link
7158	yuvayu	yuvayu/		1123	5	yuvāyávaḥ	yuvayú-	1.135.6	vedaweb-id-link
1547	ABaga	A/Baga		0180	4	ā́bhagaḥ	ā́bhaga-	1.136.4	vedaweb-id-link
1520	ADI	ADI/		0178	4	ādhyàḥ	ādhī́-	1.105.7	vedaweb-id-link
1522	ADra	ADra/		0178	4	ādhrásya	ādhrá-	1.31.14	vedaweb-id-link
1486	ARqa	ARqa/		0174	4	āṇḍā́	āṇḍá-	1.104.8	vedaweb-id-link
1514	Adeva	A/-deva	2	0177	4	ā́deve	ā́deva- 2	2.4.1	vedaweb-id-link
1670	AhAva	AhAva/		0191	4	āhāvā́ḥ	āhāvá-	1.34.8	vedaweb-id-link
1668	Ahava	Ahava/		0191	4	āhavám	āhavá-	1.155.6	vedaweb-id-link
1564	Amur	Amu/r		0181	4	āmúraḥ	āmúr-	4.31.9	vedaweb-id-link
1526	Anava	A/nava		0178	4	ā́navāya	ā́nava-	6.62.9	vedaweb-id-link
1603	Arjuneya	Arjuneya/		0185	4	ārjuneyám	ārjuneyá-	1.112.23	vedaweb-id-link
1598	AroDana	Aro/Dana		0185	4	āródhane	āródhana-	1.105.11	vedaweb-id-link
12163	AroDana	Aro/Dana		1754	4	āródhane	āródhana-	1.105.11	vedaweb-id-link
1491	AtA	A/tA		0175	4	ā́tāsu	ā́tā-	1.56.5	vedaweb-id-link
1494	AtiTya	AtiTya/		0175	4	ātithyám	ātithyá-	1.76.3	vedaweb-id-link
6343	BAfjIka	BA/-fjIka		0931	4	bhā́r̥jīkam	bhā́r̥jīka-	1.44.3	vedaweb-id-link
6407	BUman	BUma/n		0951	4	bhūmánā	bhūmán-	1.110.2	vedaweb-id-link
6417	BUridA	BUri-dA/		0953	4	bhūridā́ḥ	bhūridā́-	4.32.19	vedaweb-id-link
12429	BUridA	BUri-dA/		1765	4	bhūridā́ḥ	bhūridā́-	4.32.19	vedaweb-id-link
6292	BaNgurAvat	BaNgurA/vat		0923	4	bhaṅgurā́vataḥ	bhaṅgurā́vant-	7.104.7	vedaweb-id-link
6302	BadraSoci	Badra-Soci		0927	4	bhadraśoce	bhadraśoci-	5.4.7	vedaweb-id-link
6304	Ban	Ban		0927	4	bhananti	√bhan-	4.18.6	vedaweb-id-link
6305	Band	Band		0927	4	bhándamāne	√bhand-	1.142.7	vedaweb-id-link
6338	Bavya	Ba/vya		0930	4	bhávyāya	bhávya-	1.129.6	vedaweb-id-link
6446	Bfmi	Bf/mi		0964	4	bhŕ̥miḥ	bhŕ̥mi-	1.31.16	vedaweb-id-link
6442	Bfti	Bfti/		0964	4	bhr̥tyā́m	bhr̥tí-	1.84.16	vedaweb-id-link
6457	Bojya	Bojya^		0965	4	bhojyā̀	bhojyà-	1.126.6	vedaweb-id-link
6472	BrAtra	BrAtra/		0967	4	bhrātrā́ya	bhrātrá-	2.1.9	vedaweb-id-link
6398	Burij	Buri/j		0941	4	bhuríjoḥ	bhuríj-	4.2.14	vedaweb-id-link
4718	DIvat	DI/vat		0687	4	dhī́vato-dhīvataḥ	dhī́vant-	6.55.3	vedaweb-id-link
4735	DUrv	DUrv		0690	4	ádhūrṣata	√dhūrv-	5.12.5	vedaweb-id-link
4737	DUrzad	DUr-za/d		0690	4	dhūrṣádam	dhūrṣád-	1.143.7	vedaweb-id-link
4641	Danya	Da/nya		0656	4	dhányā	dhánya-	3.1.16	vedaweb-id-link
4658	Darman	Darma/n		0659	4	dharmā́ṇam	dharmán-	1.187.1	vedaweb-id-link
3169	GftAsuti	GftA/suti		0426	4	ghr̥tā́sutī	ghr̥tā́suti-	1.136.1	vedaweb-id-link
3161	GftaSrI	Gfta-SrI/		0425	4	ghr̥taśrī́ḥ	ghr̥taśrī́-	1.128.4	vedaweb-id-link
3171	Gfzu	Gf/zu		0426	4	ghŕ̥ṣum	ghŕ̥ṣu-	1.64.12	vedaweb-id-link
3182	GraMsa	GraMsa/		0427	4	ghraṁsám	ghraṁsá-	1.116.8	vedaweb-id-link
1828	IdfS	Idf/S		0231	4	īdŕ̥śe	īdŕ̥ś-	1.17.1	vedaweb-id-link
6126	Paliga	Paliga/		0896	4	phaligám	phaligá-	1.62.4	vedaweb-id-link
6132	Pena	Pe/na		0897	4	phénam	phéna-	1.104.3	vedaweb-id-link
8811	SIra	SIra/		1398	4	śīrám	śīrá-	3.9.8	vedaweb-id-link
8718	SaSaya	SaSaya/		1387	4	śaśayáḥ	śaśayá-	1.164.49	vedaweb-id-link
8583	SacizWa	Sa/cizWa		1371	4	śáciṣṭhaḥ	śáciṣṭha-	4.20.9	vedaweb-id-link
8680	Sara	Sara/		1382	4	śarásya	śará-	1.116.22	vedaweb-id-link
8704	SaryA	Sa/ryA		1386	4	śáryām	śáryā-	1.148.4	vedaweb-id-link
8629	SatAmaGa	SatA/-maGa		1376	4	śatāmagha	śatā́magha-	8.1.5	vedaweb-id-link
8607	Sataparvan	Sata/-parvan		1374	4	śatáparvaṇā	śatáparvan-	1.80.6	vedaweb-id-link
8905	Sepa	Se/pa		1412	4	śépam	śépa-	5.2.7	vedaweb-id-link
8774	SiTira	SiTira/		1394	4	śithirā́	śithirá-	5.85.8	vedaweb-id-link
8763	Sikvas	Sikvas		1393	4	śíkvasaḥ	śíkvas-	5.52.16	vedaweb-id-link
8776	Sipivizwa	Sipi-vizwa/		1394	4	śipiviṣṭa	śipiviṣṭá-	7.99.7	vedaweb-id-link
9008	Sreyas	Sre/yas		1431	4	śréyān	śréyaṁs-	3.8.4	vedaweb-id-link
9017	Sromata	Sro/mata		1432	4	śrómatāya	śrómata-	1.182.7	vedaweb-id-link
9000	Sruz	Sruz		1430	4	śroṣantu	√śruṣ-	1.86.5	vedaweb-id-link
8838	SucipA	Suci-pA/		1403	4	śucipāḥ	śucipā́-	7.90.2	vedaweb-id-link
9036	SvAtra	SvAtra/		1434	4	śvātréṇa	śvātrá-	1.31.4	vedaweb-id-link
9028	SvaSura	Sva/Sura		1433	4	śváśuraḥ	śváśura-	10.28.1	vedaweb-id-link
9045	Svityac	Svit-y-a/c		1435	4	śvitīcī́	śvityáñc-	1.123.9	vedaweb-id-link
8944	SyAvI	SyA/vI		1416	4	śyā́vīm	śyā́vī-	1.71.1	vedaweb-id-link
8946	Syeta	Syeta/		1416	4	śyetáḥ	śyetá-	1.71.4	vedaweb-id-link
12634	Syeta	Syeta/		1771	4	śyetáḥ	śyetá-	1.71.4	vedaweb-id-link
832	aBIru	a/-BIru		0088	4	ábhīravaḥ	ábhīru-	1.87.6	vedaweb-id-link
826	aBihrut	aBihru/t		0087	4	abhihrútaḥ	abhihrút-	1.128.5	vedaweb-id-link
813	aBizAc	aBizA/c		0086	4	abhiṣā́cam	abhiṣác-	3.51.2	vedaweb-id-link
353	aDaspada	aDas-pada/		0044	4	adhaspadā́ḥ	adhaspadá-	8.5.38	vedaweb-id-link
362	aDiraTa	a/Di-raTa		0047	4	ádhiratham	ádhiratha-	10.98.4	vedaweb-id-link
365	aDivaktf	aDi-vaktf/		0047	4	adhivaktā́	adhivaktár-	1.100.19	vedaweb-id-link
390	aDvasman	a-Dvasma/n		0050	4	adhvasmā́naḥ	adhvasmán-	1.139.4	vedaweb-id-link
378	aDyakza	a/Dy-akza		0048	4	ádhyakṣam	ádhyakṣa-	8.43.24	vedaweb-id-link
1259	aSvadA	aSva-dA/		0141	4	aśvadā́ḥ	aśvadā́-	1.113.18	vedaweb-id-link
1281	aSvasA	aSva-sA/		0142	4	aśvasā́tamaḥ	aśvasā́tama-	1.175.5	vedaweb-id-link
1292	aSvia	aSvia/		0144	4	aśvyám	aśvyá-	1.112.10	vedaweb-id-link
754	abuDyamAna	a/-buDyamAna		0081	4	ábudhyamāne	ábudhyamāna-	1.29.3	vedaweb-id-link
153	acetas	a-ceta/s		0016	4	acetā́ḥ	acetás-	1.120.2	vedaweb-id-link
150	acitta	a-ci/tta		0015	4	acíttam	acítta-	1.152.5	vedaweb-id-link
285	adASvas	a/-dASvas		0036	4	ádāśuṣām	ádāśvaṁs-	1.81.9	vedaweb-id-link
312	admasad	adma-sa/d		0039	4	admasát	admasád-	1.124.4	vedaweb-id-link
339	advayAvin	a/-dvayAvin		0041	4	ádvayāvinaḥ	ádvayāvin-	1.159.3	vedaweb-id-link
343	advezas	a-dveza/s		0042	4	adveṣáḥ	adveṣás-	1.24.4	vedaweb-id-link
1427	ahI	ahI/		0167	4	ahyàḥ	ahī́-	9.77.3	vedaweb-id-link
12151	ahI	ahI/		1753	4	ahyàḥ	ahī́-	9.77.3	vedaweb-id-link
1428	ahISuva	ahISu/va		0167	4	ahīśúvam	ahīśū́-	8.32.2	vedaweb-id-link
1409	aharvid	ahar-vi/d		0166	4	aharvídaḥ	aharvíd-	1.2.2	vedaweb-id-link
1411	ahasta	a-hasta/		0166	4	ahastáḥ	ahastá-	1.32.7	vedaweb-id-link
1433	aheqamAna	a/-heqamAna		0167	4	áheḷamānaḥ	áheḷamāna-	1.24.11	vedaweb-id-link
1422	ahimAya	a/hi-mAya		0167	4	áhimāyān	áhimāya-	1.190.4	vedaweb-id-link
40	akz	akz		0005	4	níraṣṭāḥ	√akṣ-	1.33.6	vedaweb-id-link
55	akzitoti	a/kzitoti		0007	4	ákṣitotiḥ	ákṣitoti-	1.5.9	vedaweb-id-link
898	amIvacAtana	amIva-cA/tana		0093	4	amīvacā́tanam	amīvacā́tana-	1.12.7	vedaweb-id-link
869	amarDat	a/-marDat		0091	4	ámardhantā	ámardhant-	3.25.4	vedaweb-id-link
909	amftyu	a/-mftyu		0095	4	ámr̥tyavaḥ	ámr̥tyu-	3.2.9	vedaweb-id-link
458	anADfzya	an-ADfzya/		0055	4	anādhr̥ṣyám	anādhr̥ṣyá-	4.18.10	vedaweb-id-link
476	anASu	an-ASu/	1	0056	4	anāśávaḥ	anāśú-	1.135.9	vedaweb-id-link
477	anASu	an-ASu/	2	0056	4	anāśávaḥ	anāśú-	1.135.9	vedaweb-id-link
461	anAnuda	an-Anuda/		0055	4	anānudáḥ	anānudá-	1.53.8	vedaweb-id-link
455	anAtura	an-Atura/		0054	4	anāturám	anāturá-	1.114.1	vedaweb-id-link
421	anarva	an-arva/		0052	4	anarvám	anarvá-	1.164.2	vedaweb-id-link
433	anavaBrarADas	anavaBra/-rADas		0053	4	anavabhrárādhasaḥ	anavabhrárādhas-	1.166.7	vedaweb-id-link
556	anfkzara	an-fkzara/		0062	4	anr̥kṣarā́	anr̥kṣará-	1.22.15	vedaweb-id-link
492	animiz	a/-nimiz		0056	4	ánimiṣā	ánimiṣ-	3.59.1	vedaweb-id-link
493	animiza	a-nimiza/		0056	4	animiṣám	animiṣá-	1.24.6	vedaweb-id-link
497	anirA	a/n-irA		0057	4	ánirām	ánirā-	7.71.2	vedaweb-id-link
577	antarikzaprA	antarikza-prA/		0066	4	antarikṣaprā́m	antarikṣaprā́-	1.51.2	vedaweb-id-link
510.1	anu	a/nu	2	0059	4	ánuṣu	ánu-	1.108.8	vedaweb-id-link
521	anudeyI	anude/yI		0060	4	anudéyam	anudéya-	6.20.11	vedaweb-id-link
511	anukAma	anu-kAma/		0059	4	anukāmám	anukāmá-	1.17.3	vedaweb-id-link
525	anupUrva	anu-pUrva		0060	4	anupūrvám	anupūrvám	1.117.3	vedaweb-id-link
533	anuvrata	a/nu-vrata		0061	4	ánuvrate	ánuvrata-	1.34.4	vedaweb-id-link
635	aparI	aparI/		0073	4	aparī́bhyaḥ	aparī́-	1.32.13	vedaweb-id-link
636	aparIta	a/-parIta		0073	4	áparītāsaḥ	áparīta-	1.89.1	vedaweb-id-link
720	apramfzya	a-pramfzya/		0079	4	apramr̥ṣyám	apramr̥ṣyá-	2.35.6	vedaweb-id-link
988	arAtIvan	arAtIva/n		0104	4	arātīvā́	arātīván-	1.147.4	vedaweb-id-link
1088	arS	arS		0119	4	arśasānám	arśasāná-	1.130.8	vedaweb-id-link
1001	arizaRyat	a/-rizaRyat		0106	4	áriṣaṇyan	áriṣaṇyant-	1.63.5	vedaweb-id-link
1006	arizwanemi	a/rizwa-nemi		0106	4	áriṣṭanemiḥ	áriṣṭanemi-	1.89.6	vedaweb-id-link
1031	arkin	arki/n		0109	4	arkíṇaḥ	arkín-	1.7.1	vedaweb-id-link
1319	asapatna	a-sapatna/		0153	4	asapatnā́	asapatná-	10.159.4	vedaweb-id-link
1334	asi	asi/		0154	4	asínā	así-	1.162.20	vedaweb-id-link
240	atUrta	a/-tUrta		0029	4	atū́rtaḥ	atū́rta- ~ átūrta-	1.126.1	vedaweb-id-link
241	atUrta	a-tU/rta		0029	4	atū́rtaḥ	atū́rta- ~ átūrta-	1.126.1	vedaweb-id-link
