grammar_id	nongrammar_locus	link_type	source_dataset	date
id_gra:10454	vedaweb:668bb0671e18769f3d9a8689:1.132.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10483	vedaweb:668bb0671e18769f3d9a8689:10.108.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10489	vedaweb:668bb0671e18769f3d9a8689:10.101.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10471	vedaweb:668bb0671e18769f3d9a8689:10.38.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10470	vedaweb:668bb0671e18769f3d9a8689:10.21.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10469	vedaweb:668bb0671e18769f3d9a8689:5.87.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10427	vedaweb:668bb0671e18769f3d9a8689:8.25.12	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10423	vedaweb:668bb0671e18769f3d9a8689:7.49.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10425	vedaweb:668bb0671e18769f3d9a8689:10.83.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10422	vedaweb:668bb0671e18769f3d9a8689:1.166.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10429	vedaweb:668bb0671e18769f3d9a8689:1.168.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10479	vedaweb:668bb0671e18769f3d9a8689:10.42.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10529	vedaweb:668bb0671e18769f3d9a8689:10.67.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10525	vedaweb:668bb0671e18769f3d9a8689:1.121.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10526	vedaweb:668bb0671e18769f3d9a8689:5.42.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10527	vedaweb:668bb0671e18769f3d9a8689:1.162.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10335	vedaweb:668bb0671e18769f3d9a8689:1.109.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10338	vedaweb:668bb0671e18769f3d9a8689:6.36.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10333	vedaweb:668bb0671e18769f3d9a8689:3.53.19	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:10342	vedaweb:668bb0671e18769f3d9a8689:1.31.15	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3734	vedaweb:668bb0671e18769f3d9a8689:1.32.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3735	vedaweb:668bb0671e18769f3d9a8689:5.44.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3736	vedaweb:668bb0671e18769f3d9a8689:3.31.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3737	vedaweb:668bb0671e18769f3d9a8689:10.93.15	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3739	vedaweb:668bb0671e18769f3d9a8689:10.34.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3732	vedaweb:668bb0671e18769f3d9a8689:3.40.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3742	vedaweb:668bb0671e18769f3d9a8689:1.94.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3768	vedaweb:668bb0671e18769f3d9a8689:10.87.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3769	vedaweb:668bb0671e18769f3d9a8689:10.155.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3772	vedaweb:668bb0671e18769f3d9a8689:6.43.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3859	vedaweb:668bb0671e18769f3d9a8689:8.32.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3866	vedaweb:668bb0671e18769f3d9a8689:9.42.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3856	vedaweb:668bb0671e18769f3d9a8689:10.22.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3867	vedaweb:668bb0671e18769f3d9a8689:2.43.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3630	vedaweb:668bb0671e18769f3d9a8689:10.129.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3628	vedaweb:668bb0671e18769f3d9a8689:8.47.16	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3631	vedaweb:668bb0671e18769f3d9a8689:8.2.16	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3633	vedaweb:668bb0671e18769f3d9a8689:5.1.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3610	vedaweb:668bb0671e18769f3d9a8689:1.120.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3611	vedaweb:668bb0671e18769f3d9a8689:9.97.52	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3612	vedaweb:668bb0671e18769f3d9a8689:8.69.13	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3613	vedaweb:668bb0671e18769f3d9a8689:1.66.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3615	vedaweb:668bb0671e18769f3d9a8689:1.134.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3617	vedaweb:668bb0671e18769f3d9a8689:9.112.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3712	vedaweb:668bb0671e18769f3d9a8689:7.55.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3677	vedaweb:668bb0671e18769f3d9a8689:2.30.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3680	vedaweb:668bb0671e18769f3d9a8689:2.27.14	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3679	vedaweb:668bb0671e18769f3d9a8689:8.48.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3681	vedaweb:668bb0671e18769f3d9a8689:5.32.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3682	vedaweb:668bb0671e18769f3d9a8689:7.104.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3684	vedaweb:668bb0671e18769f3d9a8689:10.73.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3651	vedaweb:668bb0671e18769f3d9a8689:5.34.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3641	vedaweb:668bb0671e18769f3d9a8689:5.70.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3657	vedaweb:668bb0671e18769f3d9a8689:8.92.30	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3652	vedaweb:668bb0671e18769f3d9a8689:6.24.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3654	vedaweb:668bb0671e18769f3d9a8689:10.71.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3658	vedaweb:668bb0671e18769f3d9a8689:1.80.12	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3663	vedaweb:668bb0671e18769f3d9a8689:2.23.14	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3675	vedaweb:668bb0671e18769f3d9a8689:10.154.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3667	vedaweb:668bb0671e18769f3d9a8689:9.83.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3668	vedaweb:668bb0671e18769f3d9a8689:10.87.23	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3671	vedaweb:668bb0671e18769f3d9a8689:7.104.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3673	vedaweb:668bb0671e18769f3d9a8689:3.35.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3676	vedaweb:668bb0671e18769f3d9a8689:2.24.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3695	vedaweb:668bb0671e18769f3d9a8689:5.41.12	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3704	vedaweb:668bb0671e18769f3d9a8689:1.129.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3690	vedaweb:668bb0671e18769f3d9a8689:1.100.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3691	vedaweb:668bb0671e18769f3d9a8689:5.61.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3693	vedaweb:668bb0671e18769f3d9a8689:10.95.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3709	vedaweb:668bb0671e18769f3d9a8689:7.104.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3710	vedaweb:668bb0671e18769f3d9a8689:10.129.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3696	vedaweb:668bb0671e18769f3d9a8689:5.44.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3697	vedaweb:668bb0671e18769f3d9a8689:8.46.32	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3702	vedaweb:668bb0671e18769f3d9a8689:8.99.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3706	vedaweb:668bb0671e18769f3d9a8689:5.44.12	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3707	vedaweb:668bb0671e18769f3d9a8689:10.28.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3729	vedaweb:668bb0671e18769f3d9a8689:10.130.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3621	vedaweb:668bb0671e18769f3d9a8689:5.34.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3625	vedaweb:668bb0671e18769f3d9a8689:1.61.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3716	vedaweb:668bb0671e18769f3d9a8689:4.18.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3715	vedaweb:668bb0671e18769f3d9a8689:9.97.46	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3714	vedaweb:668bb0671e18769f3d9a8689:2.20.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3719	vedaweb:668bb0671e18769f3d9a8689:5.58.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3724	vedaweb:668bb0671e18769f3d9a8689:9.70.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3726	vedaweb:668bb0671e18769f3d9a8689:1.54.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3896	vedaweb:668bb0671e18769f3d9a8689:3.19.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3893	vedaweb:668bb0671e18769f3d9a8689:1.110.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3872	vedaweb:668bb0671e18769f3d9a8689:1.172.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3876	vedaweb:668bb0671e18769f3d9a8689:10.94.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3879	vedaweb:668bb0671e18769f3d9a8689:9.97.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3880	vedaweb:668bb0671e18769f3d9a8689:10.89.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3883	vedaweb:668bb0671e18769f3d9a8689:8.2.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3881	vedaweb:668bb0671e18769f3d9a8689:1.168.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3886	vedaweb:668bb0671e18769f3d9a8689:6.66.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3887	vedaweb:668bb0671e18769f3d9a8689:1.140.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3892	vedaweb:668bb0671e18769f3d9a8689:7.103.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3752	vedaweb:668bb0671e18769f3d9a8689:1.95.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3747	vedaweb:668bb0671e18769f3d9a8689:4.5.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3750	vedaweb:668bb0671e18769f3d9a8689:1.79.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3748	vedaweb:668bb0671e18769f3d9a8689:6.46.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3754	vedaweb:668bb0671e18769f3d9a8689:10.84.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3766	vedaweb:668bb0671e18769f3d9a8689:7.78.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3765	vedaweb:668bb0671e18769f3d9a8689:5.62.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3759	vedaweb:668bb0671e18769f3d9a8689:8.95.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3760	vedaweb:668bb0671e18769f3d9a8689:10.129.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3762	vedaweb:668bb0671e18769f3d9a8689:8.6.46	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3756	vedaweb:668bb0671e18769f3d9a8689:10.71.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3902	vedaweb:668bb0671e18769f3d9a8689:3.12.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3903	vedaweb:668bb0671e18769f3d9a8689:8.38.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3898	vedaweb:668bb0671e18769f3d9a8689:3.13.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3900	vedaweb:668bb0671e18769f3d9a8689:10.62.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3971	vedaweb:668bb0671e18769f3d9a8689:1.158.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3972	vedaweb:668bb0671e18769f3d9a8689:5.27.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3912	vedaweb:668bb0671e18769f3d9a8689:8.45.28	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3913	vedaweb:668bb0671e18769f3d9a8689:10.45.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3916	vedaweb:668bb0671e18769f3d9a8689:1.45.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3915	vedaweb:668bb0671e18769f3d9a8689:6.2.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3969	vedaweb:668bb0671e18769f3d9a8689:10.105.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3938	vedaweb:668bb0671e18769f3d9a8689:5.43.13	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3926	vedaweb:668bb0671e18769f3d9a8689:6.27.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3960	vedaweb:668bb0671e18769f3d9a8689:1.164.48	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3947	vedaweb:668bb0671e18769f3d9a8689:1.181.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3935	vedaweb:668bb0671e18769f3d9a8689:9.113.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3928	vedaweb:668bb0671e18769f3d9a8689:10.59.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3931	vedaweb:668bb0671e18769f3d9a8689:2.18.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3929	vedaweb:668bb0671e18769f3d9a8689:1.121.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3949	vedaweb:668bb0671e18769f3d9a8689:3.56.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3950	vedaweb:668bb0671e18769f3d9a8689:1.146.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3948	vedaweb:668bb0671e18769f3d9a8689:1.112.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3940	vedaweb:668bb0671e18769f3d9a8689:1.164.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3939	vedaweb:668bb0671e18769f3d9a8689:9.113.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3944	vedaweb:668bb0671e18769f3d9a8689:3.56.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3941	vedaweb:668bb0671e18769f3d9a8689:10.34.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3943	vedaweb:668bb0671e18769f3d9a8689:8.39.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3952	vedaweb:668bb0671e18769f3d9a8689:1.152.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3934	vedaweb:668bb0671e18769f3d9a8689:10.30.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3956	vedaweb:668bb0671e18769f3d9a8689:7.101.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3954	vedaweb:668bb0671e18769f3d9a8689:2.31.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3958	vedaweb:668bb0671e18769f3d9a8689:1.102.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3951	vedaweb:668bb0671e18769f3d9a8689:10.97.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3966	vedaweb:668bb0671e18769f3d9a8689:1.34.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3964	vedaweb:668bb0671e18769f3d9a8689:1.133.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3979	vedaweb:668bb0671e18769f3d9a8689:5.27.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3975	vedaweb:668bb0671e18769f3d9a8689:7.59.12	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3974	vedaweb:668bb0671e18769f3d9a8689:3.56.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3977	vedaweb:668bb0671e18769f3d9a8689:8.46.22	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3978	vedaweb:668bb0671e18769f3d9a8689:3.55.14	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3981	vedaweb:668bb0671e18769f3d9a8689:3.56.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3980	vedaweb:668bb0671e18769f3d9a8689:4.37.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4027	vedaweb:668bb0671e18769f3d9a8689:1.134.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3788	vedaweb:668bb0671e18769f3d9a8689:1.7.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3779	vedaweb:668bb0671e18769f3d9a8689:8.19.37	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3786	vedaweb:668bb0671e18769f3d9a8689:5.46.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3797	vedaweb:668bb0671e18769f3d9a8689:8.79.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3799	vedaweb:668bb0671e18769f3d9a8689:1.121.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3801	vedaweb:668bb0671e18769f3d9a8689:4.40.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3798	vedaweb:668bb0671e18769f3d9a8689:1.164.30	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3804	vedaweb:668bb0671e18769f3d9a8689:10.96.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3803	vedaweb:668bb0671e18769f3d9a8689:4.23.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3806	vedaweb:668bb0671e18769f3d9a8689:10.106.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3811	vedaweb:668bb0671e18769f3d9a8689:10.62.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3815	vedaweb:668bb0671e18769f3d9a8689:4.30.17	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3789	vedaweb:668bb0671e18769f3d9a8689:1.168.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3849	vedaweb:668bb0671e18769f3d9a8689:10.99.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3839	vedaweb:668bb0671e18769f3d9a8689:6.44.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3831	vedaweb:668bb0671e18769f3d9a8689:1.32.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3832	vedaweb:668bb0671e18769f3d9a8689:5.25.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3827	vedaweb:668bb0671e18769f3d9a8689:8.81.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3823	vedaweb:668bb0671e18769f3d9a8689:6.22.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3822	vedaweb:668bb0671e18769f3d9a8689:1.140.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3824	vedaweb:668bb0671e18769f3d9a8689:2.21.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3819	vedaweb:668bb0671e18769f3d9a8689:8.66.12	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3820	vedaweb:668bb0671e18769f3d9a8689:8.68.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3821	vedaweb:668bb0671e18769f3d9a8689:8.77.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3835	vedaweb:668bb0671e18769f3d9a8689:8.81.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3833	vedaweb:668bb0671e18769f3d9a8689:5.33.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3834	vedaweb:668bb0671e18769f3d9a8689:7.58.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3830	vedaweb:668bb0671e18769f3d9a8689:1.30.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3851	vedaweb:668bb0671e18769f3d9a8689:4.22.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3854	vedaweb:668bb0671e18769f3d9a8689:10.27.16	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3995	vedaweb:668bb0671e18769f3d9a8689:8.11.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4007	vedaweb:668bb0671e18769f3d9a8689:7.32.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3999	vedaweb:668bb0671e18769f3d9a8689:8.70.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4004	vedaweb:668bb0671e18769f3d9a8689:7.32.14	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3984	vedaweb:668bb0671e18769f3d9a8689:2.20.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3985	vedaweb:668bb0671e18769f3d9a8689:10.44.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3987	vedaweb:668bb0671e18769f3d9a8689:2.33.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3993	vedaweb:668bb0671e18769f3d9a8689:6.52.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4013	vedaweb:668bb0671e18769f3d9a8689:1.141.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4014	vedaweb:668bb0671e18769f3d9a8689:1.37.4	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4015	vedaweb:668bb0671e18769f3d9a8689:10.120.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4018	vedaweb:668bb0671e18769f3d9a8689:5.61.13	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4019	vedaweb:668bb0671e18769f3d9a8689:1.61.11	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4017	vedaweb:668bb0671e18769f3d9a8689:1.166.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4022	vedaweb:668bb0671e18769f3d9a8689:7.60.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4021	vedaweb:668bb0671e18769f3d9a8689:8.77.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:4023	vedaweb:668bb0671e18769f3d9a8689:7.58.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3911	vedaweb:668bb0671e18769f3d9a8689:4.24.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3908	vedaweb:668bb0671e18769f3d9a8689:10.71.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:3910	vedaweb:668bb0671e18769f3d9a8689:10.10.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2015	vedaweb:668bb0671e18769f3d9a8689:10.108.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2016	vedaweb:668bb0671e18769f3d9a8689:10.90.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2018	vedaweb:668bb0671e18769f3d9a8689:5.39.1	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2019	vedaweb:668bb0671e18769f3d9a8689:1.81.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2012	vedaweb:668bb0671e18769f3d9a8689:8.1.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2014	vedaweb:668bb0671e18769f3d9a8689:3.53.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1863	vedaweb:668bb0671e18769f3d9a8689:4.19.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2073	vedaweb:668bb0671e18769f3d9a8689:10.59.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2071	vedaweb:668bb0671e18769f3d9a8689:1.130.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:2074	vedaweb:668bb0671e18769f3d9a8689:7.3.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1877	vedaweb:668bb0671e18769f3d9a8689:9.86.43	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1872	vedaweb:668bb0671e18769f3d9a8689:8.46.28	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1875	vedaweb:668bb0671e18769f3d9a8689:1.116.9	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1874	vedaweb:668bb0671e18769f3d9a8689:8.72.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1876	vedaweb:668bb0671e18769f3d9a8689:5.32.6	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1916	vedaweb:668bb0671e18769f3d9a8689:10.45.5	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1917	vedaweb:668bb0671e18769f3d9a8689:1.187.10	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1897	vedaweb:668bb0671e18769f3d9a8689:5.44.13	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1895	vedaweb:668bb0671e18769f3d9a8689:9.97.15	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1908	vedaweb:668bb0671e18769f3d9a8689:1.116.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1900	vedaweb:668bb0671e18769f3d9a8689:5.42.14	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1901	vedaweb:668bb0671e18769f3d9a8689:10.99.8	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1903	vedaweb:668bb0671e18769f3d9a8689:2.7.3	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1912	vedaweb:668bb0671e18769f3d9a8689:1.113.18	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1914	vedaweb:668bb0671e18769f3d9a8689:6.47.21	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1909	vedaweb:668bb0671e18769f3d9a8689:8.41.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1910	vedaweb:668bb0671e18769f3d9a8689:1.48.7	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1923	vedaweb:668bb0671e18769f3d9a8689:2.43.2	translation-witness	geldner_de_1951_1957	2026-07-11
id_gra:1920	vedaweb:668bb0671e18769f3d9a8689:10.14.12	translation-witness	geldner_de_1951_1957	2026-07-11
