grammar_id	nongrammar_locus	link_type	source_dataset	date
id_gra:6557	vedaweb:67615e6bb20f4c1a9fb8a040:8.22.17	translation-witness	metrical_data_2024	2026-07-11
id_gra:6558	vedaweb:67615e6bb20f4c1a9fb8a040:10.41.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6559	vedaweb:67615e6bb20f4c1a9fb8a040:2.10.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6560	vedaweb:67615e6bb20f4c1a9fb8a040:9.89.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6562	vedaweb:67615e6bb20f4c1a9fb8a040:10.118.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6563	vedaweb:67615e6bb20f4c1a9fb8a040:4.33.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6569	vedaweb:67615e6bb20f4c1a9fb8a040:10.75.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6570	vedaweb:67615e6bb20f4c1a9fb8a040:6.70.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6583	vedaweb:67615e6bb20f4c1a9fb8a040:1.164.22	translation-witness	metrical_data_2024	2026-07-11
id_gra:6584	vedaweb:67615e6bb20f4c1a9fb8a040:1.62.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6582	vedaweb:67615e6bb20f4c1a9fb8a040:1.173.10	translation-witness	metrical_data_2024	2026-07-11
id_gra:6580	vedaweb:67615e6bb20f4c1a9fb8a040:10.97.12	translation-witness	metrical_data_2024	2026-07-11
id_gra:6579	vedaweb:67615e6bb20f4c1a9fb8a040:2.29.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6503	vedaweb:67615e6bb20f4c1a9fb8a040:6.27.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6486	vedaweb:67615e6bb20f4c1a9fb8a040:9.66.17	translation-witness	metrical_data_2024	2026-07-11
id_gra:6481	vedaweb:67615e6bb20f4c1a9fb8a040:10.61.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6483	vedaweb:67615e6bb20f4c1a9fb8a040:9.20.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:6485	vedaweb:67615e6bb20f4c1a9fb8a040:1.52.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6510	vedaweb:67615e6bb20f4c1a9fb8a040:1.33.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6511	vedaweb:67615e6bb20f4c1a9fb8a040:1.122.14	translation-witness	metrical_data_2024	2026-07-11
id_gra:6513	vedaweb:67615e6bb20f4c1a9fb8a040:10.16.14	translation-witness	metrical_data_2024	2026-07-11
id_gra:6515	vedaweb:67615e6bb20f4c1a9fb8a040:10.155.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6704	vedaweb:67615e6bb20f4c1a9fb8a040:1.122.15	translation-witness	metrical_data_2024	2026-07-11
id_gra:6529	vedaweb:67615e6bb20f4c1a9fb8a040:8.53.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6536	vedaweb:67615e6bb20f4c1a9fb8a040:9.98.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6537	vedaweb:67615e6bb20f4c1a9fb8a040:6.69.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6538	vedaweb:67615e6bb20f4c1a9fb8a040:1.52.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6542	vedaweb:67615e6bb20f4c1a9fb8a040:8.101.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6543	vedaweb:67615e6bb20f4c1a9fb8a040:10.106.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6548	vedaweb:67615e6bb20f4c1a9fb8a040:6.22.11	translation-witness	metrical_data_2024	2026-07-11
id_gra:6718	vedaweb:67615e6bb20f4c1a9fb8a040:9.66.20	translation-witness	metrical_data_2024	2026-07-11
id_gra:6719	vedaweb:67615e6bb20f4c1a9fb8a040:10.78.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6733	vedaweb:67615e6bb20f4c1a9fb8a040:8.81.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6717	vedaweb:67615e6bb20f4c1a9fb8a040:1.161.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6724	vedaweb:67615e6bb20f4c1a9fb8a040:9.48.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6722	vedaweb:67615e6bb20f4c1a9fb8a040:10.103.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:6721	vedaweb:67615e6bb20f4c1a9fb8a040:10.73.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6732	vedaweb:67615e6bb20f4c1a9fb8a040:7.34.19	translation-witness	metrical_data_2024	2026-07-11
id_gra:6730	vedaweb:67615e6bb20f4c1a9fb8a040:1.133.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6729	vedaweb:67615e6bb20f4c1a9fb8a040:1.32.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6728	vedaweb:67615e6bb20f4c1a9fb8a040:7.82.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6726	vedaweb:67615e6bb20f4c1a9fb8a040:1.133.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6731	vedaweb:67615e6bb20f4c1a9fb8a040:3.30.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6725	vedaweb:67615e6bb20f4c1a9fb8a040:8.70.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6711	vedaweb:67615e6bb20f4c1a9fb8a040:7.37.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6715	vedaweb:67615e6bb20f4c1a9fb8a040:10.130.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6712	vedaweb:67615e6bb20f4c1a9fb8a040:10.122.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:6736	vedaweb:67615e6bb20f4c1a9fb8a040:1.45.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6737	vedaweb:67615e6bb20f4c1a9fb8a040:5.68.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6742	vedaweb:67615e6bb20f4c1a9fb8a040:8.74.15	translation-witness	metrical_data_2024	2026-07-11
id_gra:6745	vedaweb:67615e6bb20f4c1a9fb8a040:1.141.10	translation-witness	metrical_data_2024	2026-07-11
id_gra:6746	vedaweb:67615e6bb20f4c1a9fb8a040:7.31.10	translation-witness	metrical_data_2024	2026-07-11
id_gra:6750	vedaweb:67615e6bb20f4c1a9fb8a040:8.46.18	translation-witness	metrical_data_2024	2026-07-11
id_gra:6751	vedaweb:67615e6bb20f4c1a9fb8a040:7.68.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6507	vedaweb:67615e6bb20f4c1a9fb8a040:9.64.21	translation-witness	metrical_data_2024	2026-07-11
id_gra:6508	vedaweb:67615e6bb20f4c1a9fb8a040:10.68.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:6488	vedaweb:67615e6bb20f4c1a9fb8a040:10.40.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6492	vedaweb:67615e6bb20f4c1a9fb8a040:6.45.14	translation-witness	metrical_data_2024	2026-07-11
id_gra:6493	vedaweb:67615e6bb20f4c1a9fb8a040:7.74.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6491	vedaweb:67615e6bb20f4c1a9fb8a040:8.22.16	translation-witness	metrical_data_2024	2026-07-11
id_gra:6703	vedaweb:67615e6bb20f4c1a9fb8a040:10.136.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6664	vedaweb:67615e6bb20f4c1a9fb8a040:10.42.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6663	vedaweb:67615e6bb20f4c1a9fb8a040:6.10.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6599	vedaweb:67615e6bb20f4c1a9fb8a040:8.78.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6600	vedaweb:67615e6bb20f4c1a9fb8a040:10.61.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6603	vedaweb:67615e6bb20f4c1a9fb8a040:5.74.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6591	vedaweb:67615e6bb20f4c1a9fb8a040:9.11.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6587	vedaweb:67615e6bb20f4c1a9fb8a040:10.106.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6589	vedaweb:67615e6bb20f4c1a9fb8a040:3.6.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6590	vedaweb:67615e6bb20f4c1a9fb8a040:10.106.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6588	vedaweb:67615e6bb20f4c1a9fb8a040:9.70.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6593	vedaweb:67615e6bb20f4c1a9fb8a040:5.44.10	translation-witness	metrical_data_2024	2026-07-11
id_gra:6594	vedaweb:67615e6bb20f4c1a9fb8a040:10.85.12	translation-witness	metrical_data_2024	2026-07-11
id_gra:6597	vedaweb:67615e6bb20f4c1a9fb8a040:2.12.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6596	vedaweb:67615e6bb20f4c1a9fb8a040:10.171.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6638	vedaweb:67615e6bb20f4c1a9fb8a040:8.69.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6639	vedaweb:67615e6bb20f4c1a9fb8a040:9.107.26	translation-witness	metrical_data_2024	2026-07-11
id_gra:6640	vedaweb:67615e6bb20f4c1a9fb8a040:1.4.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:6641	vedaweb:67615e6bb20f4c1a9fb8a040:1.173.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6643	vedaweb:67615e6bb20f4c1a9fb8a040:1.9.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6645	vedaweb:67615e6bb20f4c1a9fb8a040:4.45.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6646	vedaweb:67615e6bb20f4c1a9fb8a040:8.2.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:6651	vedaweb:67615e6bb20f4c1a9fb8a040:9.69.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6650	vedaweb:67615e6bb20f4c1a9fb8a040:9.86.17	translation-witness	metrical_data_2024	2026-07-11
id_gra:6654	vedaweb:67615e6bb20f4c1a9fb8a040:8.15.12	translation-witness	metrical_data_2024	2026-07-11
id_gra:6623	vedaweb:67615e6bb20f4c1a9fb8a040:3.38.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6618	vedaweb:67615e6bb20f4c1a9fb8a040:6.62.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6617	vedaweb:67615e6bb20f4c1a9fb8a040:10.71.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:6625	vedaweb:67615e6bb20f4c1a9fb8a040:3.38.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6631	vedaweb:67615e6bb20f4c1a9fb8a040:10.134.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:6629	vedaweb:67615e6bb20f4c1a9fb8a040:9.114.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6608	vedaweb:67615e6bb20f4c1a9fb8a040:1.45.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6609	vedaweb:67615e6bb20f4c1a9fb8a040:10.63.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6611	vedaweb:67615e6bb20f4c1a9fb8a040:2.10.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6614	vedaweb:67615e6bb20f4c1a9fb8a040:10.85.40	translation-witness	metrical_data_2024	2026-07-11
id_gra:6658	vedaweb:67615e6bb20f4c1a9fb8a040:7.104.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6660	vedaweb:67615e6bb20f4c1a9fb8a040:8.32.21	translation-witness	metrical_data_2024	2026-07-11
id_gra:6676	vedaweb:67615e6bb20f4c1a9fb8a040:10.60.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6686	vedaweb:67615e6bb20f4c1a9fb8a040:10.27.20	translation-witness	metrical_data_2024	2026-07-11
id_gra:6692	vedaweb:67615e6bb20f4c1a9fb8a040:8.19.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6694	vedaweb:67615e6bb20f4c1a9fb8a040:8.92.13	translation-witness	metrical_data_2024	2026-07-11
id_gra:6695	vedaweb:67615e6bb20f4c1a9fb8a040:1.39.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6683	vedaweb:67615e6bb20f4c1a9fb8a040:1.101.11	translation-witness	metrical_data_2024	2026-07-11
id_gra:6680	vedaweb:67615e6bb20f4c1a9fb8a040:1.182.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6700	vedaweb:67615e6bb20f4c1a9fb8a040:2.10.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6698	vedaweb:67615e6bb20f4c1a9fb8a040:5.2.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6699	vedaweb:67615e6bb20f4c1a9fb8a040:10.27.12	translation-witness	metrical_data_2024	2026-07-11
id_gra:6706	vedaweb:67615e6bb20f4c1a9fb8a040:10.163.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6518	vedaweb:67615e6bb20f4c1a9fb8a040:10.163.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6516	vedaweb:67615e6bb20f4c1a9fb8a040:1.46.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6517	vedaweb:67615e6bb20f4c1a9fb8a040:9.86.13	translation-witness	metrical_data_2024	2026-07-11
id_gra:6521	vedaweb:67615e6bb20f4c1a9fb8a040:2.28.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:6522	vedaweb:67615e6bb20f4c1a9fb8a040:10.86.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6524	vedaweb:67615e6bb20f4c1a9fb8a040:9.97.32	translation-witness	metrical_data_2024	2026-07-11
id_gra:6520	vedaweb:67615e6bb20f4c1a9fb8a040:9.71.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6665	vedaweb:67615e6bb20f4c1a9fb8a040:10.40.10	translation-witness	metrical_data_2024	2026-07-11
id_gra:6669	vedaweb:67615e6bb20f4c1a9fb8a040:1.191.14	translation-witness	metrical_data_2024	2026-07-11
id_gra:6672	vedaweb:67615e6bb20f4c1a9fb8a040:8.1.25	translation-witness	metrical_data_2024	2026-07-11
id_gra:6670	vedaweb:67615e6bb20f4c1a9fb8a040:3.45.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6953	vedaweb:67615e6bb20f4c1a9fb8a040:10.91.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6954	vedaweb:67615e6bb20f4c1a9fb8a040:8.8.20	translation-witness	metrical_data_2024	2026-07-11
id_gra:6948	vedaweb:67615e6bb20f4c1a9fb8a040:1.43.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6949	vedaweb:67615e6bb20f4c1a9fb8a040:4.38.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6939	vedaweb:67615e6bb20f4c1a9fb8a040:1.181.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6942	vedaweb:67615e6bb20f4c1a9fb8a040:10.69.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6963	vedaweb:67615e6bb20f4c1a9fb8a040:10.163.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6962	vedaweb:67615e6bb20f4c1a9fb8a040:10.75.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6959	vedaweb:67615e6bb20f4c1a9fb8a040:10.27.11	translation-witness	metrical_data_2024	2026-07-11
id_gra:6941	vedaweb:67615e6bb20f4c1a9fb8a040:4.6.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6919	vedaweb:67615e6bb20f4c1a9fb8a040:8.67.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:6914	vedaweb:67615e6bb20f4c1a9fb8a040:10.40.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6915	vedaweb:67615e6bb20f4c1a9fb8a040:8.2.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6917	vedaweb:67615e6bb20f4c1a9fb8a040:2.38.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:6908	vedaweb:67615e6bb20f4c1a9fb8a040:5.18.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6910	vedaweb:67615e6bb20f4c1a9fb8a040:8.66.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6911	vedaweb:67615e6bb20f4c1a9fb8a040:10.98.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6934	vedaweb:67615e6bb20f4c1a9fb8a040:7.89.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6937	vedaweb:67615e6bb20f4c1a9fb8a040:1.179.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6856	vedaweb:67615e6bb20f4c1a9fb8a040:10.95.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6848	vedaweb:67615e6bb20f4c1a9fb8a040:10.102.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:6845	vedaweb:67615e6bb20f4c1a9fb8a040:1.166.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:6850	vedaweb:67615e6bb20f4c1a9fb8a040:10.67.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6819	vedaweb:67615e6bb20f4c1a9fb8a040:10.18.12	translation-witness	metrical_data_2024	2026-07-11
id_gra:6822	vedaweb:67615e6bb20f4c1a9fb8a040:8.53.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6823	vedaweb:67615e6bb20f4c1a9fb8a040:7.35.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:6832	vedaweb:67615e6bb20f4c1a9fb8a040:10.33.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:6835	vedaweb:67615e6bb20f4c1a9fb8a040:8.35.13	translation-witness	metrical_data_2024	2026-07-11
id_gra:6833	vedaweb:67615e6bb20f4c1a9fb8a040:1.173.10	translation-witness	metrical_data_2024	2026-07-11
id_gra:6826	vedaweb:67615e6bb20f4c1a9fb8a040:10.100.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6827	vedaweb:67615e6bb20f4c1a9fb8a040:1.120.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:6825	vedaweb:67615e6bb20f4c1a9fb8a040:10.89.14	translation-witness	metrical_data_2024	2026-07-11
id_gra:6828	vedaweb:67615e6bb20f4c1a9fb8a040:1.170.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6831	vedaweb:67615e6bb20f4c1a9fb8a040:5.62.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6830	vedaweb:67615e6bb20f4c1a9fb8a040:1.186.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6838	vedaweb:67615e6bb20f4c1a9fb8a040:1.174.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:6981	vedaweb:67615e6bb20f4c1a9fb8a040:8.55.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6982	vedaweb:67615e6bb20f4c1a9fb8a040:10.52.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6969	vedaweb:67615e6bb20f4c1a9fb8a040:9.113.11	translation-witness	metrical_data_2024	2026-07-11
id_gra:6967	vedaweb:67615e6bb20f4c1a9fb8a040:2.38.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6978	vedaweb:67615e6bb20f4c1a9fb8a040:6.53.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6977	vedaweb:67615e6bb20f4c1a9fb8a040:8.61.10	translation-witness	metrical_data_2024	2026-07-11
id_gra:6869	vedaweb:67615e6bb20f4c1a9fb8a040:1.162.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6872	vedaweb:67615e6bb20f4c1a9fb8a040:1.161.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:6891	vedaweb:67615e6bb20f4c1a9fb8a040:4.20.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:6894	vedaweb:67615e6bb20f4c1a9fb8a040:1.128.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6867	vedaweb:67615e6bb20f4c1a9fb8a040:1.125.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6880	vedaweb:67615e6bb20f4c1a9fb8a040:1.140.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6881.5	vedaweb:67615e6bb20f4c1a9fb8a040:8.66.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:6884	vedaweb:67615e6bb20f4c1a9fb8a040:1.42.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:6885	vedaweb:67615e6bb20f4c1a9fb8a040:10.38.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:6886	vedaweb:67615e6bb20f4c1a9fb8a040:10.102.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:6887	vedaweb:67615e6bb20f4c1a9fb8a040:6.47.30	translation-witness	metrical_data_2024	2026-07-11
id_gra:6888	vedaweb:67615e6bb20f4c1a9fb8a040:1.8.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:4917	vedaweb:67615e6bb20f4c1a9fb8a040:9.74.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:4918	vedaweb:67615e6bb20f4c1a9fb8a040:8.41.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:4919	vedaweb:67615e6bb20f4c1a9fb8a040:10.61.18	translation-witness	metrical_data_2024	2026-07-11
id_gra:4909	vedaweb:67615e6bb20f4c1a9fb8a040:10.65.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:4906	vedaweb:67615e6bb20f4c1a9fb8a040:10.11.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:4907	vedaweb:67615e6bb20f4c1a9fb8a040:2.35.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:4921	vedaweb:67615e6bb20f4c1a9fb8a040:10.82.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:4922	vedaweb:67615e6bb20f4c1a9fb8a040:10.71.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:4911	vedaweb:67615e6bb20f4c1a9fb8a040:9.112.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:4912	vedaweb:67615e6bb20f4c1a9fb8a040:9.112.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:4913	vedaweb:67615e6bb20f4c1a9fb8a040:3.6.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:4914	vedaweb:67615e6bb20f4c1a9fb8a040:9.114.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:4903	vedaweb:67615e6bb20f4c1a9fb8a040:10.135.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:4928	vedaweb:67615e6bb20f4c1a9fb8a040:2.13.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:4929	vedaweb:67615e6bb20f4c1a9fb8a040:1.149.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:4930	vedaweb:67615e6bb20f4c1a9fb8a040:8.24.29	translation-witness	metrical_data_2024	2026-07-11
id_gra:4933	vedaweb:67615e6bb20f4c1a9fb8a040:1.97.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:5141	vedaweb:67615e6bb20f4c1a9fb8a040:3.53.14	translation-witness	metrical_data_2024	2026-07-11
id_gra:5140	vedaweb:67615e6bb20f4c1a9fb8a040:9.97.53	translation-witness	metrical_data_2024	2026-07-11
id_gra:5142	vedaweb:67615e6bb20f4c1a9fb8a040:10.106.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:5066	vedaweb:67615e6bb20f4c1a9fb8a040:1.104.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:5067	vedaweb:67615e6bb20f4c1a9fb8a040:3.12.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:5058	vedaweb:67615e6bb20f4c1a9fb8a040:1.32.9	translation-witness	metrical_data_2024	2026-07-11
id_gra:5056	vedaweb:67615e6bb20f4c1a9fb8a040:1.116.22	translation-witness	metrical_data_2024	2026-07-11
id_gra:5075	vedaweb:67615e6bb20f4c1a9fb8a040:10.82.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:5055	vedaweb:67615e6bb20f4c1a9fb8a040:1.162.13	translation-witness	metrical_data_2024	2026-07-11
id_gra:5072	vedaweb:67615e6bb20f4c1a9fb8a040:10.85.28	translation-witness	metrical_data_2024	2026-07-11
id_gra:5061	vedaweb:67615e6bb20f4c1a9fb8a040:6.35.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:5063	vedaweb:67615e6bb20f4c1a9fb8a040:10.92.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:5074	vedaweb:67615e6bb20f4c1a9fb8a040:6.32.4	translation-witness	metrical_data_2024	2026-07-11
id_gra:4829	vedaweb:67615e6bb20f4c1a9fb8a040:1.174.8	translation-witness	metrical_data_2024	2026-07-11
id_gra:4831	vedaweb:67615e6bb20f4c1a9fb8a040:4.19.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:4830	vedaweb:67615e6bb20f4c1a9fb8a040:5.59.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:4834	vedaweb:67615e6bb20f4c1a9fb8a040:9.69.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:4835	vedaweb:67615e6bb20f4c1a9fb8a040:8.25.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:4838	vedaweb:67615e6bb20f4c1a9fb8a040:1.122.11	translation-witness	metrical_data_2024	2026-07-11
id_gra:4839	vedaweb:67615e6bb20f4c1a9fb8a040:10.46.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:4891	vedaweb:67615e6bb20f4c1a9fb8a040:10.40.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:4815	vedaweb:67615e6bb20f4c1a9fb8a040:8.21.14	translation-witness	metrical_data_2024	2026-07-11
id_gra:4816	vedaweb:67615e6bb20f4c1a9fb8a040:6.18.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:4809	vedaweb:67615e6bb20f4c1a9fb8a040:10.33.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:4897	vedaweb:67615e6bb20f4c1a9fb8a040:10.67.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:4799	vedaweb:67615e6bb20f4c1a9fb8a040:7.104.18	translation-witness	metrical_data_2024	2026-07-11
id_gra:4800	vedaweb:67615e6bb20f4c1a9fb8a040:4.11.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:4801	vedaweb:67615e6bb20f4c1a9fb8a040:2.2.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:4806	vedaweb:67615e6bb20f4c1a9fb8a040:6.22.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:4805	vedaweb:67615e6bb20f4c1a9fb8a040:10.22.10	translation-witness	metrical_data_2024	2026-07-11
id_gra:4842	vedaweb:67615e6bb20f4c1a9fb8a040:3.39.6	translation-witness	metrical_data_2024	2026-07-11
id_gra:4848	vedaweb:67615e6bb20f4c1a9fb8a040:10.104.7	translation-witness	metrical_data_2024	2026-07-11
id_gra:4844	vedaweb:67615e6bb20f4c1a9fb8a040:8.20.1	translation-witness	metrical_data_2024	2026-07-11
id_gra:4854	vedaweb:67615e6bb20f4c1a9fb8a040:8.35.23	translation-witness	metrical_data_2024	2026-07-11
id_gra:4855	vedaweb:67615e6bb20f4c1a9fb8a040:10.131.2	translation-witness	metrical_data_2024	2026-07-11
id_gra:4858	vedaweb:67615e6bb20f4c1a9fb8a040:10.49.5	translation-witness	metrical_data_2024	2026-07-11
id_gra:4821	vedaweb:67615e6bb20f4c1a9fb8a040:9.112.3	translation-witness	metrical_data_2024	2026-07-11
id_gra:4822	vedaweb:67615e6bb20f4c1a9fb8a040:10.85.46	translation-witness	metrical_data_2024	2026-07-11
id_gra:4825	vedaweb:67615e6bb20f4c1a9fb8a040:10.71.10	translation-witness	metrical_data_2024	2026-07-11
