anchor_type	anchor_id	anchor_key_slp1	target_locus	link_type	source_dataset	match_method	confidence	evidence_count	date
id-gra	gra:6212	bIja	vedaweb:5.53.13:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6171	bali	vedaweb:1.70.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6144	banDana	vedaweb:1.163.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6240	bfhadBAnu	vedaweb:1.27.12:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6239	bfhaddivA	vedaweb:2.31.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6261	brahmajAyA	vedaweb:10.109.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6258	brahmakfti	vedaweb:7.28.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3232	candraraTa	vedaweb:1.141.12:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3245	caraRa	vedaweb:3.5.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3284	cikit	vedaweb:8.51.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3310	citrAmaGa	vedaweb:1.48.10:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4194	dAman	vedaweb:1.56.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4211	dAsapatnI	vedaweb:1.32.11:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4261	dIna	vedaweb:4.24.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4384	dURASa	vedaweb:1.176.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4380	dUqAS	vedaweb:1.176.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4386	dUtI	vedaweb:6.58.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4085	daBa	vedaweb:5.19.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4070	daDan	vedaweb:8.2.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4029	daMS	vedaweb:1.189.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4130	daSama	vedaweb:1.117.12:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4125	daSataya	vedaweb:1.122.12:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4044	dakzas	vedaweb:1.151.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4155	dasmavarcas	vedaweb:1.173.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4063	dat	vedaweb:7.55.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4425	devakfta	vedaweb:3.33.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4467	devavyacas	vedaweb:1.142.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4224	diDizu	vedaweb:1.71.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4241	divitmat	vedaweb:1.26.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4546	draviRasyu	vedaweb:2.6.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4294	dunduBi	vedaweb:1.28.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4359	duvoyu	vedaweb:6.36.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4597	dvAdaSan	vedaweb:1.25.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4591	dvayu	vedaweb:8.18.14:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4614	dvimAtf	vedaweb:1.31.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4607	dvitIya	vedaweb:1.141.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4527	dyumnahUti	vedaweb:1.129.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2314	eman	vedaweb:1.58.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2247	fBvas	vedaweb:1.56.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2240	fbIsa	vedaweb:1.116.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2157	fjIti	vedaweb:6.75.12:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2139	fkza	vedaweb:1.24.10:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2210	ftaspfS	vedaweb:1.2.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2204	ftayuj	vedaweb:4.51.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2223	ftuSas	vedaweb:1.162.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2252	fzaBa	vedaweb:6.16.47:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2266	fzwimat	vedaweb:1.88.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2970	gArhapatya	vedaweb:1.15.12:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3007	gUrti	vedaweb:1.56.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2927	garh	vedaweb:4.3.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2942	gavyA	vedaweb:7.18.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:11318	gavyA	vedaweb:7.18.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:12309	gavyA	vedaweb:7.18.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2939	gavya	vedaweb:5.79.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3011	gftsamada	vedaweb:2.4.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3035	goarRas	vedaweb:1.112.18:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:10643	hAs	vedaweb:1.169.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:10549	haye	vedaweb:2.29.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:10730	hfdispfS	vedaweb:1.16.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:10660	himA	vedaweb:1.64.14:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:10658	hima	vedaweb:1.116.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:10689	hiraRyarUpa	vedaweb:2.35.10:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:1755	iBa	vedaweb:1.84.17:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:1724	indravah	vedaweb:1.111.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:1747	indrezita	vedaweb:2.11.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:1685	itara	vedaweb:6.16.16:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:1816	izmin	vedaweb:1.87.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3485	jAmitva	vedaweb:1.105.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3488	jAyu	vedaweb:1.67.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3524	jIrASva	vedaweb:1.119.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3529	jIvaDanya	vedaweb:1.80.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3548	jU	vedaweb:1.134.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3572	jYAti	vedaweb:7.55.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3404	janitra	vedaweb:1.163.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:3461	jasuri	vedaweb:1.116.22:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2482	kalyARa	vedaweb:1.31.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2411	kanA	vedaweb:10.61.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2413	kanIna	vedaweb:1.117.18:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2460	karta	vedaweb:1.121.13:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2663	kftrima	vedaweb:1.55.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2759	krIqi	vedaweb:1.87.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2740	krandas	vedaweb:2.12.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2766	kruS	vedaweb:4.18.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2582	ku	vedaweb:5.7.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2607	kumBa	vedaweb:1.116.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2598	kup	vedaweb:1.54.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2776	kzad	vedaweb:1.25.17:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2822	kzetravid	vedaweb:9.70.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6769	mAGona	vedaweb:6.43.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6796	mAmateya	vedaweb:1.147.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6792	mAndArya	vedaweb:1.165.15:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6802	mAyu	vedaweb:1.164.28:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6862	mIQa	vedaweb:1.100.11:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6565	maDula	vedaweb:1.191.10:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6556	maDupa	vedaweb:1.34.10:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6561	maDupeya	vedaweb:1.34.11:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6581	maDyA	vedaweb:1.89.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6528	maTAy	vedaweb:1.141.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6541	madizWa	vedaweb:4.17.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6743	mahimati	vedaweb:8.13.11:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6741	mahina	vedaweb:6.26.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6598	manA	vedaweb:1.173.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6602	manAyu	vedaweb:1.92.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6652	manDAtf	vedaweb:1.112.13:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6659	manyumI	vedaweb:1.100.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6525	matsarin	vedaweb:9.63.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6961	mezI	vedaweb:1.43.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6842	miTati	vedaweb:6.25.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6820	mitajYu	vedaweb:3.59.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6874	mud	vedaweb:1.145.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:6890	muh	vedaweb:5.40.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5062	nIqa	vedaweb:4.1.11:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4808	nagna	vedaweb:4.25.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4843	namaukti	vedaweb:1.189.1:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5128	ned	vedaweb:5.79.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5133	nemaDiti	vedaweb:1.72.4:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4975	niDAna	vedaweb:1.163.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5025	niSiti	vedaweb:6.2.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4993	nimiz	vedaweb:1.72.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4997	nimruc	vedaweb:1.151.5:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4982	ninitsu	vedaweb:1.189.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:4962	nitoSana	vedaweb:6.1.8:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5024	niveSana	vedaweb:4.19.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5144	noDas	vedaweb:1.61.14:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5150	nyarTa	vedaweb:6.27.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2347	oRi	vedaweb:1.61.14:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2344	ojIyas	vedaweb:2.33.10:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:2350	opaSa	vedaweb:1.173.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5429	pAda	vedaweb:1.163.9:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5425	pAtf	vedaweb:6.23.3:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5514	pI	vedaweb:1.147.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5726	pUzaRvat	vedaweb:1.82.6:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5233	padyA	vedaweb:2.31.2:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5232	padya	vedaweb:3.55.14:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
id-gra	gra:5154	pakTa	vedaweb:7.18.7:668bbf5c1e18769f3d9aafc3	translation-witness	VisualDCS/non-derived/vedaweb/grassmann_de_1876_1877.json	id-link	0.99	4	08-07-2026
