pwg_L	pwg_key1	pwg_key2	pwg_hom	pwg_pc	pwg_gloss_snippet	rv_occurrence_count	example_location	example_form	example_lemma	geldner_text	grassmann_text
32852	diti	di/ti	2	3-0611	2. di/ti¦ (von 3. dA) f. 1〉 {%das Zertheilen%} TRIK. 3,3,161 . H. an. 2,172 . MED. t. 24 . — 2〉 {%das Vertheilen, Austheilen; Freigebigkeit%} oder {%das Haben, Besitzen%}: rA\ye ca^ naH svapa\tyAya^ deva\ diti^M ca\ rAsv	3	4.2.11	dítim	díti-	Verstand und Unverstand der Sterblichen möge der Kundige scheiden, (Recht und Unrecht der Sterblichen) wie gerade und krumme Rücken (der Rosse). (Verhilf) uns zu Reichtum und zu guter Nachkommenschaft, o Gott, erlaß(?) die Schuld, schütze die Unschuld!	Verstand und Unverstand der Menschen sondre er klug wie grad' und krumme Thieresrücken; Damit o Gott uns kinderreiches Gut sei, so schenk Besitz uns, wehre ab den Mangel.
121458	maDuzut	maDuzut		7-1787	maDuzut¦, lies {%auspressend%} st. {%erzeugend%}.	3	4.3.3	madhuṣút	madhuṣút-	Ihm, der nicht zerstreut zuhört, trag, o Meister, das Gedicht vor, dem gnädigen mit dem Herrenauge, dem unsterblichen Gotte das Preislied, den der Honigpresser ruft wie der pressende Stein.	Dem holdgesinnten, welcher hört und aufmerkt, dem männerschaunden sprich Gebet, Verehrer; Dem Gotte, dem Unsterblichen ein Loblied, ihn ruf' ich, wie der Stein, der Soma keltert.
95500	veSa	veSa/	1	6-1376	1. veSa/¦ (von 1. viS) m. 1〉 ({%abhängiger%}) {%Nachbar, Hintersass, Dienstmann%}: veSa, Api, BrAtar ṚV. 4,3,13 . 5,85,7 . a\haM ve\SaM na\mramA\yave^ 'karam 10,49,5 . fdDA asya veSA Bavanti KĀṬH. 31,12 . ˚yamana 32,4 . 	3	4.3.13	veśásya	veśá-	Geh nicht zu der Heimlichkeit irgend eines Unehrlichen, eines täuschenden Insassen oder Freundes! Suche nicht die Schuld eines unredlichen Bruders (an uns) heim, o Agni! Wir möchten nicht den Anschlag eines schelmischen Freundes auskosten!	Verfolg als Rächer nicht des Menschen Unrecht nicht falscher Freunde oder Hausgenossen, Nicht, Agni, räch die Schuld des sünd'gen Bruders, nicht komm uns Noth von feindlichen Genossen.
40433	nITa	nITa		4-0285	nITa¦ (von nI) UṆĀDIS. 2,2 ( parox. ) 1〉 m. a〉 {%Führung%} UJJVAL. {%Führer%} Schol. zu UṆ. 2,2 . — b〉 N. pr. eines Mannes MBH. 3,10277 .	3	4.3.16	nīthā́ni	nīthá-	Alle diese Weisungen (?), versteckten Reden habe ich dir, dem Kundigen, o Meister Agni, und die vertraulichen Worte, die Seherworte (dir) dem Seher in Gedichten und Lobliedern redekundig vorgetragen.	Gesungen hab' ich alle diese Lieder, o Ordner, Agni, und geheime Worte; dem weisen Seher weisheitsvolle Reden, o Priester, dir mit Sprüchen und Gebeten.
55961	Brama	Brama/		5-0403	Brama/¦ (von Bram) m. gaṇa jvalAdi zu P. 3,1,140 . 1〉 {%das Umherstreichen, Umherwandern%}; = BramaRa H. an. 2,330 . MED. m. 20 . KATHĀS. 27,46 . 49,229 . pura˚ {%das Durchstreichen, Durchwandern der Stadt%} 27,48 . svEr	3	4.4.2	bhramā́saḥ	bhramá-	Deine Lohen fliegen schnell, greif mutig zu, hell flammend. Schieß mit der Zunge deine Gluten hinaus (gleich) Vögeln, o Agni, ungezügelt nach allen Seiten deine Feuerbrände!	Es fliegen eilend deine Wirbelflammen, folg auf dem Fuss mit kühnem Muthe strahlend; Entfesselt giess beschwingte Flammen rings aus, mit deiner Zunge, Agni, Feuersgluten.
107709	sahasraretas	saha/sraretas		7-0873	saha/sraretas¦ adj. {%tausendsamig%}: Stier ṚV. 4,5,3 . Soma 9 . 96,8 . 109,17 .	3	4.5.3	sahásraretāḥ	sahásraretas-	Der kraftvolle tausendsamige Bulle mit scharfen (Hörner)spitzen hat den doppelten großen Ton, das wie die Spur der Kuh verborgene (Wort) aufgefunden: Agni hat mir den Sinn offenbart.	Der zwiefach starke, scharfgezackte Agni, der mächtg'e Stier, der tausendsam'ge, kennend das Preislied, wie der Kuh verborgne Stätte, er soll mich nun die rechte Weisheit lehren.
105006	saptaDAtu	saptaDAtu		7-0662	saptaDAtu¦ m. N. eines der zehn Rosse des Mondes VYĀḌI beim Schol. zu H. 104 . — Vgl. auch unter DAtu.	3	4.5.6	saptádhātu	saptádhātu-	Wer bin ich denn, daß du Lauterer mir, der ich (die Satzungen) nicht übertrete, diesen Sinn wie eine schwere Bürde mit kühnem (Sinne) auferlegt hast, o Agni, den hohen, tiefen, (dein) jüngster Rücken, der durch die Opferlabung sich versiebenfacht?	Wer bin ich, dass du, o flammender Agni, mir, der ich [die Gebote der Götter] nicht verletze, dies grosse, tiefe Andachtslied, wie eine schwere Last, kühulich aufgelegt hast, das ausgedehnte, siebentheilige, begehrte [wenn pṛṣṭám wie ich vermuthe, statt des seltsamen pṛṣṭhám gelesen wird] nach deiner Huld.
85055	rup	rup	2	6-0403	2. √rup¦ nach dem Comm. so v. a. {%Erde%}: agre^ ru\pa Aru^pi\taM jabA^ru ṚV. 4,5,7 . pAti^ pri\yaM ru\po agra^M pa\daM veH s. paYca^ pa\dAni^ ru\po anva^roham 10,13,3 .	3	4.5.7	rupáḥ	rúp-	Ihn, der gleichmäßig der gleiche bleibt, möge das mit Umsicht klärende Nachdenken erfassen (und) das schöne (Euter?) der Pr̥śni, das in den Schlauch der Nahrung, die Sonnenscheibe (?), die in den Gipfel der Erde verlegt(?) wird.	Ihn, denselben, möge zugleich dies Andachtslied erreichen, das durch Weisheit aufklärt, und das theure der gefleckten Kuh [die Milch oder die Butter] das auf des Grases Decke [die Streu] eilend strömt (?), sich vertheilend vor dem Stier (?).
57054	maDuvacas	ma/Duvacas		5-0494	ma/Duvacas¦ (maDu + va˚) adj. {%süss redend%} ṚV. 4,6,5 . 5,43,2 . 7,7,4 .	3	4.6.5	mádhuvacāḥ	mádhuvacas-	Der Hotr̥ wandelt in eigner Person festen Schrittes herum, der angenehme, süßredende, rechttuende Agni. Seine Flammen laufen wie Preisrenner. Es fürchten sich alle Geschöpfe, wenn er erglüht ist.	Es geht umher in schnellem Lauf der Priester, der muntre, heil'ge Agni, lieblich redend, Wie Rosse laufen seine hellen Flammen, in Furcht sind alle Wesen, wenn er aufstrahlt.
4780	aBizwikft	aBizwikf/t		1-0351	aBizwikf/t¦ ( 2. a˚ + kft) adj. {%fördernd, beistehend%}: tvadvA\jI vA^jaMBa\ro vihA^yA aBizwi\kfjjA^yate sa\tyaSu^zmaH ṚV. 4,11,4 . 20,1 . 9,48,5 .	3	4.11.4	abhiṣṭikŕ̥t	abhiṣṭikŕ̥t-	Von dir kommt das Kampfroß von besonderer Kraft, das den Preis davonträgt, den Vorrang schafft und echten Mut besitzt; von dir der gottgeschickte Schatz, der zur Freude gereicht, von dir der rasche, eilende Renner, o Agni.	Von dir entstammt der wahrhaft starke Renner, der Hülfe schafft und gross ist, Preis davon trägt, Von dir das gottgeschenkte Gut, das Lust schafft, von dir das Ross, das schnell dahineilt, Agni.
33308	dIrGAyus	dIrGA/yus		3-0660	dIrGA/yus¦ (dI˚ + Ayus) 1〉 adj. {%langlebig%} H. 479 . MED. s. 54 . ṚV. 4,15,9 . 10 . 10,85,39 . VS. 12,100 . GOBH. 1,4,41 . SĀV. 2,27 . MBH. 7,2238 . R. 1,6,18 . 47,18 . 62,6 . SUŚR. 1,112,9 . 124,17 . VARĀH. BṚH. S. 67	3	4.15.9	dīrghā́yuḥ	dīrghā́yuṣ-	Dieser Prinz Somaka Sāhadevya soll von euch langes Leben haben, ihr Götter Aśvin!	Dieser junge Sohn des Sahadeva, Somaka, möge lange leben durch euch, o Açvinen.
4445	abrahman	a/brahman		1-0326	a/brahman¦ ( 3. a + bra˚) adj. 1〉 {%nicht von Andacht begleitet%}: na soma\ indra\masu^to mamAda\ nAbra^hmARo ma\GavA^naM su\tAsa^H ṚV. 7,26,1 . nAbra^hmA ya\jYa fDa\gjoza^ti\ tve 8,105,8 .	3	4.16.9	ábrahmā	ábrahman-	"Suche, du mannhaft Gesinnter, hilfsbereit den Kavi auf, der wegen der Sonnengewinnung in Nöten ist, du Gabenherr. Eile zu ihm mit deinen Hilfen auf seinen hellen Ruf! Der listenreiche Dasyu, der keine erbaulichen Worte hat, soll erliegen!"	Zum Sänger komm mit Hülfe, männlich starker, der fleht, o reicher, um des Glücks Erlangung; Gewähr ihm Hülfe, wenn er dich um Kraft ruft; der zaubervolle, böse Feind versinke.
61491	mfgaya	mf/gaya		5-0872	mf/gaya¦ m. N. pr. eines von Indra bekämpften Dämons ṚV. 4,16,13 . 8,3,19 . 10,49,5 . — Vgl. mfga 1,f.	3	4.16.13	mŕ̥gayam	mŕ̥gaya-	Du unterwarfst dem R̥jiśvan, dem Sohne des Vidathin, den übermächtigen Pipru Mr̥gaya. Fünfzigtausend Schwarze warfst du nieder. Du zerschlissest die Burgen wie das Alter ein Gewand;	Du gabst den Pipru, das gewalt'ge Unthier, dahin dem Sohne Vidathins, Ridschiçvan; Du warfst zu Boden funfzigtausend Schwarze, zerrissest Burgen so wie mürbe Kleider.
91863	viDavA	viDa/vA		6-1071	viDa/vA¦ (von 2. viD; vgl. ROTH _in_ Z. f. vgl. Spr. 19,223 ) f. {%Wittwe%} (häufig auch adj. in Verbindung mit strI, yozit, nArI u. s. w. ) NIR. 3,15 . AK. 2,6,1,11 . TRIK. 2,6,4 . H. 530 . HALĀY. 2,332 . kaste^ mA\tara	3	4.18.12	vidhávām	vidhávā-	Wer hat deine Mutter zur Witwe gemacht? Wer wollte dich im Liegen (oder) Gehen töten? Welcher Gott fand Gnade vor dir, als du den Vater am Fuße gepackt und zerschmettert hast?	Wer machte einst zur Witwe deine Mutter? wer wollte dich im Ruh'n, im Wandern tödten? und welcher Gott erbarmte da sich deiner als du am Fuss den Vater griffst und todt schlugst [zerschmettertest]?
20447	kzud	kzud		2-0562	kzud¦, kzo/dati {%anstossen, stampfen, durch Stossen%} oder {%Stampfen erschüttern%} NAIGH. 2,14 (gatikarman). u\ta kzoda^nti\ roda^sI mahi\tvA ṚV. 7,85,1 . med. {%sich bewegen, agitari%}: kzoda^nta\ Apo^ riRa\te vanA^ni	3	4.19.4	ákṣodayat	√kṣud-	Indra zerstäubte mit Kraft den Erdboden wie der Wind das Wasser durch seine Stärke. Er zwang die Festen, seine Kraft aufbietend, er schnitt die Flügel der Berge ab.	Den Erdengrund erregte Indra kräftig, gleichwie der Wind mit Ungestüm das Wasser; Das Feste bog er, Kraft erweisend, nieder und schlug herab die Gipfel der Gebirge.
72104	kzud	kzud		5-1351	kzud¦, partic. kzuRRa 1〉 Spr. 3683 . {%festgestampft%} VARĀH. BṚH. S. 54,118 . — 3〉 HALĀY. 2,197 .	3	4.19.4	ákṣodayat	√kṣud-	Indra zerstäubte mit Kraft den Erdboden wie der Wind das Wasser durch seine Stärke. Er zwang die Festen, seine Kraft aufbietend, er schnitt die Flügel der Berge ab.	Den Erdengrund erregte Indra kräftig, gleichwie der Wind mit Ungestüm das Wasser; Das Feste bog er, Kraft erweisend, nieder und schlug herab die Gipfel der Gebirge.
119669	kzud	kzud		7-1735	kzud¦, partic. kzuRRa 3〉 akzuRRo viDiH {%ungewohnt, ungewöhnlich%} Z. d. d. m. G. 27,51 . — 4〉 {%multiplicirt%} SŪRYAS. 2,49 . — vi, strIvAkyANkuSavikzuRRa {%angespornt durch%} Spr. (II) 2543 .	3	4.19.4	ákṣodayat	√kṣud-	Indra zerstäubte mit Kraft den Erdboden wie der Wind das Wasser durch seine Stärke. Er zwang die Festen, seine Kraft aufbietend, er schnitt die Flügel der Berge ab.	Den Erdengrund erregte Indra kräftig, gleichwie der Wind mit Ungestüm das Wasser; Das Feste bog er, Kraft erweisend, nieder und schlug herab die Gipfel der Gebirge.
37232	Dvasra	Dvasra/		3-1011	Dvasra/¦ (von Dvas) 1〉 adj. {%spritzend, stiebend%}: prAgruvo^ naBa\nvo\3^\ na vakvA^ Dva\srA a^pinvadyuva\tIrf^ta\jYAH ṚV. 4,19,7 . uneig. {%ausstreuend%} so v. a. {%freigebig%}: kasya^ Dva\srA Ba^vaTa\H kasya^ vA narA 	3	4.19.7	dhvasrā́ḥ	dhvasrá-	Er schwängerte die Unvermählten, die wie die Quellwasser glucksten, (er schwängerte) die sittsamen jungen Frauen, die dahinschwindenden. Er tränkte die verdursteten Steppen und Ebenen; Indra melkte die Geltkühe, die einen guten Hausgemahl (in ihm) haben.	Wie Sprudelquellen schwellte er die Jungfrau'n, die spritzenden, des rechten Brauches kund'gen; Er tränkte durst'ge Fluren und die Triften, und Indra molk des Dämons gelbe Kühe.
29107	tavizIvant	ta/vizIvant		3-0288	ta/vizIvant¦ adj. = tavizImant, von Indra ṚV. 4,20,7 . 7,25,4 . 10,105,3 .	3	4.20.7	taviṣīvaḥ	táviṣīvant-	Dessen keiner überhaupt ein Verwehrer ist, keiner ein Hinderer seiner Freigebigkeit und Gabe. Ermanne dich, du Starker, Gewaltiger, gib uns, du Vielgerufener, Reichtümer!	Den keiner hemmt nach seiner Art, dem keiner verkürzt die Gabe, die du reichlich spendest, Dich reich ergiessend, kräftiger, gewalt'ger, verleih uns Schätze nun, o vielgerufner.
30170	tuvirADas	tuvirA/Das		3-0371	tuvirA/Das¦ (tu˚ + rA˚) adj. {%reichlich gewährend%}: te tvA\ madA^ indra mAdayantu Su\zmiRa^M tuvi\rADa^saM jari\tre ṚV. 7,23,5 . 4 . 21,2 . die Marut 5,58,2 .	3	4.21.2	tuvirā́dhasaḥ	tuvirā́dhas-	Seine Bullenkräfte sollet ihr hier preisen, des Glanzreichen, gegen die Männer Freigebigen, dessen Umsicht wie ein weiser König überlegen, aus Not helfend, die Völker beherrscht.	Ihr preiset hier ja seine Heldenkräfte, die Mannen auch des Gut- und Glanz-erfüllten, Dess Macht hervorragt, wie im Rath der König, vordringend siegreich über alle Völker.
23477	goha	go/ha		2-0822	go/ha¦ (von guh) m. {%Versteck, Lager%}: vi\dadgO\rasya^ gava\yasya\ gohe^ ṚV. 4,21,8 . O\Si\jasya\ gohe^ 6 . 7 . {%ein verborgener Ort für Unrath%}: UvaDyagohaM pArTivaM KanatAt AIT. BR. 2,6 . ŚĀṄKH. ŚR. 5,17,6 . 6,1,19	3	4.21.6	góhe	góha-	Wenn sie tatenlustig aus Tatendrang zum Fels eilen werden, die im Versteck des Auśija sitzen, dann (komme?) herbei der säumige (?) Hotr̥ des Pāstya, der unser großer Wagenführer (des Opfers) in den Gehegen ist.	Wenn andachtsvoll die Andachtreichen eilen, den Stein umlagernd im Versteck des Eifrers, Der als des Hauses Priester unvertilgbar, der grosse, hinfährt durch die Opferstätten;
111979	suhana	suha/na		7-1148	suha/na¦ adj. {%leicht zu schlagen, — erschlagen%}: vf\trA ṚV. 4,22,9 . 7,25 . 5 . dasyu 10,105,7 . SV. NAIG. 4,11 .	3	4.22.9	suhánāni	suhána-	Für uns tu deine höchsten besten Mannestaten, deine Siege insgesamt, du Siegreicher! Gib die Feinde in unsere Hand, daß sie leicht zu töten seien. Schlag die Waffe des neidischen Sterblichen fort!	Uns schaff, o Sieger, herrlichste und beste, siegreiche Kräfte, alle Mannesthaten; Mach uns die Feinde leicht zu überwinden, die Waffe triff des Mannes, der uns angreift.
1026	ajYAta	a/jYAta		1-0075	a/jYAta¦ ( 3. a + jYAta) adj. {%unbekannt%}: dU\re ajYA^tA u\zaso^ babADe ṚV. 4,23,7 . vf\janA^ 7,32,27 . 10,27,4 . nAjYAtena samaM gacCet M. 4,140 . 5,17 . INDR. 5,57 . N. (BOPP) 15,20 . 25,11 . HIT. I, 49 . — {%Ungekan	3	4.23.7	ájñātāḥ	ájñāta-	Um die Falschheit zu zerstören, die Fallen stellende, die keinen Indra kennt, schärft er die scharfen Pfeilspitzen zum Angriff, während der gestrenge Schuldvergelter unsere Schulden in die Ferne zu den unbekannten Morgenröten abgeschoben hat.	Die indra-lose tück'sche Druh zu tödten, wetzt er zum Schiessen seine scharfen Pfeile, Wenn unsre Schuld der mächt'ge Schuldverfolger fernhin verbannt zu unbekannten Morgen.
7446	asuzvi	a/suzvi		1-0557	a/suzvi¦ ( 3. a + su˚) adj. {%keinen%} Soma {%bereitend, unfromm%}: nAsu^zverA\pirna saKA^ ṚV. 4,25,6 . 24,5 . ja\hyasu^zvI\npra vf\hApf^RataH 6,44,11 .	3	4.24.5	ásuṣvīn	ásuṣvi-	Dann opfern die andern dem indrischen (Namen), dann soll die Kochspeise den Reiskuchen überbieten, dann soll der Soma die Nichtpressenden (von den Pressenden) scheiden, dann beliebt man einen Stier zu opfern.	Dann müssen Indra's Macht die andern ehren, dann muss der Brüh' der Opferkuchen folgen, Dann mangelt Soma, denen die nicht keltern, ja dann beliebt's, den Helden zu verehren.
72351	Kid	Kid		5-1360	Kid¦ 2〉 saMtApitapiSunezu svajanezvapi hanta Kidyante {%härmen sich%} Spr. 3737 . vidvAnapyevaM kiM prati Kidyase (so ist zu schreiben) KATHĀS. 96,19 . mA Kida BHĀG. P. 10,69,40 . — 3〉 {%ermüdet%} VARĀH. BṚH. S. 32,1 . —	3	4.25.7	khidáti	√khid-	Indra schließt keine Freundschaft mit dem reichen Knauser, der keinen Soma auspreßt, er der Somatrinker. Er zwackt ihm die Habe ab, erschlägt ihn splitternackt. Einzig für den Somapressenden, für den Kochenden ist er zu haben.	Nicht mit dem reichen, kargen, somalosen verbündet Indra sich, der Somatrinker, Er nimmt sein Gut und tödtet den entblössten; nur dem gehört er, welcher kocht und keltert.
119706	Kid	Kid		7-1736	Kid¦ Z. 1 streiche ( TS. sKid). sKa in unsern Hdschrr. wohl verschrieben für kKa oder KKa. — pari, kasya na pariKidyate cetaH Spr. (II) 5281 .	3	4.25.7	khidáti	√khid-	Indra schließt keine Freundschaft mit dem reichen Knauser, der keinen Soma auspreßt, er der Somatrinker. Er zwackt ihm die Habe ab, erschlägt ihn splitternackt. Einzig für den Somapressenden, für den Kochenden ist er zu haben.	Nicht mit dem reichen, kargen, somalosen verbündet Indra sich, der Somatrinker, Er nimmt sein Gut und tödtet den entblössten; nur dem gehört er, welcher kocht und keltert.
87681	vaDatra	va/Datra	1	6-0662	1. va/Datra¦ (von vaD) UṆĀDIS. 3,105 . n. {%Geschoss, Mordwaffe%}: abA^DeTA\mamf^Rata\M ni SatrU\navi^ndeTA\mapa^citi\M vaDa^trEH ṚV. 4,28,4 . 8,85,17 . vielleicht ebenso auch 9,97,54 .	3	4.28.4	vádhatraiḥ	vádhatra-	Du, Indra, machtest, daß die Dasyu's zu allerunterst stehen, du machtest die dāsischen Stämme ehrlos. Ihr beide bedrängtet, zermalmtet die Feinde; mit den Waffen nahmet ihr Vergeltung.	Du Indra machtest niedriger als alles die Bösen, die verruf'nen Dämonstämme; Ihr beide stiesst hinab, erschlugt die Feinde, Vergeltung übtet ihr durch Todesstreiche.
106454	sarayu	sara/yu		7-0781	sara/yu¦ (von sar) UṆĀDIS. 3,22 . 1〉 m. {%Wind%} TRIK. 1,1,76 . — 2〉 f. SIDDH. K. 248,b,11 . N. pr. eines Flusses ṚV. 4,30,18 . 5,53,9 . 10,64,9 . sarayU/ (ganz ausnahmsweise auch sarayu) N. pr. eines Flusses in Oude UJJ	3	4.30.18	saráyoḥ	saráyu-	Auch jene beiden Arier Arṇa und Citraratha hast du, Indra, sofort jenseits der Sarayu erschlagen.	Und Arna und Tschitraratha, die Arjer, schlugest Indra du Jenseit der Saraju sogleich.
6974	aSmanmaya	aSmanma/ya		1-0517	aSmanma/ya¦ (von aSman) adj. f. I {%steinern, aus Fels gemacht%}: Sa\tama^Smanma\yInA^M pu\rAmindro\ vyA^syat ṚV. 4,30,20 . naha^nA 10,67,3 . 101,10 . — Vgl. aSmamaya.	3	4.30.20	aśmanmáyīnām	aśmanmáya-	Indra zerstörte hundert der steinernen Burgen für den opfernden Divodāsa.	Für Divodasa, der ihm dient', zerbrach der Burgen hundert er, Indra, die felsgemauerten.
102814	saMvatsam	saMva/tsam		7-0462	saMva/tsam¦ (von sam + vatsa) adv. etwa {%ein Jahr lang%} ṚV. 4,33,4 .	3	4.33.4	saṁvátsam	saṁvátsam	Als die R̥bhu's ein Jahr lang die Kuh gehütet hatten, als sie ein Jahr lang das Fleisch zerlegt, als sie ihr ein Jahr lang Futter(?) gebracht hatten, erlangten sie durch diese Dienste die Unsterblichkeit.	Die Ribhu's, weil ein Jahr die Kuh sie hegten und kunstvoll bildeten ihr Fleisch ein Jahr durch, Weil sie ein Jahr lang ihr das Futter brachten, durch diese Mühen wurden sie unsterblich.
54789	BAsas	BA/sas		5-0275	BA/sas¦ (von 2. BAs) n. {%Schein%} DVIRŪPAK. _im_ ŚKDR. ṚV. 4,33,4 . 6,12,5 . (AgnaH) BAsA^Msi\ vaste\ saryo\ na Su\kraH 4,3 . BAso'DyUQa NIR. 4,16 .	3	4.33.4	bhā́saḥ	bhā́sas-	Als die R̥bhu's ein Jahr lang die Kuh gehütet hatten, als sie ein Jahr lang das Fleisch zerlegt, als sie ihr ein Jahr lang Futter(?) gebracht hatten, erlangten sie durch diese Dienste die Unsterblichkeit.	Die Ribhu's, weil ein Jahr die Kuh sie hegten und kunstvoll bildeten ihr Fleisch ein Jahr durch, Weil sie ein Jahr lang ihr das Futter brachten, durch diese Mühen wurden sie unsterblich.
121378	BAsas	BA/sas	2	7-1784	2. BA/sas¦ (von Bas) n. {%Futter, Frass%}; hierher (von 1. BAsas) ṚV. 4,33,4 und wohl auch 6,12,5 .	3	4.33.4	bhā́saḥ	bhā́sas-	Als die R̥bhu's ein Jahr lang die Kuh gehütet hatten, als sie ein Jahr lang das Fleisch zerlegt, als sie ihr ein Jahr lang Futter(?) gebracht hatten, erlangten sie durch diese Dienste die Unsterblichkeit.	Die Ribhu's, weil ein Jahr die Kuh sie hegten und kunstvoll bildeten ihr Fleisch ein Jahr durch, Weil sie ein Jahr lang ihr das Futter brachten, durch diese Mühen wurden sie unsterblich.
23831	grIvA	grIvA/		2-0865	grIvA/¦ f. Uṇ. 1,153 . {%Hinterhals, Nacken%} AK. 2,6,2,39 . H. 586 . an. 2,520 . MED. v. 6 . Nach den beiden letzten Autorr. auch {%Nackensehne%}; ŚAT. BR. 12,2,4,10 werden zum {%Nacken vierzehn Wirbel%} gezählt, wornac	3	4.40.4	grīvā́yām	grīvā́-	Und der Preisrenner kommt dem Peitschenhieb zuvor, am Hals, an der Sattelstelle und am Maul gefesselt, indem Dadhikrā nach Wunsch seine Kraft zusammenrafft und die Krümmungen der Wege im Sprung nimmt.	Dies schnelle Ross beschleunigt seinen raschen Lauf, am Hals gebunden, an den Schultern und am Mund; Dadhikra hüpfte, steigernd seines Wirkens Kraft ringsum der Pfade Biegungen mit raschem Sprung.
22122	gaviz	gavi/z		2-0715	gavi/z¦ (go + iz {%suchend, verlangend nach%}) adj. {%brünstig; begierig, inbrünstig%}: ago^ruDAya ga\vize^ ṚV. 8,24,20 . nira^sya\ rasa^M ga\vizo^ duhanti\ te 10,76,7 . pu\vAmidDyava^se ga\viza^H (vfRImahe) 4,41,7 .	3	4.41.7	gavíṣaḥ	gavíṣ-	Denn gerade euch beide Mächtige erwählen wir, auf Rinder ausziehend, zum Beistand wie früher, ihr treue Bundesgenossen, zu lieber Freundschaft, euch die ihr tapfer, freigebig, wie die Eltern wohlwollend seid.	Denn euch erwählen wir zu alter Hülfe, zu lieber Freundschaft, starke, nahverwandte, Begierig wir nach Kuhbesitz, o Helden, die reich ihr spendet, liebevoll wie Aeltern.
