YRā, 1: 1;1 1;svarṇatārāratāmrāṇi nāgavaṅgau ca tīkṣṇakam |;
YRā, 1: 1;1 2;dhātavaḥ sapta vijñeyā aṣṭamaḥ kvāpi pāradaḥ ||;
YRā, 1: 1;2 1;svarṇaṁ tāraṁ ca tāmraṁ ca vaṅgo nāgastu pañcamaḥ |;
YRā, 1: 1;2 2;rītikā ca tathā ghoṣo lohaṁ cetyaṣṭa dhātavaḥ ||;
YRā, 1: 1;3 1;taile takre gavāṁ mūtre kāñjike ca kulatthake |;
YRā, 1: 1;3 2;saptadhā taptanirvāpāt sarvalohaṁ viśudhyati ||;
YRā, 1: 1;4 1;svarṇaṁ campakavarṇābhaṁ kṛṣṇatvaṁ tāratāmrayoḥ |;
YRā, 1: 1;4 2;kāṁsyaṁ dhūsaravarṇaṁ syānnāgaḥ pārāvataprabhaḥ ||;
YRā, 1: 1;5 1;vaṅgaṁ śubhratvamāyāti tīkṣṇaṁ jambūphalopamam |;
YRā, 1: 1;5 2;abhrakaṁ ceṣṭikābhaṁ syāddhātūnāṁ varṇanirṇayaḥ ||;
YRā, 1: 1;6 1;śilārkadugdhagandhakairyutāśca sapta dhātavaḥ |;
YRā, 1: 1;6 2;puṭaiśca dvādaśaiḥ paraṁ vrajanti bhasmatāṁ sadā ||;
YRā, 1: 1;7 1;dāhe raktaṁ sitaṁ chede nikaṣe kuṅkumaprabham |;
YRā, 1: 1;7 2;tāraśulvotthitaṁ snigdhaṁ mṛdu hema gurūttamam ||;
YRā, 1: 1;8 1;śvetāṅgaṁ kaṭhinaṁ rūkṣaṁ vivarṇaṁ samalaṁ dalam |;
YRā, 1: 1;8 2;dāhe chede sitaṁ śvetaṁ kaṣe laghu ca tattyajet ||;
YRā, 1: 1;9 1;suvarṇamuttamaṁ vahnau vidrutaṁ nikṣipettriśaḥ |;
YRā, 1: 1;9 2;kāñcanāradravaiḥ śuddhaṁ kāñcanaṁ jāyate bhṛśam ||;
YRā, 1: 1;10 1;kāñcane galite nāgaṁ ṣoḍaśāṁśena nikṣipet |;
YRā, 1: 1;10 2;cūrṇayitvā tathāmlena ghṛṣṭvā kṛtvā ca golakam ||;
YRā, 1: 1;11 1;golakena samaṁ gandhaṁ dattvā caivādharottaram |;
YRā, 1: 1;11 2;śarāvasaṁpuṭe dhṛtvā puṭedviṁśavanotpalaiḥ ||;
YRā, 1: 1;12 1;evaṁ saptapuṭairhema nirutthaṁ bhasma jāyate |;
YRā, 1: 1;12 2;svarṇapatrasamaṁ nāgabhasma nimbūvilepitam ||;
YRā, 1: 1;13 1;trivāraṁ vai gajapuṭe suvarṇaṁ bhasmatāṁ vrajet |;
YRā, 1: 1;13 2;pārāvatamalair lepyānyathavā kukkuṭodbhavaiḥ ||;
YRā, 1: 1;14 1;hemapatrāṇi lepyāni pradadyāduttarottaram |;
YRā, 1: 1;14 2;gandhacūrṇaṁ samaṁ kṛtvā śarāvayutasaṁpuṭe ||;
YRā, 1: 1;15 1;pradadyātkukkuṭapadaṁ pañcabhirgomayopalaiḥ |;
YRā, 1: 1;15 2;evaṁ navapuṭaṁ dadyāddaśamaṁ ca mahāpuṭam |;
YRā, 1: 1;15 3;triṁśadvanopalair deyaṁ jāyate hemabhasma tu ||;
YRā, 1: 1;16 1;svarṇaṁ śītaṁ pavitraṁ vṛṣyaṁ medhāgnikāntipradamadhurasaraṁ kārśyahāri |;
YRā, 1: 1;17 1;etad bhasma suvarṇajaṁ madhughṛtopetaṁ ojodhātuvivardhanaṁ balakaraṁ |;
YRā, 1: 1;18 1;balaṁ ca vīryaṁ harate narāṇāṁ rogavrajān poṣayatīha asaukhyakāryeva sadaiva hemāpakvaṁ sadoṣaṁ maraṇaṁ |;
YRā, 1: 1;19 1;śuddhaṁ svarṇadalaṁ samastaviṣahṛcchūlāmlapittāpahaṁ hikkānāhaharaṁ paraṁ kaphaharaṁ nṛṇāṁ hitaṁ sarvadā |;
YRā, 1: 1;20 1;guru snigdhaṁ mṛdu śvetaṁ dāhe chede ca yatkṣamam |;
YRā, 1: 1;20 2;varṇāgryaṁ candravatsvacchaṁ tāramatra guṇānvitam ||;
YRā, 1: 1;21 1;kṛtrimaṁ kaṭhinaṁ rūkṣaṁ raktapītadalaṁ laghu |;
YRā, 1: 1;21 2;dāhe chede ca yannaṣṭaṁ rūpye doṣā daśa smṛtāḥ ||;
YRā, 1: 1;22 1;pattrīkṛtaṁ tu rajataṁ saṁtaptaṁ jātavedasi |;
YRā, 1: 1;22 2;nirvāpitamagastyasya rase vāratrayaṁ śuci ||;
YRā, 1: 1;23 1;tārapatrāṇi sūkṣmāṇi kṛtvā tattulyayoḥ pṛthak |;
YRā, 1: 1;23 2;sūtagandhakayos tulyatālayoḥ khalvasaṁsthayoḥ ||;
YRā, 1: 1;24 1;kalkaṁ kṛtvā kumāryadbhistena tāni pralepayet |;
YRā, 1: 1;24 2;śarāvasaṁpuṭe ruddhaṁ triṁśadvanyopalaiḥ puṭet |;
YRā, 1: 1;24 3;evaṁ rajatamāpnoti mṛtiṁ vāradvayena vai ||;
YRā, 1: 1;25 1;vidhāya piṣṭaṁ sūtena rajatasyātha melayet |;
YRā, 1: 1;25 2;tālagandhaṁ samaṁ paścānmardayennimbukadravaiḥ |;
YRā, 1: 1;25 3;dvitraiḥ puṭairbhavedbhasma yojyametadrasādiṣu ||;
YRā, 1: 1;26 1;mākṣikaṁ daradanimbujaplutaṁ dvitrivāramatha bhasmatāṁ vrajet pātakaugha iva |;
YRā, 1: 1;27 1;tāraṁ śītakaṣāyamamlamadhuraṁ doṣatrayacchedanaṁ medodbhedi madātyayātyayakaraṁ kāṁtyāyurārogyakṛd |;
YRā, 1: 1;28 1;aśuddhaṁ rajataṁ kuryātpāṇḍukaṇḍūgalagrahān |;
YRā, 1: 1;28 2;vibandhaṁ vīryanāśaṁ ca balahāniṁ śirorujam ||;
YRā, 1: 1;29 1;na viṣaṁ viṣamityāhustāmraṁ tu viṣamucyate |;
YRā, 1: 1;29 2;eko doṣo viṣe tāmre tvaṣṭau doṣāḥ prakīrtitāḥ ||;Bhāvaprakāśa BhPr, 2, 3: 5 58;viṣaṁ viṣamityāhustāmraṁ tu viṣamucyate |eko doṣo viṣe tāmre tvaṣṭau doṣāḥ prakīrtitāḥ ||;GOOD;;Rasamañjarī RMañj, 5: 5 24;na viṣaṁ viṣamityāhustāmraṁ tu viṣamucyate |eko doṣo viṣe tāmre tvaṣṭau doṣāḥ prakīrtitāḥ ||;GOOD;;Rasendrasārasaṁgraha RSS, 1: 1 268;na viṣaṁ viṣamityāhustāmraṁ ca viṣamucyate |eko doṣo viṣe tvaṣṭau doṣāstāmre prakīrtitāḥ ||;GOOD;;
YRā, 1: 1;30 1;bhramo mūrcchā vidāhaśca svedakledanavāntayaḥ |;
YRā, 1: 1;30 2;aruciścittasaṁtāpa ete doṣā viṣopamāḥ |;
YRā, 1: 1;30 3;tasmātsaṁśodhayettāmraṁ taddoṣavinivṛttaye ||;
YRā, 1: 1;31 1;vajrīdugdhaiḥ salavaṇaistāmrapatraṁ vilepayet |;
YRā, 1: 1;31 2;agnau saṁtāpya nirguṇḍīrasaiḥ saṁsecayettriśaḥ |;
YRā, 1: 1;31 3;snuhyarkakṣīrasecairvā śulbaśuddhiḥ prajāyate ||;
YRā, 1: 1;32 1;gomūtreṇa pacedyāmaṁ tāmrapatraṁ dṛḍhāgninā |;
