RasPr zu GītGov, 1, 1.2: 1;1 1;kalyāṇaṁ kamalāpatirdiśatu me yaḥ kaustubhe rādhayā āśleṣonmukhayāpi mānaparayā manvānayā kaitavaṁ |;
RasPr zu GītGov, 1, 1.2: 1;2 1;so .vyānmām aravindanābha udayad yannābhipadmālayā yogād ardhanimīlitāmbujavaśāt |;
RasPr zu GītGov, 1, 1.2: 1;3 1;diśyānme .rdhaśivātanuḥ sa bhagavānnityoditāṁ yatraikāṅganavīnavibhramarasād ekāṅgagupter anāsvādāt |;
RasPr zu GītGov, 1, 1.2: 1;4 1;natvā mataṁgabharatapramukhān śrīkumbhakarṇanṛpatirvivṛtiṁ tanoti gānaṁ nidhāya |;
RasPr zu GītGov, 1, 1.2: 1;5 1;śrīvaijayāyenasagotravaryaḥ śrībappanāmā haraprasādād apasādarājyaprājyopabhogāya |;
RasPr zu GītGov, 1, 1.2: 1;6 1;yadanvaye nirjitatarkavādipadaḥ padaṁ tatparamā śrīmedapāṭe guhilapradhāne yatrābhavanbhūpatayaḥ |;
RasPr zu GītGov, 1, 1.2: 1;7 1;tatra kramād bhavyaparamparāḍhye hammīranāmā candrādiratnaprakarakrameṇa ratnākare kalpataruryathāsīt |;
RasPr zu GītGov, 1, 1.2: 1;8 1;dānāni saṁgatavanīpakamātrapātramāsādya yo pañcānano viṣamadhāḍiṣu yaḥ prasiddhaścakre |;
RasPr zu GītGov, 1, 1.2: 1;9 1;tasmādabhūttanayaḥ prabhūtanayaḥ parāyaḥ sadayaḥ śrīkṣetrasiṁhaḥ pratipakṣanārāsiṁhaḥ |;


RasPr zu GītGov, 1, 1.2: 1;12 1;śrīkumbhakarṇastadanu kṣitīndraḥ kṣitiṁ śeṣādikebhyo dharaṇe dharitryā bharasya |;
RasPr zu GītGov, 1, 1.2: 1;13 1;sa śrīśabhaktipravaṇaḥ pravīṇaḥ śrīgītagovindasugītakasya navyākṛtiṁ vyākṛtimātanoti ||;
RasPr zu GītGov, 1, 1.2: 1;14 1;jitvā tu pṛthivīṁ kṛtvā tatpatīnkaradāyinaḥ |;
RasPr zu GītGov, 1, 1.2: 1;14 2;rādhāmādhavasārasya rasiko ramate.dhunā ||;
RasPr zu GītGov, 1, 1.2: 1;15 1;pratyajñāyi prabandho yo jayadevena dhīmatā |;
RasPr zu GītGov, 1, 1.2: 1;15 2;na tasya vidyate lakṣma sarvāṅgairupalakṣitam ||;
RasPr zu GītGov, 1, 1.2: 1;16 1;ataḥ svarādibhiḥ ṣaḍbhiraṅgaiḥ saṁyojya tathyatām |;
RasPr zu GītGov, 1, 1.2: 1;16 2;nītvā gītvā tadā hitvā kuṭīkāsu pravartyate ||;
RasPr zu GītGov, 1, 1.2: 1;17 1;śṛṅgāre saprapañce rasa iha ruciraucityayuktau prakṛṣṭe gītau prītau ca vṛttau layamanu rasikāḥ kautukaṁ cet |;
RasPr zu GītGov, 1, 1.2: 1;18 1;sa kiṁ bandhaḥ ślāghyo vrajati |;
