AVPariś, 1: 1;1 1;oṁ bhūs tat savituḥ śaṁ no devīḥ śāntā dyauḥ śaṁ na |;
AVPariś, 1: 1;2 1;kṛtyāpratiharaṇo dūṣyā dūṣir asi īśānāṁ tvā samaṁ jyotir iti kṛtyāgaṇaḥ ||;
AVPariś, 1: 1;3 1;cātanaḥ stuvānam idaṁ havir ye .māvāsyām upa prāgān iti cātanagaṇaḥ ||;
AVPariś, 1: 1;4 1;mātṛnāmā divyo gandharva ā paśyatīmaṁ me agne yau te iti mātṛgaṇaḥ ||;
AVPariś, 1: 1;5 1;vāstoṣpatīya āśānām āśāpālebhya ihaiva dhruvām iti vāstugaṇaḥ ||;
AVPariś, 1: 1;6 1;pāpmahā vi devā jarasāvṛtam apa naḥ śośucad agham ava iti pāpmahā gaṇaḥ ||;
AVPariś, 1: 1;7 1;takmanāśano jarāyujaḥ prathamo yad agnir ud agātāṁ iti takmanāśanagaṇaḥ ||;
AVPariś, 1: 1;8 1;duḥsvapnanāśanāni dauṣvapnyaṁ daurjīvityaṁ paro .paihi iti duḥsvapnanāśanagaṇaḥ ||;
AVPariś, 1: 1;9 1;āyuṣyo yathā dyauḥ prāṇāpānāv ojo .si tubhyam iti āyuṣyagaṇaḥ ||;
AVPariś, 1: 1;10 1;varcasyo ye triṣaptā asmin vasu prātar agniṁ hastivarcasaṁ iti varcasyagaṇaḥ ||;
AVPariś, 1: 1;11 1;svastyayano amūḥ pāre pātaṁ na indrāpūṣaṇā tvaṣṭā me iti svastyayanagaṇaḥ ||;
AVPariś, 1: 1;12 1;abhayaḥ svastidā viśāṁ brāhmaṇena paryuktāsi na tā arvā ity abhayagaṇaḥ ||;
AVPariś, 1: 1;13 1;aparājito vidmā śarasya mā no cidann adārasṛt svastidā ity aparājitagaṇaḥ ||;
AVPariś, 1: 1;14 1;śarmavarmā yaḥ sapatna itaś ca yad amutaś cāpendra iti śarmavarmā gaṇaḥ ||;
AVPariś, 1: 1;15 1;devapurā ye purastād brahma jajñānaṁ sahasradhāra iti devapurīyagaṇaḥ ||;
AVPariś, 1: 1;16 1;rudro ye .syāṁ prācī dig itirudragaṇaḥ |;
AVPariś, 1: 1;16 2;iti rudragaṇaḥ ||;
AVPariś, 1: 1;17 1;raudro rudra jalāṣabheṣaja ye .syāṁ prācī dig ud itas trayo iti raudragaṇaḥ ||;
AVPariś, 1: 1;18 1;citrāgaṇo mā no vidann adārasṛt svastidā viśām amūhoāre iti citrāgaṇaḥ ||;

AVPariś, 1: 1;20 1;śaṁ no devī śaṁ na indrāgnī śaṁ no vāto vātu śāntā dyauḥ iti pippalādiśāntigaṇaḥ ||;
AVPariś, 1: 1;21 1;gane yad iti pañca sūktāni pañcāpatyāni bhavanti iti pañcāpatyagaṇaḥ ||;
AVPariś, 1: 1;22 1;ambayo yanti śambhumayobhubhyāṁ brahma jajñānam iti salilagaṇaḥ ||;
AVPariś, 1: 1;23 1;ye triṣaptā iti viśvakarmā gaṇaḥ ||;
AVPariś, 1: 1;24 1;aghadviṣṭā devajātā śaṁ no devī varaṇo vārayātai pippalī iti bhaiṣajyagaṇaḥ ||;
AVPariś, 1: 1;25 1;ayaṁ te yonir ā no bhara dhītī vā ya ity arthasūktam ity utthāpanagaṇaḥ ||;
AVPariś, 1: 1;26 1;ambayo yanti śambhumayobhū hiraṇyavarṇā niḥsālāṁ ye iti sarvaiḥ sūktaiḥ kauśikoktabṛhacchāntigaṇaḥ ||;
AVPariś, 1: 1;27 1;ambayo yanti śambhumayobhū hiraṇyavarṇā uta devā |;
AVPariś, 1: 1;28 1;ye triṣaptā mamāgne varcaḥ prātar agniṁ girāv aragarāṭeṣu |;
AVPariś, 1: 1;29 1;yā asurā manuṣyā mā no vidan namo devavadhebhya ity |;
AVPariś, 1: 1;30 1;bhūto bhūteṣv iti rājānam abhiṣekagaṇaḥ ||;
