Name:Date1:Date2:"Middle Date":"Total Stems":"Total nouns":"%Total nouns":"Total Adjectives":"%Total Adjectives":"Total indicatives":"%Total indicatives":"Total pronouns":"%Total pronouns":"Total Verbal forms":"%Total Verbal forms":"Middle stanza length":"Middle Verbal Position":"Total Verbal forms finite":"%Total Verbal forms fnfinite":"Total Verbal forms infinite":"%Total Verbal forms infinite":"Total Names Sg.":"%Total Names Sg":"Total Names Du.":"%Total Names Du.":"Total Names pl.":"%Total Names pl.":"Total pronouns Sg.":"%Total pronouns Sg.":"Total pronouns Du.":"%Total pronouns Du.":"Total pronouns Pl.":"%Total pronouns Pl.":"Total Names and Prn. Sg.":"%Total Names and Prn. Sg.":"Total Names and Prn. Du.":"%Total Names and Prn. Du.":"Total Names and Prn. Pl.":"%Total Names and Prn. Pl.":"SG. Nom.":"SG. Voc.":"SG. Acc.":"SG. Ins":"SG. Dat":"SG. Abl":"SG. Gen":"SG. Loc":"DU. Nom.":"DU. Voc.":"DU. Acc.":"DU. Ins":"DU. Dat":"DU. Abl":"DU. Gen":"DU. Loc":"PL. Nom.":"PL. Voc.":"PL. Acc.":"PL. Ins":"PL. Dat":"PL. Abl":"PL. Gen":"PL. Loc":"Total Composits":"Middle Composits count in stanza":"Middle MAX length of Composit":"Total sylables in the chapter":"Middle sylables in stanza":"Middle sylables in stem":"FF. Present Ind.":"FF. Pres. Potential":"FF. Pres. Imp.":"FF. Imperfect ind":"FF. Future Ind.":"FF. Future Cond.":"FF. Future. Ind. Peri.":"FF. Aorist Ind. Root.":"FF. Aorist Ind. Them.":"FF. Aorist Ind. Red.":"FF. Aorist Ind. S.":"FF. Aorist Ind. Is.":"FF. Aorist Ind. Sa.":"FF. Aorist Prec.":"FF. Perfect Ind.":"FF. Perfect Ind. Peri.":"FF. 17":"FF. 18":"FF. Past Passive Participle":"FF. Past Active Participle":"FF. Future passive particle":"FF. Infinitive":"FF. Absolutive":"FF. Present Passive":"FF. Pres. Sub.":"FF. Pres. Imperative Passive":"FF. Imperfect Ind. Passive ":"FF. Aorist Ind. Passive":"FF. Pres. Opt Passive":"FF. Aorist Jus.":"FF. 31":"FF.  Aorist Jus./Sub./Opt/Perf_Opt":"FF.  Aorist Imp.":"FF. 34?":"FF. Aorist Ind. Sis.":"FF. Perfect Sub":"FF.  Perfect Jus.":"FF.  Perfect Opt.":"FF.  Perfect Imp":"FF.  Present Jus.":"FF.  Plp. ind.":"FF.  Aorist Sub.":"IF.Present Ind.":"IF.Pres. Potential":"IF.Pres. Imp.":"IF.Imperfect ind":"IF.Future Ind.":"IF.Future Cond.":"IF.Future. Ind. Peri.":"IF.Aorist Ind. Root.":"IF.Aorist Ind. Them.":"IF.Aorist Ind. Red.":"IF.Aorist Ind. S.":"IF.Aorist Ind. Is.":"IF.Aorist Ind. Sa.":"IF.Aorist Prec.":"IF.Perfect Ind.":"IF.Perfect Ind. Peri.":IF.17:IF.18:"IF.Past Passive Participle":"IF.Past Active Participle":"IF.Future passive particle":IF.Infinitive:IF.Absolutive:"IF.Present Passive":"IF.Pres. Sub.":"IF.Pres. Imperative Passive":"IF.Imperfect Ind. Passive ":"IF.Aorist Ind. Passive":"IF.Pres. Opt Passive":"IF.Aorist Jus.":IF.31:"IF. Aorist Jus./Sub./Opt/Perf_Opt":"IF. Aorist Imp.":IF.34?:"IF.Aorist Ind. Sis.":"IF.Perfect Sub":"IF. Perfect Jus.":"IF. Perfect Opt.":"IF. Perfect Imp":"IF. Present Jus.":"IF. Plp. ind.":"IF. Aorist Sub.":"Finite Forms in Sg.":"%Finite Forms in Sg.":"Finite Forms in Du.":"%Finite Forms in Du.":"Finite Forms in Pl.":"%Finite Forms in Pl.":"Total finite forms person 1":"%Total finite forms person 1":"Total finite forms person 2":"%Total finite forms person 2":"Total finite forms person 3":"%Total finite forms person 3":"MAX Composite Length":"Total Letters":ai%:au%:a%:ā%:i%:ī%:u%:ū%:ṛ%:ṝ%:ḷ%:ḹ%:e%:o%:ṁ%:ḥ%:L.%:kh%:gh%:k%:g%:ṅ%:ṭh%:ḍh%:ṭ%:ḍ%:ṇ%:th%:dh%:t%:d%:n%:ch%:jh%:c%:j%:ñ%:ph%:p%:bh%:b%:m%:y%:r%:l%:v%:ṣ%:ś%:s%:h%:Author:
"Śāṅkhāyanagṛhyasūtra":-800:-299:-550:750:304:40.53%:105:14.00%:139:18.53%:69:9.20%:133:17.73%: 6.70: 7.04:61:45.86%:72:54.14%:248:71.68%:16:4.62%:82:23.70%:42:61.76%:1:1.47%:25:36.76%:290: 7.0048309178743963E+001:17: 4.1062801932367154E+000:107: 2.5845410628019323E+001:57:1:108:25:26:2:16:55:8:0:4:3:0:0:0:2:42:0:29:14:0:1:10:11:118:1.05:2.78:1889:16.87:2.52:37:12:8:1:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:5:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:27:0:1:0:37:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:46:75.41%:2:3.28%:13:21.31%:18:29.51%:7:11.48%:36:59.02%:6:4452:0.4717:0.2471:16.5319:8.9623:5.7727:1.0557:3.1447:0.6739:0.8311:0.0000:0.0000:0.0000:3.2120:1.5274:2.1788:1.2803:0.0000:0.1348:0.1348:2.4483:1.2129:0.1123:0.0674:0.0225:0.2022:0.1348:1.5723:0.5391:0.8760:6.9856:1.7520:3.9308:0.1797:0.2022:1.3028:0.9883:0.3369:0.0674:3.1671:1.1231:0.2246:3.7736:5.0988:5.5481:0.8086:3.6837:1.6397:1.3702:3.0997:1.3702:jj
"Śāṅkhāyanāraṇyaka":-1000:-499:-750:12700:4306:33.91%:947:7.46%:2721:21.43%:2411:18.98%:2316:18.24%: 7.96: 7.48:1718:74.18%:598:25.82%:3930:82.30%:102:2.14%:743:15.56%:2024:85.65%:34:1.44%:305:12.91%:5954: 8.3412720650042033E+001:136: 1.9052956010086857E+000:1048: 1.4681983748949284E+001:3015:50:1369:467:123:100:447:383:79:0:28:12:0:4:10:3:504:1:257:106:12:14:103:51:1818:1.14:2.75:28405:17.80:2.24:860:235:136:30:35:0:1:29:19:0:6:5:0:13:238:6:0:0:0:0:0:0:0:58:0:1:0:2:3:29:0:1:1:0:9:0:0:0:0:1:0:0:118:0:0:0:24:0:0:0:1:0:0:0:0:0:3:0:0:0:281:0:21:8:136:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1444:84.05%:29:1.69%:245:14.26%:420:24.45%:134:7.80%:1164:67.75%:6:66043:0.8888:0.2135:19.0194:7.8615:5.5116:0.9024:2.0941:0.6359:0.6980:0.0000:0.0000:0.0000:3.4568:1.7277:2.5514:1.2401:0.0000:0.1348:0.0772:1.3839:0.5330:0.1272:0.2241:0.0333:0.1454:0.0530:0.9993:0.6087:0.7510:7.7979:2.5771:3.7763:0.2059:0.0530:1.0675:0.8419:0.2559:0.0318:2.9360:0.9312:0.4936:4.1276:4.4577:5.2345:0.4134:4.7908:1.3900:1.2810:3.8445:1.6202:jj
"Śāktavijñāna":1000:1500:1250:427:193:45.20%:41:9.60%:95:22.25%:30:7.03%:68:15.93%: 7.12: 7.87:31:45.59%:37:54.41%:149:90.85%:3:1.83%:12:7.32%:20:76.92%:1:3.85%:5:19.23%:169: 8.8947368421052630E+001:4: 2.1052631578947367E+000:17: 8.9473684210526319E+000:111:0:32:4:0:4:5:13:2:0:1:0:0:0:1:0:4:0:6:1:0:0:0:6:101:1.68:2.54:1050:17.50:2.46:14:12:0:0:1:0:0:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:29:0:2:0:3:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:29:93.55%:0:0%:2:6.45%:3:9.68%:0:0%:28:90.32%:4:2531:0.3556:0.1185:20.1106:7.2699:5.1363:0.7507:2.3311:0.5531:0.7112:0.0000:0.0000:0.0000:2.9237:1.2248:3.0028:0.7507:0.0000:0.3161:0.0395:3.5164:0.9087:0.2371:0.0790:0.0395:0.2371:0.1580:0.5531:1.1853:1.3433:7.5859:2.6867:3.6349:0.1185:0.0000:2.1335:0.5531:0.1185:0.0790:1.9755:1.1853:0.4346:4.8597:3.4374:5.4919:0.8692:4.2276:1.2248:1.8175:3.1608:0.5531:jj
"Śārṅgadharasaṃhitā":1200:1400:1300:5617:2977:53.00%:467:8.31%:736:13.10%:330:5.88%:1107:19.71%: 6.92: 5.21:612:55.28%:495:44.72%:1924:82.68%:38:1.63%:365:15.69%:205:81.67%:7:2.79%:39:15.54%:2129: 8.2583397982932510E+001:45: 1.7455391776570985E+000:404: 1.5671062839410396E+001:710:0:833:193:6:49:88:250:11:1:11:5:0:0:13:4:54:0:70:224:0:3:27:26:1409:1.74:2.82:13114:16.15:2.33:69:524:0:0:0:0:0:0:0:0:0:0:0:3:0:0:0:0:0:0:0:0:0:16:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:234:0:67:0:194:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:606:99.02%:0:0%:6:0.98%:6:0.98%:0:0%:606:99.02%:7:32079:1.0381:0.2089:18.9875:6.5900:3.6815:1.0287:2.5811:0.9040:0.6546:0.0000:0.0000:0.0000:3.6847:1.5212:3.6847:1.1565:0.0000:0.2151:0.1621:3.3916:1.4620:0.3148:0.1153:0.0281:0.7045:0.2650:1.2033:0.5299:1.3498:6.7334:2.8586:3.1017:0.1372:0.0031:1.7176:1.0973:0.2525:0.1372:2.5063:0.9321:0.3180:3.5444:3.7813:5.6361:1.7644:3.6130:1.4932:1.2594:2.9646:0.6858:jj
"Śārṅgadharasaṃhitādīpikā":1300:1400:1350:14761:7034:47.65%:1279:8.66%:3081:20.87%:1098:7.44%:2272:15.39%: 8.06: 8.22:819:36.05%:1453:63.95%:4858:87.06%:63:1.13%:659:11.81%:660:76.57%:18:2.09%:184:21.35%:5518: 8.5656628376280665E+001:81: 1.2573734864948773E+000:843: 1.3085998137224465E+001:3179:2:982:447:8:205:250:445:21:0:5:4:0:0:48:3:345:0:79:247:0:9:115:48:3669:2.00:3.06:34792:18.99:2.36:229:426:1:0:1:0:0:0:0:0:0:0:0:2:100:0:0:0:0:0:0:0:0:60:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:24:0:0:0:16:0:0:0:0:0:0:0:0:0:0:0:0:0:785:0:312:2:312:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:713:87.06%:0:0%:106:12.94%:107:13.06%:0:0%:712:86.94%:22:82601:0.5024:0.1743:20.5361:6.7554:5.3716:1.0012:2.1283:0.7397:0.6392:0.0012:0.0000:0.0000:2.9297:1.3414:2.9661:1.2591:0.0000:0.2433:0.1525:3.3147:1.2215:0.2191:0.1429:0.0303:0.6223:0.2506:1.2143:0.8741:1.2179:6.9963:2.8075:3.3389:0.1090:0.0036:1.3293:0.8632:0.2421:0.1090:2.7385:0.9600:0.3499:3.6053:3.7711:5.6936:1.5557:3.3971:1.3462:1.1852:2.9927:0.7566:jj
"Śatakatraya":350:450:400:8688:4088:47.05%:1163:13.39%:1388:15.98%:734:8.45%:1315:15.14%:13.41:10.33:547:41.60%:768:58.40%:2529:74.16%:47:1.38%:834:24.46%:488:75.08%:2:0.31%:160:24.62%:3017: 7.4310344827586206E+001:49: 1.2068965517241379E+000:994: 2.4482758620689655E+001:1578:62:531:157:36:80:180:393:22:0:8:4:0:0:10:5:462:7:68:195:6:7:188:61:1551:2.39:3.41:20247:31.25:2.33:365:28:76:5:11:0:1:2:0:0:0:0:0:0:6:0:0:0:0:0:0:0:0:37:0:7:1:0:1:7:0:0:0:0:0:0:0:0:0:0:0:0:107:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:531:0:40:21:64:5:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:402:73.49%:1:0.18%:144:26.33%:154:28.15%:80:14.63%:313:57.22%:14:47245:0.6054:0.2138:20.3154:6.9912:5.8631:1.0689:2.6352:0.4297:0.7768:0.0042:0.0000:0.0000:2.3854:1.5663:2.3622:1.7568:0.0000:0.3556:0.1736:2.8574:1.2107:0.3365:0.0720:0.0466:0.3196:0.1736:1.0774:0.4911:1.0668:6.0980:2.1695:4.6862:0.1228:0.0254:1.1472:0.9461:0.1820:0.1714:2.7495:1.2022:0.3069:3.7210:3.7168:5.4249:1.6933:3.8628:1.2171:1.3292:3.3104:0.7620:jj
"Śatapathabrāhmaṇa":-1000:-599:-800:3718:1001:26.92%:233:6.27%:979:26.33%:723:19.45%:782:21.03%:11.80:24.78:636:81.33%:146:18.67%:897:76.34%:25:2.13%:253:21.53%:578:80.50%:15:2.09%:125:17.41%:1475: 7.7918647649234018E+001:40: 2.1130480718436346E+000:378: 1.9968304278922343E+001:624:4:490:94:68:32:111:52:10:0:19:6:0:0:3:2:167:4:111:21:12:7:40:16:816:2.59:3.53:12448:39.52:3.35:401:59:33:29:5:0:0:4:2:3:0:2:0:0:74:2:0:0:0:0:0:0:0:12:3:0:0:2:1:0:0:4:0:0:0:0:0:0:0:0:0:0:28:0:0:0:6:0:0:0:0:0:0:0:0:0:4:0:0:0:66:0:8:4:28:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:481:75.63%:6:0.94%:149:23.43%:163:25.63%:51:8.02%:422:66.35%:7:28499:1.3650:0.1298:19.3831:7.5090:5.6002:0.9158:2.1650:0.5158:0.7649:0.0035:0.0000:0.0000:3.6843:1.6422:1.6176:0.5439:0.0000:0.0386:0.2491:1.1264:0.6562:0.1684:0.0982:0.0105:0.2421:0.0912:0.8632:0.7509:1.0281:8.3512:3.1194:4.0563:0.1018:0.0807:0.7439:0.8948:0.4176:0.0351:2.4913:1.3509:0.2421:3.6036:5.5160:4.5651:0.3369:5.5721:1.6737:0.8842:3.6001:1.2000:jj
"Śikṣāsamuccaya":650:750:700:791:359:45.39%:78:9.86%:148:18.71%:80:10.11%:126:15.93%: 1.02:12.63:54:42.86%:72:57.14%:214:86.99%:0:0%:32:13.01%:54:90.00%:0:0%:6:10.00%:268: 8.7581699346405230E+001:0: 0.0000000000000000E+000:38: 1.2418300653594772E+001:120:6:59:29:3:11:24:16:0:0:0:0:0:0:0:0:11:0:11:9:1:0:6:0:169:0.22:3.34:19298:24.87:24.40:32:6:2:1:1:0:0:2:0:0:0:0:0:0:3:0:0:0:0:0:0:0:0:7:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:45:2:5:7:10:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:47:87.04%:0:0%:7:12.96%:8:14.81%:1:1.85%:45:83.33%:7:45103:0.2927:0.1175:21.1804:7.6381:5.3123:0.5964:2.5054:0.5432:0.4235:0.0000:0.0000:0.0000:2.3812:1.7959:2.1817:0.9622:0.0000:0.2018:0.1219:2.3790:0.9290:0.0621:0.0976:0.0177:0.1308:0.0643:0.8891:0.5210:1.5187:7.9063:2.1972:4.6139:0.1264:0.0222:1.2593:0.7073:0.2372:0.0355:2.9710:1.1840:0.8137:3.1217:4.4232:5.6249:0.9778:4.0042:1.2194:1.2216:3.7603:0.7095:jj
"Śira\"upaniṣad":2500:2500:2500:1577:576:36.53%:125:7.93%:257:16.30%:417:26.44%:202:12.81%:15.16:15.77:135:66.83%:67:33.17%:550:84.75%:1:0.15%:98:15.10%:377:90.63%:0:0%:39:9.38%:927: 8.7042253521126753E+001:1: 9.3896713615023469E-002:137: 1.2863849765258218E+001:643:2:104:44:44:56:19:15:1:0:0:0:0:0:0:0:66:0:37:15:1:1:9:8:128:1.23:2.57:3351:32.22:2.12:73:6:1:9:1:0:0:0:1:0:0:0:0:0:11:0:0:0:0:0:0:0:0:33:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:1:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:40:0:3:0:13:9:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:113:83.70%:1:0.74%:21:15.56%:25:18.52%:2:1.48%:108:80.00%:8:7984:1.5531:0.1503:20.8166:6.1874:3.5446:0.6764:2.6303:0.6388:0.5135:0.0000:0.0000:0.0000:2.5927:2.6678:2.4549:1.9289:0.0000:0.0376:0.0376:1.5281:1.1899:0.1127:0.1002:0.0000:0.1002:0.0626:0.9519:0.5636:0.6764:6.2625:2.6929:4.0331:0.1754:0.0125:1.9915:0.6764:0.1378:0.0376:1.9664:1.4905:0.3507:4.9474:4.7094:5.6488:0.4008:4.6593:1.0646:1.4028:4.4213:1.2024:jj
"Śivapurāṇa":800:1200:1000:827:333:40.27%:105:12.70%:134:16.20%:102:12.33%:153:18.50%: 9.73: 6.69:59:38.56%:94:61.44%:259:78.01%:5:1.51%:68:20.48%:86:92.47%:1:1.08%:6:6.45%:345: 8.1176470588235290E+001:6: 1.4117647058823530E+000:74: 1.7411764705882351E+001:120:10:123:19:5:15:35:18:1:0:2:2:0:0:1:0:17:3:20:26:1:0:6:1:186:2.19:3.08:1835:21.59:2.22:15:2:10:2:0:0:1:2:0:1:0:0:0:0:24:1:0:0:0:0:0:0:0:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:9:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:42:1:2:2:37:1:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:52:88.14%:0:0%:7:11.86%:12:20.34%:12:20.34%:35:59.32%:12:4436:0.7665:0.3607:20.1307:6.6501:4.3508:1.1271:2.7502:0.7214:0.5861:0.0000:0.0000:0.0000:2.2317:1.6907:2.4797:1.4202:0.0000:0.2480:0.1578:2.2092:0.8115:0.0676:0.0902:0.0225:0.5410:0.1803:0.8566:0.6537:0.9017:7.2137:2.7051:4.1930:0.1803:0.0000:1.3977:0.7665:0.0676:0.0000:2.7728:1.3526:0.3156:3.6970:3.9675:6.6727:1.0370:3.8548:1.2399:1.3075:3.8774:1.3751:jj
