Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
vyādiś	Verb	6	P.	vyādiṣṭa			"Past Passive Participle"	"   10"
vyutkram	Verb	1	P.	vyutkrānta			"Past Passive Participle"	"   10"
saṁcūrṇay	Denom.	0	P.	saṃcūrṇita			"Past Passive Participle"	"   10"
samājñā	Verb	9	P.	samājñāta			"Past Passive Participle"	"   10"
anusīv	Verb	4	P.	anusyūta			"Past Passive Participle"	"   10"
anubhāvay	Verb	10	P.	anubhāvita			"Past Passive Participle"	"   10"
dūrīkṛ	Verb	8	P.	dūrīkṛta			"Past Passive Participle"	"   10"
bhikṣ	Verb	1	P.	bhikṣita			"Past Passive Participle"	"   10"
udas	Verb	4	Ā	udasta			"Past Passive Participle"	"   10"
melay	Verb	10	P.	melita			"Past Passive Participle"	"   10"
pravisṛ	Verb	3	P.	pravisṛta			"Past Passive Participle"	"   10"
niyamay	Verb	10	P.	niyamita			"Past Passive Participle"	"   10"
samīkṛ	Verb	8	Ā	samīkṛta			"Past Passive Participle"	"   10"
piṣṭīkṛ	Verb	8	Ā	piṣṭīkṛta			"Past Passive Participle"	"   10"
surabhīkṛ	Verb	8	Ā	surabhīkṛta			"Past Passive Participle"	"   10"
śītalībhū	Verb	1	Ā	śītalībhūta			"Past Passive Participle"	"   10"
parinirmā	Verb	3	Ā	parinirmita			"Past Passive Participle"	"   10"
samāpṛ	Verb	9	P.	samāpūrṇa			"Past Passive Participle"	"   10"
anuvāsay	Denom.	0	Ā	anuvāsita			"Past Passive Participle"	"   10"
āśyā	Verb	4	P.	āśyāna			"Past Passive Participle"	"   10"
saṁsvid	Verb	4	P.	saṃsvinna			"Past Passive Participle"	"   10"
sajjīkṛ	Verb	8	Ā	sajjīkṛta			"Past Passive Participle"	"   10"
yat	Verb	1	P.	yatita			"Past Passive Participle"	"    9"
adhiśri	Verb	1	P.	adhiśrita			"Past Passive Participle"	"    9"
atidru	Verb	1	P.	atidruta			"Past Passive Participle"	"    9"
anupālay	Verb	10	Ā	anupālita			"Past Passive Participle"	"    9"
kampay	Verb	10	Ā	kampita			"Past Passive Participle"	"    9"
dhā	Verb	4	P.	dhīta			"Past Passive Participle"	"    9"
bandhay	Verb	10	P.	bandhita			"Past Passive Participle"	"    9"
anuvac	Verb	3	Ā	anūkta			"Past Passive Participle"	"    9"
śāpay	Verb	10	P.	śāpita			"Past Passive Participle"	"    9"
anvāgam	Verb	1	P.	anvāgata			"Past Passive Participle"	"    9"
abhikram	Verb	1	Ā	abhikrānta			"Past Passive Participle"	"    9"
abhijan	Verb	4	P.	abhijāta			"Past Passive Participle"	"    9"
abhiruh	Verb	6	Ā	abhirūḍha			"Past Passive Participle"	"    9"
abhivand	Verb	1	P.	abhivandita			"Past Passive Participle"	"    9"
van	Verb	6	P.	vāta			"Past Passive Participle"	"    9"
veday	Verb	10	Ā	vedita			"Past Passive Participle"	"    9"
abhiveṣṭay	Verb	10	P.	abhiveṣṭita			"Past Passive Participle"	"    9"
abhisaṁrabh	Verb	1	Ā	abhisaṃrabdha			"Past Passive Participle"	"    9"
bhrāmay	Verb	10	Ā	bhrāmita			"Past Passive Participle"	"    9"
avakṣip	Verb	6	P.	avakṣipta			"Past Passive Participle"	"    9"
bhartsay	Verb	10	Ā	bhartsita			"Past Passive Participle"	"    9"
majjay	Verb	10	Ā	majjita			"Past Passive Participle"	"    9"
luñc	Verb	1	Ā	luñcita			"Past Passive Participle"	"    9"
ācchid	Verb	7	Ā	ācchinna			"Past Passive Participle"	"    9"
āmīlay	Verb	10	P.	āmīlita			"Past Passive Participle"	"    9"
āvirbhū	Verb	1	P.	āvirbhūta			"Past Passive Participle"	"    9"
āsvāday	Verb	10	Ā	āsvādita			"Past Passive Participle"	"    9"
upakṣi	Verb	9	P.	upakṣīṇa			"Past Passive Participle"	"    9"
upavah	Verb	1	P.	upoḍha			"Past Passive Participle"	"    9"
upastu	Verb	2	P.	upastuta			"Past Passive Participle"	"    9"
upādhā	Verb	3	Ā	upāhita			"Past Passive Participle"	"    9"
jaray	Verb	10	Ā	jarita			"Past Passive Participle"	"    9"
nighṛṣ	Verb	1	Ā	nighṛṣṭa			"Past Passive Participle"	"    9"
niyam	Verb	1	Ā	niyamita			"Past Passive Participle"	"    9"
niṣañj	Verb	1	P.	niṣakta			"Past Passive Participle"	"    9"
paripū	Verb	9	P.	paripūta			"Past Passive Participle"	"    9"
paribṛṁhay	Verb	10	P.	paribṛṃhita			"Past Passive Participle"	"    9"
pariviṣ	Verb	4	P.	pariviṣṭa			"Past Passive Participle"	"    9"
pratibādh	Verb	1	Ā	pratibādhita			"Past Passive Participle"	"    9"
pratirudh	Verb	7	Ā	pratiruddha			"Past Passive Participle"	"    9"
pratisamādiś	Verb	6	P.	pratisamādiṣṭa			"Past Passive Participle"	"    9"
pratyuṣ	Verb	1	P.	pratyuṣṭa			"Past Passive Participle"	"    9"
prapā	Verb	1	Ā	prapīta			"Past Passive Participle"	"    9"
prabhṛ	Verb	1	P.	prabhṛta			"Past Passive Participle"	"    9"
pralepay	Verb	10	P.	pralepita			"Past Passive Participle"	"    9"
prasphur	Verb	6	Ā	prasphurita			"Past Passive Participle"	"    9"
prasvid	Verb	4	P.	prasvinna			"Past Passive Participle"	"    9"
vikrīḍ	Verb	1	Ā	vikrīḍita			"Past Passive Participle"	"    9"
vighuṣ	Verb	1	Ā	vighuṣṭa			"Past Passive Participle"	"    9"
vidhvaṁsay	Verb	10	P.	vidhvaṃsita			"Past Passive Participle"	"    9"
viniveśay	Verb	10	P.	viniveśita			"Past Passive Participle"	"    9"
vipraṇaś	Verb	4	P.	vipranaṣṭa			"Past Passive Participle"	"    9"
vyapanī	Verb	1	P.	vyapanīta			"Past Passive Participle"	"    9"
vyutpāday	Verb	10	P.	vyutpādita			"Past Passive Participle"	"    9"
saṁyojay	Verb	10	Ā	saṃyojita			"Past Passive Participle"	"    9"
saṁrakṣ	Verb	1	Ā	saṃrakṣita			"Past Passive Participle"	"    9"
saṁkṣi	Verb	9	P.	saṃkṣīṇa			"Past Passive Participle"	"    9"
samutpat	Verb	1	Ā	samutpatita			"Past Passive Participle"	"    9"
samedh	Verb	1	Ā	samedhita			"Past Passive Participle"	"    9"
samparikīrtay	Verb	10	P.	samparikīrtita			"Past Passive Participle"	"    9"
niṣecay	Verb	10	P.	niṣecita			"Past Passive Participle"	"    9"
hrī	Verb	3	P.	hrīta			"Past Passive Participle"	"    9"
unnamay	Verb	10	P.	unnamita			"Past Passive Participle"	"    9"
saṁmarday	Verb	10	P.	saṃmardita			"Past Passive Participle"	"    9"
samādhū	Verb	9	P.	samādhūta			"Past Passive Participle"	"    9"
virūpay	Denom.	0	P.	virūpita			"Past Passive Participle"	"    9"
mārgay	Denom.	0	Ā	mārgita			"Past Passive Participle"	"    9"
pattrīkṛ	Verb	8	Ā	pattrīkṛta			"Past Passive Participle"	"    9"
abhipālay	Verb	10	Ā	abhipālita			"Past Passive Participle"	"    9"
vihval	Verb	1	Ā	vihvalita			"Past Passive Participle"	"    9"
abhinirhṛ	Verb	2	P.	abhinirhṛta			"Past Passive Participle"	"    9"
atisnih	Verb	4	P.	atisnigdha			"Past Passive Participle"	"    9"
pallavay	Denom.	0	P.	pallavita			"Past Passive Participle"	"    9"
paridīpay	Verb	10	Ā	paridīpita			"Past Passive Participle"	"    9"
paricchad	Verb	1	P.	paricchanna			"Past Passive Participle"	"    9"
samanvāhṛ	Verb	2	P.	samanvāhṛta			"Past Passive Participle"	"    9"
saṁnirmā	Verb	3	Ā	saṃnirmita			"Past Passive Participle"	"    9"
īh	Verb	1	P.	īhita			"Past Passive Participle"	"    8"
kvaṇ	Verb	1	P.	kvaṇita			"Past Passive Participle"	"    8"
khac	Verb	1	P.	khacita			"Past Passive Participle"	"    8"
sad	Verb	6	P.	satta			"Past Passive Participle"	"    8"
dhāv	Verb	1	Ā	dhāvita			"Past Passive Participle"	"    8"
pṛ	Verb	9	Ā	pūrta			"Past Passive Participle"	"    8"
anukamp	Verb	1	P.	anukampita			"Past Passive Participle"	"    8"
anujan	Verb	4	Ā	anujāta			"Past Passive Participle"	"    8"
anudru	Verb	1	Ā	anudruta			"Past Passive Participle"	"    8"
poṣay	Verb	10	P.	poṣita			"Past Passive Participle"	"    8"
anukṛ	Verb	6	P.	anukīrṇa			"Past Passive Participle"	"    8"
prathay	Verb	10	Ā	prathita			"Past Passive Participle"	"    8"
mārjay	Verb	10	Ā	mārjita			"Past Passive Participle"	"    8"
anurañjay	Verb	10	P.	anurañjita			"Past Passive Participle"	"    8"
veṣṭ	Verb	1	P.	veṣṭita			"Past Passive Participle"	"    8"
anviṣ	Verb	6	Ā	anviṣṭa			"Past Passive Participle"	"    8"
apaci	Verb	5	Ā	apacita			"Past Passive Participle"	"    8"
dhū	Verb	6	Ā	dhuta			"Past Passive Participle"	"    8"
dhṛṣ	Verb	1	Ā	dhṛṣita			"Past Passive Participle"	"    8"
pṛc	Verb	3	Ā	pṛkta			"Past Passive Participle"	"    8"
vraśc	Verb	6	Ā	vṛkṇa			"Past Passive Participle"	"    8"
abhighāray	Verb	10	P.	abhighārita			"Past Passive Participle"	"    8"
druh	Verb	6	P.	drugdha			"Past Passive Participle"	"    8"
abhinirdiś	Verb	6	P.	abhinirdiṣṭa			"Past Passive Participle"	"    8"
abhinī	Verb	1	P.	abhinīta			"Past Passive Participle"	"    8"
abhipravṛt	Verb	1	Ā	abhipravṛtta			"Past Passive Participle"	"    8"
sah	Verb	1	P.	sāḍha			"Past Passive Participle"	"    8"
abhimṛś	Verb	6	Ā	abhimṛṣṭa			"Past Passive Participle"	"    8"
abhisatkṛ	Verb	8	P.	abhisatkṛta			"Past Passive Participle"	"    8"
abhyatī	Verb	2	P.	abhyatīta			"Past Passive Participle"	"    8"
avakṛṣ	Verb	6	Ā	avakṛṣṭa			"Past Passive Participle"	"    8"
avacar	Verb	1	Ā	avacarita			"Past Passive Participle"	"    8"
avahā	Verb	3	P.	avahīna			"Past Passive Participle"	"    8"
ākṛ	Verb	8	Ā	ākṛta			"Past Passive Participle"	"    8"
āñj	Verb	7	Ā	ākta			"Past Passive Participle"	"    8"
āpāday	Verb	10	P.	āpādita			"Past Passive Participle"	"    8"
āpracch	Verb	6	Ā	āpṛṣṭa			"Past Passive Participle"	"    8"
āmṛś	Verb	6	P.	āmṛṣṭa			"Past Passive Participle"	"    8"
āloḍay	Verb	10	P.	āloḍita			"Past Passive Participle"	"    8"
āśaṁs	Verb	2	Ā	āśaṃsita			"Past Passive Participle"	"    8"
uttejay	Verb	10	P.	uttejita			"Past Passive Participle"	"    8"
udās	Verb	2	Ā	udāsīna			"Past Passive Participle"	"    8"
uddīpay	Verb	10	P.	uddīpita			"Past Passive Participle"	"    8"
uddyotay	Verb	10	P.	uddyotita			"Past Passive Participle"	"    8"
upapīḍay	Verb	10	P.	upapīḍita			"Past Passive Participle"	"    8"
upamantray	Denom.	0	Ā	upamantrita			"Past Passive Participle"	"    8"
upasādhay	Verb	10	Ā	upasādhita			"Past Passive Participle"	"    8"
upāruh	Verb	1	P.	upārūḍha			"Past Passive Participle"	"    8"
nimajjay	Verb	10	P.	nimajjita			"Past Passive Participle"	"    8"
parikṛ	Verb	6	P.	parikīrṇa			"Past Passive Participle"	"    8"
parimṛj	Verb	6	Ā	parimṛṣṭa			"Past Passive Participle"	"    8"
prakopay	Verb	10	P.	prakopita			"Past Passive Participle"	"    8"
praj￞	Verb	4	P.	prajīrṇa			"Past Passive Participle"	"    8"
pradūṣay	Verb	10	P.	pradūṣita			"Past Passive Participle"	"    8"
pravṛṣ	Verb	1	Ā	pravṛṣṭa			"Past Passive Participle"	"    8"
vigrah	Verb	9	Ā	vigṛhīta			"Past Passive Participle"	"    8"
vidīpay	Verb	10	Ā	vidīpita			"Past Passive Participle"	"    8"
viniyuj	Verb	7	Ā	viniyukta			"Past Passive Participle"	"    8"
viniṣpiṣ	Verb	7	P.	viniṣpiṣṭa			"Past Passive Participle"	"    8"
vipaś	Verb	4	Ā	vispaṣṭa			"Past Passive Participle"	"    8"
vibhṛ	Verb	3	Ā	vibhṛta			"Past Passive Participle"	"    8"
virodhay	Verb	10	P.	virodhita			"Past Passive Participle"	"    8"
vilikh	Verb	6	P.	vilikhita			"Past Passive Participle"	"    8"
viṣkambh	Verb	9	Ā	viṣkambhita			"Past Passive Participle"	"    8"
vyapayā	Verb	2	P.	vyapayāta			"Past Passive Participle"	"    8"
vyapāśri	Verb	1	Ā	vyapāśrita			"Past Passive Participle"	"    8"
saṁveṣṭay	Verb	10	P.	saṃveṣṭita			"Past Passive Participle"	"    8"
saṁstṛ	Verb	1	P.	saṃstṛta			"Past Passive Participle"	"    8"
saṁsthāpay	Verb	10	P.	saṃsthāpita			"Past Passive Participle"	"    8"
saṁduṣ	Verb	4	P.	saṃduṣṭa			"Past Passive Participle"	"    8"
samadhiṣṭhā	Verb	1	P.	samadhiṣṭhita			"Past Passive Participle"	"    8"
samarthay	Denom.	0	Ā	samarthita			"Past Passive Participle"	"    8"
samupavas	Verb	1	P.	samupoṣita			"Past Passive Participle"	"    8"
sampariṣvaj	Verb	1	Ā	sampariṣvakta			"Past Passive Participle"	"    8"
sampratiṣṭhā	Verb	1	P.	sampratiṣṭhita			"Past Passive Participle"	"    8"
sambodhay	Verb	10	P.	saṃbodhita			"Past Passive Participle"	"    8"
sammīlay	Verb	10	P.	saṃmīlita			"Past Passive Participle"	"    8"
vamay	Verb	10	P.	vamita			"Past Passive Participle"	"    8"
pravitan	Verb	8	P.	pravitata			"Past Passive Participle"	"    8"
vikṣobhay	Verb	10	Ā	vikṣobhita			"Past Passive Participle"	"    8"
viprahan	Verb	2	P.	viprahata			"Past Passive Participle"	"    8"
krāmay	Verb	10	Ā	krāmita			"Past Passive Participle"	"    8"
sthirīkṛ	Verb	8	P.	sthirīkṛta			"Past Passive Participle"	"    8"
saṁval	Verb	1	P.	saṃvalita			"Past Passive Participle"	"    8"
cūrṇībhū	Verb	1	P.	cūrṇībhūta			"Past Passive Participle"	"    8"
ānāyay	Verb	10	P.	ānāyita			"Past Passive Participle"	"    8"
vikampay	Verb	10	P.	vikampita			"Past Passive Participle"	"    8"
samājñapay	Verb	10	P.	samājñapta			"Past Passive Participle"	"    8"
parimarday	Verb	10	P.	parimardita			"Past Passive Participle"	"    8"
samudyuj	Verb	7	Ā	samudyukta			"Past Passive Participle"	"    8"
upadih	Verb	6	P.	upadigdha			"Past Passive Participle"	"    8"
abhitāpay	Verb	10	P.	abhitāpita			"Past Passive Participle"	"    8"
snapay	Verb	10	P.	snapita			"Past Passive Participle"	"    8"
upaniviś	Verb	6	Ā	upaniviṣṭa			"Past Passive Participle"	"    8"
upasaṁprāp	Verb	5	Ā	upasaṃprāpta			"Past Passive Participle"	"    8"
saṁskāray	Verb	10	Ā	saṃskārita			"Past Passive Participle"	"    8"
samupārjay	Verb	10	Ā	samupārjita			"Past Passive Participle"	"    8"
upanipīḍay	Verb	10	Ā	upanipīḍita			"Past Passive Participle"	"    8"
ullup	Verb	6	Ā	ullupta			"Past Passive Participle"	"    8"
ekārṇavīkṛ	Verb	8	Ā	ekārṇavīkṛta			"Past Passive Participle"	"    8"
abhivṛ	Verb	5	Ā	abhīvṛta			"Past Passive Participle"	"    8"
samanubandh	Verb	9	Ā	samanubaddha			"Past Passive Participle"	"    8"
vyaṁsay	Denom.	0	Ā	vyaṃsita			"Past Passive Participle"	"    8"
virathīkṛ	Verb	8	P.	virathīkṛta			"Past Passive Participle"	"    8"
pratibimb	Denom.	0	P.	pratibimbita			"Past Passive Participle"	"    8"
gup	Verb	1	Ā	gupita			"Past Passive Participle"	"    7"
ghuṣ	Verb	1	Ā	ghuṣṭa			"Past Passive Participle"	"    7"
jalp	Verb	1	Ā	jalpita			"Past Passive Participle"	"    7"
tṛ	Verb	3	P.	tūrta			"Past Passive Participle"	"    7"
vas	Verb	2	P.	vasita			"Past Passive Participle"	"    7"
sū	Verb	1	Ā	suta			"Past Passive Participle"	"    7"
vid	Verb	2	Ā	vidita			"Past Passive Participle"	"    7"
adhivid	Verb	6	P.	adhivinna			"Past Passive Participle"	"    7"
śā	Verb	4	P.	śāta			"Past Passive Participle"	"    7"
atiśī	Verb	1	Ā	atiśayita			"Past Passive Participle"	"    7"
adhyāpay	Verb	10	Ā	adhyāpita			"Past Passive Participle"	"    7"
kāmay	Verb	10	P.	kāmita			"Past Passive Participle"	"    7"
jīvay	Verb	10	Ā	jīvita			"Past Passive Participle"	"    7"
anudarśay	Verb	10	P.	anudarśita			"Past Passive Participle"	"    7"
stṛ	Verb	5	Ā	stṛta			"Past Passive Participle"	"    7"
bhājay	Verb	10	Ā	bhājita			"Past Passive Participle"	"    7"
anumantray	Denom.	0	Ā	anumantrita			"Past Passive Participle"	"    7"
anvādhā	Verb	3	P.	anvāhita			"Past Passive Participle"	"    7"
apadiś	Verb	6	P.	apadiṣṭa			"Past Passive Participle"	"    7"
apadhyā	Verb	4	Ā	apadhyāta			"Past Passive Participle"	"    7"
dhvan	Verb	1	Ā	dhvanita			"Past Passive Participle"	"    7"
abhipracoday	Verb	10	P.	abhipracodita			"Past Passive Participle"	"    7"
abhivardhay	Verb	10	P.	abhivardhita			"Past Passive Participle"	"    7"
abhiṣyand	Verb	1	Ā	abhiṣyaṇṇa			"Past Passive Participle"	"    7"
alaṁkṛ	Verb	8	Ā	araṃkṛta			"Past Passive Participle"	"    7"
avabudh	Verb	4	P.	avabuddha			"Past Passive Participle"	"    7"
ājan	Verb	4	Ā	ājāta			"Past Passive Participle"	"    7"
āndolay	Denom.	0	P.	āndolita			"Past Passive Participle"	"    7"
āpyā	Verb	5	Ā	āpīna			"Past Passive Participle"	"    7"
ābhū	Verb	1	P.	ābhūta			"Past Passive Participle"	"    7"
ālakṣay	Verb	10	Ā	ālakṣita			"Past Passive Participle"	"    7"
āvāray	Verb	10	P.	āvārita			"Past Passive Participle"	"    7"
āśaṅk	Verb	1	P.	āśaṅkita			"Past Passive Participle"	"    7"
uccar	Verb	1	Ā	uccarita			"Past Passive Participle"	"    7"
ujjval	Verb	1	P.	ujjvalita			"Past Passive Participle"	"    7"
uttāray	Verb	10	P.	uttārita			"Past Passive Participle"	"    7"
utpāṭay	Verb	10	P.	utpāṭita			"Past Passive Participle"	"    7"
utpīḍay	Verb	10	P.	utpīḍita			"Past Passive Participle"	"    7"
udbhṛ	Verb	1	P.	udbhṛta			"Past Passive Participle"	"    7"
vāday	Verb	10	Ā	vādita			"Past Passive Participle"	"    7"
udvyadh	Verb	4	P.	udviddha			"Past Passive Participle"	"    7"
eṣay	Verb	10	Ā	eṣita			"Past Passive Participle"	"    7"
upaśru	Verb	5	Ā	upaśruta			"Past Passive Participle"	"    7"
upasṛ	Verb	1	Ā	upasṛta			"Past Passive Participle"	"    7"
upāvasṛj	Verb	6	P.	upāvasṛṣṭa			"Past Passive Participle"	"    7"
nirmath	Verb	9	Ā	nirmathita			"Past Passive Participle"	"    7"
parikhid	Verb	4	P.	parikhinna			"Past Passive Participle"	"    7"
parihan	Verb	2	P.	parihata			"Past Passive Participle"	"    7"
praci	Verb	5	Ā	pracita			"Past Passive Participle"	"    7"
pracchā	Verb	4	P.	pracchita			"Past Passive Participle"	"    7"
pratisaṁrabh	Verb	1	Ā	pratisaṃrabdha			"Past Passive Participle"	"    7"
pratyavasthā	Verb	1	Ā	pratyavasthita			"Past Passive Participle"	"    7"
pratyādiś	Verb	6	P.	pratyādiṣṭa			"Past Passive Participle"	"    7"
prabandh	Verb	9	P.	prabaddha			"Past Passive Participle"	"    7"
vitud	Verb	6	Ā	vitunna			"Past Passive Participle"	"    7"
vidrāvay	Verb	10	Ā	vidrāvita			"Past Passive Participle"	"    7"
vinirdah	Verb	1	P.	vinirdagdha			"Past Passive Participle"	"    7"
vinoday	Verb	10	P.	vinodita			"Past Passive Participle"	"    7"
vimṛś	Verb	6	Ā	vimṛṣṭa			"Past Passive Participle"	"    7"
virecay	Verb	10	P.	virecita			"Past Passive Participle"	"    7"
vilakṣay	Verb	10	P.	vilakṣita			"Past Passive Participle"	"    7"
visphūrj	Verb	1	P.	visphūrjita			"Past Passive Participle"	"    7"
vyākṣip	Verb	6	Ā	vyākṣipta			"Past Passive Participle"	"    7"
saṁruh	Verb	1	P.	saṃrūḍha			"Past Passive Participle"	"    7"
saṁlakṣay	Verb	10	Ā	saṃlakṣita			"Past Passive Participle"	"    7"
saṁvartay	Verb	10	P.	saṃvartita			"Past Passive Participle"	"    7"
saṁkṛt	Verb	6	Ā	saṃkṛtta			"Past Passive Participle"	"    7"
saṁjanay	Verb	10	Ā	saṃjanita			"Past Passive Participle"	"    7"
saṁtvar	Verb	1	Ā	saṃtvarita			"Past Passive Participle"	"    7"
samabhityaj	Verb	1	P.	samabhityakta			"Past Passive Participle"	"    7"
samupekṣ	Verb	1	Ā	samupekṣita			"Past Passive Participle"	"    7"
sampracch	Verb	6	Ā	saṃpṛṣṭa			"Past Passive Participle"	"    7"
sampradiś	Verb	6	P.	sampradiṣṭa			"Past Passive Participle"	"    7"
sampramuh	Verb	4	P.	sampramūḍha			"Past Passive Participle"	"    7"
sampravṛdh	Verb	1	Ā	sampravṛddha			"Past Passive Participle"	"    7"
saṁpradarśay	Verb	10	P.	saṃpradarśita			"Past Passive Participle"	"    7"
śuśrūṣ	Verb	1	P.	śuśrūṣita			"Past Passive Participle"	"    7"
avakṣu	Verb	2	P.	avakṣuta			"Past Passive Participle"	"    7"
saṁmohay	Verb	10	P.	saṃmohita			"Past Passive Participle"	"    7"
pravāsay	Verb	10	P.	pravāsita			"Past Passive Participle"	"    7"
vedhay	Verb	10	Ā	vedhita			"Past Passive Participle"	"    7"
jijñās	Desid.	0	Ā	jijñāsita			"Past Passive Participle"	"    7"
upaśikṣ	Verb	6	Ā	upaśikṣita			"Past Passive Participle"	"    7"
dūrībhū	Verb	1	P.	dūrībhūta			"Past Passive Participle"	"    7"
ullāsay	Verb	10	P.	ullāsita			"Past Passive Participle"	"    7"
ākāray	Verb	10	P.	ākārita			"Past Passive Participle"	"    7"
abhinirmā	Verb	3	Ā	abhinirmita			"Past Passive Participle"	"    7"
abhyupāgam	Verb	1	P.	abhyupāgata			"Past Passive Participle"	"    7"
vinirvṛt	Verb	1	Ā	vinirvṛtta			"Past Passive Participle"	"    7"
paridhvaṁs	Verb	1	P.	paridhvasta			"Past Passive Participle"	"    7"
viṣṭambhay	Verb	10	Ā	viṣṭambhita			"Past Passive Participle"	"    7"
viniviś	Verb	6	Ā	viniviṣṭa			"Past Passive Participle"	"    7"
visrāvay	Verb	10	P.	visrāvita			"Past Passive Participle"	"    7"
dhāmay	Verb	10	P.	dhāmita			"Past Passive Participle"	"    7"
ākampay	Verb	10	Ā	ākampita			"Past Passive Participle"	"    7"
abhyucchri	Verb	1	P.	abhyucchrita			"Past Passive Participle"	"    7"
śailībhū	Verb	1	Ā	śailībhūta			"Past Passive Participle"	"    7"
dhavalay	Denom.	0	P.	dhavalita			"Past Passive Participle"	"    7"
saṁstambhay	Verb	10	Ā	saṃstambhita			"Past Passive Participle"	"    7"
vimokṣay	Verb	10	P.	vimokṣita			"Past Passive Participle"	"    7"
niḥśeṣay	Verb	10	P.	niḥśeṣita			"Past Passive Participle"	"    7"
