Лемма	Тип	Класс	Залог	Форма	Лицо	Число	Время/наклонение	Примеры
paryupās	Verb	4	P.	paryupāsita			"Past Passive Participle"	"   17"
pratigrah	Verb	9	Ā	pratigṛhīta			"Past Passive Participle"	"   17"
pratipūjay	Verb	10	Ā	pratipūjita			"Past Passive Participle"	"   17"
pradhvaṁs	Verb	1	Ā	pradhvasta			"Past Passive Participle"	"   17"
preṣ	Verb	4	P.	preṣita			"Past Passive Participle"	"   17"
vigāh	Verb	1	P.	vigāḍha			"Past Passive Participle"	"   17"
vicintay	Verb	10	Ā	vicintita			"Past Passive Participle"	"   17"
vitrāsay	Verb	10	P.	vitrāsita			"Past Passive Participle"	"   17"
vyāsañj	Verb	1	P.	vyāsakta			"Past Passive Participle"	"   17"
vyāhan	Verb	4	Ā	vyāhata			"Past Passive Participle"	"   17"
sambhañj	Verb	7	P.	saṃbhagna			"Past Passive Participle"	"   17"
visphāray	Verb	10	Ā	visphārita			"Past Passive Participle"	"   17"
saṁpuṭ	Verb	6	P.	saṃpuṭita			"Past Passive Participle"	"   17"
vyañjay	Verb	10	P.	vyañjita			"Past Passive Participle"	"   17"
nirvāsay	Verb	10	P.	nirvāsita			"Past Passive Participle"	"   17"
atipravṛdh	Verb	1	P.	atipravṛddha			"Past Passive Participle"	"   17"
saṁmānay	Verb	10	P.	saṃmānita			"Past Passive Participle"	"   17"
vilepay	Verb	10	P.	vilepita			"Past Passive Participle"	"   17"
paricyu	Verb	1	Ā	paricyuta			"Past Passive Participle"	"   17"
jarjarīkṛ	Verb	8	P.	jarjarīkṛta			"Past Passive Participle"	"   17"
prabhāvay	Verb	10	Ā	prabhāvita			"Past Passive Participle"	"   17"
abhiviśru	Verb	5	Ā	abhiviśruta			"Past Passive Participle"	"   17"
samudīr	Verb	2	Ā	samudīrṇa			"Past Passive Participle"	"   17"
styai	Verb	1	P.	styāna			"Past Passive Participle"	"   17"
vaṭakīkṛ	Verb	8	Ā	vaṭakīkṛta			"Past Passive Participle"	"   17"
abhiparī	Verb	2	Ā	abhiparīta			"Past Passive Participle"	"   17"
krīḍ	Verb	1	Ā	krīḍita			"Past Passive Participle"	"   16"
guṇṭhay	Verb	10	Ā	guṇṭhita			"Past Passive Participle"	"   16"
sū	Verb	1	Ā	sūta			"Past Passive Participle"	"   16"
śaṁs	Verb	2	Ā	śaṃsita			"Past Passive Participle"	"   16"
sā	Verb	6	Ā	sita			"Past Passive Participle"	"   16"
anusamprāp	Verb	5	Ā	anusaṃprāpta			"Past Passive Participle"	"   16"
avamānay	Verb	10	P.	avamānita			"Past Passive Participle"	"   16"
avalih	Verb	6	P.	avalīḍha			"Past Passive Participle"	"   16"
avasṛj	Verb	6	Ā	avasṛṣṭa			"Past Passive Participle"	"   16"
secay	Verb	10	Ā	secita			"Past Passive Participle"	"   16"
āsphoṭay	Verb	10	Ā	āsphoṭita			"Past Passive Participle"	"   16"
kleśay	Verb	10	Ā	kleśita			"Past Passive Participle"	"   16"
upaspṛś	Verb	6	Ā	upaspṛṣṭa			"Past Passive Participle"	"   16"
kaluṣīkṛ	Verb	8	P.	kaluṣīkṛta			"Past Passive Participle"	"   16"
nirbhartsay	Verb	10	P.	nirbhartsita			"Past Passive Participle"	"   16"
nirhṛ	Verb	1	Ā	nirhṛta			"Past Passive Participle"	"   16"
niṣpīḍay	Verb	10	P.	niṣpīḍita			"Past Passive Participle"	"   16"
parāhan	Verb	2	P.	parāhata			"Past Passive Participle"	"   16"
paritrā	Verb	4	P.	paritrāta			"Past Passive Participle"	"   16"
parimuc	Verb	6	Ā	parimukta			"Past Passive Participle"	"   16"
pratividhā	Verb	3	Ā	prativihita			"Past Passive Participle"	"   16"
pravibhaj	Verb	1	Ā	pravibhakta			"Past Passive Participle"	"   16"
prasādhay	Verb	10	Ā	prasādhita			"Past Passive Participle"	"   16"
vitṛp	Verb	4	Ā	vitṛpta			"Past Passive Participle"	"   16"
viśaṁs	Verb	1	P.	viśasta			"Past Passive Participle"	"   16"
samupe	Verb	2	P.	samupeta			"Past Passive Participle"	"   16"
vaṣaṭkṛ	Verb	8	P.	vaṣaṭkṛta			"Past Passive Participle"	"   16"
avacchad	Verb	1	P.	avacchanna			"Past Passive Participle"	"   16"
bhraṁśay	Verb	10	Ā	bhraṃśita			"Past Passive Participle"	"   16"
anugup	Verb	1	P.	anugupta			"Past Passive Participle"	"   16"
maṇḍalīkṛ	Verb	8	Ā	maṇḍalīkṛta			"Past Passive Participle"	"   16"
niṣkas	Verb	1	P.	niṣkasita			"Past Passive Participle"	"   16"
ghūrṇ	Verb	1	Ā	ghūrṇita			"Past Passive Participle"	"   15"
ghrā	Verb	3	Ā	ghrāta			"Past Passive Participle"	"   15"
rāj	Verb	2	P.	rājita			"Past Passive Participle"	"   15"
cāray	Verb	10	Ā	cārita			"Past Passive Participle"	"   15"
anunāday	Verb	10	P.	anunādita			"Past Passive Participle"	"   15"
māpay	Verb	10	Ā	māpita			"Past Passive Participle"	"   15"
apavarjay	Verb	10	P.	apavarjita			"Past Passive Participle"	"   15"
apavṛt	Verb	1	Ā	apavṛtta			"Past Passive Participle"	"   15"
apekṣ	Verb	1	Ā	apekṣita			"Past Passive Participle"	"   15"
ābhuj	Verb	6	P.	ābhugna			"Past Passive Participle"	"   15"
ālip	Verb	6	Ā	ālipta			"Past Passive Participle"	"   15"
āśliṣ	Verb	6	P.	āśliṣṭa			"Past Passive Participle"	"   15"
utkṛṣ	Verb	1	P.	utkṛṣṭa			"Past Passive Participle"	"   15"
udghuṣ	Verb	1	Ā	udghuṣṭa			"Past Passive Participle"	"   15"
udvah	Verb	1	Ā	udūḍha			"Past Passive Participle"	"   15"
unmuc	Verb	6	P.	unmukta			"Past Passive Participle"	"   15"
upagā	Verb	4	P.	upagīta			"Past Passive Participle"	"   15"
upacar	Verb	1	Ā	upacarita			"Past Passive Participle"	"   15"
upākṛ	Verb	8	Ā	upākṛta			"Past Passive Participle"	"   15"
dāpay	Verb	10	Ā	dāpita			"Past Passive Participle"	"   15"
nirvā	Verb	2	P.	nirvāṇa			"Past Passive Participle"	"   15"
niṣad	Verb	1	Ā	niṣatta			"Past Passive Participle"	"   15"
niṣṭap	Verb	1	P.	niṣṭapta			"Past Passive Participle"	"   15"
paripā	Verb	1	P.	paripīta			"Past Passive Participle"	"   15"
paripracch	Verb	6	Ā	paripṛṣṭa			"Past Passive Participle"	"   15"
pare	Verb	2	P.	pareta			"Past Passive Participle"	"   15"
prajñā	Verb	9	Ā	prajñāta			"Past Passive Participle"	"   15"
pratigam	Verb	1	Ā	pratigata			"Past Passive Participle"	"   15"
pratinivṛt	Verb	1	Ā	pratinivṛtta			"Past Passive Participle"	"   15"
pradah	Verb	4	Ā	pradagdha			"Past Passive Participle"	"   15"
pradīpay	Verb	10	P.	pradīpita			"Past Passive Participle"	"   15"
prabhāṣ	Verb	1	P.	prabhāṣita			"Past Passive Participle"	"   15"
pramath	Verb	1	Ā	pramathita			"Past Passive Participle"	"   15"
vipradru	Verb	1	P.	vipradruta			"Past Passive Participle"	"   15"
viyojay	Verb	10	Ā	viyojita			"Past Passive Participle"	"   15"
vyaparopay	Verb	10	P.	vyaparopita			"Past Passive Participle"	"   15"
saṁsev	Verb	1	Ā	saṃsevita			"Past Passive Participle"	"   15"
saṁtarpay	Verb	10	Ā	saṃtarpita			"Past Passive Participle"	"   15"
saṁdarśay	Verb	10	P.	saṃdarśita			"Past Passive Participle"	"   15"
samudvij	Verb	6	Ā	samudvigna			"Past Passive Participle"	"   15"
saṁlip	Verb	6	P.	saṃlipta			"Past Passive Participle"	"   15"
guṇīkṛ	Verb	8	P.	guṇīkṛta			"Past Passive Participle"	"   15"
asatkṛ	Verb	8	P.	asatkṛta			"Past Passive Participle"	"   15"
vilul	Verb	1	P.	vilulita			"Past Passive Participle"	"   15"
saṁbhāṣay	Verb	10	P.	saṃbhāṣita			"Past Passive Participle"	"   15"
paryāpad	Verb	4	Ā	paryāpanna			"Past Passive Participle"	"   15"
pratiprasrambh	Verb	1	Ā	pratiprasrabdha			"Past Passive Participle"	"   15"
khan	Verb	2	P.	khāta			"Past Passive Participle"	"   14"
viś	Verb	4	P.	viṣṭa			"Past Passive Participle"	"   14"
vāhay	Verb	10	Ā	vāhita			"Past Passive Participle"	"   14"
apadhvaṁs	Verb	1	P.	apadhvasta			"Past Passive Participle"	"   14"
tyājay	Verb	10	P.	tyājita			"Past Passive Participle"	"   14"
abhiprapad	Verb	4	Ā	abhiprapanna			"Past Passive Participle"	"   14"
abhiru	Verb	2	P.	abhiruta			"Past Passive Participle"	"   14"
abhisaṁkrudh	Verb	4	P.	abhisaṃkruddha			"Past Passive Participle"	"   14"
lolay	Verb	10	Ā	lolita			"Past Passive Participle"	"   14"
truṭ	Verb	4	P.	truṭita			"Past Passive Participle"	"   14"
grāhay	Verb	10	Ā	grāhita			"Past Passive Participle"	"   14"
avadhāray	Verb	10	Ā	avadhārita			"Past Passive Participle"	"   14"
ākruś	Verb	4	P.	ākruṣṭa			"Past Passive Participle"	"   14"
āmantray	Denom.	0	Ā	āmantrita			"Past Passive Participle"	"   14"
āsic	Verb	6	P.	āsikta			"Past Passive Participle"	"   14"
utkruś	Verb	1	Ā	utkruṣṭa			"Past Passive Participle"	"   14"
utsāday	Verb	10	Ā	utsādita			"Past Passive Participle"	"   14"
udgrah	Verb	9	Ā	udgṛhīta			"Past Passive Participle"	"   14"
upaniṣad	Verb	1	P.	upaniṣaṇṇa			"Past Passive Participle"	"   14"
ullikh	Verb	6	Ā	ullikhita			"Past Passive Participle"	"   14"
dravībhū	Verb	1	P.	dravībhūta			"Past Passive Participle"	"   14"
nirūh	Verb	1	P.	nirūḍha			"Past Passive Participle"	"   14"
niśri	Verb	1	P.	niśrita			"Past Passive Participle"	"   14"
nistṛ	Verb	1	P.	nistīrṇa			"Past Passive Participle"	"   14"
paridhā	Verb	3	Ā	parihita			"Past Passive Participle"	"   14"
parimlā	Verb	4	P.	parimlāna			"Past Passive Participle"	"   14"
pratyudyā	Verb	2	P.	pratyudyāta			"Past Passive Participle"	"   14"
pravyathay	Verb	10	P.	pravyathita			"Past Passive Participle"	"   14"
prahu	Verb	3	P.	prahuta			"Past Passive Participle"	"   14"
vici	Verb	5	P.	vicita			"Past Passive Participle"	"   14"
vinikṛ	Verb	8	Ā	vinikṛta			"Past Passive Participle"	"   14"
vinikṛ	Verb	6	P.	vinikīrṇa			"Past Passive Participle"	"   14"
vimath	Verb	9	Ā	vimathita			"Past Passive Participle"	"   14"
saṁśodhay	Verb	10	P.	saṃśodhita			"Past Passive Participle"	"   14"
saṁchāday	Verb	10	P.	saṃchādita			"Past Passive Participle"	"   14"
saṁjīvay	Verb	10	Ā	saṃjīvita			"Past Passive Participle"	"   14"
saṁdīp	Verb	4	Ā	saṃdīpta			"Past Passive Participle"	"   14"
samākṛṣ	Verb	6	P.	samākṛṣṭa			"Past Passive Participle"	"   14"
vipravyadh	Verb	4	Ā	vipraviddha			"Past Passive Participle"	"   14"
samuddhan	Verb	4	Ā	samuddhata			"Past Passive Participle"	"   14"
garj	Verb	1	Ā	garjita			"Past Passive Participle"	"   13"
rah	Verb	1	P.	rahita			"Past Passive Participle"	"   13"
anupreṣay	Verb	10	P.	anupreṣita			"Past Passive Participle"	"   13"
rud	Verb	1	P.	rudita			"Past Passive Participle"	"   13"
śak	Verb	4	P.	śakita			"Past Passive Participle"	"   13"
smāray	Verb	10	Ā	smārita			"Past Passive Participle"	"   13"
apāśri	Verb	1	P.	apāśrita			"Past Passive Participle"	"   13"
dyotay	Verb	10	P.	dyotita			"Past Passive Participle"	"   13"
sīv	Verb	4	P.	syūta			"Past Passive Participle"	"   13"
ācar	Verb	1	Ā	ācīrṇa			"Past Passive Participle"	"   13"
ādhū	Verb	9	Ā	ādhūta			"Past Passive Participle"	"   13"
ālamb	Verb	1	P.	ālambita			"Past Passive Participle"	"   13"
ucchvas	Verb	2	Ā	ucchvasita			"Past Passive Participle"	"   13"
udvartay	Verb	10	P.	udvartita			"Past Passive Participle"	"   13"
upajan	Verb	4	P.	upajāta			"Past Passive Participle"	"   13"
upanāmay	Verb	10	P.	upanāmita			"Past Passive Participle"	"   13"
nimā	Verb	3	Ā	nimita			"Past Passive Participle"	"   13"
nirvāhay	Verb	10	P.	nirvāhita			"Past Passive Participle"	"   13"
nirvyadh	Verb	4	P.	nirviddha			"Past Passive Participle"	"   13"
pariśiṣ	Verb	7	P.	pariśiṣṭa			"Past Passive Participle"	"   13"
prapat	Verb	1	Ā	prapatita			"Past Passive Participle"	"   13"
prayudh	Verb	4	P.	prayuddha			"Past Passive Participle"	"   13"
viceṣṭ	Verb	1	Ā	viceṣṭita			"Past Passive Participle"	"   13"
vidal	Verb	1	Ā	vidalita			"Past Passive Participle"	"   13"
vibodhay	Verb	10	P.	vibodhita			"Past Passive Participle"	"   13"
vimṛd	Verb	9	Ā	vimṛdita			"Past Passive Participle"	"   13"
saṁvibhaj	Verb	1	Ā	saṃvibhakta			"Past Passive Participle"	"   13"
saṁkīrtay	Verb	10	P.	saṃkīrtita			"Past Passive Participle"	"   13"
samīh	Verb	1	P.	samīhita			"Past Passive Participle"	"   13"
samuttṛ	Verb	1	P.	samuttīrṇa			"Past Passive Participle"	"   13"
samutpāday	Verb	10	P.	samutpādita			"Past Passive Participle"	"   13"
praśamay	Verb	10	P.	praśamita			"Past Passive Participle"	"   13"
samāpay	Verb	10	Ā	samāpita			"Past Passive Participle"	"   13"
vistāray	Verb	10	P.	vistārita			"Past Passive Participle"	"   13"
prāduṣkṛ	Verb	8	Ā	prāduṣkṛta			"Past Passive Participle"	"   13"
vidṛ	Verb	4	P.	vidīrṇa			"Past Passive Participle"	"   13"
pariklid	Verb	4	Ā	pariklinna			"Past Passive Participle"	"   13"
vimukhīkṛ	Verb	8	P.	vimukhīkṛta			"Past Passive Participle"	"   13"
paryavanah	Verb	4	P.	paryavanaddha			"Past Passive Participle"	"   13"
pluṣ	Verb	4	P.	pluṣṭa			"Past Passive Participle"	"   13"
parimārjay	Verb	10	Ā	parimārjita			"Past Passive Participle"	"   13"
uṣṇībhū	Verb	1	Ā	uṣṇībhūta			"Past Passive Participle"	"   13"
nāth	Verb	1	P.	nāthita			"Past Passive Participle"	"   13"
ujh	Verb	6	P.	ujhita			"Past Passive Participle"	"   12"
gur	Verb	6	Ā	gūrta			"Past Passive Participle"	"   12"
añjay	Verb	10	P.	añjita			"Past Passive Participle"	"   12"
nū	Verb	1	P.	nuta			"Past Passive Participle"	"   12"
vījay	Verb	10	P.	vījita			"Past Passive Participle"	"   12"
anuśaṁs	Verb	1	P.	anuśasta			"Past Passive Participle"	"   12"
anuṣañj	Verb	1	Ā	anuṣakta			"Past Passive Participle"	"   12"
apacyu	Verb	1	Ā	apacyuta			"Past Passive Participle"	"   12"
marṣay	Verb	10	Ā	marṣita			"Past Passive Participle"	"   12"
abhikāṅkṣ	Verb	1	Ā	abhikāṅkṣita			"Past Passive Participle"	"   12"
abhivāñch	Verb	1	P.	abhivāñchita			"Past Passive Participle"	"   12"
abhisaṁdhā	Verb	3	Ā	abhisaṃhita			"Past Passive Participle"	"   12"
abhihu	Verb	3	P.	abhihuta			"Past Passive Participle"	"   12"
abhyavahṛ	Verb	1	Ā	abhyavahṛta			"Past Passive Participle"	"   12"
gharṣay	Verb	10	P.	gharṣita			"Past Passive Participle"	"   12"
avapīḍay	Verb	10	P.	avapīḍita			"Past Passive Participle"	"   12"
ākulīkṛ	Verb	8	P.	ākulīkṛta			"Past Passive Participle"	"   12"
ādā	Verb	4	Ā	ādatta			"Past Passive Participle"	"   12"
ālī	Verb	4	Ā	ālīna			"Past Passive Participle"	"   12"
unnah	Verb	4	P.	unnaddha			"Past Passive Participle"	"   12"
unmiṣ	Verb	6	P.	unmiṣita			"Past Passive Participle"	"   12"
unmūlay	Verb	10	Ā	unmūlita			"Past Passive Participle"	"   12"
upanibandh	Verb	9	P.	upanibaddha			"Past Passive Participle"	"   12"
upayojay	Verb	10	P.	upayojita			"Past Passive Participle"	"   12"
upasaṁhṛ	Verb	1	Ā	upasaṃhṛta			"Past Passive Participle"	"   12"
upāhṛ	Verb	1	P.	upāhṛta			"Past Passive Participle"	"   12"
niḥsru	Verb	1	P.	niḥsruta			"Past Passive Participle"	"   12"
nipā	Verb	1	P.	nipīta			"Past Passive Participle"	"   12"
niryātay	Verb	10	P.	niryātita			"Past Passive Participle"	"   12"
nirvac	Verb	3	P.	nirukta			"Past Passive Participle"	"   12"
niścāray	Verb	10	P.	niścārita			"Past Passive Participle"	"   12"
parisamāp	Verb	5	Ā	parisamāpta			"Past Passive Participle"	"   12"
parihā	Verb	3	Ā	parihīna			"Past Passive Participle"	"   12"
prakaṭay	Denom.	0	P.	prakaṭita			"Past Passive Participle"	"   12"
pragā	Verb	4	Ā	pragīta			"Past Passive Participle"	"   12"
pracchāday	Verb	10	P.	pracchādita			"Past Passive Participle"	"   12"
pratāpay	Verb	10	P.	pratāpita			"Past Passive Participle"	"   12"
pratyāhṛ	Verb	2	P.	pratyāhṛta			"Past Passive Participle"	"   12"
pratyudgam	Verb	1	P.	pratyudgata			"Past Passive Participle"	"   12"
pradakṣiṇīkṛ	Verb	8	P.	pradakṣiṇīkṛta			"Past Passive Participle"	"   12"
pradham	Verb	1	P.	pradhmāta			"Past Passive Participle"	"   12"
prapūray	Verb	10	P.	prapūrita			"Past Passive Participle"	"   12"
prabhraṁś	Verb	4	P.	prabhraṣṭa			"Past Passive Participle"	"   12"
pramuh	Verb	4	Ā	pramūḍha			"Past Passive Participle"	"   12"
pralabh	Verb	1	Ā	pralabdha			"Past Passive Participle"	"   12"
prahṛ	Verb	2	P.	prahṛta			"Past Passive Participle"	"   12"
prekṣ	Verb	1	P.	prekṣita			"Past Passive Participle"	"   12"
vivas	Verb	1	P.	vyuṣṭa			"Past Passive Participle"	"   12"
viśeṣay	Verb	10	Ā	viśeṣita			"Past Passive Participle"	"   12"
vyutthā	Verb	1	Ā	vyutthita			"Past Passive Participle"	"   12"
saṁśru	Verb	5	Ā	saṃśruta			"Past Passive Participle"	"   12"
saṁsīv	Verb	4	P.	saṃsyūta			"Past Passive Participle"	"   12"
saṁstṛ	Verb	1	P.	saṃstīrṇa			"Past Passive Participle"	"   12"
samāhṛ	Verb	2	P.	samāhṛta			"Past Passive Participle"	"   12"
samucchid	Verb	7	P.	samucchinna			"Past Passive Participle"	"   12"
samupaviś	Verb	6	P.	samupaviṣṭa			"Past Passive Participle"	"   12"
sampīḍay	Verb	10	P.	saṃpīḍita			"Past Passive Participle"	"   12"
samprayā	Verb	2	P.	samprayāta			"Past Passive Participle"	"   12"
samprasū	Verb	4	P.	samprasūta			"Past Passive Participle"	"   12"
samudbhram	Verb	1	P.	samudbhrānta			"Past Passive Participle"	"   12"
saṁdhukṣay	Verb	10	P.	saṃdhukṣita			"Past Passive Participle"	"   12"
samarcay	Verb	10	P.	samarcita			"Past Passive Participle"	"   12"
ghaṭay	Verb	10	Ā	ghaṭita			"Past Passive Participle"	"   12"
uparañj	Verb	4	P.	uparakta			"Past Passive Participle"	"   12"
śāyay	Verb	10	P.	śāyita			"Past Passive Participle"	"   12"
saṁkṣobhay	Verb	10	Ā	saṃkṣobhita			"Past Passive Participle"	"   12"
śakalīkṛ	Verb	8	Ā	śakalīkṛta			"Past Passive Participle"	"   12"
atipīḍay	Verb	10	P.	atipīḍita			"Past Passive Participle"	"   12"
abhyarday	Verb	10	P.	abhyardita			"Past Passive Participle"	"   12"
samāyat	Verb	1	Ā	samāyatta			"Past Passive Participle"	"   12"
īps	Desid.	0	Ā	īpsita			"Past Passive Participle"	"   12"
viḍambay	Verb	10	P.	viḍambita			"Past Passive Participle"	"   12"
bahulīkṛ	Verb	8	P.	bahulīkṛta			"Past Passive Participle"	"   12"
kuñc	Verb	1	P.	kuñcita			"Past Passive Participle"	"   11"
tam	Verb	4	Ā	tānta			"Past Passive Participle"	"   11"
sṛ	Verb	3	Ā	sṛta			"Past Passive Participle"	"   11"
atipravṛt	Verb	1	Ā	atipravṛtta			"Past Passive Participle"	"   11"
atisṛj	Verb	6	Ā	atisṛṣṭa			"Past Passive Participle"	"   11"
atisev	Verb	1	Ā	atisevita			"Past Passive Participle"	"   11"
anukram	Verb	1	Ā	anukrānta			"Past Passive Participle"	"   11"
lambhay	Verb	10	P.	lambhita			"Past Passive Participle"	"   11"
tarjay	Verb	10	Ā	tarjita			"Past Passive Participle"	"   11"
abhiyā	Verb	2	P.	abhiyāta			"Past Passive Participle"	"   11"
śrī	Verb	4	P.	śrāta			"Past Passive Participle"	"   11"
abhisaṁśri	Verb	1	P.	abhisaṃśrita			"Past Passive Participle"	"   11"
bhās	Verb	1	Ā	bhāsita			"Past Passive Participle"	"   11"
avacāray	Verb	10	Ā	avacārita			"Past Passive Participle"	"   11"
ānand	Verb	1	P.	ānandita			"Past Passive Participle"	"   11"
āyuj	Verb	7	Ā	āyukta			"Past Passive Participle"	"   11"
ālocay	Verb	10	Ā	ālocita			"Past Passive Participle"	"   11"
ucchid	Verb	7	P.	ucchinna			"Past Passive Participle"	"   11"
utkṛt	Verb	6	Ā	utkṛtta			"Past Passive Participle"	"   11"
udbandh	Verb	9	P.	udbaddha			"Past Passive Participle"	"   11"
udvejay	Verb	10	Ā	udvejita			"Past Passive Participle"	"   11"
upadarśay	Verb	10	P.	upadarśita			"Past Passive Participle"	"   11"
ullas	Verb	1	P.	ullasita			"Past Passive Participle"	"   11"
niṣpāday	Verb	10	P.	niṣpādita			"Past Passive Participle"	"   11"
parikram	Verb	6	P.	parikrānta			"Past Passive Participle"	"   11"
paripṛ	Verb	9	P.	paripūrita			"Past Passive Participle"	"   11"
parivṛt	Verb	1	Ā	parivṛtta			"Past Passive Participle"	"   11"
paryāgam	Verb	1	P.	paryāgata			"Past Passive Participle"	"   11"
prakamp	Verb	1	P.	prakampita			"Past Passive Participle"	"   11"
prativap	Verb	1	P.	pratyupta			"Past Passive Participle"	"   11"
pravā	Verb	4	P.	pravāta			"Past Passive Participle"	"   11"
prāś	Verb	1	Ā	prāśita			"Past Passive Participle"	"   11"
vighaṭṭay	Verb	10	P.	vighaṭṭita			"Past Passive Participle"	"   11"
vical	Verb	1	Ā	vicalita			"Past Passive Participle"	"   11"
vinikṛt	Verb	6	P.	vinikṛtta			"Past Passive Participle"	"   11"
viniyam	Verb	1	P.	viniyata			"Past Passive Participle"	"   11"
vipravas	Verb	1	P.	viproṣita			"Past Passive Participle"	"   11"
viṣā	Verb	6	Ā	viṣita			"Past Passive Participle"	"   11"
vyāvyadh	Verb	4	P.	vyāviddha			"Past Passive Participle"	"   11"
saṁvad	Verb	1	Ā	samudita			"Past Passive Participle"	"   11"
samabhiplu	Verb	1	Ā	samabhipluta			"Past Passive Participle"	"   11"
samāropay	Verb	10	P.	samāropita			"Past Passive Participle"	"   11"
samutsṛj	Verb	6	Ā	samutsṛṣṭa			"Past Passive Participle"	"   11"
prakaṭīkṛ	Verb	8	P.	prakaṭīkṛta			"Past Passive Participle"	"   11"
mukharay	Denom.	0	P.	mukharita			"Past Passive Participle"	"   11"
pratiniyam	Verb	1	P.	pratiniyata			"Past Passive Participle"	"   11"
sukhay	Denom.	0	P.	sukhita			"Past Passive Participle"	"   11"
kheday	Verb	10	Ā	khedita			"Past Passive Participle"	"   11"
prīṇay	Verb	10	Ā	prīṇita			"Past Passive Participle"	"   11"
saṁkrāmay	Verb	10	Ā	saṃkrāmita			"Past Passive Participle"	"   11"
adhimuc	Verb	6	P.	adhimukta			"Past Passive Participle"	"   11"
sthirībhū	Verb	1	P.	sthirībhūta			"Past Passive Participle"	"   11"
saṁkṣubh	Verb	4	Ā	saṃkṣubdha			"Past Passive Participle"	"   11"
śithilīkṛ	Verb	8	Ā	śithilīkṛta			"Past Passive Participle"	"   11"
upasaṁskṛ	Verb	8	Ā	upasaṃskṛta			"Past Passive Participle"	"   11"
nartay	Verb	10	Ā	nartita			"Past Passive Participle"	"   11"
vyākulīkṛ	Verb	8	Ā	vyākulīkṛta			"Past Passive Participle"	"   11"
parīvṛ	Verb	5	Ā	parīvṛta			"Past Passive Participle"	"   11"
ās	Verb	4	P.	āsita			"Past Passive Participle"	"   10"
kūj	Verb	1	Ā	kūjita			"Past Passive Participle"	"   10"
kṣi	Verb	9	Ā	kṣita			"Past Passive Participle"	"   10"
nud	Verb	2	P.	nutta			"Past Passive Participle"	"   10"
loḍay	Verb	10	P.	loḍita			"Past Passive Participle"	"   10"
adhikṣip	Verb	6	P.	adhikṣipta			"Past Passive Participle"	"   10"
adhyavaso	Verb	6	P.	adhyavasita			"Past Passive Participle"	"   10"
śuc	Verb	6	P.	śukta			"Past Passive Participle"	"   10"
ramay	Verb	10	Ā	ramita			"Past Passive Participle"	"   10"
rādh	Verb	5	Ā	rāddha			"Past Passive Participle"	"   10"
dṛh	Verb	4	Ā	dṛḍha			"Past Passive Participle"	"   10"
apavāhay	Verb	10	P.	apavāhita			"Past Passive Participle"	"   10"
apasāray	Verb	10	P.	apasārita			"Past Passive Participle"	"   10"
abhiniḥsṛ	Verb	1	Ā	abhiniḥsṛta			"Past Passive Participle"	"   10"
abhiniṣkram	Verb	1	P.	abhiniṣkrānta			"Past Passive Participle"	"   10"
noday	Verb	10	P.	nodita			"Past Passive Participle"	"   10"
abhibhāṣ	Verb	1	P.	abhibhāṣita			"Past Passive Participle"	"   10"
lakṣ	Verb	1	Ā	lakṣita			"Past Passive Participle"	"   10"
abhivikhyā	Verb	2	P.	abhivikhyāta			"Past Passive Participle"	"   10"
abhiśap	Verb	1	P.	abhiśapta			"Past Passive Participle"	"   10"
abhyukṣ	Verb	6	P.	abhyukṣita			"Past Passive Participle"	"   10"
avaji	Verb	1	Ā	avajita			"Past Passive Participle"	"   10"
avanāmay	Verb	10	P.	avanāmita			"Past Passive Participle"	"   10"
avapad	Verb	4	Ā	avapanna			"Past Passive Participle"	"   10"
rad	Verb	1	Ā	radita			"Past Passive Participle"	"   10"
āveṣṭay	Verb	10	Ā	āveṣṭita			"Past Passive Participle"	"   10"
unnī	Verb	1	Ā	unnīta			"Past Passive Participle"	"   10"
upakﾱp	Verb	1	Ā	upakﾱpta			"Past Passive Participle"	"   10"
upasad	Verb	1	Ā	upasanna			"Past Passive Participle"	"   10"
upastṛ	Verb	9	Ā	upastīrṇa			"Past Passive Participle"	"   10"
nigṛ	Verb	9	P.	nigīrṇa			"Past Passive Participle"	"   10"
pariśaṅk	Verb	1	P.	pariśaṅkita			"Past Passive Participle"	"   10"
pariśri	Verb	1	P.	pariśrita			"Past Passive Participle"	"   10"
parihṛ	Verb	1	Ā	parihṛta			"Past Passive Participle"	"   10"
piṇḍīkṛ	Verb	8	P.	piṇḍīkṛta			"Past Passive Participle"	"   10"
praghātay	Verb	10	P.	praghātita			"Past Passive Participle"	"   10"
pratinand	Verb	1	Ā	pratinandita			"Past Passive Participle"	"   10"
pratyabhijñā	Verb	9	Ā	pratyabhijñāta			"Past Passive Participle"	"   10"
pratyāśvas	Verb	2	P.	pratyāśvasta			"Past Passive Participle"	"   10"
prapūjay	Verb	10	P.	prapūjita			"Past Passive Participle"	"   10"
prasaṁkhyā	Verb	2	P.	prasaṃkhyāta			"Past Passive Participle"	"   10"
vikopay	Verb	10	P.	vikopita			"Past Passive Participle"	"   10"
vidaṁś	Verb	1	P.	vidaṣṭa			"Past Passive Participle"	"   10"
vilas	Verb	1	P.	vilasita			"Past Passive Participle"	"   10"
vilokay	Verb	10	Ā	vilokita			"Past Passive Participle"	"   10"
vivartay	Verb	10	P.	vivartita			"Past Passive Participle"	"   10"
vyādā	Verb	3	P.	vyātta			"Past Passive Participle"	"   10"
