lemma_slp1,lemma_iast,shared_ref,sigil,source_dict,inheritor,dcs_text,dcs_text_id,dcs_locus,status,lemma_present,reason,note
kAYcanezuDi,kāñcaneṣudhi,HARIV. 1683,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAlAmra,kālāmra,HARIV. 8653,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8653 exceeds DCS total verses 6073 (vulgate vs critical edition),
kApaTa,kāpatha,HARIV. 14287,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14287 exceeds DCS total verses 6073 (vulgate vs critical edition),
kArzRi,kārṣṇi,HARIV. 9209,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9209 exceeds DCS total verses 6073 (vulgate vs critical edition),
kESava,kaiśava,HARIV. 15377,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15377 exceeds DCS total verses 6073 (vulgate vs critical edition),
karzaRIya,karṣaṇīya,HARIV. 14459,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14459 exceeds DCS total verses 6073 (vulgate vs critical edition),
kelikila,kelikila,HARIV. 3380,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfmin,kṛmin,HARIV. 11327,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11327 exceeds DCS total verses 6073 (vulgate vs critical edition),
kfzRa,kṛṣṇa,HARIV. 11089,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11089 exceeds DCS total verses 6073 (vulgate vs critical edition),
kovidAra,kovidāra,HARIV. 7169,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7169 exceeds DCS total verses 6073 (vulgate vs critical edition),
krozwu,kroṣṭu,HARIV. 1906,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kuRqalin,kuṇḍalin,HARIV. 4664,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kubera,kubera,HARIV. 13131,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 13131 exceeds DCS total verses 6073 (vulgate vs critical edition),
kukura,kukura,HARIV. 2030,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kzIroda,kṣīroda,HARIV. 12834,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12834 exceeds DCS total verses 6073 (vulgate vs critical edition),
kzemaka,kṣemaka,HARIV. 1749,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
nikazA,nikaṣā,HARIV. 16038,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 16038 exceeds DCS total verses 6073 (vulgate vs critical edition),
pAraga,pāraga,HARIV. 11565,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11565 exceeds DCS total verses 6073 (vulgate vs critical edition),
prativyUha,prativyūha,HARIV. 3605,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
priyasaMgamana,priyasaṃgamana,HARIV. 7647,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7647 exceeds DCS total verses 6073 (vulgate vs critical edition),
raB,rabh,HARIV. 8106,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8106 exceeds DCS total verses 6073 (vulgate vs critical edition),
saMgamaka,saṃgamaka,HARIV. 8992,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8992 exceeds DCS total verses 6073 (vulgate vs critical edition),
tAlavana,tālavana,HARIV. 3704,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tAlu,tālu,HARIV. 14273,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14273 exceeds DCS total verses 6073 (vulgate vs critical edition),
tAmarasa,tāmarasa,HARIV. 5771,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tAmrapuzpa,tāmrapuṣpa,HARIV. 12003,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12003 exceeds DCS total verses 6073 (vulgate vs critical edition),
tApana,tāpana,HARIV. 9427,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9427 exceeds DCS total verses 6073 (vulgate vs critical edition),
tArApati,tārāpati,HARIV. 10052,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10052 exceeds DCS total verses 6073 (vulgate vs critical edition),
tURaka,tūṇaka,CHANDOM. 77,CHANDOM,PWG,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
talatra,talatra,HARIV. 13373,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 13373 exceeds DCS total verses 6073 (vulgate vs critical edition),
tapoBft,tapobhṛt,HARIV. 4849,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tapoDfti,tapodhṛti,HARIV. 483,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tapovAsa,tapovāsa,HARIV. 5168,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tarakzu,tarakṣu,HARIV. 9373,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9373 exceeds DCS total verses 6073 (vulgate vs critical edition),
tarj,tarj,HARIV. 11166,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11166 exceeds DCS total verses 6073 (vulgate vs critical edition),
taskara,taskara,HARIV. 5180,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
titIrzu,titīrṣu,HARIV. 5182,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
trESaNkava,traiśaṅkava,HARIV. 755,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
trEpura,traipura,HARIV. 7443,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7443 exceeds DCS total verses 6073 (vulgate vs critical edition),
trEvikrama,traivikrama,HARIV. 3168,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tretA,tretā,HARIV. 1410,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
triSarIrin,triśarīrin,HARIV. 14982,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14982 exceeds DCS total verses 6073 (vulgate vs critical edition),
triloka,triloka,HARIV. 11303,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11303 exceeds DCS total verses 6073 (vulgate vs critical edition),
trivikrama,trivikrama,HARIV. 2641,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
ullApya,ullāpya,SĀH. 545,SĀH,PWG,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
upaniveSa,upaniveśa,HARIV. 8962,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8962 exceeds DCS total verses 6073 (vulgate vs critical edition),
vftta,vṛtta,HARIV. 335,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
vilocana,vilocana,HARIV. 14943,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14943 exceeds DCS total verses 6073 (vulgate vs critical edition),
AKyA,ākhyā,HARIV. 515,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
AkrIqa,ākrīḍa,HARIV. 1835,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
Cadana,chadana,HARIV. 12671,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12671 exceeds DCS total verses 6073 (vulgate vs critical edition),
Calaka,chalaka,HARIV. 11476,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11476 exceeds DCS total verses 6073 (vulgate vs critical edition),
Cavi,chavi,HARIV. 15709,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15709 exceeds DCS total verses 6073 (vulgate vs critical edition),
Cid,chid,HARIV. 4774,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
Danva,dhanva,HARIV. 7315,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7315 exceeds DCS total verses 6073 (vulgate vs critical edition),
Darzaka,dharṣaka,HARIV. 8844,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8844 exceeds DCS total verses 6073 (vulgate vs critical edition),
Dava,dhava,HARIV. 14952,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14952 exceeds DCS total verses 6073 (vulgate vs critical edition),
GaRwAkarRa,ghaṇṭākarṇa,HARIV. 14849,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14849 exceeds DCS total verses 6073 (vulgate vs critical edition),
GaRwa,ghaṇṭa,HARIV. 14884,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14884 exceeds DCS total verses 6073 (vulgate vs critical edition),
GanAGana,ghanāghana,HARIV. 4759,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
GarmamAsa,gharmamāsa,HARIV. 3545,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
GawiGawa,ghaṭighaṭa,HARIV. 14884,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14884 exceeds DCS total verses 6073 (vulgate vs critical edition),
Gawwana,ghaṭṭana,HARIV. 14581,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14581 exceeds DCS total verses 6073 (vulgate vs critical edition),
GoRA,ghoṇā,HARIV. 12363,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12363 exceeds DCS total verses 6073 (vulgate vs critical edition),
Koraka,khoraka,HARIV. 10555,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10555 exceeds DCS total verses 6073 (vulgate vs critical edition),
SfNga,śṛṅga,HARIV. 6424,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6424 exceeds DCS total verses 6073 (vulgate vs critical edition),
aSvahanu,aśvahanu,HARIV. 1943,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
aSvatTAman,aśvatthāman,HARIV. 453,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
asadgrAha,asadgrāha,HARIV. 15479,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15479 exceeds DCS total verses 6073 (vulgate vs critical edition),
asfj,asṛj,HARIV. 9296,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9296 exceeds DCS total verses 6073 (vulgate vs critical edition),
avarUpa,avarūpa,KAUŚ. 130,KAUŚ,PWG,MW,Kauśikasūtra,71,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cArunetra,cārunetra,HARIV. 11789,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11789 exceeds DCS total verses 6073 (vulgate vs critical edition),
cEtraraTi,caitrarathi,HARIV. 1972,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cIcIkUcI,cīcīkūcī,HARIV. 1146,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cInAMSuka,cīnāṃśuka,HARIV. 12745,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12745 exceeds DCS total verses 6073 (vulgate vs critical edition),
caYcu,cañcu,HARIV. 758,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cakradeva,cakradeva,HARIV. 6626,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6626 exceeds DCS total verses 6073 (vulgate vs critical edition),
cakrapARi,cakrapāṇi,HARIV. 8193,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8193 exceeds DCS total verses 6073 (vulgate vs critical edition),
calatva,calatva,HARIV. 2893,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
campa,campa,HARIV. 1699,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
candraSeKara,candraśekhara,HARIV. 14838,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14838 exceeds DCS total verses 6073 (vulgate vs critical edition),
candranABa,candranābha,HARIV. 16254,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 16254 exceeds DCS total verses 6073 (vulgate vs critical edition),
capalaka,capalaka,HARIV. 4546,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cara,cara,HARIV. 10316,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10316 exceeds DCS total verses 6073 (vulgate vs critical edition),
caraRapAta,caraṇapāta,HARIV. 13607,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 13607 exceeds DCS total verses 6073 (vulgate vs critical edition),
carmin,carmin,HARIV. 1863,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
catuHsama,catuḥsama,HARIV. 14779,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14779 exceeds DCS total verses 6073 (vulgate vs critical edition),
caturTaka,caturthaka,HARIV. 10555,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10555 exceeds DCS total verses 6073 (vulgate vs critical edition),
ced,ced,HARIV. 11308,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11308 exceeds DCS total verses 6073 (vulgate vs critical edition),
cela,cela,HARIV. 7946,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7946 exceeds DCS total verses 6073 (vulgate vs critical edition),
cetana,cetana,HARIV. 3587,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
ciKAdizu,cikhādiṣu,HARIV. 16004,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 16004 exceeds DCS total verses 6073 (vulgate vs critical edition),
citra,citra,HARIV. 15652,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15652 exceeds DCS total verses 6073 (vulgate vs critical edition),
citraka,citraka,HARIV. 7074,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7074 exceeds DCS total verses 6073 (vulgate vs critical edition),
citrapratikfti,citrapratikṛti,HARIV. 7812,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7812 exceeds DCS total verses 6073 (vulgate vs critical edition),
citrasena,citrasena,HARIV. 889,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cur,cur,HARIV. 11146,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11146 exceeds DCS total verses 6073 (vulgate vs critical edition),
dA,dā,HARIV. 15741,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15741 exceeds DCS total verses 6073 (vulgate vs critical edition),
dASaraTi,dāśarathi,HARIV. 1697,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
dAkziRAtya,dākṣiṇātya,HARIV. 6200,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6200 exceeds DCS total verses 6073 (vulgate vs critical edition),
dArdura,dārdura,HARIV. 4162,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
dAtftva,dātṛtva,HARIV. 14414,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14414 exceeds DCS total verses 6073 (vulgate vs critical edition),
dEvakzatri,daivakṣatri,HARIV. 1994,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
dIkzAmaya,dīkṣāmaya,HARIV. 2115,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
dUzaka,dūṣaka,HARIV. 5635,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
dah,dah,HARIV. 8726,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8726 exceeds DCS total verses 6073 (vulgate vs critical edition),
dakziRApaTa,dakṣiṇāpatha,HARIV. 5289,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
darpin,darpin,HARIV. 15606,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15606 exceeds DCS total verses 6073 (vulgate vs critical edition),
dasra,dasra,HARIV. 601,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
dayA,dayā,HARIV. 8486,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8486 exceeds DCS total verses 6073 (vulgate vs critical edition),
devAtideva,devātideva,HARIV. 8814,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8814 exceeds DCS total verses 6073 (vulgate vs critical edition),
devagAnDAra,devagāndhāra,HARIV. 8689,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8689 exceeds DCS total verses 6073 (vulgate vs critical edition),
dinAgama,dināgama,HARIV. 4287,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
duHsnAna,duḥsnāna,HARIV. 3413,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
duHspfSa,duḥspṛśa,HARIV. 3645,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gARqIva,gāṇḍīva,HARIV. 9798,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9798 exceeds DCS total verses 6073 (vulgate vs critical edition),
gAndinI,gāndinī,HARIV. 1912,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gOtama,gautama,HARIV. 1788,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
garBavasati,garbhavasati,HARIV. 3312,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
goBAnu,gobhānu,HARIV. 1830,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gopAyana,gopāyana,HARIV. 2142,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gopati,gopati,HARIV. 4067,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
guRa,guṇa,HARIV. 509,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jAlapAda,jālapāda,HARIV. 8610,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8610 exceeds DCS total verses 6073 (vulgate vs critical edition),
jAtUkarRa,jātūkarṇa,HARIV. 2364,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jIvaka,jīvaka,HARIV. 4484,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jIvaputra,jīvaputra,HARIV. 7848,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7848 exceeds DCS total verses 6073 (vulgate vs critical edition),
jYA,jñā,HARIV. 7095,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7095 exceeds DCS total verses 6073 (vulgate vs critical edition),
jYAtiBeda,jñātibheda,HARIV. 7304,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7304 exceeds DCS total verses 6073 (vulgate vs critical edition),
jYAtikArya,jñātikārya,HARIV. 9085,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9085 exceeds DCS total verses 6073 (vulgate vs critical edition),
jalOkas,jalaukas,HARIV. 1215,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jalaDAra,jaladhāra,HARIV. 12405,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12405 exceeds DCS total verses 6073 (vulgate vs critical edition),
jaladakzaya,jaladakṣaya,HARIV. 3825,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
