lemma_slp1,lemma_iast,shared_ref,sigil,source_dict,inheritor,dcs_text,dcs_text_id,dcs_locus,status,lemma_present,reason,note
jaladardura,jaladardura,HARIV. 8427,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8427 exceeds DCS total verses 6073 (vulgate vs critical edition),
jalakrIqA,jalakrīḍā,HARIV. 7120,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7120 exceeds DCS total verses 6073 (vulgate vs critical edition),
jalavAdita,jalavādita,HARIV. 8426,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8426 exceeds DCS total verses 6073 (vulgate vs critical edition),
jalayantra,jalayantra,HARIV. 8425,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8425 exceeds DCS total verses 6073 (vulgate vs critical edition),
jalayantraka,jalayantraka,HARIV. 8432,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8432 exceeds DCS total verses 6073 (vulgate vs critical edition),
jaleSaya,jaleśaya,HARIV. 14348,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14348 exceeds DCS total verses 6073 (vulgate vs critical edition),
jamBa,jambha,HARIV. 12461,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12461 exceeds DCS total verses 6073 (vulgate vs critical edition),
jambUla,jambūla,HARIV. 5371,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jani,jani,HARIV. 11979,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11979 exceeds DCS total verses 6073 (vulgate vs critical edition),
janmAspada,janmāspada,HARIV. 14653,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14653 exceeds DCS total verses 6073 (vulgate vs critical edition),
janmaBUmi,janmabhūmi,HARIV. 5747,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
janyu,janyu,HARIV. 7092,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7092 exceeds DCS total verses 6073 (vulgate vs critical edition),
jaras,jaras,HARIV. 9203,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9203 exceeds DCS total verses 6073 (vulgate vs critical edition),
jawa,jaṭa,HARIV. 9551,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9551 exceeds DCS total verses 6073 (vulgate vs critical edition),
jayatsena,jayatsena,HARIV. 1516,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kASya,kāśya,HARIV. 1521,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kASyaka,kāśyaka,HARIV. 1520,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAkocCvAsa,kākocchvāsa,HARIV. 4510,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAlaSambara,kālaśambara,HARIV. 9210,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9210 exceeds DCS total verses 6073 (vulgate vs critical edition),
kAlanABa,kālanābha,HARIV. 195,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kAlavfkzIya,kālavṛkṣīya,HARIV. 9570,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9570 exceeds DCS total verses 6073 (vulgate vs critical edition),
kAnizWya,kāniṣṭhya,HARIV. 113,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kArIza,kārīṣa,HARIV. 4355,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kESoraka,kaiśoraka,HARIV. 4081,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kEtava,kaitava,HARIV. 7095,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7095 exceeds DCS total verses 6073 (vulgate vs critical edition),
kONkuma,kauṅkuma,HARIV. 7072,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7072 exceeds DCS total verses 6073 (vulgate vs critical edition),
kaSeru,kaśeru,HARIV. 6793,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6793 exceeds DCS total verses 6073 (vulgate vs critical edition),
kakudmin,kakudmin,HARIV. 644,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
karavIra,karavīra,HARIV. 5230,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfta,kṛta,HARIV. 1080,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kfzRagrIva,kṛṣṇagrīva,HARIV. 9874,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9874 exceeds DCS total verses 6073 (vulgate vs critical edition),
kfzRaveRA,kṛṣṇaveṇā,HARIV. 12825,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12825 exceeds DCS total verses 6073 (vulgate vs critical edition),
kuSAgra,kuśāgra,HARIV. 1807,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kuSa,kuśa,HARIV. 822,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kuSeSaya,kuśeśaya,HARIV. 8428,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8428 exceeds DCS total verses 6073 (vulgate vs critical edition),
kulya,kulya,HARIV. 2098,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kzepya,kṣepya,HARIV. 7524,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7524 exceeds DCS total verses 6073 (vulgate vs critical edition),
mAnamaya,mānamaya,HARIV. 8455,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8455 exceeds DCS total verses 6073 (vulgate vs critical edition),
mara,mara,HARIV. 8464,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8464 exceeds DCS total verses 6073 (vulgate vs critical edition),
niDana,nidhana,HARIV. 4846,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
nirvizaya,nirviṣaya,HARIV. 3645,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
pAdaSeza,pādaśeṣa,HARIV. 16218,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 16218 exceeds DCS total verses 6073 (vulgate vs critical edition),
pAdavigraha,pādavigraha,HARIV. 12030,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12030 exceeds DCS total verses 6073 (vulgate vs critical edition),
prAgdeSa,prāgdeśa,HARIV. 444,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
praruh,praruh,HARIV. 5327,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
prati,prati,HARIV. 10967,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10967 exceeds DCS total verses 6073 (vulgate vs critical edition),
tAla,tāla,HARIV. 3711,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tAlajaNGa,tālajaṅgha,HARIV. 9553,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9553 exceeds DCS total verses 6073 (vulgate vs critical edition),
tAmbUla,tāmbūla,HARIV. 8454,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8454 exceeds DCS total verses 6073 (vulgate vs critical edition),
tIkzRaraSmi,tīkṣṇaraśmi,HARIV. 3839,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tUsta,tūsta,PURUṢOTT,PURUṢOTT,PWG,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
tajjYa,tajjña,HARIV. 8427,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8427 exceeds DCS total verses 6073 (vulgate vs critical edition),
tan,tan,HARIV. 2386,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
taq,taḍ,HARIV. 15092,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15092 exceeds DCS total verses 6073 (vulgate vs critical edition),
tarkaSAstra,tarkaśāstra,HARIV. 1506,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
tattva,tattva,HARIV. 14840,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14840 exceeds DCS total verses 6073 (vulgate vs critical edition),
timi,timi,HARIV. 4915,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
trAsanIya,trāsanīya,HARIV. 2430,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
trEkAlya,traikālya,HARIV. 7446,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7446 exceeds DCS total verses 6073 (vulgate vs critical edition),
trEvidya,traividya,HARIV. 9578,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9578 exceeds DCS total verses 6073 (vulgate vs critical edition),
triSfNga,triśṛṅga,HARIV. 12853,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12853 exceeds DCS total verses 6073 (vulgate vs critical edition),
truwi,truṭi,HARIV. 9529,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9529 exceeds DCS total verses 6073 (vulgate vs critical edition),
turI,turī,HARIV. 9203,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9203 exceeds DCS total verses 6073 (vulgate vs critical edition),
umA,umā,HARIV. 946,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
vas,vas,HARIV. 11206,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11206 exceeds DCS total verses 6073 (vulgate vs critical edition),
viSvavAjin,viśvavājin,HARIV. 11253,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11253 exceeds DCS total verses 6073 (vulgate vs critical edition),
vinA,vinā,HARIV. 14966,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14966 exceeds DCS total verses 6073 (vulgate vs critical edition),
AjYApaka,ājñāpaka,HARIV. 6518,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6518 exceeds DCS total verses 6073 (vulgate vs critical edition),
CAdana,chādana,HARIV. 3537,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
Cattrin,chattrin,HARIV. 14205,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14205 exceeds DCS total verses 6073 (vulgate vs critical edition),
Cedana,chedana,HARIV. 913,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
Gana,ghana,HARIV. 2660,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
Gaww,ghaṭṭ,HARIV. 3210,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
GftAcI,ghṛtācī,HARIV. 1658,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
GftasTalA,ghṛtasthalā,HARIV. 12475,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12475 exceeds DCS total verses 6073 (vulgate vs critical edition),
JallIzaka,jhallīṣaka,HARIV. 8450,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8450 exceeds DCS total verses 6073 (vulgate vs critical edition),
JarJara,jharjhara,HARIV. 194,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
OdBijja,audbhijja,HARIV. 11122,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11122 exceeds DCS total verses 6073 (vulgate vs critical edition),
Odumbara,audumbara,HARIV. 7988,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7988 exceeds DCS total verses 6073 (vulgate vs critical edition),
SaMsana,śaṃsana,HARIV. 7425,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7425 exceeds DCS total verses 6073 (vulgate vs critical edition),
asti,asti,HARIV. 4955,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cARUra,cāṇūra,HARIV. 6726,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6726 exceeds DCS total verses 6073 (vulgate vs critical edition),
cAkra,cākra,HARIV. 5648,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cAkzuza,cākṣuṣa,HARIV. 1669,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cArin,cārin,HARIV. 9139,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9139 exceeds DCS total verses 6073 (vulgate vs critical edition),
cAru,cāru,HARIV. 6699,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6699 exceeds DCS total verses 6073 (vulgate vs critical edition),
cAwu,cāṭu,HARIV. 1144,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
cOra,caura,HARIV. 7125,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7125 exceeds DCS total verses 6073 (vulgate vs critical edition),
candramas,candramas,HARIV. 190,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
capala,capala,HARIV. 4104,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
caraRa,caraṇa,HARIV. 4643,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
caturAtman,caturātman,HARIV. 12884,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12884 exceeds DCS total verses 6073 (vulgate vs critical edition),
caturhotra,caturhotra,HARIV. 12884,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12884 exceeds DCS total verses 6073 (vulgate vs critical edition),
caturveda,caturveda,HARIV. 12884,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12884 exceeds DCS total verses 6073 (vulgate vs critical edition),
cintAmaRi,cintāmaṇi,HARIV. 8702,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8702 exceeds DCS total verses 6073 (vulgate vs critical edition),
citraSiras,citraśiras,HARIV. 14156,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 14156 exceeds DCS total verses 6073 (vulgate vs critical edition),
citrasena,citrasena,HARIV. 9251,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9251 exceeds DCS total verses 6073 (vulgate vs critical edition),
cyAvana,cyāvana,HARIV. 1512,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
dAru,dāru,HARIV. 15522,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15522 exceeds DCS total verses 6073 (vulgate vs critical edition),
daMS,daṃś,HARIV. 4302,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
darpaRa,darpaṇa,HARIV. 8317,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8317 exceeds DCS total verses 6073 (vulgate vs critical edition),
gADana,gādhana,HARIV. 8865,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8865 exceeds DCS total verses 6073 (vulgate vs critical edition),
gADeya,gādheya,HARIV. 1766,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gANga,gāṅga,HARIV. 1824,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gAna,gāna,HARIV. 11793,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11793 exceeds DCS total verses 6073 (vulgate vs critical edition),
gaNgAsAgara,gaṅgāsāgara,HARIV. 9524,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9524 exceeds DCS total verses 6073 (vulgate vs critical edition),
gaNgodBeda,gaṅgodbheda,HARIV. 9524,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9524 exceeds DCS total verses 6073 (vulgate vs critical edition),
ganDarva,gandharva,HARIV. 11793,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 11793 exceeds DCS total verses 6073 (vulgate vs critical edition),
gardaBAkza,gardabhākṣa,HARIV. 191,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
garga,garga,HARIV. 1732,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
gavAkza,gavākṣa,HARIV. 2439,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
girikzipa,girikṣipa,HARIV. 2084,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
girinandinI,girinandinī,HARIV. 7738,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7738 exceeds DCS total verses 6073 (vulgate vs critical edition),
goDana,godhana,HARIV. 8865,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8865 exceeds DCS total verses 6073 (vulgate vs critical edition),
gocapalA,gocapalā,HARIV. 1662,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
godAvarI,godāvarī,HARIV. 12826,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12826 exceeds DCS total verses 6073 (vulgate vs critical edition),
gosTAna,gosthāna,HARIV. 3397,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
govAwa,govāṭa,HARIV. 3397,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jAjali,jājali,HARIV. 7999,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 7999 exceeds DCS total verses 6073 (vulgate vs critical edition),
jAmbUnada,jāmbūnada,HARIV. 12829,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 12829 exceeds DCS total verses 6073 (vulgate vs critical edition),
jAqya,jāḍya,HARIV. 15815,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 15815 exceeds DCS total verses 6073 (vulgate vs critical edition),
jArUTI,jārūthī,HARIV. 9136,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9136 exceeds DCS total verses 6073 (vulgate vs critical edition),
jAtismaraRa,jātismaraṇa,HARIV. 1211,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
jYApaka,jñāpaka,HARIV. 6518,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6518 exceeds DCS total verses 6073 (vulgate vs critical edition),
jaGanin,jaghanin,HARIV. 9547,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9547 exceeds DCS total verses 6073 (vulgate vs critical edition),
jagadADAra,jagadādhāra,BHĀṢĀP. 44,BHĀṢĀP,PWG,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
jambUlamAlikA,jambūlamālikā,HARIV. 10889,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 10889 exceeds DCS total verses 6073 (vulgate vs critical edition),
janeSa,janeśa,HARIV. 8403,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 8403 exceeds DCS total verses 6073 (vulgate vs critical edition),
janya,janya,BHĀṢĀP. 44,BHĀṢĀP,PWG,MW,,,,UNRESOLVED,,text-absent-from-DCS-or-ambiguous-sigil,
jayanta,jayanta,HARIV. 9736,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 9736 exceeds DCS total verses 6073 (vulgate vs critical edition),
jiGfkzu,jighṛkṣu,HARIV. 6463,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,edition-mismatch: Petersburg continuous no. 6463 exceeds DCS total verses 6073 (vulgate vs critical edition),
kASaka,kāśaka,HARIV. 1733,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kASaya,kāśaya,HARIV. 1734,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
kASi,kāśi,HARIV. 1734,HARIV,PWG,MW,Harivaṃśa,566,,UNRESOLVED,,"edition-mismatch: multi-chapter DCS text uses per-chapter (ch,verse); no concordance from Petersburg continuous no.",
