ĀpŚS, 1, 1: 1;1 0;prāyaṇīyāvad udayanīyā ||;"Pañcārthabhāṣya" PABh zu PāśupSūtra, 1, 17: 18 2 0;upasparśanavat ||;PARTLY;+ upasparśana - prāyaṇīya;"Pañcārthabhāṣya" PABh zu PāśupSūtra, 1, 23: 24 4 0;manojavavat ||;PARTLY;+ manojava - prāyaṇīya;"Pañcārthabhāṣya" PABh zu PāśupSūtra, 1, 24: 25 17 0;daṇḍivat ||;PARTLY;+ daṇḍin - prāyaṇīya;"Pañcārthabhāṣya" PABh zu PāśupSūtra, 4, 18: 116 4 0;kupuruṣavat ||;PARTLY;+ kupuruṣa - prāyaṇīya;"Pañcārthabhāṣya" PABh zu PāśupSūtra, 5, 21: 143 31 0;bhikṣuvat ||;PARTLY;+ bhikṣu - prāyaṇīya;"Pañcārthabhāṣya" PABh zu PāśupSūtra, 5, 43: 165 12 0;rājarājavat ||;PARTLY;+ rājarāja - prāyaṇīya;"Rasaratnasamuccayaṭīkā" RRSṬīkā zu RRS, 11, 92.2: 190 6 0;paṭuvat ||;PARTLY;+ paṭu - prāyaṇīya;"Sāṃkhyakārikābhāṣya" SKBh zu SāṃKār, 42.2: 42 1 14;naṭavat |;PARTLY;+ naṭa - prāyaṇīya;"Kāśikāvṛtti" Kāśikāvṛtti zu Aṣṭādhyāyī, 1, 1, 37.1: 37 1 7;brāhmaṇavat |;PARTLY;+ brāhmaṇa - prāyaṇīya;"Kāśikāvṛtti" Kāśikāvṛtti zu Aṣṭādhyāyī, 1, 1, 37.1: 37 1 8;kṣatriyavat |;PARTLY;+ kṣatriya - prāyaṇīya;
ĀpŚS, 1, 1: 1;2 0;tasyām eva sthālyām aniṣkasitāyāṃ śrapayati tad barhis tan mekṣaṇam ||;
