Hārāṇacandara on Suśr zu Su, Sū., 15, 23.3: 1;1 0;kutaḥ khalvidaṃ kṣīyate yena śarīrāṇi śīryanta ityāha abhighātādityādi ||;
Hārāṇacandara on Suśr zu Su, Sū., 15, 23.3: 1;2 0;kṣayād atiramaṇādinā dhātvapacayāt ||;
Hārāṇacandara on Suśr zu Su, Sū., 15, 23.3: 1;3 0;nanvevaṃ cettattvaṃ kathaṃ tarhyebhirhetubhirupataptāḥ sarvakriyāsvasamarthā apyāturāḥ sadyo na mriyanta ityāśaṅkyāha hītyādi ;
Hārāṇacandara on Suśr zu Su, Sū., 15, 23.3: 1;4 0;sarvaṃ vākyaṃ sāvadhāraṇamiti nyāyāt ||;
Hārāṇacandara on Suśr zu Su, Sū., 15, 23.3: 1;5 0;ebhyo .bhighātādibhya evetyarthaḥ ||;
