KokSam, 1: 1;1 1;saudhe tuṅge saha dayitayā ko .pi saṃkrīḍamānaḥ prāpa svāpaṃ paramapuruṣaḥ śeṣabhoge śriyeva |;
KokSam, 1: 1;1 2;citrā daivī gatiriyamasau śailajāmaṇḍitāyāṃ kāñcyāṃ kampātaṭabhuvi tayānanvito budhyate sma ||;
KokSam, 1: 1;2 1;tvāmāninyuḥ subhaga śayitaṃ līlayā nīlakeśyo draṣṭuṃ devaṃ varuṇapurataḥ saṃpatantyo vimānaiḥ |;
KokSam, 1: 1;2 2;atrāmuñcannapi bhagavatīkiṅkaroktyā saśaṅkāḥ śuśrāvetthaṃ sa punaravapuḥsaṅgrahāṃ vyomni vāṇīm ||;
KokSam, 1: 1;3 1;kṣetre cāsmin sakalavipadāṃ bhañjane pañca māsān āsīthāścet priyajanaviyogārtirūrdhvaṃ na te syāt |;
KokSam, 1: 1;3 2;ākarṇyemāṃ punariti tathā saiṣa cakre nivāsaṃ kleśo bhūyānapi bahumataḥ ślāghyate cedudarkaḥ ||;
KokSam, 1: 1;4 1;tatra dvitrān priyasahacarīviprayogātidīrghān kāmārto .yaṃ śivaśiva samullaṅghya māsān kathañcit |;
KokSam, 1: 1;4 2;caitrārambhe samuditamadhuśrīkaṭākṣābhirāmaṃ cūtāṅkūrāsvadanarasikaṃ kokilaṃ saṃdadarśa ||;
KokSam, 1: 1;5 1;taṃ kūjantaṃ kalamadhurayā pañcamasvānabhaṅgyā kāntālāpasmaraṇavivaśaḥ kiṃcidārādupetya |;
KokSam, 1: 1;5 2;dattvā netrāñjalipuṭabhṛtairarghyamaśrupravāhair jātāśvāsaḥ sphuṭamiti girā śrāvyayā saṃdideśa ||;
KokSam, 1: 1;6 1;atrāyāhi priyasakha nanu svāgataṃ paśya pārśve pratyagrodyanmadhurasakaṇasvedinīṃ cūtavallīm |;
