Harṣacarita, 1: 1;1 1;namastuṅgaśiraścumbicandracāmaracārave |;
Harṣacarita, 1: 1;1 2;trailokyanagarārambhamūlastambhāya śambhave ||;
Harṣacarita, 1: 1;2 1;harakaṇṭhagrahānandamīlitākṣīṃ namāmyumām |;
Harṣacarita, 1: 1;2 2;kālakūṭaviṣasparśajātamūrcchāgamāmiva ||;
Harṣacarita, 1: 1;3 1;namaḥ sarvavide tasmai vyāsāya kavivedhase |;
Harṣacarita, 1: 1;3 2;cakre puṇyaṃ sarasvatyā yo varṣamiva bhāratam ||;
Harṣacarita, 1: 1;4 1;prāyaḥ kukavayo loke rāgādhiṣṭhitadṛṣṭayaḥ |;
Harṣacarita, 1: 1;4 2;kokilā iva jāyante vācālāḥ kāmakāriṇaḥ ||;
Harṣacarita, 1: 1;5 1;santiśvāna ivāsaṃkhyā jātibhājo gṛhe gṛhe |;
Harṣacarita, 1: 1;5 2;utpādakā na bahavaḥ kavayaḥ śarabhā iva ||;
Harṣacarita, 1: 1;6 1;anyavarṇaparāvṛttyā bandhacihnanigūhanaiḥ |;
Harṣacarita, 1: 1;6 2;anākhyātāḥ satāṃ madhye kaviścauro vibhāvyate ||;
Harṣacarita, 1: 1;7 1;śleṣaprāyamudīcyeṣu pratīcyeṣvarthamātrakam |;
Harṣacarita, 1: 1;7 2;utprekṣā dākṣiṇātyeṣu gauḍeṣvakṣaraḍembaram ||;
Harṣacarita, 1: 1;8 1;navor.tho jātiragrāmyā śleṣo .kliṣṭaḥ sphuṭo rasaḥ |;
Harṣacarita, 1: 1;8 2;vikaṭākṣarabandhaśca kṛtsnamekatra duṣkaram ||;
Harṣacarita, 1: 1;9 1;kiṃ kavestasya kāvyena sarvavṛttāntagāminī |;
Harṣacarita, 1: 1;9 2;katheva bhāratī yasya na vyāpnoti jagattrayam ||;
Harṣacarita, 1: 1;10 1;ucchvāsānte .pyakhinnāste yeṣāṃ vaktre sarasvatī |;
Harṣacarita, 1: 1;10 2;kathamākhyāyikākārā na te vandyaḥ kavīśvarāḥ ||;
Harṣacarita, 1: 1;11 1;kavīnāmagaladdarpo nūnaṃ vāsavadattayā |;
Harṣacarita, 1: 1;11 2;śaktyeva pāṇḍuputrāṇāṃ gatayā karṇagocaram ||;
Harṣacarita, 1: 1;12 1;padabandhojjvalo hārī kṛtavarṇakramasthitiḥ |;
Harṣacarita, 1: 1;12 2;bhaṭṭārahariścandrasya gadyabandho nṛpāyate ||;
Harṣacarita, 1: 1;13 1;avināśinamagrāmyamakarotsātavāhanaḥ |;
