BKŚS, 1: 1;1 1;mahākhātā mahāśālā puryasty ujjayinīti yā |;
BKŚS, 1: 1;1 2;mahāmbhodhimahāśailamekhalaiva mahāmahī ||;
BKŚS, 1: 1;2 1;prāsādān yatra paśyantaḥ saṃtatān haimarājatān |;
BKŚS, 1: 1;2 2;merukailāsakūṭebhyaḥ spṛhayanti na nāgarāḥ ||;
BKŚS, 1: 1;3 1;vedamaurvīvipañcīnāṃ dhvanayaḥ pratimandiram |;
BKŚS, 1: 1;3 2;yatra saṃnipatanto .pi na bādhante parasparam ||;
BKŚS, 1: 1;4 1;kṛtaṃ varṇanayā tasyā yasyāṃ satatam āsate |;
BKŚS, 1: 1;4 2;mahākālaprabhṛtayas tyaktvā śivapuraṃ gaṇāḥ ||;
BKŚS, 1: 1;5 1;tasyām āsīn mahāseno mahāsenaḥ kṣitīśvaraḥ |;"Mahābhārata" MBh, 3, 190: 488 38 2;tayāsmyarthī |;PARTLY;+ arthin - mahāsena;"Daśakumāracarita" DKCar, 2, 3: 8 29 1;so .hamasmi ||;PARTLY;+ mad - mahāsena;"Atharvaveda Śaunaka)" AVŚ, 6, 123: 296 3 2;yo asmi so asmi ||;PARTLY;+ yad - mahāsena;
BKŚS, 1: 1;5 2;yasya devīsahasrāṇi ṣoḍaśa śrīpater iva ||;
BKŚS, 1: 1;6 1;ciraṃ pālayatas tasya prajāḥ śāstoktakāriṇaḥ |;
BKŚS, 1: 1;6 2;gopālaḥ pālakaś ceti sutau jātau guṇāmbudhī ||;
BKŚS, 1: 1;7 1;bṛhaspatisamaś cāsya mantrī bharatarohakaḥ |;
BKŚS, 1: 1;7 2;rohantakaḥ surohaś ca tasyāstāṃ tatsamau sutau ||;
BKŚS, 1: 1;8 1;narendramantriputrāṇāṃ caturvidyārthavedinām |;
BKŚS, 1: 1;8 2;prayogeṣu ca daṣāṇāṃ yānti sma divasāḥ sukham ||;
BKŚS, 1: 1;9 1;atha gāṃ pālayāmāsa gopālaḥ pitṛpālitām |;
BKŚS, 1: 1;9 2;pālako .pi yavīyastvād yauvarājyam apālayat ||;
BKŚS, 1: 1;10 1;mantriputrau tu mantritvam atha bhūmir naveśvarā |;
BKŚS, 1: 1;10 2;navamantrikṛtārakṣā jāyate sma punar vā ||;
BKŚS, 1: 1;11 1;gajarājam atho rājā dānarājivirājitam |;
BKŚS, 1: 1;11 2;adhiṣṭhāya jagatsāraṃ nirjagāma bahiḥ puraḥ ||;
BKŚS, 1: 1;12 1;taddarśanāśayāyātam anekaṃ nṛkadambakam |;
BKŚS, 1: 1;12 2;bibhyad vyāḍād gajāt tasmād itaś cetaś ca vidrutam ||;
BKŚS, 1: 1;13 1;kanyakānyatamā tatra gṛhyamāṇātha hastinā |;
BKŚS, 1: 1;13 2;prāṃśuprākārataḥ prāṃśor agamyāṃ parikhām agāt ||;
BKŚS, 1: 1;14 1;khātapātavyathājātasaṃjñānāśāt kṣaṇaṃ tataḥ |;
BKŚS, 1: 1;14 2;taṭasthā hastipṛṣṭhasthaṃ sābhāṣata ruṣā nṛpam ||;
BKŚS, 1: 1;15 1;avadhyam avadhīr yas tvaṃ pitaraṃ tasya kiṃ mayā |;
BKŚS, 1: 1;15 2;adhītavedaṃ yo hanti brāhmaṇaṃ tasya ke mṛgāḥ ||;
BKŚS, 1: 1;16 1;iti kanyāvacaḥ śrutvā duḥśravaṃ śvapacair api |;
BKŚS, 1: 1;16 2;cinteṣubhinnahṛdayaḥ praviveśa niveśanam ||;
BKŚS, 1: 1;17 1;ativāhya ca duḥkhena dinaśeṣaṃ samāsamam |;
BKŚS, 1: 1;17 2;janavādopalambhāya pradoṣe niryayau gṛhāt ||;
BKŚS, 1: 1;18 1;kālakambalasaṃvītaḥ sāsicarmāsiputrikaḥ |;
BKŚS, 1: 1;18 2;samantrāgadasaṃnāhaḥ saṃcacāra śanaiḥ śanaiḥ ||;
BKŚS, 1: 1;19 1;atha śuśrāva kasmiṃścit devatāyatane dhvanim |;
BKŚS, 1: 1;19 2;abhisārikayā sārdhaṃ bhāṣamāṇasya kāminaḥ ||;
BKŚS, 1: 1;20 1;hataṃ muṣṭibhir ākāśaṃ tuṣāṇāṃ kaṇḍanaṃ kṛtam |;
