AitUp, 1, 1: 1;1 1;ātmā vā idam eka evāgra āsīt |;"Bṛhadāraṇyakopaniṣad" BĀU, 1, 4: 4 17 1;ātmaivedam agra āsīd eka eva |;PARTLY;+ mīmāṁs - vā;
AitUp, 1, 1: 1;1 2;nānyat kiṃcana miṣat |;"Āśvalāyanagṛhyasūtra" ĀśGS, 1, 4: 4 7 1;naike kāṃcana ||;PARTLY;+ eka - anya;"Viṣṇusmṛti" ViSmṛ, 71: 71 27 1;na kaṃcana mehamānam ||;PARTLY;+ mih - anya;"Viṣṇusmṛti" ViSmṛ, 96: 96 20 1;na kaṃcanāvamanyeta ||;PARTLY;+ avaman - anya;"Chāndogyopaniṣad" ChāUp, 3, 11: 48 6 1;nānyasmai kasmaicana |;PARTLY;+ antevāsin - miṣ;
AitUp, 1, 1: 1;1 3;sa īkṣata lokān nu sṛjā iti ||;"Aitareyopaniṣad" AitUp, 1, 1: 1 3 1;sa īkṣateme nu lokāḥ |;PARTLY;+ idam - sṛj;
AitUp, 1, 1: 1;2 1;sa imāṃl lokān asṛjatāmbho marīcīr maram āpaḥ |;
AitUp, 1, 1: 1;2 2;ado .mbhaḥ pareṇa divam |;
