Haṃsadūta, 1: 1;1 1;dukūlaṃ bibhrāṇo dalitaharitāladyutiharaṃ javāpuṣpaśreṇīrucirucirapādāmbujatalaḥ |;
Haṃsadūta, 1: 1;1 2;tamālaśyāmāṅgo darahasitalīlāñchitamukhaḥ parānandābhogaḥ sphuratu hṛdi me kopipuruṣaḥ ||;
Haṃsadūta, 1: 1;2 1;yadā yāto gopīhṛdayamadano nandasadanān mukundo gāndhinyās tanayam anuvindan madhupurīm |;
Haṃsadūta, 1: 1;2 2;tadāmāṅkṣīc cintāsariti ghanaghūrṇaparicayair agādhāyāṃ bādhāmayapayasi rādhā virahiṇī ||;
Haṃsadūta, 1: 1;3 1;kadācit khedāgniṃ vighaṭayitum antargatam asau sahālībhirlebhe taralitamanā yāmunataṭīm |;
Haṃsadūta, 1: 1;3 2;cirādasyāścittaṃ paricitakuṭīrāvakalanād avasthāṃ tastāra sphūṭamatha suṣupteḥ priyasakhīm ||;
Haṃsadūta, 1: 1;4 1;tadā niṣpandāṅgī kalitanalinīpallavakulaiḥ parīṇāhāt premnāmakuśalaśatāśaṅkihṛdayaiḥ |;
Haṃsadūta, 1: 1;4 2;dṛgambhogambhīrīkṛtamihiraputrīlaharibhir vilīnā dhūlināmupari parivavre parijanaiḥ ||;
Haṃsadūta, 1: 1;5 1;tatastāṃ nyastāṅgīmurasi lalitāyāḥ kamalinīpalāśaiḥ kālindīsalilaśiśirairvījitatanum |;
Haṃsadūta, 1: 1;5 2;parāvṛttaśvāsāṅkuracalitakaṇṭhīṃ kalayatāṃ sakhīsaṃdohānāṃ pramadabharaśālī dhvanirabhūt ||;
Haṃsadūta, 1: 1;6 1;nidhāyāṅke paṅkeruhadalaviṭaṅkasya lalitā tato rādhāṃ nīrāharaṇasaraṇīnyastacaraṇā |;
Haṃsadūta, 1: 1;6 2;milantaṃ kālindīpulinabhuvi khelāñcitagatiṃ dadarśāgre kaṃcinmadhuravirutaṃ śvetagarutam ||;
Haṃsadūta, 1: 1;7 1;tadālokastokocchvasitahṛdayā sādaramasau praṇāmaṃ saṃśantī laghu laghu samāsādya savidham |;
Haṃsadūta, 1: 1;7 2;dhṛtotkaṇṭhā sadyo harisadasi saṃdeśaharaṇe varaṃ dūtaṃ mene tam atilalitaṃ hanta lalitā ||;
Haṃsadūta, 1: 1;8 1;amarṣāt premerṣyāṃ sapadi dadhatī kaṃsamathane pravṛttā haṃsāya khamabhilaṣitaṃ śaṃsitumasau |;
Haṃsadūta, 1: 1;8 2;na tasyā doṣo.yaṃ yadiha vihagaṃ prārthitavatī na kasmin visrambhaṃ diśati haribhaktipraṇayitā ||;
Haṃsadūta, 1: 1;9 1;pavitreṣu prāyo viracayasi toyeṣu vasatiṃ pramodaṃ nālīke vahasi viśadātmā svayamasi |;
Haṃsadūta, 1: 1;9 2;ato.haṃ duḥkhārtā śaraṇam avalā tvāṃ gatavatī na bhikṣā satpakṣe vrajati hi kadācid viphalatām ||;
Haṃsadūta, 1: 1;10 1;ciraṃ vismṛtyāsmān virahadahanajvālavikalāḥ kalāvān sānandaṃ vasati mathurāyāṃ madhuripuḥ |;
Haṃsadūta, 1: 1;10 2;tadetaṃ saṃdeśaṃ svamanasi samādhāya nikhila bhavān kṣipraṃ tasya śravaṇapadavīṃ saṃgamayatu ||;
Haṃsadūta, 1: 1;11 1;nirastapratyūhaṃ bhavatu bhavato vartmani śivaṃ samuttiṣṭha kṣipraṃ manasi mudamādhāya sadayam |;
